step,timestamp,u0,u1,u2,u3,u0_rate,u1_rate,u2_rate,u3_rate,pose_x,pose_y,pose_z,pose_qw,pose_qx,pose_qy,pose_qz,pose_vx,pose_vy,pose_vz,pose_avx,pose_avy,pose_avz,traj_x_ref,traj_y_ref,traj_z_ref,traj_qw_ref,traj_qx_ref,traj_qy_ref,traj_qz_ref,est_param_thrust_ratio,est_param_drag_coeff_z,est_param_tau_rate,est_param_centre_rate_deg,est_param_max_rate_deg,est_param_rate_expo,MPC_setup_time,MPC_solve_time,Visualisation_time,UKF_update_time
0,1761380099.1820638,3.660675425270191e-05,1.2180988597551781e-05,0.04999999998791932,-0.035598314160337874,0.00036606754252701905,0.0001218098859755178,0.4999999998791931,-0.35598314160337874,-0.003,-0.001,0.0,1.0,-0.0,0.0,-0.0,0.001,-0.002,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,38.0,0.0,0.12,200.0,600.0,0.5,0.0011,0.0009,0.0009,0.0
0,1761380099.2147305,-0.0004346585069960321,0.004403272293559548,0.09874999971251297,-0.013904907740766408,-0.004703500923924165,0.04391395829676935,0.4999999972429164,0.20803448565563015,-0.003,-0.001,0.0,1.0,-0.0,0.0,-0.0,-0.001,0.001,0.002,0.001,0.001,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,38.0,0.0,0.12,200.0,600.0,0.5,0.0005,0.0007,0.0011,0.0
0,1761380099.2483773,-0.0027655840731548517,0.0009510493612956863,0.14628124119464686,-0.00514643486688403,-0.0234179202883372,-0.033421411249248724,0.4999999147494669,0.08410850180363216,-0.003,-0.001,0.0,1.0,-0.0,0.0,-0.0,0.002,-0.002,-0.001,-0.001,-0.001,0.001,0.0,0.0,0.0,1.0,0.0,0.0,0.0,38.0,0.0,0.12,200.0,600.0,0.5,0.0006,0.0007,0.0011,0.0
0,1761380099.2815568,0.0008795714772688152,0.004271388227915163,0.1926242101631256,-0.0019857480684311963,0.03576015948594795,0.033441151006518684,0.49999999998344924,0.030320259267807348,-0.003,-0.001,0.0,1.0,-0.0,0.0,-0.0,-0.001,0.002,-0.0,0.0,0.0,-0.001,0.0,0.0,0.0,1.0,0.0,0.0,0.0,38.0,0.0,0.12,200.0,600.0,0.5,0.0006,0.0008,0.001,0.0
0,1761380099.3147318,-0.0011998272585726296,0.004159280858955928,0.23780646947784456,-0.0007447405142362706,-0.020574094489097243,-5.3226632613565666e-05,0.49997864568797146,0.01191363852484146,-0.003,-0.001,0.0,1.0,-0.0,0.0,-0.0,-0.001,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,38.0,0.0,0.12,200.0,600.0,0.5,0.0008,0.0006,0.0009,0.0
0,1761380099.3479416,-0.0003472074621925814,0.003422582576833363,0.2762956074630461,-0.00027861156016570327,0.008226241149157326,-0.006327162606486667,0.4443429972214771,0.004475104412146601,-0.003,-0.001,0.0,1.0,-0.0,0.0,-0.0,0.0,0.001,-0.001,-0.0,-0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,38.0,0.0,0.12,200.0,600.0,0.5,0.0005,0.0006,0.001,0.0
0,1761380099.383519,-0.00038096927905837536,0.003553644936193819,0.2838603708628938,-0.00010413598184616339,-0.000424420034206085,0.0021662692378128963,0.14472153586423842,0.001675102893153973,-0.003,-0.001,0.0,1.0,-0.0,0.0,-0.0,0.0,0.001,-0.001,-0.0,-0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,38.0,0.0,0.12,200.0,600.0,0.5,0.0008,0.0008,0.0027,0.0
0,1761380099.4144735,-0.0006150207113654266,0.004197926181849377,0.28501600710580344,-3.8977920567736857e-05,-0.002435756642835107,0.00733122369060403,0.08252145514481973,0.0006255466173227249,-0.003,-0.001,0.0,1.0,-0.0,0.0,-0.0,-0.001,0.001,0.002,0.001,0.001,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,38.0,0.0,0.12,200.0,600.0,0.5,0.0005,0.0006,0.001,0.0
0,1761380099.4479382,-0.0027551588756016595,0.001982674893981764,0.28550571839597194,4.4079773548517636e-05,-0.02155513682020368,-0.021103031333213784,0.0761511146781352,0.0008208324610206106,-0.003,-0.001,0.0,1.0,-0.0,0.0,-0.0,0.002,-0.002,-0.001,-0.001,-0.001,0.001,0.0,0.0,0.0,1.0,0.0,0.0,0.0,38.0,0.0,0.12,200.0,600.0,0.5,0.0005,0.0006,0.0011,0.0
0,1761380099.4839628,0.0006972024504204649,0.004570339919320324,0.2855075882432371,-4.201534158592847e-05,0.03383482354132083,0.02637231897688105,0.07139512807164432,-0.0008499312079573316,-0.003,-0.001,0.0,1.0,-0.0,0.0,-0.0,-0.001,0.002,-0.0,0.0,0.0,-0.001,0.0,0.0,0.0,1.0,0.0,0.0,0.0,38.0,0.0,0.12,200.0,600.0,0.5,0.0013,0.0013,0.0022,0.0
0,1761380099.5146904,-0.0013501793970821462,0.004347798177364085,0.28550799786978714,-1.6798796133788557e-05,-0.020299517862420995,-0.0010828324397323154,0.07138099332630944,0.00024166161912491692,-0.003,-0.001,0.0,1.0,-0.0,0.0,-0.0,-0.001,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,38.0,0.0,0.12,200.0,600.0,0.5,0.0006,0.0005,0.0011,0.0
0,1761380099.5481265,-0.0003002782870889162,0.0034845002877627075,0.2855986934225724,-6.170256686564633e-06,0.01016146625066176,-0.007546029351672756,0.07228395499529958,0.00010208569543879205,-0.003,-0.001,0.0,1.0,-0.0,0.0,-0.0,0.0,0.001,-0.001,-0.0,-0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,38.0,0.0,0.12,200.0,600.0,0.5,0.0006,0.0005,0.0012,0.0
0,1761380099.5812242,-0.0030132687257794816,0.0026881988507504954,0.28552516306794845,-3.930621124104987e-06,-0.027204973958677884,-0.007091889298181445,0.07066436980940402,2.0853791452955302e-05,-0.003,-0.001,0.0,1.0,-0.0,0.0,-0.0,0.001,-0.002,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,38.0,0.0,0.12,200.0,600.0,0.5,0.0005,0.0005,0.001,0.0
0,1761380099.6145833,-0.00038951961749817375,0.004276861881141531,0.28533012401223967,2.5047524492208087e-07,0.025484173901368205,0.016558680016597986,0.069430900209899,4.082830840924443e-05,-0.003,-0.001,0.0,1.0,-0.0,0.0,-0.0,-0.001,0.001,0.002,0.001,0.001,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,38.0,0.0,0.12,200.0,600.0,0.5,0.0005,0.0006,0.001,0.0
0,1761380099.6480412,-0.002772128773858973,0.0019777448530457135,0.28556504685452955,5.9324433149097885e-05,-0.023923471467982533,-0.021921954810672797,0.07368175942595906,0.0005908021978529885,-0.003,-0.001,0.0,1.0,-0.0,0.0,-0.0,0.002,-0.002,-0.001,-0.001,-0.001,0.001,0.0,0.0,0.0,1.0,0.0,0.0,0.0,38.0,0.0,0.12,200.0,600.0,0.5,0.0006,0.0007,0.001,0.0
0,1761380099.6813571,0.0006984845184301964,0.004571069966921035,0.28551878915322,-3.634570094550734e-05,0.03401310072942695,0.026427687352014638,0.07092868470053652,-0.0009418702326587777,-0.003,-0.001,0.0,1.0,-0.0,0.0,-0.0,-0.001,0.002,-0.0,0.0,0.0,-0.001,0.0,0.0,0.0,1.0,0.0,0.0,0.0,38.0,0.0,0.12,200.0,600.0,0.5,0.0006,0.0006,0.0011,0.0
0,1761380099.7162569,-0.0013503531006343146,0.004347748094029026,0.2855101114126621,-1.4674905884642671e-05,-0.020313755061037556,-0.0010904512371898364,0.07129291988272585,0.0002076215253722698,-0.003,-0.001,0.0,1.0,-0.0,0.0,-0.0,-0.001,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,38.0,0.0,0.12,200.0,600.0,0.5,0.0012,0.0007,0.002,0.0
