step,timestamp,u0,u1,u2,u3,u0_rate,u1_rate,u2_rate,u3_rate,pose_x,pose_y,pose_z,pose_qw,pose_qx,pose_qy,pose_qz,pose_vx,pose_vy,pose_vz,pose_avx,pose_avy,pose_avz,est_pose_x,est_pose_y,est_pose_z,est_pose_qw,est_pose_qx,est_pose_qy,est_pose_qz,est_pose_vx,est_pose_vy,est_pose_vz,est_pose_avx,est_pose_avy,est_pose_avz,traj_x_ref,traj_y_ref,traj_z_ref,traj_qw_ref,traj_qx_ref,traj_qy_ref,traj_qz_ref,est_param_thrust_ratio,est_param_drag_coeff_z,est_param_tau_rate,est_param_centre_rate_deg,est_param_max_rate_deg,est_param_rate_expo,MPC_setup_time,MPC_solve_time,Visualisation_time,UKF_update_time,mot_cap_x,mot_cap_y,mot_cap_z,mot_cap_qw,mot_cap_qx,mot_cap_qy,mot_cap_qz,mot_cap_vx,mot_cap_vy,mot_cap_vz,mot_cap_avx,mot_cap_avy,mot_cap_avz
0,1762140493.4284348,2.3081366271065637e-05,5.10149602468946e-06,0.05000000002664601,-0.007083906464366842,0.00023081366271065636,5.1014960246894596e-05,0.50000000026646,-0.07083906464366842,-0.027,0.009,-0.07,0.999,0.017,0.031,-0.003,0.0,0.002,-0.001,0.003,-0.004,-0.004,-0.02706011377277059,0.009099896190446119,-0.07644640549947336,0.998909519659951,0.01664213849766838,0.031147238556996807,-0.01410271942056928,-0.003606876901217526,0.003994060020492207,-0.3855845818880488,-0.004134216151621832,-0.0009137538367753253,-1.2705441286835586,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,0.1,0.12,50.0,300.0,0.0,0.0043,0.0052,0.0021,0.0,0.004,-0.013,-0.004,1.0,-0.0,0.006,0.006,0.003,0.001,0.001,0.1,-0.0,0.0
0,1762140493.452971,-0.049773054060429596,-0.04998997931713202,0.09749999391506378,-0.008350557199657242,-0.497949813583871,-0.49994825738355464,0.4999999388975007,-0.01620846058508743,-0.027,0.009,-0.07,0.999,0.017,0.031,-0.003,0.001,-0.0,0.0,0.002,0.002,-0.0,-0.027,0.009,-0.07,0.999,0.017,0.031,-0.003,0.001,-0.0,0.0,0.002,0.002,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,0.1,0.12,50.0,300.0,0.0,0.0012,0.0012,0.0018,0.0,0.004,-0.013,-0.004,1.0,-0.001,0.005,0.006,0.0,-0.0,0.001,-0.0,-0.0,0.0
0,1762140493.4877138,-0.09721870579547187,-0.09748134027705568,0.14262497903707744,-0.013271379718245048,-0.49934304438063754,-0.4999085992578027,0.4999998481776685,-0.05338350378570668,-0.027,0.009,-0.07,0.999,0.017,0.031,-0.003,-0.002,0.001,-0.001,0.002,0.005,-0.002,-0.02701891204712586,0.009006964529848902,-0.07470838774217317,0.998997203607666,0.017028906878669186,0.03107284396200131,-0.0030136174550741295,0.001009767409273756,-0.0006617341146900135,-0.27903987069028735,0.0015207223982476603,0.003788665852195319,0.0003200842439596574,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,0.1,0.12,50.0,300.0,0.0,0.0023,0.0012,0.0021,0.0,0.004,-0.013,-0.004,1.0,-0.002,0.007,0.005,-0.004,-0.001,0.003,-0.1,0.1,-0.0
0,1762140493.5236564,-0.08962562679451053,-0.14260488033318258,0.18549373000861882,-0.011968090724659363,0.0273214371118774,-0.4999760706997969,0.49999999923395255,0.006397200076734336,-0.027,0.009,-0.07,0.999,0.017,0.031,-0.003,0.001,0.001,0.001,-0.007,-0.003,0.003,-0.0266972339031537,0.00893676664807496,-0.08787905083394873,0.9990120423510328,0.01669423379492463,0.030790692148708835,-0.0028590731917142727,0.009438702622294445,-0.003633521724924183,-0.5147459539015683,-0.020025683834205298,-0.01781869531441907,0.005017903335484774,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,0.1,0.12,50.0,300.0,0.0,0.0027,0.0023,0.0033,0.0,0.004,-0.013,-0.004,1.0,-0.001,0.005,0.006,0.0,0.0,0.0,-0.0,-0.0,-0.0
0,1762140493.5541384,-0.09578437232287502,-0.16419900346299587,0.22621904087565115,-0.01031951881973963,-0.1064002686809003,-0.28724367146472407,0.49999997367463284,0.010501673686867656,-0.027,0.009,-0.07,0.999,0.017,0.031,-0.003,-0.001,-0.001,-0.002,-0.001,0.001,0.002,-0.026455392431263113,0.008545168043342936,-0.10870048252600514,0.9990310407177587,0.01631990509780723,0.03037872608847105,-0.0027879949396417726,0.015153918699439732,-0.009859400880776211,-0.7171734229339755,-0.04687933910940085,-0.04619573261559339,0.00658644285170729,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,0.1,0.12,50.0,300.0,0.0,0.0029,0.001,0.0015,0.0,0.004,-0.013,-0.004,1.0,-0.002,0.007,0.005,-0.004,-0.002,0.005,-0.1,0.1,-0.0
0,1762140493.5892584,-0.08730740504187426,-0.15165545748073578,0.2649080881099486,-0.00985936253081997,0.03687748664857013,0.04333595809110263,0.4999999927808001,-0.0005581965206731959,-0.027,0.009,-0.07,0.999,0.017,0.031,-0.003,-0.002,0.003,0.0,0.003,-0.001,-0.01,-0.02592638727256359,0.008660682826033772,-0.13510113958156725,0.9990786549291678,0.01554551441439413,0.02915931274184024,-0.0031488185841813824,0.0237285995336113,-0.011104725258357127,-0.878380530703551,-0.06147142509851822,-0.0919351097212202,0.003697096723803109,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,0.1,0.12,50.0,300.0,0.0,0.0036,0.0018,0.0017,0.0,0.004,-0.013,-0.004,1.0,-0.002,0.007,0.005,-0.004,-0.001,0.004,-0.1,0.1,-0.0
0,1762140493.6227443,-0.08398129099946265,-0.13917594690139598,0.3016626834842283,-0.00826494338851577,-0.010392562096820906,0.048967377053030114,0.4999999977977715,0.01101451015763199,-0.027,0.009,-0.069,0.999,0.017,0.031,-0.003,-0.0,-0.003,0.001,0.005,0.0,0.006,-0.02461663855013828,0.00718827076592043,-0.16540185653646478,0.9991494529687771,0.014496719463981806,0.02728889396823967,-0.0023534115988026482,0.036786078029654536,-0.023072862345807466,-1.006195131695986,-0.07681933694645411,-0.13550806772112006,0.009044967934951654,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,0.1,0.12,50.0,300.0,0.0,0.0033,0.0018,0.0021,0.0,0.004,-0.013,-0.004,1.0,-0.001,0.007,0.006,-0.002,-0.0,0.004,-0.0,0.1,0.0
0,1762140493.655223,-0.07265181285445231,-0.1261657054988936,0.3365795428372443,-0.008010824867547636,0.07130413595037201,0.06051444057432581,0.49999993527227327,-0.0015912864845765672,-0.027,0.009,-0.069,0.999,0.017,0.031,-0.003,-0.002,0.002,0.0,-0.009,0.0,-0.005,-0.024073482480208252,0.007591845585114586,-0.15014941538084914,0.99923934758194,0.012478329370900154,0.02484399992315618,-0.002793156185167117,0.043640402244993465,-0.02196558067855667,-0.8298834473641361,-0.08766930773871551,-0.15867774772814128,0.006205807447378368,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,0.1,0.12,50.0,300.0,0.0,0.0015,0.0015,0.0036,0.0,0.004,-0.013,-0.004,1.0,-0.002,0.007,0.006,-0.002,-0.001,0.005,-0.1,0.1,0.0
0,1762140493.687587,-0.07418781386061392,-0.12047593678544864,0.3697505638035957,-0.007502601959687747,-0.051685916488842465,-0.006185165614996935,0.49999998108213606,0.0010768166448250557,-0.027,0.009,-0.069,0.999,0.017,0.031,-0.003,0.001,-0.0,-0.0,0.004,-0.003,0.0,-0.022785189707731718,0.006781777350954753,-0.1355023513252832,0.9992884862488065,0.012454357636049405,0.022820076342402434,-0.0025822934883696557,0.05431436126701025,-0.029165344673727375,-0.6614629060125579,-0.08502497582017673,-0.16645019938720595,0.006947819662010338,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,0.1,0.12,50.0,300.0,0.0,0.0022,0.0013,0.0021,0.0,0.004,-0.013,-0.004,1.0,-0.002,0.007,0.006,-0.0,0.0,-0.002,-0.0,0.1,0.0
0,1762140493.7209,-0.08210018825091588,-0.1218286661518786,0.40126147025819536,-0.007285273299567616,-0.11621765083332646,-0.0737652620570241,0.4999843464477947,-0.0015780143786425522,-0.027,0.009,-0.07,0.999,0.017,0.031,-0.003,-0.003,-0.001,-0.001,0.0,0.002,0.0,-0.022686278510331715,0.006155577855892478,-0.12275412291857264,0.9993017996457665,0.012670977787329465,0.022097744025203717,-0.002659168872791962,0.05821029562302284,-0.03531756589587927,-0.5024867329794427,-0.0771118028557429,-0.15947200711651832,0.006230004971634838,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,0.1,0.12,50.0,300.0,0.0,0.0026,0.001,0.0018,0.0,0.004,-0.013,-0.004,1.0,-0.002,0.007,0.006,-0.004,-0.001,0.004,-0.1,0.0,0.0
