step,timestamp,u0,u1,u2,u3,pose_x,pose_y,pose_z,pose_qw,pose_qx,pose_qy,pose_qz,MPC_setup_time,MPC_solve_time,Visualisation_time,UKF_update_time
0,1761188259.4520378,-0.0021497564432425577,0.0021499072078667953,0.05000000017179501,-0.006390417091062337,0.008,-0.008,-0.004,1.0,0.008,-0.015,-0.019,0.0022,0.0029,0.0022,0.0
0,1761188259.481764,-0.09343534823709332,0.09986614511715997,0.09874999945158325,-0.0280623115239614,0.009,-0.008,-0.004,1.0,0.002,-0.01,-0.018,0.0008,0.0012,0.0016,0.0
0,1761188259.515227,0.008900507321721596,-0.002630453273025274,0.14628124911100815,0.01635108065198524,0.009,-0.008,-0.004,1.0,0.001,-0.009,-0.018,0.0009,0.0013,0.0016,0.0
0,1761188259.548915,-0.09131646149729958,0.09743282907736003,0.1926242097515397,-0.08382147338627621,0.009,-0.008,-0.004,1.0,0.004,-0.011,-0.018,0.0009,0.0014,0.0018,0.0
0,1761188259.5831535,0.010965452258449054,0.02041277750854463,0.23780859100157858,0.017041085449491233,0.008,-0.008,-0.004,1.0,0.006,-0.015,-0.019,0.0011,0.0018,0.0022,0.0
0,1761188259.6163712,-0.08930859427795595,0.1199023535589893,0.28186337419239704,-0.042228345834232836,0.009,-0.008,-0.004,1.0,0.004,-0.013,-0.019,0.0011,0.0016,0.0023,0.0
0,1761188259.6514623,-0.0375313500701574,0.04789558950217221,0.32481678921536716,-0.10201310512649338,0.009,-0.008,-0.004,1.0,0.003,-0.012,-0.018,0.0016,0.0023,0.0028,0.0
0,1761188259.6865525,0.06339569317770544,0.04367492924529147,0.3666963569930455,-0.11617750668003728,0.009,-0.008,-0.004,1.0,-0.002,-0.006,-0.017,0.0018,0.0029,0.0036,0.0
0,1761188259.7177541,-0.03818814533574762,0.1425789052274153,0.4075289388430843,-0.1328740655839731,0.008,-0.008,-0.004,1.0,0.005,-0.013,-0.019,0.0014,0.002,0.003,0.0
0,1761188259.7520041,-0.12623249185053878,0.17392019181981122,0.4473395861469962,-0.105204257377962,0.009,-0.008,-0.004,1.0,0.002,-0.011,-0.018,0.002,0.002,0.0029,0.0
0,1761188259.788998,-0.023081996713241557,0.06957974604862632,0.48615603519926825,-0.07893926215291419,0.009,-0.008,-0.004,1.0,-0.0,-0.007,-0.017,0.0019,0.0021,0.0068,0.0
0,1761188259.8194532,-0.12248707079241851,0.1678323863512481,0.5240014753777625,-0.08372229621417215,0.008,-0.008,-0.004,1.0,0.006,-0.014,-0.019,0.0028,0.0028,0.0021,0.0
0,1761188259.852083,-0.0194960781234767,0.06548383242370566,0.5605084537224582,-0.05856744342261612,0.009,-0.008,-0.004,1.0,-0.002,-0.007,-0.017,0.0017,0.002,0.0037,0.0
0,1761188259.888858,0.07817031131749229,0.021469511862037938,0.5764812398280689,-0.057716435415726054,0.009,-0.008,-0.004,1.0,-0.002,-0.007,-0.017,0.0022,0.0032,0.0053,0.0
0,1761188259.9173832,0.08696245156972729,0.005309764464551142,0.5822635095006218,-0.05675235476553032,0.009,-0.008,-0.004,1.0,-0.003,-0.006,-0.017,0.0015,0.0015,0.0029,0.0
0,1761188259.951082,-0.013212299280207118,0.10280930699096513,0.5851134433347882,-0.05945341794880028,0.009,-0.008,-0.004,1.0,0.003,-0.011,-0.018,0.0015,0.0016,0.0032,0.0
0,1761188259.9833298,-0.03955221484443876,0.11510104645012806,0.5851834108780459,-0.05927942566952553,0.009,-0.008,-0.004,1.0,0.002,-0.01,-0.018,0.0013,0.0014,0.0026,0.0
0,1761188260.0178301,-0.13851807868122396,0.21195780821684523,0.586073724534983,-0.0722283045766408,0.009,-0.008,-0.004,1.0,0.005,-0.013,-0.019,0.0015,0.0018,0.0031,0.0
0,1761188260.0505288,-0.15244139739169732,0.19425808802584432,0.5860573156919124,-0.06984616513539395,0.008,-0.008,-0.004,1.0,0.005,-0.012,-0.019,0.0014,0.0014,0.003,0.0
0,1761188260.0869827,-0.10933024669711185,0.20482513056729118,0.5861343965495375,-0.07222603747640871,0.009,-0.008,-0.004,1.0,0.002,-0.01,-0.018,0.0021,0.0016,0.0052,0.0
0,1761188260.116152,-0.02919443607232365,0.10895282361222916,0.5860862545821556,-0.0667490909130144,0.009,-0.008,-0.004,1.0,-0.0,-0.008,-0.018,0.0015,0.0011,0.0021,0.0
0,1761188260.1534579,0.04422668583685202,0.03071770950883304,0.5855924761833121,-0.05530953425254977,0.009,-0.008,-0.004,1.0,-0.001,-0.007,-0.017,0.0036,0.0017,0.0034,0.0
0,1761188260.1825242,0.13320473796334226,-0.06272074686881146,0.5851225149651534,-0.048959689748318595,0.009,-0.008,-0.004,1.0,0.0,-0.008,-0.018,0.0012,0.0011,0.0021,0.0
0,1761188260.2189145,0.029954175529364593,0.03877012275160914,0.5864415291144337,-0.0576290481202565,0.009,-0.008,-0.004,1.0,0.005,-0.013,-0.019,0.0012,0.0014,0.0049,0.0
0,1761188260.2495594,-0.07022576563251708,0.1368494356246469,0.5852435265492252,-0.07590301273949487,0.008,-0.008,-0.004,1.0,0.007,-0.014,-0.019,0.0011,0.0011,0.0026,0.0
0,1761188260.286065,0.030668898025964036,0.04069687812538174,0.584804602160772,-0.06105729918989161,0.009,-0.008,-0.004,1.0,-0.0,-0.009,-0.018,0.0021,0.0023,0.0036,0.0
0,1761188260.3238134,0.11227176041766374,-0.04119198034470398,0.5848576160648185,-0.05133663444367585,0.009,-0.008,-0.004,1.0,-0.002,-0.006,-0.017,0.0033,0.0035,0.0056,0.0
0,1761188260.35063,0.009465412909869783,0.0598361688685546,0.5889071725949925,-0.0733094573939451,0.008,-0.008,-0.004,1.0,0.004,-0.012,-0.019,0.0017,0.0017,0.0025,0.0
0,1761188260.38387,-0.0416827519313694,0.10399673157031725,0.587002575550644,-0.06889484076424653,0.009,-0.008,-0.004,1.0,0.002,-0.009,-0.018,0.0015,0.0014,0.0029,0.0
0,1761188260.4172347,-0.11400931820058895,0.17555253738580143,0.586451768550083,-0.0666251492546686,0.009,-0.008,-0.004,1.0,0.004,-0.012,-0.019,0.0016,0.0014,0.0028,0.0
0,1761188260.4502122,-0.011279366905170785,0.07195217529354934,0.5869554824320968,-0.04448649705267001,0.009,-0.008,-0.004,1.0,-0.003,-0.005,-0.017,0.0015,0.0014,0.0026,0.0
0,1761188260.483718,0.04768930710177999,0.022210184674398677,0.5856618145857346,-0.048637970839212744,0.009,-0.008,-0.004,1.0,-0.001,-0.007,-0.017,0.0015,0.0014,0.0028,0.0
0,1761188260.5161467,-0.037361051131844736,0.11522962961159766,0.5860643024895256,-0.05322769641520898,0.009,-0.008,-0.004,1.0,0.0,-0.009,-0.018,0.0009,0.0009,0.0021,0.0
0,1761188260.549208,0.057125352968131204,0.045877925483588614,0.5856016770570037,-0.052146390863734474,0.009,-0.008,-0.004,1.0,-0.002,-0.007,-0.017,0.0012,0.0011,0.0022,0.0
0,1761188260.5848558,-0.044286545939833485,0.1447129046694003,0.58812690457844,-0.08891757661217445,0.009,-0.008,-0.004,1.0,0.004,-0.012,-0.019,0.0009,0.0011,0.0048,0.0
0,1761188260.6205356,-0.0030999020738251976,0.11738383105632304,0.5861056442374183,-0.07757218078323652,0.009,-0.008,-0.004,1.0,0.0,-0.008,-0.018,0.0007,0.0009,0.0021,0.0
0,1761188260.6506388,-0.10075985071152267,0.2049983437529106,0.5862080066326605,-0.08100620810036707,0.009,-0.008,-0.004,1.0,0.004,-0.012,-0.019,0.0012,0.0013,0.0035,0.0
0,1761188260.6849868,-0.0008548081235883742,0.10114692930107216,0.585929585083889,-0.06610835364426523,0.009,-0.008,-0.004,1.0,0.001,-0.009,-0.018,0.0024,0.0015,0.0029,0.0
0,1761188260.7162032,0.09911107503697623,-0.001356711493909174,0.5847414661546136,-0.04761214670836254,0.009,-0.008,-0.004,1.0,-0.002,-0.006,-0.017,0.0008,0.0008,0.0018,0.0
0,1761188260.7490907,-0.0024908274878982922,0.09685399874244716,0.5861287194272627,-0.05277029265633184,0.009,-0.008,-0.004,1.0,0.004,-0.011,-0.018,0.001,0.0011,0.0023,0.0
0,1761188260.783658,0.022249528676555524,0.05723042474640539,0.585628626578152,-0.05470310484915969,0.009,-0.008,-0.004,1.0,0.001,-0.009,-0.018,0.0013,0.0014,0.0029,0.0
0,1761188260.8168232,0.03217052586898556,0.034315377505776484,0.5855842478523825,-0.04802918118720177,0.009,-0.008,-0.004,1.0,0.001,-0.008,-0.017,0.0008,0.0008,0.0022,0.0
0,1761188260.8504827,-0.06713628164912558,0.13247458809484375,0.5860578224524662,-0.06213084873094145,0.008,-0.008,-0.004,1.0,0.005,-0.013,-0.019,0.0013,0.0013,0.0031,0.0
0,1761188260.8861606,0.0334908491048328,0.04696050142045845,0.5855738771826994,-0.051915212505273714,0.009,-0.008,-0.004,1.0,0.001,-0.01,-0.018,0.0017,0.0019,0.0046,0.0
0,1761188260.9185436,0.12878679065606244,-0.050935236970915856,0.5847297201706951,-0.04453241259850266,0.009,-0.008,-0.004,1.0,-0.001,-0.007,-0.017,0.0007,0.0008,0.0019,0.0
0,1761188260.9514313,0.02587018357271713,0.050200951384484396,0.5862286289578369,-0.05193226001508138,0.009,-0.008,-0.004,1.0,0.001,-0.01,-0.018,0.0015,0.0016,0.0034,0.0
0,1761188260.9849796,0.1166000270960073,-0.010750920875902972,0.5853007888677896,-0.044569142064242444,0.009,-0.008,-0.004,1.0,-0.001,-0.007,-0.017,0.0013,0.0014,0.0043,0.0
0,1761188261.0226083,0.13749848590685443,-0.06314433509519865,0.5848691796831955,-0.04100883028646866,0.009,-0.008,-0.004,1.0,-0.003,-0.005,-0.017,0.0007,0.0009,0.002,0.0
0,1761188261.0561252,0.03406924632770367,0.03842867634799199,0.5872595374243599,-0.053559863025728016,0.008,-0.008,-0.004,1.0,0.004,-0.012,-0.018,0.0014,0.0016,0.0083,0.0
0,1761188261.0851054,0.11139834959637043,0.0008438625748973111,0.5856948129210121,-0.04780284084047027,0.009,-0.008,-0.004,1.0,-0.0,-0.008,-0.018,0.0016,0.0015,0.0039,0.0
0,1761188261.1171355,0.115632427611723,-0.04210650790916095,0.5852645183054368,-0.04325231676881148,0.009,-0.008,-0.004,1.0,-0.001,-0.007,-0.017,0.0008,0.0008,0.002,0.0
0,1761188261.149885,0.14729263702914497,-0.039461418901366445,0.5849146682473843,-0.04073404966972686,0.009,-0.008,-0.004,1.0,-0.0,-0.008,-0.017,0.0011,0.0012,0.0028,0.0
0,1761188261.1856987,0.0436113889273462,0.06152271095617982,0.588105356427013,-0.07936391627121174,0.008,-0.008,-0.004,1.0,0.006,-0.014,-0.019,0.0017,0.0019,0.004,0.0
0,1761188261.2202086,0.11015507737038599,0.020373200081506428,0.5857718231253318,-0.07226593641451366,0.009,-0.008,-0.004,1.0,0.001,-0.009,-0.018,0.0008,0.0008,0.0019,0.0
0,1761188261.250631,0.1506532439380381,-0.0672515669846171,0.5851452720636598,-0.05828868015831046,0.009,-0.008,-0.004,1.0,-0.0,-0.008,-0.017,0.0011,0.0013,0.0036,0.0
0,1761188261.2858088,0.13904177701379014,-0.07789927074040114,0.5847881952672488,-0.05000619532453826,0.009,-0.008,-0.004,1.0,-0.003,-0.005,-0.017,0.0016,0.0016,0.0044,0.0
0,1761188261.3226867,0.0355695533501974,0.024046971133574638,0.5881172290050103,-0.07258317916189283,0.009,-0.008,-0.004,1.0,0.002,-0.01,-0.018,0.0007,0.0008,0.0024,0.0
0,1761188261.3507564,-0.06531479684995994,0.12344090468717427,0.5847449146786211,-0.07994675868732916,0.008,-0.008,-0.004,1.0,0.007,-0.015,-0.019,0.0012,0.0014,0.0035,0.0
0,1761188261.3834956,0.035945948959408766,0.020782600472016258,0.58507236142114,-0.062170322842699355,0.009,-0.008,-0.004,1.0,0.0,-0.008,-0.018,0.001,0.0012,0.0031,0.0
0,1761188261.4273326,-0.01858986069440126,0.09492892284914427,0.585763744913522,-0.06186330654805334,0.009,-0.008,-0.004,1.0,0.002,-0.01,-0.018,0.0008,0.0008,0.0023,0.0
0,1761188261.4493299,-0.10091887397652101,0.15760136532669233,0.5860087111708666,-0.06128333058308193,0.009,-0.008,-0.004,1.0,0.003,-0.01,-0.018,0.0009,0.0011,0.0026,0.0
0,1761188261.484246,-0.01288494150327106,0.07080607503760655,0.5857884010076874,-0.05269389644058822,0.009,-0.008,-0.004,1.0,0.001,-0.009,-0.018,0.0012,0.0013,0.0036,0.0
0,1761188261.5176227,-0.09106484365056869,0.1571235605869979,0.5861005101381253,-0.05543018081058736,0.009,-0.008,-0.004,1.0,0.003,-0.011,-0.018,0.0007,0.0008,0.0022,0.0
0,1761188261.5520213,0.010282188488078492,0.058045943718290555,0.585624061315885,-0.05061951205342577,0.009,-0.008,-0.004,1.0,-0.001,-0.008,-0.018,0.0014,0.0015,0.0045,0.0
0,1761188261.5856032,0.016298752261601504,0.053161147895434455,0.5855540507384857,-0.053668038340491095,0.009,-0.008,-0.004,1.0,0.003,-0.01,-0.018,0.0014,0.0016,0.0045,0.0
0,1761188261.6176114,0.11584880385618067,-0.04813482688707975,0.5852250587290261,-0.04328222594972911,0.009,-0.008,-0.004,1.0,-0.002,-0.006,-0.017,0.0008,0.0008,0.0023,0.0
0,1761188261.6512475,0.014422886718636507,0.05274240418284176,0.5862277295496476,-0.05435849780669526,0.009,-0.008,-0.004,1.0,0.005,-0.013,-0.019,0.0013,0.0015,0.0038,0.0
0,1761188261.6858017,-0.08415880485682367,0.1500846500571869,0.5854764561856597,-0.06540671594253482,0.009,-0.008,-0.004,1.0,0.002,-0.011,-0.019,0.0013,0.0015,0.0049,0.0
0,1761188261.7188447,-0.012316037594008317,0.08523584887938146,0.5855117701515996,-0.06240567463854316,0.009,-0.008,-0.004,1.0,0.001,-0.01,-0.018,0.0008,0.0008,0.0024,0.0
0,1761188261.752603,-0.035588655374347467,0.10543723614233655,0.5850373853237631,-0.06110492375889524,0.009,-0.008,-0.004,1.0,0.002,-0.01,-0.018,0.0014,0.0017,0.0048,0.0
0,1761188261.7870247,0.06140171378463849,0.0073342273699234795,0.5856201444257249,-0.05893507711357419,0.009,-0.008,-0.004,1.0,-0.002,-0.006,-0.018,0.0016,0.0024,0.0049,0.0
0,1761188261.8399994,-0.04004045764648276,0.10694670886769372,0.5870755497958839,-0.06987385187644223,0.009,-0.008,-0.004,1.0,0.003,-0.01,-0.02,0.0008,0.0009,0.0024,0.0
0,1761188261.84858,0.05560434815096202,0.016555413778021957,0.5860465903739178,-0.0652225372590293,0.009,-0.008,-0.004,1.0,-0.002,-0.007,-0.018,0.0008,0.0009,0.0022,0.0
0,1761188261.8837295,-0.045755264964502676,0.11608779476677192,0.5882342116104122,-0.07843462700887943,0.009,-0.008,-0.004,1.0,0.004,-0.012,-0.019,0.0012,0.0013,0.003,0.0
0,1761188261.9168599,-0.11943078389074022,0.14528240536808923,0.5865415677796001,-0.07208925768197187,0.009,-0.008,-0.004,1.0,0.004,-0.012,-0.018,0.0007,0.0008,0.0023,0.0
0,1761188261.9498813,-0.01645440535365078,0.04170653438091848,0.5863971071066535,-0.0550194868219799,0.009,-0.008,-0.004,1.0,-0.001,-0.007,-0.017,0.0009,0.001,0.0032,0.0
0,1761188261.9852629,0.0832614537362938,-0.05826844220263985,0.5850452603011942,-0.056640386007167434,0.009,-0.008,-0.004,1.0,-0.001,-0.007,-0.018,0.0011,0.0012,0.0049,0.0
