step,timestamp,u0,u1,u2,u3,u0_rate,u1_rate,u2_rate,u3_rate,pose_x,pose_y,pose_z,pose_qw,pose_qx,pose_qy,pose_qz,pose_vx,pose_vy,pose_vz,pose_avx,pose_avy,pose_avz,est_pose_x,est_pose_y,est_pose_z,est_pose_qw,est_pose_qx,est_pose_qy,est_pose_qz,est_pose_vx,est_pose_vy,est_pose_vz,est_pose_avx,est_pose_avy,est_pose_avz,traj_x_ref,traj_y_ref,traj_z_ref,traj_qw_ref,traj_qx_ref,traj_qy_ref,traj_qz_ref,est_param_thrust_ratio,est_param_drag_coeff_z,est_param_tau_rate,est_param_centre_rate_deg,est_param_max_rate_deg,est_param_rate_expo,MPC_setup_time,MPC_solve_time,Visualisation_time,UKF_update_time,mot_cap_x,mot_cap_y,mot_cap_z,mot_cap_qw,mot_cap_qx,mot_cap_qy,mot_cap_qz,mot_cap_vx,mot_cap_vy,mot_cap_vz,mot_cap_avx,mot_cap_avy,mot_cap_avz
0,1762149730.8912318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.046,-0.012,1.0,-0.003,0.0,0.017,0.006,-0.004,0.004,-0.006,0.001,0.0,-0.009799978369915065,-0.046134328732396375,-0.01746869401415392,1.0001297562887554,-0.0031051126882314446,-0.00012530142456458528,0.005922103703442514,0.006001563460972341,-0.004059583218971266,-0.3316699681720174,-0.0067798061526331815,-0.011217648253820092,-1.2700848861334622,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,0.2,0.12,50.0,300.0,0.0,0.002,0.0013,0.0019,0.0,-0.002,-0.03,-0.004,1.0,0.004,0.004,-0.003,0.001,0.002,-0.001,-0.0,-0.0,0.0
0,1762149730.9252954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.047,-0.012,1.0,-0.003,-0.0,0.017,0.019,-0.009,-0.002,-0.002,-0.004,0.011,-0.01,-0.047,-0.012,1.0,-0.003,-0.0,0.017,0.019,-0.009,-0.002,-0.002,-0.004,0.011,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,0.2,0.12,50.0,300.0,0.0,0.0008,0.0019,0.0034,0.0,-0.002,-0.03,-0.004,1.0,0.005,0.005,-0.003,0.001,0.0,-0.001,0.0,0.0,0.0
0,1762149730.9576766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.046,-0.012,1.0,-0.003,0.0,0.017,-0.006,0.015,0.002,0.006,0.003,-0.005,-0.010199999999999999,-0.0455,-0.017371464136625513,1.0000014913812072,-0.0029134342812029397,4.491986978788422e-05,0.016927112401598596,-0.006,0.015,-0.3239257071726749,0.0045448697797591826,0.0022724348898795913,-0.003787391483132652,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,0.2,0.12,50.0,300.0,0.0,0.0012,0.0013,0.0026,0.0,-0.002,-0.03,-0.004,1.0,0.0,0.003,-0.004,-0.001,-0.008,0.004,-0.3,-0.0,-0.1
0,1762149730.9902022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.047,-0.012,1.0,-0.003,0.0,0.017,0.004,-0.017,0.002,-0.004,-0.003,0.005,-0.009733333333333335,-0.04813333333333335,-0.03357098488623401,0.9999975030197945,-0.003100990088171675,-7.807619368383602e-05,0.017128097872923704,0.004,-0.017,-0.6476858030227531,-0.002295093479440921,-0.0017213201095806906,0.0028688668493011505,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,0.2,0.12,50.0,300.0,0.0,0.0015,0.0012,0.0016,0.0,-0.002,-0.03,-0.004,1.0,0.003,0.005,-0.004,0.001,-0.001,-0.001,0.1,0.1,-0.0
0,1762149731.0227532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.046,-0.012,1.0,-0.003,0.0,0.017,0.021,0.009,0.001,0.005,0.001,-0.002,-0.007900000000000003,-0.04509999999999997,-0.06062562192785616,1.0000016449598494,-0.002830962898370644,3.6602644351673214e-05,0.016932052443799236,0.021,0.009,-0.9702748756144286,0.002173104374256957,0.00043462087485139145,-0.0008692417497027829,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,0.2,0.12,50.0,300.0,0.0,0.0011,0.001,0.0015,0.0,-0.002,-0.03,-0.004,1.0,0.004,0.005,-0.003,0.002,0.001,-0.002,0.0,0.0,0.0
0,1762149731.0566723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.046,-0.012,1.0,-0.003,0.0,0.017,-0.022,-0.004,-0.003,0.001,0.001,0.001,-0.01293333333333333,-0.04653333333333333,-0.09882474272391359,0.9999994341123196,-0.002960437145345047,4.105198811317385e-05,0.017040126264734924,-0.022,-0.004,-1.293635051455217,0.00032921587996076446,0.00032921587996076446,0.00032921587996076446,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,0.2,0.12,50.0,300.0,0.0,0.0012,0.0011,0.0019,0.0,-0.002,-0.03,-0.004,1.0,0.002,0.005,-0.004,-0.002,-0.005,0.001,-0.1,0.0,-0.1
0,1762149731.092472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.046,-0.012,1.0,-0.003,0.0,0.017,-0.005,0.012,0.015,0.012,0.008,-0.002,-0.010833333333333328,-0.04400000000000001,-0.14428985087901933,1.0000029376742268,-0.002465673698976462,0.0003692179475035338,0.016908840316760376,-0.005,0.012,-1.5935420298241962,0.0029924866077010105,0.0019949910718006737,-0.0004987477679501684,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,0.2,0.12,50.0,300.0,0.0,0.0031,0.0013,0.0022,0.0,-0.002,-0.03,-0.004,1.0,0.004,0.005,-0.003,0.001,0.002,-0.001,0.0,0.0,0.0
0,1762149731.1251361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.047,-0.012,1.0,-0.003,-0.0,0.017,-0.003,-0.005,0.0,-0.001,-0.004,0.002,-0.010599999999999997,-0.048000000000000057,-0.20560995226328121,0.9999981744847473,-0.003045356899588094,-0.00019520045431593847,0.0170979161353181,-0.003,-0.005,-1.9232780095473434,-0.00018889530485658885,-0.0007555812194263554,0.0003777906097131777,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,0.2,0.12,50.0,300.0,0.0,0.0015,0.0014,0.003,0.0,-0.002,-0.03,-0.004,1.0,0.004,0.004,-0.003,0.0,0.001,-0.0,0.0,0.1,0.0
0,1762149731.1616948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.046,-0.012,1.0,-0.003,-0.0,0.017,0.012,-0.003,-0.006,0.002,-0.01,0.007,-0.007200000000000014,-0.04670000000000002,-0.2763117404656055,0.9999939879231672,-0.002888428949963192,-0.0005113216867998067,0.017361443667711748,0.012,-0.003,-2.2421376519068787,0.0002861681875270363,-0.0014308409376351816,0.001001588656344627,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,0.2,0.12,50.0,300.0,0.0,0.0034,0.0024,0.0034,0.0,-0.002,-0.03,-0.004,1.0,0.004,0.005,-0.003,-0.002,-0.002,-0.004,-0.0,0.1,-0.0
0,1762149731.195821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.046,-0.012,1.0,-0.003,0.0,0.017,0.01,0.023,0.002,-0.004,0.0,-0.002,-0.007333333333333347,-0.039866666666666675,-0.35416155509545544,1.0000011483202962,-0.0032139879691690915,-3.9587790177055544e-06,0.01689300548605633,0.01,0.023,-2.5455676889809085,-0.00043353238247336194,0.0,-0.00021676619123668097,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,0.2,0.12,50.0,300.0,0.0,0.0037,0.0025,0.0038,0.0,-0.002,-0.03,-0.004,1.0,0.005,0.005,-0.003,-0.001,0.001,0.002,0.1,0.1,0.0
