step,timestamp,u0,u1,u2,u3,pose_x,pose_y,pose_z,pose_qw,pose_qx,pose_qy,pose_qz
0,1761181712.512567,-0.0005507405470035323,0.00013697822417904146,0.05000000170604266,-2.9628191041131656e-05,0.312,-0.105,-0.005,0.026,-0.002,0.024,-0.999
0,1761181712.5471675,0.0994580712746843,0.10012845839916362,0.09874999488487393,-0.10000435172266667,0.312,-0.105,-0.005,0.026,-0.002,0.023,-0.999
0,1761181712.5821235,0.1969715372562655,-0.002374679298423124,0.14628124496228234,-0.1975038503397849,0.312,-0.105,-0.005,0.026,-0.002,0.024,-0.999
0,1761181712.6103625,0.2920352468107335,0.09768387710057747,0.19262420656034274,-0.29256331654547335,0.312,-0.105,-0.005,0.026,-0.002,0.024,-0.999
0,1761181712.6440504,0.1847344274348877,0.19524045063182452,0.23780859179693836,-0.3852490870838518,0.312,-0.105,-0.005,0.026,-0.002,0.024,-0.999
0,1761181712.6784978,0.2801160116669441,0.09035961156539511,0.2818633753553008,-0.4756175790465125,0.312,-0.105,-0.005,0.025,-0.003,0.024,-0.999
0,1761181712.7105596,0.19074301271772226,0.1881005727066934,0.324816790188898,-0.5637270433473177,0.312,-0.105,-0.005,0.026,-0.003,0.024,-0.999
0,1761181712.7441237,0.2859741938452339,0.08339813658217474,0.3666963685863901,-0.6496337118223634,0.312,-0.105,-0.005,0.026,-0.002,0.024,-0.999
0,1761181712.779147,0.3206056489234399,0.18130110958449858,0.4075289135746518,-0.7333896591123198,0.312,-0.105,-0.005,0.026,-0.002,0.023,-0.999
0,1761181712.8109694,0.38897175217206537,0.1877858623582527,0.4473406762077196,-0.8150541290116632,0.312,-0.105,-0.005,0.026,-0.002,0.024,-0.999
0,1761181712.844767,0.4021363697309639,0.1633669059121377,0.48615632937626047,-0.8946696550637251,0.312,-0.105,-0.005,0.026,-0.003,0.023,-0.999
0,1761181712.87836,0.4079240499209854,0.06498288833328683,0.5239917613413615,-0.9722827468786259,0.312,-0.105,-0.005,0.026,-0.002,0.024,-0.999
0,1761181712.9107187,0.4471475242859081,0.08338736330878609,0.5607870277378254,-0.999998117340861,0.312,-0.105,-0.005,0.026,-0.003,0.024,-0.999
