step,timestamp,u0,u1,u2,u3,pose_x,pose_y,pose_z,pose_qw,pose_qx,pose_qy,pose_qz,MPC_setup_time,MPC_solve_time,Visualisation_time,UKF_update_time
0,1761197201.6651616,-3.506278157376847e-05,-0.0005566951741487918,0.04999999592043164,-0.003274130270922422,0.01,-0.011,0.037,0.996,0.038,0.077,-0.012,0.0028,0.0028,0.0028,0.0
0,1761197201.6973217,-0.10003252309194414,-0.10054271727752796,0.09874999205162488,-0.013099195442278997,0.01,-0.012,0.038,0.997,0.036,0.072,-0.013,0.0017,0.0019,0.003,0.0
0,1761197201.73028,-0.19749599096442083,-0.19802896033481654,0.14628124073527982,-0.08356140863201672,0.01,-0.012,0.037,0.997,0.037,0.074,-0.012,0.0018,0.0019,0.0027,0.0
0,1761197201.765105,-0.2905503373092333,-0.29307405722955937,0.19262401403054363,-0.12493620470255681,0.01,-0.012,0.037,0.996,0.038,0.074,-0.013,0.0019,0.002,0.0038,0.0
0,1761197201.7969244,-0.3444652496578351,-0.38574101420661283,0.23777347569536894,-0.13910834304362563,0.01,-0.012,0.037,0.996,0.038,0.075,-0.013,0.0018,0.0018,0.0027,0.0
0,1761197201.83029,-0.38180460569360136,-0.4760824004276834,0.25087828372406085,-0.15121902075172633,0.01,-0.011,0.037,0.996,0.041,0.079,-0.013,0.0018,0.0018,0.0028,0.0
0,1761197201.86348,-0.3293220942932489,-0.4769174613034525,0.257650274865228,-0.11839422133768249,0.01,-0.011,0.037,0.996,0.041,0.078,-0.011,0.0017,0.0018,0.0027,0.0
0,1761197201.8972516,-0.2653640997997475,-0.36499460476176604,0.2734190904031749,-0.024165768665581844,0.01,-0.012,0.038,0.997,0.038,0.07,-0.013,0.0017,0.002,0.003,0.0
0,1761197201.9320896,-0.32842377607585593,-0.45586693469001865,0.25988855785989495,-0.0770016282029979,0.01,-0.011,0.037,0.996,0.04,0.076,-0.012,0.0023,0.002,0.0034,0.0
0,1761197201.963704,-0.33384017972572044,-0.47490885558357937,0.26041283010976685,-0.08207959852566127,0.01,-0.011,0.037,0.996,0.041,0.076,-0.012,0.0017,0.0018,0.0028,0.0
