Planned_Position_X,Planned_Position_Y,Planned_Position_Z,Control_Action_0,Control_Action_1,Control_Action_2,Control_Action_3
-0.24728918075561523,0.19606460630893707,0.6689509153366089,0.3775819704850308,0.40919099119684577,0.44908711909855714,0.3592152835764945
-0.2393441551374808,0.18817088031060283,0.7344642534082914,0.23824154308344275,0.1373759795236275,0.11209139035793343,0.24564344876023825
-0.22662739872505977,0.17064203796724786,0.8230787811067583,0.13314101264018352,0.2126042858035075,0.2368560750136253,0.1262888356424356
-0.2111413269767932,0.14879843787489638,0.9059269160463435,0.3298717777945736,0.26438471358606996,0.24536562649960428,0.3331747075201265
-0.19396889746324802,0.12498748922586386,0.9690199813874555,0.23568692897357296,0.28350033359292426,0.3005558472166351,0.23236433563632974
-0.1754910189939748,0.1002786358871479,1.0145033924869846,0.38944499718885933,0.3492197893898782,0.3381056586383513,0.3900296508681036
-0.1561228132458963,0.07561083653499126,1.0453116285470747,0.2702629853354384,0.2988212813624002,0.3093951467118763,0.268646883735512
-0.13626975821197232,0.051943193697642505,1.0694993646067399,0.3504945268755146,0.3254071008691683,0.318592599989483,0.35051122878429286
-0.11643687800532213,0.029946562503933793,1.086990228558451,0.29689120284190884,0.313851441768642,0.3205406284708184,0.29588054815660586
-0.09709884932180872,0.010223851028538171,1.100112600571712,0.33718915596693394,0.32198757068236206,0.3178178126152091,0.3371473912672995
-0.0786473428019381,-0.006921424494505817,1.108743035671909,0.31127379674684685,0.32064330982377154,0.32477656427909063,0.31057782058841943
-0.06142642941142569,-0.021264086071874667,1.1140000656919276,0.3303544620877199,0.3218825203924576,0.3193062240593436,0.33036378289331264
-0.045680934110007544,-0.03277900215103255,1.115965383723018,0.3209240598247946,0.3250548171818923,0.3275166699943512,0.32045830846590656
-0.03159914864551187,-0.04151094553770622,1.1152267756883776,0.3270789690025551,0.3235537441131731,0.3219200180086513,0.32711926424565396
-0.019290341268263497,-0.04761308687904696,1.1120875422116785,0.3283617212497226,0.328407182715834,0.3297875393759793,0.32809914359748965
-0.00880799290518036,-0.05128899466457786,1.10690107916328,0.3247984537834492,0.32549451289781883,0.3244041542159176,0.3248261940562054
-0.0001545756597475761,-0.05278618774858625,1.1001254802448173,0.33495092414213223,0.33107371687115317,0.3317687098445905,0.33487439778917727
0.006715690641965764,-0.052380087064926584,1.0919259191304689,0.32192484882875205,0.3270889734606243,0.32630733475305285,0.32189856798483407
0.011870317499929528,-0.050345204826976166,1.0828661308816872,0.34169496269567207,0.3330577269042189,0.33332804022180407,0.341792585925312
0.015414191266417116,-0.046962961947191455,1.0728944423239672,0.3171629773368573,0.32814531963334514,0.32754732259682046,0.31704095568853524
0.017446116777516146,-0.04248421572541036,1.0626729611902415,0.3499910091653955,0.3345129876009439,0.3345173566017119,0.3502647100694
0.018091540031825584,-0.03714956149246873,1.0518821429523844,0.31074984405336653,0.330400040460093,0.32993655874719985,0.3104785565819401
0.017443966590818084,-0.031151412244973746,1.0413890111519928,0.359413309710782,0.3331804627255921,0.33299258804755955,0.3598933668481523
0.015616343733273322,-0.02465960338317261,1.0305995210893015,0.2829776946520495,0.31670056861168594,0.3164055905926966,0.28246687859191755
0.01267991753884587,-0.017792488713372835,1.0200429966907374,0.3998174087880861,0.34474549983632635,0.3440586394968337,0.4007829918460244
0.008726482949603799,-0.01063883336812117,1.0079798824119564,,,,
