Planned_Position_X,Planned_Position_Y,Planned_Position_Z,Control_Action_0,Control_Action_1,Control_Action_2,Control_Action_3
0.0,0.0,0.932,0.338200246339604,0.33542594307420165,0.33781352567349027,0.3357503053357019
-4.741056261827348e-07,-0.00013269493257718685,0.9331933484054618,0.2874210523736225,0.289661849483663,0.2877067370733794,0.28986643299557113
-2.2790589615510445e-06,-0.0002617608177477361,0.9366126890751311,0.2778195255942214,0.2765126183410445,0.2777235632877982,0.2764779514942615
-5.220942244149777e-06,-0.0003844851656241067,0.9414742105783263,0.2783705675723458,0.27909635976975933,0.27845875675274023,0.2791289531783763
-8.81142742248237e-06,-0.0004991537429065117,0.9469288085664147,0.28471357653000096,0.28436682043855027,0.28470561465991606,0.28440125475979433
-1.2860321951900532e-05,-0.0006046722474476234,0.9523681121579917,0.2906658005211482,0.290820212548906,0.29070523996720904,0.2908216595431311
-1.7112792573050113e-05,-0.0007002605175035059,0.9574419293538113,0.29589330335436714,0.29582609558960543,0.2958961832690452,0.2958559825363604
-2.1444170866979006e-05,-0.0007853482056992666,0.9619979282987703,0.2994170350420491,0.2994522263990096,0.29944257977805355,0.2994531328313731
-2.5720178431265007e-05,-0.0008595376981005284,0.9660116781482119,0.3015742114360848,0.3015590502092341,0.3015761115455855,0.3015776926558696
-2.984146539531632e-05,-0.0009226083149133684,0.9695279114000751,0.3025943713880247,0.30260664107607993,0.30260983912308054,0.30260603583581736
-3.3720182986335715e-05,-0.0009745241097754378,0.9726184215506675,0.3029406440312418,0.30293516094170725,0.3029403852348435,0.302945085236906
-3.728822030113629e-05,-0.0010154322352532925,0.9753561793281069,0.3029223242217625,0.30292867544205676,0.3029301682275118,0.3029259513515034
-4.049318107217305e-05,-0.001045648821066363,0.977802636283235,0.30280751358964325,0.3028047613154848,0.3028050573143145,0.302808366620029
-4.3298376762957954e-05,-0.0010656352615061623,0.980004160930633,0.30271368079287875,0.3027176628471436,0.302716106818827,0.3027130397877232
-4.5680562294872214e-05,-0.001075969916967707,0.9819936581925646,0.30270712445695475,0.30270564838761616,0.30270286691789516,0.3027048832829963
-4.762824074477066e-05,-0.0010773196252342456,0.9837942625201457,0.30277709139265524,0.3027797171791584,0.3027758104421513,0.3027736525394259
-4.9139809088144266e-05,-0.0010704137727186726,0.985423116805312,0.30290813133230093,0.3029073155862451,0.30290256256239395,0.3029036485287434
-5.022198959385698e-05,-0.0010560220351370443,0.9868942736287502,0.30306446672333953,0.30306619909803206,0.3030607627450587,0.30305917962412365
-5.088838862033222e-05,-0.0010349357933307406,0.9882204848254064,0.30322765151154163,0.3032271979180062,0.30322126134113336,0.30322173477579933
-5.115821853759995e-05,-0.0010079527295142796,0.989414047436069,0.3033781759150471,0.3033793176306394,0.30337302395893584,0.3033718081640088
-5.105514039037689e-05,-0.0009758640096551751,0.9904870196339688,0.30351215186444913,0.3035119011555714,0.30350539119646897,0.30350548101901026
-5.0606226458400124e-05,-0.0009394435736095603,0.9914511084727958,0.30362532393928676,0.30362607449946,0.30361946365725495,0.30361848663184404
-4.9841030078753954e-05,-0.0008994392029910758,0.9923174504315968,0.30372153475581265,0.30372139375885476,0.30371478893769305,0.3037146463561452
-4.879075869396643e-05,-0.0008565651660868621,0.9930964132845141,0.3038020996107281,0.3038025919840142,0.3037960802319817,0.30379526289552544
-4.7487543913920334e-05,-0.0008114963050899815,0.9937974734930196,0.30387151893886777,0.3038714345609869,0.3038650931896779,0.3038648190091359
-4.596380505828251e-05,-0.0007648634622501221,0.9944291755558169,0.30393132882624935,0.3039316540465314,0.3039255442551718,0.3039248390226819
-4.425170148956005e-05,-0.0007172501406525688,0.9949991561008638,0.3039843759197272,0.30398431887737853,0.3039784926252161,0.3039781551263772
-4.2382669272524975e-05,-0.000669190290127365,0.9955142085230022,0.3040312717056475,0.30403149366407695,0.3040259900597174,0.30402536788322265
-4.038703662544423e-05,-0.0006211670993879289,0.9959803664032967,0.30407349364864916,0.30407344722770036,0.3040682974981232,0.3040679435906284
-3.829371246246642e-05,-0.0005736126734971613,0.9964029901152694,0.30411108969251455,0.3041112544641764,0.30410647941450286,0.3041059206346714
-3.612994157750713e-05,-0.0005269084760825939,0.9967868474838716,0.30414487103089166,0.30414482402968646,0.3041404380551728,0.3041401013645824
-3.3921120194302986e-05,-0.00048138642166006216,0.9971361842967845,0.30417462701549497,0.3041747697637522,0.3041707793933199,0.3041702677431454
-3.169066544852844e-05,-0.0004373305099987742,0.9974547834363102,0.3042007744593384,0.3042007162186974,0.3041971226838462,0.3041968295301979
-2.9459932686348256e-05,-0.00039497890324196726,0.9977460124584728,0.3042226765783368,0.3042228270914434,0.3042196260679413,0.3042191444359199
-2.7248174642169603e-05,-0.00035452635471495096,0.9980128590927209,0.3042401765716832,0.30424009302532706,0.30423727604927425,0.304237050370004
-2.507253693675277e-05,-0.000316126906927437,0.9982579529889757,0.3042518311584867,0.3042520186903951,0.3042495736374642,0.30424910017047024
-2.2948084567748432e-05,-0.00027989678436396773,0.9984835710383506,0.3042569440010789,0.3042568138452368,0.3042547255147943,0.3042545938783409
-2.0887854464704807e-05,-0.0002459174151134313,0.9986916239036214,0.30425373114702536,0.3042539898624269,0.3042522409475879,0.30425174477206923
-1.8902929580558582e-05,-0.0002142385240592331,0.9988836244746483,0.30424268448303954,0.3042424741066481,0.3042410452159225,0.3042410426950966
-1.700253045084358e-05,-0.00018488124968840582,0.9990606461074509,0.30422446080146526,0.3042248367550058,0.304223707466431,0.3042231425957102
-1.5194120636144958e-05,-0.00015784124613266046,0.9992232899572161,0.30420487297885285,0.3042045289719749,0.304203677727991,0.3042038563797792
-1.3483523039749349e-05,-0.00013309174100542656,0.9993716943142331,0.3041907270892627,0.3041912887300464,0.304190693685676,0.30418998927693564
-1.1875044546401972e-05,-0.00011058652611512322,0.9995056289752646,0.30419515246663265,0.30419458895885504,0.30419422803656554,0.304194670348859
-1.0371606717097718e-05,-9.026286047660342e-05,0.999624715422785,0.3042277047375007,0.3042285603351862,0.30422841167952436,0.3042274552606629
-8.974880250831941e-06,-7.204426214147648e-05,0.9997287895188233,0.30429916899494125,0.30429824541502726,0.30429828769851586,0.30429912948636106
-7.685420512892145e-06,-5.5843158416512256e-05,0.9998183729028081,0.30440425068380106,0.30440557875055013,0.3044057914754925,0.30440439923094154
-6.5028009605116874e-06,-4.1563356965211745e-05,0.9998951484946492,0.3045311190491264,0.30452960032839627,0.3045299640615112,0.3045314346669189
-5.425740829126895e-06,-2.910229888200448e-05,0.9999622644142651,0.30464056488882396,0.3046426678082633,0.30464316470945085,0.3046410279892241
-4.45222365800175e-06,-1.835306409306049e-05,1.0000242496905782,0.3046919998568089,0.3046894851792917,0.30469009890072013,0.3046925922817593
-3.57960401665241e-06,-9.206120888652793e-06,1.0000863453825712,0.30462193662272946,0.30462533527097585,0.3046260509001462,0.3046226417929269
-2.804701585741931e-06,-1.5508411331392097e-06,1.0001531550145006,0.3043959654456221,0.3043917647793063,0.3043925683076714,0.3043967677692714
-2.123883826502917e-06,4.7231678644719425e-06,1.000226695792092,0.30397769040439543,0.3039832872964762,0.3039841628837354,0.30397857631617853
-1.5331409450949579e-06,9.724844604591224e-06,1.0003041617120942,0.30341167485344106,0.30340460714477335,0.30340553897022415,0.30341261985640766
-1.0281595869426574e-06,1.3560495586677028e-05,1.0003759532147276,0.3027641220119946,0.30277345589318966,0.30277441329032984,0.30276512885948015
-6.044002845054282e-07,1.633260501072227e-05,1.0004247523465262,0.30225379479699754,0.3022418644485134,0.30224291941023645,0.3022548061051478
-2.5719304804751985e-07,1.813860538017199e-05,1.0004266246453744,0.30215691632914055,0.30217252672572487,0.3021732581136201,0.3021578874185207
1.8176834245043797e-08,1.9069587021306723e-05,1.0003553745675606,0.30306613195001414,0.3030460635980319,0.30304748537104687,0.3030668602607102
2.263123894709357e-07,1.920904035749271e-05,1.0001918866343835,0.3058716356663201,0.3058976093854402,0.30590027506555284,0.30587602633384103
3.7174576945222293e-07,1.863151642474271e-05,0.9999415559867753,0.31263026837909136,0.3125972351936372,0.31258981408935615,0.3126195767505817
4.5849350366535515e-07,1.739930548903294e-05,0.9996668731691821,0.32732795717563234,0.3273788752653862,0.32743183497977085,0.3273906179338085
4.901817070744498e-07,1.5563069628156268e-05,0.9995526542511542,,,,
