step,timestamp,u0,u1,u2,u3,pose_x,pose_y,pose_z,pose_qw,pose_qx,pose_qy,pose_qz
0,1760710706.726422,-0.00088424,0.00164216,-0.4547980749136967,-0.0,-0.013,-0.007,0.1,1.0,0.0,0.0,0.0
1,1760710706.7337968,-0.00088424,0.00164216,-0.45273005886522566,-0.0,-0.013,-0.007,0.1,1.0,0.0,0.0,0.0
2,1760710706.7422667,-0.00088424,0.00164216,-0.4690507044137229,-0.0,-0.013,-0.007,0.1,1.0,-0.0,0.0,0.0
3,1760710706.7503667,-0.00088424,0.00164216,-0.48767540547779265,-0.0,-0.013,-0.007,0.101,1.0,-0.0,0.0,0.0
4,1760710706.7593715,-0.00088424,0.00164216,-0.4869208652576764,-0.0,-0.013,-0.007,0.101,1.0,-0.0,0.0,0.0
5,1760710706.7675831,-0.00088424,0.00164216,-0.5016051388366815,-0.0,-0.013,-0.007,0.102,1.0,-0.0,0.0,0.0
6,1760710706.7761552,-0.00088424,0.00164216,-0.5208865778149288,-0.0,-0.013,-0.007,0.103,1.0,-0.0,0.0,0.0
7,1760710706.783707,-0.00088424,0.00164216,-0.527033258509627,-0.0,-0.013,-0.007,0.104,1.0,-0.0,0.0,0.0
8,1760710706.7925472,-0.00088424,0.00164216,-0.5285827738050835,-0.0,-0.013,-0.007,0.105,1.0,-0.0,0.0,0.0
9,1760710706.801054,-0.00088424,0.00164216,-0.5291417094133222,-0.0,-0.013,-0.007,0.105,1.0,-0.0,0.0,0.0
10,1760710706.8089213,-0.00088424,0.00164216,-0.5329952802243509,-0.0,-0.013,-0.007,0.107,1.0,-0.0,0.0,0.0
11,1760710706.817125,-0.00088424,0.00164216,-0.5575306225160176,-0.0,-0.013,-0.007,0.108,1.0,-0.0,0.0,0.0
12,1760710706.8256543,-0.00088424,0.00164216,-0.5413482141286831,-0.0,-0.013,-0.007,0.109,1.0,-0.0,0.0,0.0
13,1760710706.8355508,-0.00088424,0.00164216,-0.49101543420412186,-0.0,-0.013,-0.007,0.11,1.0,-0.0,0.0,0.0
14,1760710706.8429198,-0.00088424,0.00164216,-0.5089833973540141,-0.0,-0.013,-0.007,0.111,1.0,-0.0,0.0,0.0
15,1760710706.8504448,-0.00088424,0.00164216,-0.6395873856012886,-0.0,-0.013,-0.007,0.113,1.0,-0.0,0.0,0.0
16,1760710706.8587213,-0.00088424,0.00164216,-0.5419694758559517,-0.0,-0.013,-0.007,0.114,1.0,-0.0,0.0,0.0
17,1760710706.8673487,-0.00088424,0.00164216,-0.530061336726722,-0.0,-0.013,-0.007,0.116,1.0,-0.0,0.0,0.0
18,1760710706.8758447,-0.00088424,0.00164216,-0.5362080174214204,-0.0,-0.013,-0.007,0.117,1.0,-0.0,0.0,0.0
19,1760710706.883768,-0.00088424,0.00164216,-0.5403844843735865,-0.0,-0.013,-0.007,0.118,1.0,-0.0,0.0,0.0
20,1760710706.8921874,-0.00088424,0.00164216,-0.5324167727294216,-0.0,-0.013,-0.007,0.12,1.0,-0.0,0.0,0.0
21,1760710706.9005454,-0.00088424,0.00164216,-0.5398769292524748,-0.0,-0.013,-0.007,0.121,1.0,-0.0,0.0,0.0
22,1760710706.90906,-0.00088424,0.00164216,-0.5328888516636244,-0.0,-0.013,-0.007,0.122,1.0,-0.0,0.0,0.0
23,1760710706.9170942,-0.00088424,0.001391375,-0.5728630077544123,-0.0,-0.013,-0.007,0.124,1.0,-0.0,0.0,0.0
24,1760710706.9254482,-0.00088424,0.001391375,-0.5461727927402389,-0.0,-0.013,-0.007,0.125,1.0,-0.0,0.0,0.0
25,1760710706.9341123,-0.00088424,0.001391375,-0.5283540123834122,-0.0,-0.013,-0.007,0.127,1.0,-0.0,0.0,0.0
26,1760710706.942683,-0.00088424,0.001391375,-0.5390978584773526,-0.0,-0.013,-0.007,0.128,1.0,-0.0,0.0,0.0
27,1760710706.9509656,-0.00088424,0.001391375,-0.5531253941421804,-0.0,-0.013,-0.007,0.129,1.0,-0.0,0.0,0.0
28,1760710706.958954,-0.00088424,0.001391375,-0.5445009445838378,-0.0,-0.013,-0.007,0.131,1.0,-0.0,0.0,0.0
29,1760710706.9671397,-0.00088424,0.001391375,-0.5335724395099228,-0.0,-0.013,-0.007,0.132,1.0,-0.0,0.0,0.0
30,1760710706.9757357,-0.00088424,0.001391375,-0.5475999751747505,-0.0,-0.013,-0.007,0.133,1.0,-0.0,0.0,0.0
31,1760710706.9838552,-0.00088424,0.001391375,-0.5018643606494313,-0.0,-0.013,-0.007,0.134,1.0,-0.0,0.0,0.0
32,1760710706.992086,-0.00088424,0.001391375,-0.5424952546543966,-0.0,-0.013,-0.007,0.136,1.0,-0.0,0.0,0.0
33,1760710707.0003786,-0.00088424,0.001391375,-0.5456920875512481,-0.0,-0.013,-0.007,0.138,1.0,-0.0,0.0,0.0
34,1760710707.0095513,-0.00088424,0.001391375,-0.5308231549922686,-0.0,-0.013,-0.007,0.139,1.0,-0.0,0.0,0.0
35,1760710707.0170507,-0.00088424,0.001391375,-0.49231165752290107,-0.0,-0.013,-0.007,0.14,1.0,-0.0,0.0,0.0
36,1760710707.0255969,-0.000633455,0.001391375,-0.583177529146489,-0.0,-0.013,-0.007,0.141,1.0,-0.0,0.0,0.0
37,1760710707.0346057,-0.000633455,0.001391375,-0.5732396037597915,-0.0,-0.013,-0.007,0.143,1.0,-0.0,0.0,0.0
38,1760710707.042403,-0.000633455,0.001391375,-0.5583706712008121,-0.0,-0.013,-0.007,0.144,1.0,-0.0,0.0,0.0
39,1760710707.0508697,-0.00088424,0.001391375,-0.5103419467918232,-0.0,-0.013,-0.007,0.146,1.0,-0.0,0.0,0.0
40,1760710707.0595224,-0.000633455,0.001391375,-0.5572063781655228,-0.0,-0.013,-0.007,0.147,1.0,-0.0,0.0,0.0
