px,py,pz,rw,rx,ry,rz,vx,vy,vz,wx,wy,wz
0.016,-0.01,0.038,0.999,0.021,0.005,0.044,0.0,-0.0,-0.0,-0.001,0.007,-0.0
0.016,-0.01,0.038,0.999,0.021,0.005,0.044,0.0,0.0,-0.0,0.001,-0.004,-0.0
0.016,-0.01,0.038,0.999,0.021,0.005,0.044,-0.0,0.0,-0.0,0.001,0.008,0.001
0.016,-0.01,0.038,0.999,0.021,0.005,0.044,0.0,-0.001,0.001,-0.002,-0.003,-0.001
0.016,-0.01,0.038,0.999,0.021,0.005,0.044,-0.0,-0.0,0.001,-0.003,0.005,-0.001
0.016,-0.01,0.038,0.999,0.021,0.005,0.044,0.0,0.0,-0.001,0.002,-0.003,-0.0
0.016,-0.01,0.038,0.999,0.021,0.005,0.044,0.0,0.0,-0.001,0.001,0.003,-0.0
0.016,-0.01,0.038,0.999,0.021,0.005,0.044,-0.0,-0.0,0.0,-0.002,-0.004,-0.0
0.016,-0.01,0.038,0.999,0.021,0.005,0.044,-0.0,-0.0,0.001,0.0,-0.006,0.001
0.016,-0.01,0.038,0.999,0.021,0.005,0.044,-0.0,0.0,-0.0,-0.0,-0.001,-0.0
0.016,-0.01,0.038,0.999,0.021,0.005,0.044,0.0,0.0,-0.001,0.002,-0.003,-0.001
0.016,-0.01,0.038,0.999,0.021,0.005,0.044,-0.0,-0.0,-0.0,-0.003,0.006,-0.001
0.016,-0.01,0.038,0.999,0.021,0.005,0.044,-0.0,-0.0,0.0,0.001,-0.011,-0.001
0.016,-0.01,0.038,0.999,0.021,0.005,0.044,-0.0,0.0,0.001,0.003,-0.002,-0.0
0.016,-0.01,0.038,0.999,0.021,0.005,0.044,0.0,-0.0,0.0,-0.002,0.004,0.002
0.016,-0.01,0.038,0.999,0.021,0.005,0.044,0.0,-0.0,-0.001,0.002,0.005,-0.0
0.016,-0.01,0.038,0.999,0.021,0.005,0.044,-0.0,0.0,0.0,-0.004,0.003,-0.002
0.016,-0.01,0.038,0.999,0.021,0.005,0.044,-0.0,0.0,0.0,0.001,-0.005,0.001
0.016,-0.01,0.038,0.999,0.021,0.005,0.045,0.0,0.0,0.002,-0.0,-0.011,0.038
0.016,-0.01,0.038,0.999,0.021,0.005,0.045,0.001,-0.0,0.001,0.001,-0.011,0.023
0.016,-0.01,0.038,0.999,0.02,0.005,0.044,0.001,0.001,0.001,-0.02,-0.009,0.007
0.016,-0.01,0.038,0.999,0.02,0.005,0.044,0.0,-0.001,0.001,-0.032,-0.008,-0.018
0.016,-0.01,0.038,0.999,0.02,0.005,0.043,-0.0,-0.0,0.0,-0.013,-0.009,-0.052
0.016,-0.01,0.038,0.999,0.02,0.005,0.043,0.0,0.001,0.001,0.005,-0.009,-0.048
0.016,-0.01,0.038,0.999,0.02,0.005,0.044,-0.0,0.001,0.001,-0.022,-0.005,-0.003
0.016,-0.01,0.038,0.999,0.02,0.005,0.043,-0.0,0.0,0.001,-0.002,-0.011,-0.014
0.016,-0.01,0.038,0.999,0.02,0.005,0.044,-0.0,0.001,-0.001,-0.018,-0.007,0.006
0.016,-0.01,0.038,0.999,0.02,0.005,0.044,-0.0,0.001,0.0,-0.012,-0.003,0.012
