px,py,pz,rw,rx,ry,rz,vx,vy,vz,wx,wy,wz
0.026,-0.005,0.169,1.0,-0.004,0.001,-0.003,-0.001,-0.003,-0.003,-0.113,0.06,0.012
0.026,-0.005,0.169,1.0,-0.003,0.0,-0.003,-0.001,0.0,0.0,0.001,-0.005,-0.0
0.026,-0.005,0.168,1.0,-0.006,0.002,-0.002,-0.007,-0.005,-0.013,-0.323,0.141,0.092
0.026,-0.005,0.169,1.0,-0.003,0.0,-0.003,-0.001,0.0,-0.002,0.003,-0.039,-0.009
0.026,-0.005,0.169,1.0,-0.003,-0.0,-0.003,-0.001,0.001,-0.0,0.028,-0.035,0.0
0.026,-0.005,0.169,1.0,-0.003,0.001,-0.003,-0.0,0.0,0.001,0.01,0.018,0.005
0.026,-0.005,0.169,1.0,-0.003,0.001,-0.003,0.0,-0.0,-0.001,0.027,0.03,0.007
0.026,-0.005,0.169,1.0,-0.003,0.001,-0.003,-0.0,0.001,-0.004,0.013,0.078,0.019
0.026,-0.005,0.169,1.0,-0.003,0.0,-0.003,0.001,-0.0,0.0,0.008,-0.032,-0.011
0.026,-0.005,0.169,1.0,-0.003,0.0,-0.003,0.001,0.002,-0.002,-0.019,-0.025,0.013
0.026,-0.005,0.169,1.0,-0.003,0.001,-0.003,-0.0,0.001,-0.003,0.004,0.015,-0.01
0.026,-0.005,0.169,1.0,-0.003,0.001,-0.003,-0.001,0.001,-0.004,0.01,0.027,0.003
0.026,-0.005,0.169,1.0,-0.003,0.0,-0.003,-0.0,0.0,0.001,0.017,-0.033,-0.02
0.026,-0.005,0.169,1.0,-0.003,0.0,-0.003,-0.001,-0.0,0.001,0.002,-0.047,-0.02
0.026,-0.005,0.169,1.0,-0.004,0.0,-0.003,-0.002,-0.003,-0.003,-0.128,0.001,0.005
0.026,-0.005,0.169,1.0,-0.004,0.001,-0.003,-0.001,-0.004,-0.0,-0.1,0.016,0.007
0.026,-0.005,0.169,1.0,-0.004,0.001,-0.003,0.0,-0.003,-0.001,-0.068,0.041,0.019
0.026,-0.005,0.169,1.0,-0.004,0.001,-0.003,0.001,-0.002,-0.0,-0.048,0.055,0.014
0.026,-0.005,0.169,1.0,-0.004,0.001,-0.003,-0.0,-0.002,-0.002,-0.036,0.086,0.007
0.026,-0.005,0.169,1.0,-0.003,0.001,-0.003,0.0,0.003,-0.002,0.053,0.014,0.008
0.026,-0.005,0.169,1.0,-0.003,0.0,-0.003,0.0,0.002,-0.003,0.041,-0.028,-0.011
0.026,-0.005,0.169,1.0,-0.003,0.001,-0.003,-0.001,0.001,-0.003,0.027,-0.004,0.008
0.026,-0.005,0.169,1.0,-0.003,0.001,-0.003,-0.0,-0.0,-0.001,0.042,0.046,-0.004
0.026,-0.005,0.169,1.0,-0.003,0.001,-0.003,-0.0,-0.001,0.002,0.044,0.06,0.01
0.026,-0.005,0.169,1.0,-0.003,0.0,-0.003,0.0,-0.001,0.006,0.037,-0.043,-0.019
0.026,-0.005,0.169,1.0,-0.003,0.0,-0.003,0.0,0.0,0.004,0.034,-0.055,-0.023
0.026,-0.005,0.169,1.0,-0.003,0.0,-0.003,0.001,-0.0,0.004,0.017,-0.032,-0.013
0.026,-0.005,0.169,1.0,-0.003,0.0,-0.003,0.001,-0.001,0.005,0.01,-0.027,0.004
0.026,-0.005,0.169,1.0,-0.004,0.001,-0.003,0.001,-0.003,-0.002,-0.117,0.068,0.019
0.026,-0.005,0.169,1.0,-0.004,0.001,-0.003,0.0,-0.002,-0.003,-0.086,0.068,0.014
0.026,-0.005,0.169,1.0,-0.003,0.001,-0.003,-0.0,0.002,-0.004,0.064,0.013,-0.004
0.026,-0.005,0.169,1.0,-0.003,0.0,-0.003,0.001,0.002,-0.001,0.035,-0.069,-0.025
0.026,-0.005,0.169,1.0,-0.003,0.001,-0.003,-0.001,0.001,-0.002,0.017,-0.005,-0.003
