px,py,pz,rw,rx,ry,rz,vx,vy,vz,wx,wy,wz
0.004,0.0,0.039,0.997,-0.062,0.016,-0.034,0.0,0.002,-0.003,-0.032,-0.142,-0.012
0.004,0.0,0.039,0.997,-0.062,0.015,-0.034,-0.003,0.004,-0.016,-0.08,-0.254,-0.037
0.004,0.0,0.039,0.997,-0.061,0.017,-0.034,-0.001,-0.001,-0.003,-0.002,-0.04,0.002
0.004,0.0,0.039,0.997,-0.061,0.019,-0.034,0.0,0.0,0.002,0.02,0.216,-0.006
0.004,0.0,0.039,0.997,-0.061,0.018,-0.034,0.001,-0.001,0.001,0.005,0.045,0.016
0.004,0.0,0.039,0.997,-0.062,0.016,-0.034,-0.0,0.001,-0.001,-0.027,-0.132,0.004
0.004,0.0,0.039,0.997,-0.062,0.015,-0.034,-0.002,0.006,-0.012,-0.096,-0.274,-0.026
0.004,0.0,0.039,0.997,-0.062,0.016,-0.034,0.001,0.001,0.002,-0.01,-0.104,-0.004
0.004,0.0,0.039,0.997,-0.061,0.018,-0.034,0.002,-0.0,0.006,0.02,0.1,0.014
0.004,0.0,0.039,0.997,-0.061,0.019,-0.034,0.001,0.002,0.007,0.034,0.222,-0.013
0.004,0.0,0.039,0.997,-0.062,0.016,-0.034,0.001,0.001,-0.001,-0.009,-0.107,0.009
0.004,0.0,0.039,0.997,-0.062,0.016,-0.034,0.0,-0.001,-0.002,-0.012,-0.095,0.0
0.004,0.0,0.039,0.997,-0.062,0.016,-0.034,0.001,-0.001,-0.002,-0.006,-0.062,0.004
0.004,0.0,0.039,0.997,-0.062,0.015,-0.034,-0.002,0.003,-0.016,-0.076,-0.221,-0.032
0.004,0.0,0.039,0.997,-0.062,0.017,-0.034,-0.001,-0.001,-0.004,-0.013,-0.023,0.0
0.004,0.0,0.039,0.997,-0.062,0.016,-0.034,-0.001,0.0,-0.003,-0.003,-0.032,0.0
0.004,0.0,0.039,0.997,-0.061,0.02,-0.034,-0.001,0.001,0.005,0.025,0.313,-0.007
0.004,0.0,0.039,0.997,-0.062,0.017,-0.034,0.001,0.001,0.0,-0.014,-0.071,0.004
0.004,0.0,0.039,0.997,-0.062,0.016,-0.034,0.001,0.002,0.002,-0.013,-0.093,0.001
0.004,0.0,0.039,0.997,-0.061,0.02,-0.034,0.0,0.002,0.006,0.03,0.221,-0.01
0.004,0.0,0.039,0.997,-0.062,0.016,-0.034,0.001,0.002,-0.001,-0.024,-0.133,0.013
0.004,0.0,0.039,0.997,-0.061,0.018,-0.034,0.002,0.0,0.002,0.013,0.057,0.025
0.004,0.0,0.039,0.997,-0.062,0.016,-0.034,0.002,0.001,-0.001,-0.006,-0.127,-0.001
0.004,0.0,0.039,0.997,-0.062,0.016,-0.034,0.001,0.001,-0.001,-0.012,-0.1,0.002
0.004,0.0,0.039,0.997,-0.062,0.016,-0.034,0.0,-0.001,-0.002,-0.011,-0.115,0.002
0.004,0.0,0.039,0.997,-0.061,0.018,-0.034,-0.001,-0.002,-0.001,0.01,0.088,0.009
0.004,0.0,0.039,0.997,-0.061,0.02,-0.034,-0.002,0.001,0.002,0.007,0.218,-0.012
0.004,0.0,0.039,0.997,-0.061,0.018,-0.034,-0.001,-0.001,-0.0,0.003,0.047,0.004
0.004,0.0,0.039,0.997,-0.062,0.017,-0.034,-0.002,0.002,-0.003,-0.032,-0.125,-0.015
0.004,0.0,0.039,0.997,-0.062,0.016,-0.034,-0.001,0.001,-0.002,-0.023,-0.127,-0.012
0.004,0.0,0.039,0.997,-0.062,0.016,-0.034,-0.001,-0.0,-0.001,-0.016,-0.099,-0.013
0.004,0.0,0.039,0.997,-0.062,0.016,-0.034,-0.0,0.001,-0.0,-0.021,-0.1,-0.005
0.004,0.0,0.039,0.997,-0.062,0.016,-0.034,0.0,0.001,0.001,-0.001,-0.061,-0.001
0.004,0.0,0.039,0.997,-0.062,0.016,-0.034,0.001,0.001,0.002,-0.013,-0.05,0.001
0.004,0.0,0.039,0.997,-0.062,0.016,-0.034,0.001,-0.001,0.002,-0.001,-0.045,-0.005
