Step,u0,u1,u2,u3,px,py,pz,rw,rx,ry,rz,vx,vy,vz,wx,wy,wz,sp_px,sp_py,sp_pz,sp_rw,sp_rx,sp_ry,sp_rz,sp_vx,sp_vy,sp_vz,sp_wx,sp_wy,sp_wz
1,0.2,-0.087,0.4,-0.063,0.004,0.001,0.039,0.997,-0.066,0.017,-0.033,0.001,-0.002,0.006,0.009,-0.054,-0.029,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.2,-0.093,0.4,-0.102,0.004,0.001,0.039,0.997,-0.066,0.017,-0.033,0.0,-0.001,0.003,0.021,-0.036,0.013,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.175,0.025,0.4,-0.015,0.004,0.001,0.042,0.998,-0.05,0.008,-0.026,-0.014,-0.011,0.078,1.107,-0.55,0.369,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,-0.024,0.027,0.4,0.01,0.004,0.002,0.057,1.0,-0.021,-0.002,-0.018,0.007,0.039,0.47,1.708,-0.191,0.47,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,-0.133,0.134,0.4,0.023,0.005,0.005,0.09,1.0,0.003,-0.015,-0.008,0.019,0.079,0.993,1.621,-0.52,0.472,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,-0.001,0.068,0.4,-0.006,0.006,0.009,0.141,1.0,0.01,-0.013,-0.009,0.034,0.112,1.502,0.407,0.02,0.026,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.197,-0.138,0.325,-0.015,0.007,0.013,0.208,1.0,0.004,-0.003,-0.009,0.039,0.129,2.069,-0.235,0.697,-0.083,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.2,-0.18,0.135,-0.021,0.009,0.018,0.29,1.0,-0.012,0.012,-0.01,0.069,0.143,2.457,-0.789,0.567,-0.088,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.125,-0.131,0.074,-0.01,0.012,0.022,0.385,1.0,-0.001,0.01,-0.009,0.077,0.139,2.873,0.775,-0.213,0.049,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,-0.039,0.026,0.0,-0.017,0.015,0.027,0.488,1.0,0.027,-0.01,-0.011,0.093,0.135,3.141,1.457,-1.064,-0.028,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,-0.099,0.074,0.0,-0.013,0.018,0.031,0.591,0.998,0.048,-0.028,-0.01,0.091,0.125,3.133,1.311,-1.078,-0.008,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,-0.055,0.025,0.0,-0.008,0.022,0.035,0.689,0.998,0.054,-0.034,-0.01,0.096,0.126,2.945,0.278,-0.088,0.077,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.03,-0.061,0.0,-0.003,0.025,0.039,0.782,0.999,0.041,-0.022,-0.008,0.106,0.132,2.907,-0.581,0.805,0.104,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.03,-0.055,0.0,0.002,0.028,0.043,0.869,0.999,0.032,-0.015,-0.006,0.1,0.125,2.656,-0.598,0.7,0.136,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.018,-0.016,0.0,0.0,0.031,0.047,0.947,1.0,0.026,-0.014,-0.005,0.081,0.106,2.395,-0.342,0.158,0.088,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,-0.037,0.059,0.0,-0.012,0.034,0.05,1.017,0.999,0.034,-0.025,-0.006,0.072,0.087,2.176,0.31,-0.717,-0.07,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,-0.061,0.045,0.0,-0.012,0.035,0.053,1.079,0.999,0.043,-0.032,-0.006,0.056,0.087,1.889,0.49,-0.336,-0.062,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,-0.024,0.038,0.0,-0.014,0.038,0.055,1.133,0.998,0.043,-0.036,-0.007,0.069,0.077,1.628,-0.049,-0.226,-0.076,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.005,-0.038,0.0,-0.003,0.04,0.058,1.177,0.999,0.038,-0.025,-0.005,0.076,0.096,1.401,-0.292,0.618,0.063,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.024,-0.061,0.0,0.004,0.042,0.061,1.213,0.999,0.03,-0.014,-0.003,0.065,0.084,1.106,-0.435,0.732,0.114,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.023,-0.043,0.0,0.001,0.044,0.063,1.239,1.0,0.025,-0.012,-0.002,0.053,0.08,0.826,-0.194,0.351,0.059,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
