px,py,pz,rw,rx,ry,rz,vx,vy,vz,wx,wy,wz
0.004,-0.01,0.039,0.999,0.015,0.047,0.014,0.001,0.0,-0.001,-0.002,-0.041,-0.003
0.004,-0.01,0.039,0.999,0.015,0.047,0.014,0.001,-0.0,-0.001,0.014,-0.016,0.001
0.004,-0.01,0.039,0.999,0.015,0.048,0.014,-0.0,0.001,-0.004,-0.009,0.073,0.013
0.004,-0.01,0.039,0.999,0.015,0.048,0.014,-0.001,-0.0,-0.003,-0.006,0.077,0.011
0.004,-0.01,0.039,0.999,0.015,0.048,0.014,-0.0,-0.0,-0.001,-0.01,0.044,0.016
0.004,-0.01,0.039,0.999,0.015,0.047,0.014,0.0,-0.001,0.003,0.002,-0.047,-0.007
0.004,-0.01,0.039,0.999,0.015,0.047,0.014,-0.0,-0.001,0.003,0.013,-0.053,-0.006
0.004,-0.01,0.039,0.999,0.015,0.047,0.014,-0.0,0.0,0.002,0.004,-0.017,-0.008
0.004,-0.01,0.039,0.999,0.015,0.048,0.014,-0.001,0.001,-0.002,-0.004,0.062,0.004
0.004,-0.01,0.039,0.999,0.015,0.048,0.014,-0.001,0.001,-0.002,-0.001,0.057,0.003
0.004,-0.01,0.039,0.999,0.015,0.048,0.014,0.0,0.001,-0.001,0.001,0.013,0.006
0.004,-0.01,0.039,0.999,0.015,0.047,0.014,0.002,-0.0,0.002,-0.001,-0.063,-0.004
0.004,-0.01,0.039,0.999,0.015,0.047,0.014,0.001,-0.001,0.001,0.0,-0.037,0.001
0.004,-0.01,0.039,0.999,0.015,0.047,0.014,0.001,-0.001,0.001,-0.0,-0.022,0.0
0.004,-0.01,0.039,0.999,0.014,0.047,0.014,-0.0,-0.001,0.0,-0.015,0.002,0.005
0.004,-0.01,0.039,0.999,0.015,0.048,0.014,-0.0,0.0,-0.002,-0.003,0.049,0.007
0.004,-0.01,0.039,0.999,0.015,0.047,0.014,0.001,0.0,0.001,-0.004,-0.046,-0.005
0.004,-0.01,0.039,0.999,0.015,0.047,0.014,0.001,0.001,0.001,0.002,-0.047,-0.002
0.004,-0.01,0.039,0.999,0.015,0.047,0.013,0.0,0.001,0.001,-0.006,-0.024,-0.014
0.004,-0.01,0.039,0.999,0.015,0.047,0.013,-0.0,0.0,0.0,-0.003,0.004,-0.013
0.004,-0.01,0.039,0.999,0.014,0.048,0.014,-0.001,0.001,-0.002,-0.009,0.062,0.003
0.004,-0.01,0.039,0.999,0.014,0.048,0.014,-0.001,0.001,-0.001,-0.005,0.047,0.01
0.004,-0.01,0.039,0.999,0.015,0.047,0.014,0.001,-0.001,0.002,0.007,-0.052,-0.007
0.004,-0.01,0.039,0.999,0.015,0.047,0.014,0.001,-0.001,0.002,0.004,-0.055,-0.005
0.004,-0.01,0.039,0.999,0.015,0.047,0.014,0.0,-0.001,0.001,0.005,-0.029,-0.006
0.004,-0.01,0.039,0.999,0.015,0.047,0.014,-0.0,-0.0,-0.001,0.003,-0.007,-0.004
0.004,-0.01,0.039,0.999,0.015,0.048,0.014,-0.0,0.001,-0.004,-0.002,0.059,0.013
0.004,-0.01,0.039,0.999,0.015,0.048,0.014,-0.0,0.001,-0.003,0.007,0.051,0.007
0.004,-0.01,0.039,0.999,0.015,0.047,0.014,0.001,-0.0,0.001,0.004,-0.064,-0.001
0.004,-0.01,0.039,0.999,0.015,0.047,0.014,0.0,-0.0,0.001,0.006,-0.011,-0.009
0.004,-0.01,0.039,0.999,0.014,0.047,0.014,-0.001,-0.0,0.001,-0.008,-0.008,-0.008
0.004,-0.01,0.039,0.999,0.015,0.047,0.014,-0.0,-0.0,0.002,0.003,0.005,-0.006
0.004,-0.01,0.039,0.999,0.014,0.048,0.014,-0.0,0.0,-0.001,-0.011,0.057,0.016
0.004,-0.01,0.039,0.999,0.014,0.047,0.014,0.001,-0.001,0.002,-0.005,-0.026,0.002
0.004,-0.01,0.039,0.999,0.015,0.047,0.014,0.001,-0.001,0.001,0.0,-0.037,0.002
0.004,-0.01,0.039,0.999,0.015,0.047,0.014,0.0,0.0,-0.0,0.012,-0.029,0.002
0.004,-0.01,0.039,0.999,0.015,0.047,0.014,0.0,0.0,-0.0,0.004,0.014,-0.008
0.004,-0.01,0.039,0.999,0.015,0.048,0.014,-0.0,0.001,-0.003,-0.0,0.071,0.009
0.004,-0.01,0.039,0.999,0.015,0.048,0.014,-0.0,0.0,-0.002,-0.002,0.057,0.004
0.004,-0.01,0.039,0.999,0.015,0.048,0.014,-0.0,0.001,-0.002,0.002,0.027,0.01
0.004,-0.01,0.039,0.999,0.015,0.047,0.014,0.0,-0.001,0.001,0.001,-0.042,-0.007
0.004,-0.01,0.039,0.999,0.015,0.047,0.014,0.0,-0.001,0.001,-0.005,-0.042,-0.0
0.004,-0.01,0.039,0.999,0.015,0.048,0.014,-0.001,0.0,-0.002,-0.002,0.042,0.007
0.004,-0.01,0.039,0.999,0.015,0.048,0.014,-0.0,0.0,-0.002,0.003,0.043,0.007
0.004,-0.01,0.039,0.999,0.014,0.047,0.014,0.002,-0.001,0.002,-0.017,-0.069,0.001
0.004,-0.01,0.039,0.999,0.014,0.048,0.014,0.0,0.001,-0.001,-0.009,0.024,0.014
0.004,-0.01,0.039,0.999,0.015,0.047,0.013,-0.0,-0.0,0.002,0.016,-0.038,-0.026
0.004,-0.01,0.039,0.999,0.015,0.047,0.013,0.0,0.001,0.002,0.009,-0.008,-0.031
0.004,-0.01,0.039,0.999,0.015,0.048,0.013,-0.0,0.001,-0.001,0.007,0.05,-0.008
0.004,-0.01,0.039,0.999,0.015,0.047,0.014,0.001,-0.001,0.001,-0.001,-0.057,0.003
0.004,-0.01,0.039,0.999,0.015,0.047,0.014,0.0,-0.0,0.001,-0.006,-0.058,0.01
0.004,-0.01,0.039,0.999,0.015,0.048,0.013,-0.0,0.001,-0.0,0.023,0.014,-0.011
0.004,-0.01,0.039,0.999,0.015,0.048,0.013,-0.001,0.002,-0.001,0.005,0.032,-0.026
0.004,-0.01,0.039,0.999,0.015,0.047,0.013,0.001,-0.001,0.002,-0.005,-0.043,-0.034
0.004,-0.01,0.039,0.999,0.015,0.048,0.013,-0.0,0.0,-0.002,0.005,0.043,-0.009
