px,py,pz,rw,rx,ry,rz,vx,vy,vz,wx,wy,wz
0.037,-0.002,0.168,1.0,-0.007,-0.001,-0.022,-0.002,-0.001,-0.001,-0.055,0.026,0.022
0.037,-0.002,0.169,1.0,-0.005,0.001,-0.023,0.003,0.002,0.008,0.077,0.202,-0.058
0.037,-0.002,0.169,1.0,-0.005,-0.002,-0.023,0.002,-0.003,0.005,0.101,-0.114,-0.041
0.037,-0.002,0.169,1.0,-0.005,-0.002,-0.023,0.001,-0.0,0.005,0.102,-0.094,-0.035
0.037,-0.002,0.169,1.0,-0.005,-0.0,-0.023,0.001,0.001,0.005,0.046,0.062,-0.03
0.037,-0.002,0.169,1.0,-0.005,-0.002,-0.023,0.001,-0.002,0.003,0.036,-0.12,-0.027
0.037,-0.002,0.169,1.0,-0.005,-0.002,-0.023,0.001,-0.001,0.001,0.044,-0.057,-0.012
0.037,-0.002,0.169,1.0,-0.005,-0.002,-0.023,0.002,-0.002,0.001,0.026,-0.047,-0.002
0.037,-0.002,0.169,1.0,-0.005,-0.002,-0.023,0.001,-0.002,-0.002,0.012,-0.042,-0.008
0.037,-0.002,0.169,1.0,-0.005,-0.005,-0.023,0.001,-0.002,-0.002,0.028,-0.307,-0.001
0.037,-0.002,0.169,1.0,-0.005,0.0,-0.023,0.002,0.003,0.003,-0.013,0.267,-0.017
0.037,-0.002,0.169,1.0,-0.005,0.0,-0.023,0.002,0.002,0.004,-0.017,0.188,-0.011
0.037,-0.002,0.169,1.0,-0.005,0.001,-0.023,0.001,0.002,0.003,-0.005,0.211,0.001
0.037,-0.002,0.168,1.0,-0.007,-0.001,-0.022,-0.005,-0.0,-0.008,-0.122,0.006,0.085
0.037,-0.002,0.169,1.0,-0.005,-0.002,-0.023,-0.002,-0.0,-0.001,0.041,-0.094,-0.017
0.037,-0.002,0.169,1.0,-0.005,-0.002,-0.023,-0.001,0.001,0.0,0.015,-0.109,-0.014
0.037,-0.002,0.169,1.0,-0.005,-0.002,-0.023,-0.001,0.0,0.001,0.014,-0.092,-0.006
