Step,u0,u1,u2,u3,px,py,pz,rw,rx,ry,rz,vx,vy,vz,wx,wy,wz,sp_px,sp_py,sp_pz,sp_rw,sp_rx,sp_ry,sp_rz,sp_vx,sp_vy,sp_vz,sp_wx,sp_wy,sp_wz
1,0.0,0.0,0.4,0.0,-0.0,0.0,0.005,1.0,-0.0,-0.0,-0.0,-0.0,0.0,0.006,0.0,-0.0,-0.0,0.0,0.0,1.5522835250530496,1.0,0.0,0.0,0.0,0.0,0.0,1.5599069504867902,0.0,0.0,0.0
2,0.0,-0.0,0.4,0.0,0.0,0.0,0.017,1.0,-0.0,0.0,0.0,0.0,0.0,0.538,-0.001,0.001,0.001,0.0,0.0,1.6039937966991193,1.0,0.0,0.0,0.0,0.0,0.0,1.5342048271973274,0.0,0.0,0.0
3,0.0,0.0,0.35,0.0,0.0,0.0,0.057,1.0,-0.0,0.0,0.0,0.0,0.0,1.393,0.001,-0.002,0.001,0.0,0.0,1.6545638468662047,1.0,0.0,0.0,0.0,0.0,0.0,1.4916811880803948,0.0,0.0,0.0
4,0.0,0.0,0.235,0.0,0.0,0.0,0.126,1.0,-0.0,-0.0,0.0,0.0,0.0,2.253,-0.003,-0.003,-0.001,0.0,0.0,1.7034392092378123,1.0,0.0,0.0,0.0,0.0,0.0,1.432802276010331,0.0,0.0,0.0
5,-0.0,0.0,0.143,0.0,0.0,0.0,0.219,1.0,-0.0,-0.0,0.0,-0.0,0.0,2.875,0.001,-0.002,-0.001,0.0,0.0,1.7500839986002268,1.0,0.0,0.0,0.0,0.0,0.0,1.3582136583414661,0.0,0.0,0.0
6,0.0,-0.0,0.106,0.0,-0.0,0.0,0.321,1.0,-0.0,-0.0,0.0,-0.0,0.0,3.017,-0.0,0.002,-0.0,0.0,0.0,1.7939867864605767,1.0,0.0,0.0,0.0,0.0,0.0,1.2687331486997333,0.0,0.0,0.0
7,0.0,0.0,0.103,0.0,-0.0,0.0,0.42,1.0,-0.0,-0.0,-0.0,-0.0,0.0,2.866,-0.001,0.0,-0.0,0.0,0.0,1.8346662085135423,1.0,0.0,0.0,0.0,0.0,0.0,1.165341840210713,0.0,0.0,0.0
8,0.0,0.0,0.111,0.0,-0.0,0.0,0.512,1.0,-0.0,-0.0,-0.0,-0.0,0.0,2.624,-0.0,-0.004,-0.0,0.0,0.0,1.8716762424746243,1.0,0.0,0.0,0.0,0.0,0.0,1.0491733484786125,0.0,0.0,0.0
9,0.0,0.0,0.121,0.0,-0.0,0.0,0.595,1.0,-0.0,-0.0,-0.0,-0.0,0.0,2.376,0.0,-0.003,0.0,0.0,0.0,1.9046110984121165,1.0,0.0,0.0,0.0,0.0,0.0,0.9215013822597184,0.0,0.0,0.0
10,-0.0,-0.0,0.128,0.0,-0.0,0.0,0.669,1.0,-0.0,-0.0,0.0,-0.0,0.0,2.14,0.001,0.005,0.0,0.0,0.0,1.9331096679586055,1.0,0.0,0.0,0.0,0.0,0.0,0.7837257781093554,0.0,0.0,0.0
11,-0.0,-0.001,0.135,0.0,-0.0,0.0,0.736,1.0,0.0,0.0,0.0,-0.0,0.0,1.92,0.002,0.008,0.0,0.0,0.0,1.9568594836194069,1.0,0.0,0.0,0.0,0.0,0.0,0.6373571521230892,0.0,0.0,0.0
12,-0.0,-0.0,0.14,0.0,-0.0,0.0,0.796,1.0,0.0,0.0,0.0,-0.0,0.0,1.717,0.001,0.007,0.0,0.0,0.0,1.9756001447668115,1.0,0.0,0.0,0.0,0.0,0.0,0.4840003370553303,0.0,0.0,0.0
13,-0.0,0.0,0.143,0.0,-0.0,0.0,0.85,1.0,0.0,0.0,0.0,-0.0,0.0,1.527,0.001,0.0,-0.0,0.0,0.0,1.989126172756429,1.0,0.0,0.0,0.0,0.0,0.0,0.325336786416186,0.0,0.0,0.0
14,0.0,0.0,0.147,0.0,-0.0,0.0,0.897,1.0,0.0,0.0,0.0,-0.0,0.0,1.348,0.0,-0.002,-0.0,0.0,0.0,1.9972892638612239,1.0,0.0,0.0,0.0,0.0,0.0,0.16310613847365207,0.0,0.0,0.0
15,0.0,0.0,0.142,0.0,-0.0,0.0,0.919,1.0,0.0,0.0,0.0,-0.0,0.0,1.26,0.0,-0.002,-0.0,0.0,0.0,1.999999915321339,1.0,0.0,0.0,0.0,0.0,0.0,-0.0009128577006534133,0.0,0.0,0.0
16,0.0,0.0,0.143,0.0,-0.0,0.0,0.957,1.0,0.0,0.0,0.0,-0.0,0.0,1.091,0.0,-0.002,-0.0,0.0,0.0,1.9972284066811803,1.0,0.0,0.0,0.0,0.0,0.0,-0.16492184500913942,0.0,0.0,0.0
17,0.0,0.0,0.146,0.0,-0.0,0.0,0.99,1.0,0.0,0.0,0.0,0.0,0.0,0.918,0.0,-0.001,-0.0,0.0,0.0,1.989005125654063,1.0,0.0,0.0,0.0,0.0,0.0,-0.32712257609463835,0.0,0.0,0.0
18,0.0,0.0,0.149,0.0,-0.0,0.0,1.017,1.0,0.0,0.0,0.0,0.0,0.0,0.743,0.0,-0.001,-0.0,0.0,0.0,1.9754202349415377,1.0,0.0,0.0,0.0,0.0,0.0,-0.48573662990357813,0.0,0.0,0.0
19,0.0,0.0,0.152,0.0,-0.0,0.0,1.038,1.0,0.0,0.0,-0.0,0.0,0.0,0.572,0.0,-0.001,-0.0,0.0,0.0,1.9566226836604912,1.0,0.0,0.0,0.0,0.0,0.0,-0.639024910867162,0.0,0.0,0.0
20,0.0,0.0,0.155,0.0,-0.0,0.0,1.053,1.0,0.0,0.0,-0.0,0.0,0.0,0.41,0.0,-0.0,-0.0,0.0,0.0,1.9328185742170603,1.0,0.0,0.0,0.0,0.0,0.0,-0.7853067169052674,0.0,0.0,0.0
21,0.0,0.0,0.157,0.0,-0.0,0.0,1.063,1.0,0.0,0.0,-0.0,0.0,0.0,0.253,0.0,-0.0,-0.0,0.0,0.0,1.9042689025334734,1.0,0.0,0.0,0.0,0.0,0.0,-0.9229781671853621,0.0,0.0,0.0
22,0.0,0.0,0.159,0.0,-0.0,0.0,1.068,1.0,0.0,0.0,-0.0,0.0,-0.0,0.109,0.0,-0.0,-0.0,0.0,0.0,1.8712866964047028,1.0,0.0,0.0,0.0,0.0,0.0,-1.0505297875884534,0.0,0.0,0.0
