px,py,pz,rw,rx,ry,rz,vx,vy,vz,wx,wy,wz
0.032,-0.006,0.168,1.0,-0.002,0.002,0.001,-0.0,-0.002,-0.002,-0.043,0.027,-0.023
0.032,-0.006,0.168,1.0,-0.002,0.003,0.001,-0.001,-0.001,-0.001,-0.037,0.026,-0.026
0.032,-0.006,0.168,1.0,-0.002,0.003,0.001,-0.001,-0.0,-0.0,-0.035,0.019,-0.012
0.032,-0.006,0.168,1.0,-0.002,0.003,0.001,0.0,0.0,-0.001,-0.024,0.05,-0.015
0.032,-0.006,0.168,1.0,-0.002,0.002,0.001,-0.0,0.001,0.001,0.026,-0.014,0.017
0.032,-0.006,0.168,1.0,-0.002,0.002,0.001,0.001,0.0,0.001,0.024,-0.004,0.004
0.032,-0.006,0.168,1.0,-0.002,0.002,0.001,0.0,0.0,0.002,0.031,-0.029,0.01
0.032,-0.006,0.168,1.0,-0.002,0.002,0.001,0.0,0.001,0.001,0.019,-0.016,0.015
0.032,-0.006,0.168,1.0,-0.002,0.002,0.001,0.001,-0.0,0.001,0.01,-0.028,0.009
0.032,-0.006,0.168,1.0,-0.002,0.002,0.001,-0.001,-0.0,0.001,0.015,-0.005,0.0
0.032,-0.006,0.168,1.0,-0.002,0.002,0.001,-0.001,-0.001,0.001,-0.01,0.003,0.007
0.032,-0.006,0.168,1.0,-0.002,0.002,0.001,-0.001,-0.0,0.001,-0.007,-0.019,0.002
0.032,-0.006,0.168,1.0,-0.002,0.002,0.001,-0.001,0.0,-0.001,0.008,0.021,0.015
0.032,-0.006,0.168,1.0,-0.002,0.002,0.001,-0.001,0.0,-0.001,0.025,0.012,0.005
0.032,-0.006,0.168,1.0,-0.002,0.002,0.001,0.0,0.001,0.001,0.008,0.003,0.004
0.032,-0.006,0.168,1.0,-0.002,0.002,0.001,0.001,0.0,0.001,-0.007,-0.002,-0.001
0.032,-0.006,0.168,1.0,-0.002,0.002,0.001,0.001,0.0,-0.001,-0.003,0.012,-0.001
0.032,-0.006,0.168,1.0,-0.002,0.002,0.001,0.001,0.0,-0.0,0.008,-0.002,-0.0
0.032,-0.006,0.168,1.0,-0.002,0.002,0.001,-0.001,0.0,-0.002,0.01,0.008,0.009
0.032,-0.006,0.168,1.0,-0.002,0.002,0.001,-0.0,0.0,0.0,0.012,-0.01,-0.005
0.032,-0.006,0.168,1.0,-0.002,0.002,0.001,-0.001,0.0,0.0,0.004,0.008,-0.009
0.032,-0.006,0.168,1.0,-0.002,0.002,0.001,-0.0,0.0,-0.0,-0.003,0.018,-0.001
0.032,-0.006,0.168,1.0,-0.002,0.002,0.001,0.0,-0.0,0.0,-0.0,-0.003,-0.004
0.032,-0.006,0.168,1.0,-0.002,0.002,0.001,-0.0,-0.0,-0.0,-0.013,0.006,-0.002
0.032,-0.006,0.168,1.0,-0.002,0.002,0.001,-0.0,0.001,0.0,0.009,-0.003,0.004
0.032,-0.006,0.168,1.0,-0.002,0.002,0.001,0.0,-0.0,0.0,-0.004,0.007,0.003
0.032,-0.006,0.168,1.0,-0.002,0.002,0.001,0.0,-0.001,0.0,0.0,0.006,-0.011
0.032,-0.006,0.168,1.0,-0.002,0.002,0.001,0.001,-0.001,0.001,-0.008,-0.014,-0.002
0.032,-0.006,0.168,1.0,-0.002,0.002,0.001,0.001,-0.0,-0.0,0.002,-0.023,-0.002
0.032,-0.006,0.168,1.0,-0.002,0.002,0.001,0.001,0.0,-0.002,0.018,-0.021,-0.0
0.032,-0.006,0.168,1.0,-0.002,0.002,0.001,-0.0,0.001,-0.001,-0.012,-0.021,0.011
0.032,-0.006,0.168,1.0,-0.002,0.002,0.001,-0.0,-0.0,0.0,0.007,-0.004,-0.002
0.032,-0.006,0.168,1.0,-0.002,0.002,0.001,0.0,-0.001,0.001,-0.004,-0.002,-0.003
0.032,-0.006,0.168,1.0,-0.002,0.002,0.001,-0.0,-0.001,0.001,-0.019,0.011,0.009
0.032,-0.006,0.168,1.0,-0.002,0.002,0.001,-0.0,-0.0,0.0,0.002,0.009,0.002
0.032,-0.006,0.168,1.0,-0.002,0.002,0.001,-0.001,-0.001,0.0,0.008,0.011,0.0
0.032,-0.006,0.168,1.0,-0.002,0.002,0.001,0.0,0.0,0.002,-0.001,-0.022,0.005
0.032,-0.006,0.168,1.0,-0.002,0.002,0.001,0.0,-0.0,0.001,0.003,-0.0,-0.015
0.032,-0.006,0.168,1.0,-0.002,0.002,0.001,0.0,0.001,-0.001,-0.012,0.014,0.007
0.032,-0.006,0.168,1.0,-0.002,0.002,0.001,0.001,0.0,-0.001,-0.002,-0.006,0.002
0.032,-0.006,0.168,1.0,-0.002,0.002,0.001,0.001,0.001,-0.001,-0.001,0.005,0.007
0.032,-0.006,0.168,1.0,-0.002,0.003,0.001,-0.0,0.001,-0.0,0.018,0.042,-0.009
0.032,-0.006,0.168,1.0,-0.002,0.002,0.001,-0.001,0.0,-0.001,-0.015,0.002,-0.0
0.032,-0.006,0.168,1.0,-0.002,0.002,0.001,-0.001,-0.0,0.0,-0.008,0.012,0.005
0.032,-0.006,0.168,1.0,-0.003,0.003,0.001,0.001,-0.003,-0.001,-0.063,0.047,-0.032
0.032,-0.006,0.168,1.0,-0.002,0.003,0.001,-0.002,-0.003,0.0,-0.003,0.048,-0.03
0.032,-0.006,0.168,1.0,-0.002,0.003,0.001,-0.001,-0.001,-0.001,0.008,0.003,0.013
0.032,-0.006,0.168,1.0,-0.002,0.002,0.001,0.0,0.002,-0.0,0.006,-0.021,0.043
0.032,-0.006,0.168,1.0,-0.002,0.002,0.001,0.0,-0.001,-0.003,0.004,-0.005,-0.027
0.032,-0.006,0.168,1.0,-0.002,0.002,0.0,-0.0,-0.002,-0.002,-0.006,0.0,-0.062
0.032,-0.006,0.168,1.0,-0.002,0.003,0.001,-0.0,0.002,-0.001,0.033,0.018,0.015
0.032,-0.006,0.168,1.0,-0.002,0.002,0.001,0.0,0.001,0.0,0.01,-0.037,0.062
0.032,-0.006,0.168,1.0,-0.002,0.002,0.001,-0.002,-0.001,0.0,-0.002,-0.034,-0.001
0.032,-0.006,0.168,1.0,-0.002,0.002,0.001,-0.001,-0.004,-0.001,-0.051,-0.017,-0.033
0.032,-0.006,0.168,1.0,-0.002,0.002,0.001,-0.001,-0.002,0.003,0.003,-0.029,0.032
0.032,-0.006,0.168,1.0,-0.002,0.002,0.001,-0.001,-0.002,0.002,0.008,-0.007,0.014
0.032,-0.006,0.168,1.0,-0.002,0.002,0.001,0.0,-0.001,0.001,-0.003,0.001,0.01
0.032,-0.006,0.168,1.0,-0.002,0.003,0.0,-0.002,0.001,-0.007,0.019,0.095,-0.08
0.032,-0.006,0.168,1.0,-0.003,0.002,0.001,0.002,-0.0,-0.005,-0.074,0.018,-0.031
0.032,-0.006,0.168,1.0,-0.002,0.002,0.001,0.001,0.0,0.001,0.025,-0.003,0.008
0.032,-0.006,0.168,1.0,-0.001,0.003,0.001,-0.001,0.0,-0.002,0.074,0.041,-0.004
0.032,-0.006,0.168,1.0,-0.002,0.002,0.001,0.001,0.001,0.005,-0.038,-0.09,0.022
0.032,-0.006,0.168,1.0,-0.001,0.001,0.001,0.0,0.003,0.005,0.062,-0.087,0.002
0.032,-0.006,0.168,1.0,-0.002,0.002,0.001,-0.001,-0.0,-0.002,0.004,-0.009,0.006
0.032,-0.006,0.168,1.0,-0.002,0.002,0.001,-0.002,0.002,0.0,-0.027,0.013,0.006
0.032,-0.006,0.168,1.0,-0.003,0.003,0.001,-0.002,-0.001,-0.003,-0.147,0.073,-0.021
0.032,-0.006,0.168,1.0,-0.003,0.002,0.001,-0.001,-0.001,0.002,-0.088,0.03,0.001
0.032,-0.006,0.168,1.0,-0.002,0.002,0.001,-0.001,-0.001,0.0,-0.002,0.003,-0.009
0.032,-0.006,0.168,1.0,-0.001,0.002,0.001,-0.001,0.002,0.002,0.059,-0.035,0.033
0.032,-0.006,0.168,1.0,-0.001,0.002,0.001,0.0,0.001,0.002,0.064,-0.042,0.016
0.032,-0.006,0.168,1.0,-0.001,0.002,0.001,0.001,0.001,0.002,0.036,-0.032,0.016
0.032,-0.006,0.168,1.0,-0.002,0.001,0.001,0.002,0.001,0.004,-0.022,-0.051,0.012
0.032,-0.006,0.168,1.0,-0.002,0.002,0.001,0.002,-0.001,-0.0,-0.061,-0.0,-0.012
0.032,-0.006,0.168,1.0,-0.002,0.002,0.001,0.0,0.0,-0.005,-0.05,0.049,-0.005
0.032,-0.006,0.168,1.0,-0.002,0.003,0.001,-0.001,-0.002,-0.008,0.001,0.1,-0.042
0.032,-0.006,0.168,1.0,-0.002,0.002,0.001,-0.001,-0.002,-0.001,0.037,-0.003,0.004
0.032,-0.006,0.168,1.0,-0.002,0.002,0.001,-0.001,-0.001,0.001,0.006,0.003,0.001
0.032,-0.006,0.168,1.0,-0.003,0.002,0.001,0.001,-0.003,-0.001,-0.062,0.005,-0.037
0.032,-0.006,0.168,1.0,-0.002,0.002,0.001,0.001,-0.002,0.0,-0.04,0.004,-0.042
0.032,-0.006,0.168,1.0,-0.003,0.002,0.001,0.001,-0.003,-0.0,-0.043,0.007,-0.032
0.032,-0.006,0.168,1.0,-0.001,0.002,0.001,-0.003,0.003,-0.0,0.068,0.031,-0.015
0.032,-0.006,0.168,1.0,-0.002,0.002,0.001,0.002,-0.0,-0.003,-0.052,0.002,0.001
0.032,-0.006,0.168,1.0,-0.002,0.002,0.001,0.001,-0.0,0.002,0.005,-0.037,0.015
0.032,-0.006,0.168,1.0,-0.002,0.002,0.001,0.001,0.0,0.001,-0.002,-0.006,0.018
0.032,-0.006,0.168,1.0,-0.002,0.002,0.001,0.001,0.0,0.0,-0.007,-0.03,0.017
0.032,-0.006,0.168,1.0,-0.001,0.003,0.001,-0.003,0.004,-0.003,0.059,0.072,-0.017
0.032,-0.006,0.168,1.0,-0.003,0.002,0.001,0.002,0.0,-0.005,-0.07,0.022,0.012
0.032,-0.006,0.168,1.0,-0.003,0.002,0.001,0.0,-0.003,-0.001,-0.058,0.013,-0.012
0.032,-0.006,0.168,1.0,-0.002,0.002,0.001,0.0,-0.002,0.004,-0.003,-0.022,0.008
0.032,-0.006,0.168,1.0,-0.001,0.002,0.001,-0.003,-0.001,0.002,0.075,0.014,-0.017
0.032,-0.006,0.168,1.0,-0.002,0.002,0.001,-0.0,-0.0,0.001,-0.037,0.026,-0.002
0.032,-0.006,0.168,1.0,-0.002,0.002,0.001,0.0,-0.002,0.0,0.028,-0.01,0.004
0.032,-0.006,0.168,1.0,-0.002,0.002,0.001,0.001,0.0,0.001,-0.007,-0.052,0.025
0.032,-0.006,0.168,1.0,-0.001,0.002,0.001,-0.001,-0.001,-0.003,0.058,0.031,-0.029
0.032,-0.006,0.168,1.0,-0.002,0.002,0.001,0.001,0.001,-0.003,-0.044,-0.004,0.009
0.032,-0.006,0.168,1.0,-0.002,0.002,0.001,0.001,0.0,0.0,0.027,-0.017,-0.017
0.032,-0.006,0.168,1.0,-0.002,0.002,0.001,0.001,0.0,-0.0,0.014,-0.014,0.008
0.032,-0.006,0.168,1.0,-0.002,0.002,0.001,-0.001,0.0,-0.002,0.024,0.013,-0.008
0.032,-0.006,0.168,1.0,-0.002,0.002,0.001,-0.003,0.002,-0.003,0.003,0.046,-0.018
0.032,-0.006,0.168,1.0,-0.002,0.002,0.001,-0.002,-0.002,0.002,0.029,-0.018,-0.022
0.032,-0.006,0.168,1.0,-0.002,0.002,0.001,0.0,-0.002,0.003,0.028,-0.011,0.002
