px,py,pz,rw,rx,ry,rz,vx,vy,vz,wx,wy,wz
0.038,-0.004,0.168,1.0,-0.005,0.003,-0.024,-0.003,0.01,-0.006,-0.069,0.137,0.106
0.038,-0.004,0.168,1.0,-0.005,0.003,-0.024,-0.002,0.008,-0.005,-0.041,0.15,0.072
0.038,-0.004,0.168,1.0,-0.005,0.003,-0.024,-0.002,0.006,-0.004,-0.019,0.105,0.052
0.039,-0.005,0.168,1.0,-0.003,-0.001,-0.027,0.007,-0.013,0.009,0.096,-0.212,-0.165
0.039,-0.005,0.168,1.0,-0.003,-0.001,-0.027,0.005,-0.011,0.006,0.088,-0.187,-0.131
0.038,-0.004,0.168,1.0,-0.005,0.002,-0.024,-0.005,0.013,-0.01,-0.09,0.126,0.132
0.038,-0.004,0.168,1.0,-0.005,0.002,-0.024,-0.004,0.011,-0.009,-0.076,0.137,0.113
0.038,-0.004,0.168,1.0,-0.005,0.002,-0.024,-0.004,0.009,-0.007,-0.061,0.118,0.083
0.038,-0.004,0.168,1.0,-0.005,0.002,-0.024,-0.002,0.007,-0.004,-0.045,0.061,0.06
0.039,-0.005,0.168,1.0,-0.003,-0.001,-0.026,0.006,-0.015,0.012,0.105,-0.214,-0.164
0.038,-0.004,0.168,1.0,-0.004,0.004,-0.024,-0.001,0.009,0.001,0.027,0.31,0.087
0.038,-0.004,0.168,1.0,-0.005,0.003,-0.024,-0.003,0.007,-0.003,-0.038,0.154,0.091
0.038,-0.004,0.168,1.0,-0.005,0.003,-0.024,-0.002,0.004,-0.004,-0.017,0.118,0.074
0.038,-0.004,0.168,1.0,-0.005,0.003,-0.024,-0.004,0.003,-0.004,-0.012,0.089,0.057
0.038,-0.004,0.168,1.0,-0.005,0.003,-0.024,-0.002,0.002,-0.003,-0.014,0.069,0.047
0.038,-0.004,0.168,1.0,-0.005,0.003,-0.024,-0.002,0.002,-0.003,-0.01,0.065,0.042
0.039,-0.005,0.168,1.0,-0.004,-0.002,-0.027,0.014,-0.021,0.01,0.089,-0.482,-0.28
0.038,-0.004,0.168,1.0,-0.005,0.003,-0.024,-0.002,0.004,-0.001,-0.019,0.043,0.037
0.038,-0.004,0.168,1.0,-0.005,0.003,-0.024,-0.002,0.002,-0.001,-0.017,0.062,0.022
0.039,-0.005,0.168,1.0,-0.003,-0.001,-0.027,0.008,-0.015,0.012,0.11,-0.231,-0.183
0.038,-0.004,0.168,1.0,-0.005,0.003,-0.024,-0.006,0.011,-0.006,-0.084,0.177,0.13
0.038,-0.004,0.168,1.0,-0.005,0.003,-0.024,-0.004,0.008,-0.004,-0.06,0.136,0.113
0.038,-0.004,0.168,1.0,-0.004,0.002,-0.024,-0.002,0.007,-0.0,0.026,0.048,0.051
0.038,-0.004,0.168,1.0,-0.005,0.003,-0.024,-0.004,0.005,-0.006,-0.051,0.123,0.077
0.039,-0.005,0.168,1.0,-0.004,-0.001,-0.027,0.009,-0.018,0.009,0.088,-0.29,-0.207
0.038,-0.005,0.168,1.0,-0.004,-0.0,-0.026,0.004,-0.013,0.007,0.058,-0.172,-0.116
0.039,-0.005,0.168,1.0,-0.004,-0.002,-0.027,0.01,-0.01,0.005,0.04,-0.257,-0.193
0.038,-0.004,0.168,1.0,-0.005,0.003,-0.024,-0.007,0.011,-0.008,-0.069,0.192,0.142
0.038,-0.004,0.168,1.0,-0.004,0.002,-0.024,-0.003,0.009,-0.002,0.044,0.105,0.081
0.038,-0.004,0.168,1.0,-0.005,0.003,-0.024,-0.005,0.007,-0.005,-0.054,0.149,0.098
0.038,-0.004,0.168,1.0,-0.005,0.003,-0.024,-0.003,0.005,-0.004,-0.05,0.123,0.085
0.038,-0.004,0.168,1.0,-0.005,0.002,-0.024,-0.003,0.004,-0.002,-0.046,0.069,0.067
0.039,-0.005,0.168,1.0,-0.004,-0.0,-0.026,0.009,-0.017,0.011,0.09,-0.237,-0.175
0.039,-0.005,0.168,1.0,-0.003,-0.001,-0.026,0.006,-0.014,0.009,0.114,-0.229,-0.155
0.039,-0.005,0.168,1.0,-0.003,-0.001,-0.027,0.007,-0.012,0.008,0.118,-0.23,-0.161
0.039,-0.005,0.168,1.0,-0.003,-0.001,-0.027,0.006,-0.008,0.006,0.072,-0.135,-0.113
0.039,-0.005,0.168,1.0,-0.004,-0.002,-0.027,0.009,-0.008,0.003,-0.0,-0.241,-0.172
0.038,-0.004,0.168,1.0,-0.005,0.003,-0.024,-0.007,0.013,-0.009,-0.091,0.21,0.145
0.038,-0.004,0.168,1.0,-0.005,0.002,-0.024,-0.007,0.01,-0.006,-0.067,0.157,0.122
0.038,-0.004,0.168,1.0,-0.004,0.003,-0.024,-0.004,0.007,-0.005,-0.036,0.147,0.094
0.038,-0.004,0.168,1.0,-0.005,0.003,-0.024,-0.004,0.006,-0.005,-0.038,0.12,0.083
0.038,-0.004,0.168,1.0,-0.005,0.003,-0.024,-0.004,0.005,-0.005,-0.056,0.096,0.077
0.039,-0.005,0.168,1.0,-0.003,-0.001,-0.027,0.01,-0.017,0.012,0.118,-0.289,-0.223
0.038,-0.004,0.168,1.0,-0.004,0.003,-0.024,0.0,0.006,-0.003,0.003,0.043,0.063
0.038,-0.004,0.168,1.0,-0.005,0.002,-0.024,-0.002,0.004,-0.005,-0.053,-0.005,0.072
0.039,-0.005,0.168,1.0,-0.003,-0.002,-0.027,0.012,-0.019,0.01,0.111,-0.423,-0.312
0.038,-0.005,0.168,1.0,-0.005,-0.0,-0.026,0.004,-0.015,0.009,-0.026,-0.166,-0.088
0.038,-0.004,0.168,1.0,-0.004,0.003,-0.024,-0.003,0.008,-0.003,-0.01,0.144,0.094
0.039,-0.005,0.168,1.0,-0.004,-0.001,-0.026,0.006,-0.02,0.012,0.019,-0.279,-0.135
0.039,-0.005,0.168,1.0,-0.003,-0.001,-0.027,0.005,-0.015,0.01,0.094,-0.205,-0.166
0.038,-0.005,0.168,1.0,-0.005,0.0,-0.025,-0.001,-0.009,0.004,-0.107,-0.069,0.027
0.038,-0.004,0.168,1.0,-0.005,0.003,-0.024,-0.008,0.01,-0.008,-0.085,0.217,0.116
0.038,-0.004,0.168,1.0,-0.005,0.003,-0.024,-0.004,0.005,-0.008,-0.066,0.14,0.067
0.038,-0.004,0.168,1.0,-0.005,0.003,-0.024,-0.003,0.005,-0.007,-0.072,0.129,0.057
0.038,-0.004,0.168,1.0,-0.005,0.004,-0.024,0.002,0.006,-0.009,-0.009,0.2,0.059
0.038,-0.004,0.168,1.0,-0.005,0.003,-0.024,-0.002,0.004,-0.002,-0.047,0.045,0.029
0.039,-0.005,0.168,1.0,-0.002,-0.003,-0.028,0.017,-0.029,0.021,0.388,-0.586,-0.402
