px,py,pz,rw,rx,ry,rz,vx,vy,vz,wx,wy,wz
0.02,-0.009,0.039,0.997,0.008,0.067,0.024,0.0,0.0,-0.002,-0.011,0.006,-0.002
0.02,-0.009,0.039,0.997,0.008,0.066,0.024,-0.001,0.001,-0.0,-0.012,-0.01,0.003
0.02,-0.009,0.039,0.997,0.008,0.066,0.024,-0.0,0.0,0.0,-0.001,-0.007,-0.002
0.02,-0.009,0.039,0.997,0.008,0.066,0.024,-0.001,-0.0,0.0,0.001,-0.053,-0.005
0.02,-0.009,0.039,0.997,0.008,0.066,0.024,0.0,0.0,0.001,-0.005,-0.017,-0.013
0.02,-0.009,0.039,0.997,0.008,0.066,0.024,-0.0,0.001,0.001,-0.018,0.005,-0.002
0.02,-0.009,0.039,0.997,0.008,0.067,0.024,-0.0,-0.0,0.001,-0.012,0.03,-0.005
0.02,-0.009,0.039,0.997,0.008,0.067,0.024,0.0,-0.0,-0.001,0.007,0.029,0.002
0.02,-0.009,0.039,0.997,0.008,0.066,0.025,0.001,-0.001,-0.001,0.017,0.007,0.011
0.02,-0.009,0.039,0.997,0.008,0.066,0.025,0.0,-0.0,-0.001,0.012,0.004,0.008
0.02,-0.009,0.039,0.997,0.008,0.067,0.024,-0.001,0.0,-0.004,0.011,0.029,-0.009
0.02,-0.009,0.039,0.997,0.008,0.067,0.024,-0.001,0.0,-0.002,0.004,0.042,-0.008
0.02,-0.009,0.039,0.997,0.008,0.067,0.024,-0.001,0.0,-0.002,0.001,0.018,-0.012
0.02,-0.009,0.039,0.997,0.008,0.067,0.024,-0.001,-0.001,0.001,0.005,0.008,-0.01
0.02,-0.009,0.039,0.997,0.008,0.067,0.024,-0.001,-0.001,0.001,0.01,0.017,-0.008
0.02,-0.009,0.039,0.997,0.008,0.067,0.024,-0.001,-0.001,0.001,0.011,0.027,-0.006
0.02,-0.009,0.039,0.997,0.008,0.067,0.024,0.0,-0.0,0.001,-0.007,0.016,-0.01
0.02,-0.009,0.039,0.997,0.008,0.067,0.024,0.0,0.0,0.001,-0.019,0.027,-0.007
0.02,-0.009,0.039,0.997,0.008,0.067,0.024,-0.0,0.001,0.001,-0.001,0.02,-0.004
0.02,-0.009,0.039,0.997,0.008,0.067,0.024,-0.001,-0.0,-0.0,-0.004,0.0,0.0
0.02,-0.009,0.039,0.997,0.008,0.067,0.024,-0.001,-0.0,-0.001,-0.008,0.021,0.001
0.02,-0.009,0.039,0.997,0.008,0.066,0.024,0.002,-0.0,0.0,0.003,-0.06,0.004
0.02,-0.009,0.039,0.997,0.008,0.066,0.024,0.001,0.0,0.001,-0.001,-0.033,0.001
0.02,-0.009,0.039,0.997,0.008,0.067,0.024,-0.0,0.0,0.001,0.003,0.031,0.001
0.02,-0.009,0.039,0.997,0.008,0.067,0.024,-0.0,0.0,-0.001,0.002,0.009,-0.001
0.02,-0.009,0.039,0.997,0.008,0.066,0.024,0.002,0.001,0.0,-0.003,-0.033,0.009
0.02,-0.009,0.039,0.997,0.008,0.066,0.024,0.001,0.0,-0.0,-0.001,-0.03,0.012
0.02,-0.009,0.039,0.997,0.008,0.067,0.024,0.001,-0.0,0.0,-0.004,-0.01,0.002
0.02,-0.009,0.039,0.997,0.008,0.067,0.024,0.001,0.0,0.0,-0.006,-0.01,-0.007
0.02,-0.009,0.039,0.997,0.008,0.067,0.024,-0.001,0.0,-0.001,-0.003,0.012,-0.007
0.02,-0.009,0.039,0.997,0.008,0.067,0.024,-0.0,0.0,0.002,-0.017,0.017,0.005
0.02,-0.009,0.039,0.997,0.008,0.066,0.024,-0.0,-0.0,0.001,0.007,-0.018,0.0
0.02,-0.009,0.039,0.997,0.008,0.066,0.024,0.0,-0.0,0.001,0.009,-0.026,-0.001
0.02,-0.009,0.039,0.997,0.008,0.066,0.024,0.001,-0.0,0.001,0.002,-0.012,0.0
0.02,-0.009,0.039,0.997,0.008,0.067,0.024,0.001,-0.0,0.001,-0.01,0.011,-0.0
