Step,u0,u1,u2,u3,px,py,pz,rw,rx,ry,rz,vx,vy,vz,wx,wy,wz,sp_px,sp_py,sp_pz,sp_rw,sp_rx,sp_ry,sp_rz,sp_vx,sp_vy,sp_vz,sp_wx,sp_wy,sp_wz
1,-0.246,0.037,0.4,0.005,0.004,-0.01,0.039,0.999,0.016,0.047,0.014,0.002,0.002,0.002,0.043,-0.049,-0.009,0.02095017807378577,0.02095017807378577,1.010475089036893,1.0,0.0,0.0,0.0,0.6283673984479674,0.6283673984479674,0.31418369922398437,0.0,0.0,0.0
2,-0.238,0.009,0.365,0.003,0.005,-0.01,0.041,0.999,0.015,0.05,0.013,0.009,0.002,0.053,0.021,0.168,-0.032,0.04189115989653116,0.04189115989653116,1.0209455799482656,1.0,0.0,0.0,0.0,0.627953627702688,0.627953627702688,0.313976813851341,0.0,0.0,0.0
3,-0.058,0.018,0.391,0.009,0.007,-0.009,0.053,0.999,-0.007,0.049,0.015,0.074,0.029,0.366,-1.448,0.099,0.034,0.06281375325396497,0.06281375325396497,1.0314068766269824,1.0,0.0,0.0,0.0,0.6272642116057688,0.6272642116057688,0.31363210580288237,0.0,0.0,0.0
4,0.069,0.014,0.4,0.002,0.013,-0.007,0.083,0.998,-0.036,0.05,0.017,0.176,0.063,0.899,-1.753,-0.056,-0.046,0.08370877400358241,0.08370877400358241,1.0418543870017911,1.0,0.0,0.0,0.0,0.6262994527820118,0.6262994527820118,0.3131497263910077,0.0,0.0,0.0
5,-0.021,-0.001,0.364,0.004,0.022,-0.004,0.13,0.998,-0.041,0.051,0.018,0.281,0.102,1.42,-0.556,-0.13,-0.032,0.1045670501060991,0.1045670501060991,1.0522835250530496,1.0,0.0,0.0,0.0,0.6250597747201487,0.6250597747201487,0.3125298873600757,0.0,0.0,0.0
6,-0.108,-0.054,0.232,0.002,0.035,0.002,0.194,0.998,-0.034,0.056,0.016,0.373,0.159,1.849,0.429,0.152,-0.064,0.12537942565159232,0.12537942565159232,1.0626897128257962,1.0,0.0,0.0,0.0,0.6235457215869461,0.6235457215869461,0.3117728607934722,0.0,0.0,0.0
7,-0.063,-0.052,0.073,-0.007,0.052,0.01,0.274,0.998,-0.033,0.056,0.014,0.504,0.242,2.396,0.054,0.008,-0.166,0.14613676487856217,0.14613676487856217,1.073068382439281,1.0,0.0,0.0,0.0,0.6217579579883398,0.6217579579883398,0.31087897899416905,0.0,0.0,0.0
8,0.025,-0.036,0.05,0.006,0.071,0.02,0.363,0.997,-0.046,0.052,0.016,0.569,0.309,2.659,-0.772,-0.253,0.027,0.1668299561841483,0.1668299561841483,1.083414978092074,1.0,0.0,0.0,0.0,0.6196972686776997,0.6196972686776997,0.3098486343388507,0.0,0.0,0.0
9,0.02,-0.026,0.05,0.003,0.092,0.031,0.454,0.997,-0.053,0.045,0.016,0.614,0.335,2.707,-0.441,-0.369,-0.049,0.18744991612374215,0.18744991612374215,1.093724958061871,1.0,0.0,0.0,0.0,0.6173645582113578,0.6173645582113578,0.3086822791056787,0.0,0.0,0.0
10,0.017,-0.042,0.05,0.009,0.113,0.043,0.537,0.997,-0.056,0.042,0.018,0.619,0.342,2.477,-0.207,-0.14,0.027,0.20798759339823883,0.20798759339823883,1.1039937966991193,1.0,0.0,0.0,0.0,0.6147608505515441,0.6147608505515441,0.3073804252757706,0.0,0.0,0.0
11,-0.036,-0.041,0.05,0.003,0.134,0.055,0.613,0.998,-0.048,0.039,0.016,0.652,0.35,2.301,0.391,-0.224,-0.057,0.22843397282717842,0.22843397282717842,1.1142169864135891,1.0,0.0,0.0,0.0,0.6118872886169096,0.6118872886169096,0.3059436443084562,0.0,0.0,0.0
12,-0.021,-0.046,0.05,0.003,0.156,0.067,0.679,0.998,-0.045,0.037,0.015,0.642,0.359,2.008,0.194,-0.149,-0.035,0.2487800793060328,0.2487800793060328,1.1243900396530164,1.0,0.0,0.0,0.0,0.6087451337808328,0.6087451337808328,0.30437256689041847,0.0,0.0,0.0
13,-0.006,-0.032,0.062,0.0,0.177,0.079,0.737,0.998,-0.045,0.031,0.014,0.654,0.369,1.765,-0.019,-0.317,-0.064,0.2690169817459006,0.2690169817459006,1.1345084908729504,1.0,0.0,0.0,0.0,0.6053357653177353,0.6053357653177353,0.302667882658868,0.0,0.0,0.0
14,0.037,-0.036,0.097,0.002,0.199,0.091,0.786,0.998,-0.051,0.027,0.014,0.657,0.371,1.494,-0.429,-0.256,-0.038,0.2891357969938818,0.2891357969938818,1.144567898496941,1.0,0.0,0.0,0.0,0.6016606797976285,0.6016606797976285,0.30083033989881214,0.0,0.0,0.0
15,0.032,-0.026,0.139,0.01,0.221,0.104,0.826,0.998,-0.054,0.021,0.016,0.662,0.378,1.229,-0.189,-0.321,0.057,0.30912769373240917,0.30912769373240917,1.1545638468662045,1.0,0.0,0.0,0.0,0.5977214904291883,0.5977214904291883,0.29886074521459416,0.0,0.0,0.0
16,0.013,-0.031,0.172,0.001,0.243,0.117,0.858,0.998,-0.053,0.018,0.015,0.665,0.386,0.981,0.125,-0.237,-0.063,0.3289838963558277,0.3289838963558277,1.164491948177914,1.0,0.0,0.0,0.0,0.5935199263516259,0.5935199263516259,0.2967599631758133,0.0,0.0,0.0
17,-0.018,-0.033,0.196,0.003,0.265,0.129,0.883,0.999,-0.046,0.015,0.014,0.674,0.39,0.776,0.4,-0.205,-0.031,0.34869568882251756,0.34869568882251756,1.1743478444112587,1.0,0.0,0.0,0.0,0.5890578318756567,0.5890578318756567,0.2945289159378284,0.0,0.0,0.0
18,0.009,-0.04,0.213,0.006,0.287,0.143,0.902,0.999,-0.045,0.014,0.013,0.654,0.4,0.606,0.088,-0.081,0.021,0.3682544184808715,0.3682544184808715,1.1841272092404358,1.0,0.0,0.0,0.0,0.5843371656739419,0.5843371656739419,0.29216858283697134,0.0,0.0,0.0
19,0.026,-0.027,0.23,0.003,0.309,0.158,0.919,0.999,-0.045,0.009,0.012,0.669,0.431,0.503,-0.011,-0.214,-0.015,0.387651499867447,0.387651499867447,1.1938257499337235,1.0,0.0,0.0,0.0,0.5793599999213012,0.5793599999213012,0.2896799999606481,0.0,0.0,0.0
20,0.027,-0.013,0.237,0.001,0.332,0.173,0.934,0.999,-0.044,0.004,0.012,0.684,0.457,0.457,0.057,-0.327,-0.041,0.4068784184756249,0.4068784184756249,1.2034392092378123,1.0,0.0,0.0,0.0,0.5741285193851176,0.5741285193851176,0.2870642596925588,0.0,0.0,0.0
21,0.031,-0.048,0.222,0.002,0.355,0.189,0.949,0.999,-0.042,0.002,0.011,0.758,0.536,0.504,0.18,-0.102,-0.032,0.4259267344931215,0.4259267344931215,1.2129633672465607,1.0,0.0,0.0,0.0,0.5686450204663155,0.5686450204663155,0.28432251023315813,0.0,0.0,0.0
22,0.012,-0.035,0.221,0.003,0.377,0.206,0.965,0.999,-0.037,0.0,0.011,0.684,0.512,0.491,0.238,-0.025,-0.01,0.4447880865067126,0.4447880865067126,1.2223940432533562,1.0,0.0,0.0,0.0,0.5629119101913397,0.5629119101913397,0.2814559550956719,0.0,0.0,0.0
23,0.004,-0.009,0.207,0.003,0.4,0.224,0.984,0.999,-0.033,-0.006,0.011,0.693,0.548,0.547,0.358,-0.259,-0.008,0.46345419517254416,0.46345419517254416,1.2317270975862722,1.0,0.0,0.0,0.0,0.5569317051555714,0.5569317051555714,0.2784658525777861,0.0,0.0,0.0
