px,py,pz,rw,rx,ry,rz,vx,vy,vz,wx,wy,wz
0.029,-0.013,0.039,0.998,0.01,0.044,0.035,-0.001,0.0,0.001,-0.063,-0.01,0.004
0.029,-0.013,0.039,0.998,0.01,0.044,0.035,0.0,-0.0,-0.0,-0.043,-0.042,0.017
0.029,-0.013,0.039,0.998,0.011,0.044,0.035,-0.0,0.0,0.001,0.071,0.012,0.023
0.029,-0.013,0.039,0.998,0.01,0.044,0.035,-0.001,-0.001,0.004,-0.016,-0.002,-0.002
0.029,-0.013,0.039,0.998,0.011,0.045,0.035,-0.003,0.002,-0.002,0.046,0.098,0.012
0.029,-0.013,0.039,0.998,0.01,0.044,0.035,-0.001,0.001,-0.001,-0.057,-0.028,-0.0
0.029,-0.013,0.039,0.998,0.01,0.044,0.035,0.0,-0.001,0.003,-0.015,0.011,-0.005
0.029,-0.013,0.039,0.998,0.011,0.044,0.034,0.001,-0.0,0.0,0.058,0.034,-0.02
0.029,-0.013,0.039,0.998,0.011,0.044,0.034,0.001,-0.0,0.0,0.05,0.016,-0.01
0.029,-0.013,0.039,0.998,0.01,0.044,0.034,0.001,-0.002,0.002,-0.033,0.001,-0.007
0.029,-0.013,0.039,0.998,0.011,0.045,0.034,0.0,0.001,-0.001,0.037,0.036,-0.001
0.029,-0.013,0.039,0.998,0.01,0.044,0.035,-0.0,0.001,-0.003,-0.038,-0.056,0.025
0.029,-0.013,0.039,0.998,0.01,0.044,0.035,-0.0,0.001,-0.002,-0.033,-0.043,0.021
0.029,-0.013,0.039,0.998,0.011,0.045,0.035,-0.001,0.002,-0.003,0.076,0.067,0.027
0.029,-0.013,0.039,0.998,0.011,0.043,0.034,0.002,0.001,-0.002,0.058,-0.073,-0.017
0.029,-0.013,0.039,0.998,0.01,0.044,0.035,-0.001,0.0,-0.0,-0.052,-0.025,-0.002
0.029,-0.013,0.039,0.998,0.011,0.045,0.035,-0.0,0.001,-0.003,0.045,0.147,-0.004
0.029,-0.013,0.039,0.998,0.011,0.044,0.035,0.001,-0.001,0.001,0.036,0.009,-0.009
0.029,-0.013,0.039,0.998,0.01,0.044,0.035,0.0,-0.002,0.005,-0.045,-0.009,-0.0
0.029,-0.013,0.039,0.998,0.011,0.044,0.035,0.001,-0.0,0.002,0.046,0.01,-0.007
0.029,-0.013,0.039,0.998,0.01,0.044,0.035,0.0,-0.001,0.004,-0.02,-0.029,0.011
0.029,-0.013,0.039,0.998,0.01,0.044,0.035,-0.001,-0.001,0.003,-0.038,-0.013,-0.002
0.029,-0.013,0.039,0.998,0.011,0.044,0.035,-0.001,0.001,-0.001,0.042,0.002,0.005
0.029,-0.013,0.039,0.998,0.011,0.045,0.035,0.001,-0.0,-0.002,0.034,0.025,-0.007
0.029,-0.013,0.039,0.998,0.01,0.045,0.035,-0.001,-0.0,0.0,-0.083,0.034,0.01
0.029,-0.013,0.039,0.998,0.01,0.045,0.035,-0.0,-0.0,-0.0,-0.049,0.049,0.007
0.029,-0.013,0.039,0.998,0.01,0.044,0.035,0.002,-0.002,0.002,-0.02,-0.005,-0.009
0.029,-0.013,0.039,0.998,0.01,0.045,0.035,-0.0,0.0,-0.0,-0.013,0.03,0.02
0.029,-0.013,0.039,0.998,0.01,0.044,0.035,0.001,0.002,-0.002,-0.032,-0.098,0.004
0.029,-0.013,0.039,0.998,0.01,0.045,0.035,-0.001,0.0,0.001,-0.014,0.024,0.015
0.029,-0.013,0.039,0.998,0.011,0.045,0.035,-0.001,0.002,-0.002,0.047,0.04,0.002
0.029,-0.013,0.039,0.998,0.011,0.044,0.035,-0.0,0.0,0.001,0.052,-0.034,-0.006
0.029,-0.013,0.039,0.998,0.01,0.044,0.035,-0.0,0.0,-0.0,-0.072,-0.062,-0.013
0.029,-0.013,0.039,0.998,0.01,0.044,0.035,-0.0,0.0,-0.002,-0.046,-0.058,-0.013
0.029,-0.013,0.039,0.998,0.01,0.045,0.035,0.0,-0.001,-0.0,-0.007,0.053,0.023
0.029,-0.013,0.039,0.998,0.01,0.044,0.035,0.001,-0.002,0.002,-0.001,-0.021,0.011
0.029,-0.013,0.039,0.998,0.011,0.044,0.035,0.002,-0.001,-0.002,0.074,0.008,-0.002
0.029,-0.013,0.039,0.998,0.011,0.044,0.035,0.001,0.001,-0.001,0.066,0.009,-0.011
0.029,-0.013,0.039,0.998,0.01,0.044,0.035,-0.0,-0.001,0.003,-0.065,-0.004,-0.01
0.029,-0.013,0.039,0.998,0.01,0.044,0.035,-0.0,0.001,-0.001,-0.039,0.026,0.021
0.029,-0.013,0.039,0.998,0.011,0.044,0.035,-0.001,0.003,-0.005,0.024,-0.036,-0.017
0.029,-0.013,0.039,0.998,0.01,0.044,0.035,-0.001,-0.001,0.003,-0.045,-0.003,-0.009
0.029,-0.013,0.039,0.998,0.011,0.045,0.035,-0.002,0.002,-0.002,0.048,0.058,0.002
0.029,-0.013,0.039,0.998,0.01,0.044,0.035,-0.0,0.0,-0.0,-0.029,-0.063,0.009
0.029,-0.013,0.039,0.998,0.01,0.044,0.035,-0.0,-0.002,0.002,-0.009,0.019,0.009
0.029,-0.013,0.039,0.998,0.01,0.045,0.034,-0.001,-0.001,0.002,-0.02,0.038,-0.032
0.029,-0.013,0.039,0.998,0.011,0.045,0.034,-0.001,0.001,-0.001,0.069,0.049,-0.026
0.029,-0.013,0.039,0.998,0.01,0.045,0.034,0.001,-0.002,0.002,-0.036,0.037,-0.041
0.029,-0.013,0.039,0.998,0.01,0.045,0.035,0.001,-0.001,0.0,-0.05,0.04,0.015
0.029,-0.013,0.039,0.998,0.009,0.044,0.035,0.001,-0.0,-0.002,-0.094,-0.071,0.015
0.029,-0.013,0.039,0.998,0.01,0.044,0.035,0.003,0.0,-0.005,-0.037,-0.016,0.047
0.029,-0.013,0.039,0.998,0.01,0.044,0.035,0.002,0.001,-0.002,-0.03,-0.066,0.047
0.029,-0.013,0.039,0.998,0.01,0.043,0.035,0.002,-0.002,0.003,-0.043,-0.087,0.006
0.029,-0.013,0.039,0.998,0.01,0.044,0.036,-0.001,-0.002,0.006,-0.03,-0.021,0.08
0.029,-0.013,0.039,0.998,0.01,0.043,0.036,-0.001,-0.001,0.005,-0.013,-0.105,0.082
0.029,-0.013,0.039,0.998,0.01,0.043,0.036,-0.001,-0.002,0.005,-0.03,-0.09,0.079
0.029,-0.013,0.039,0.998,0.009,0.043,0.036,-0.002,0.0,-0.003,-0.039,-0.014,0.035
0.029,-0.013,0.039,0.998,0.01,0.043,0.036,-0.0,-0.002,0.002,-0.016,-0.062,0.026
0.029,-0.013,0.039,0.998,0.01,0.044,0.035,0.001,-0.001,0.001,0.011,0.074,-0.013
