px,py,pz,rw,rx,ry,rz,vx,vy,vz,wx,wy,wz
0.037,-0.002,0.168,1.0,-0.004,-0.004,-0.024,0.0,0.0,-0.001,0.0,-0.0,-0.001
0.037,-0.002,0.168,1.0,-0.004,-0.004,-0.024,0.001,0.0,-0.0,0.005,0.006,-0.001
0.037,-0.002,0.168,1.0,-0.004,-0.004,-0.024,-0.0,-0.0,0.0,0.003,0.015,0.003
0.037,-0.002,0.168,1.0,-0.004,-0.004,-0.024,-0.001,0.0,-0.001,0.005,0.018,0.003
0.037,-0.002,0.168,1.0,-0.004,-0.004,-0.024,-0.0,0.0,-0.001,0.001,-0.043,-0.001
0.037,-0.002,0.169,1.0,-0.004,-0.005,-0.024,-0.001,-0.0,0.001,-0.013,-0.069,0.013
0.037,-0.002,0.168,1.0,-0.004,-0.004,-0.024,-0.001,0.001,-0.0,0.004,-0.015,0.009
0.037,-0.002,0.168,1.0,-0.004,-0.004,-0.024,0.0,-0.001,-0.0,-0.011,0.025,-0.003
0.037,-0.002,0.168,1.0,-0.004,-0.004,-0.024,0.0,-0.001,-0.001,0.004,0.031,-0.016
0.037,-0.002,0.168,1.0,-0.004,-0.004,-0.024,0.001,0.0,-0.001,0.009,0.03,-0.008
0.037,-0.002,0.168,1.0,-0.004,-0.004,-0.024,0.0,0.001,0.001,0.002,0.028,-0.007
0.037,-0.002,0.168,1.0,-0.004,-0.004,-0.024,0.001,0.0,0.0,0.001,-0.046,0.001
0.037,-0.002,0.168,1.0,-0.004,-0.004,-0.024,-0.0,-0.002,-0.0,0.003,0.01,-0.005
0.037,-0.002,0.169,1.0,-0.004,-0.004,-0.024,-0.001,-0.001,0.002,-0.014,-0.003,0.022
0.037,-0.002,0.169,1.0,-0.004,-0.004,-0.024,-0.001,-0.001,0.001,0.013,0.026,0.002
0.037,-0.002,0.169,1.0,-0.004,-0.004,-0.024,-0.001,0.001,0.002,0.003,0.021,0.002
0.037,-0.002,0.168,1.0,-0.004,-0.004,-0.024,-0.0,-0.0,-0.0,0.021,-0.039,-0.0
0.037,-0.002,0.168,1.0,-0.004,-0.004,-0.024,0.0,-0.0,-0.001,-0.003,-0.011,0.004
0.037,-0.002,0.168,1.0,-0.004,-0.004,-0.024,0.001,-0.001,-0.001,-0.001,0.011,-0.006
0.037,-0.002,0.168,1.0,-0.004,-0.004,-0.024,0.002,-0.0,-0.001,-0.023,0.021,-0.002
0.037,-0.002,0.168,1.0,-0.004,-0.004,-0.024,0.001,0.0,-0.002,-0.017,-0.022,-0.003
0.037,-0.002,0.168,1.0,-0.004,-0.004,-0.024,-0.0,0.001,-0.001,0.002,-0.017,-0.0
0.037,-0.002,0.168,1.0,-0.004,-0.004,-0.024,-0.001,0.001,-0.0,0.006,-0.042,0.002
0.037,-0.002,0.169,1.0,-0.004,-0.004,-0.024,-0.001,0.0,0.002,0.015,-0.006,0.016
0.037,-0.002,0.169,1.0,-0.004,-0.004,-0.024,-0.001,-0.0,0.001,0.002,0.024,0.009
0.037,-0.002,0.169,1.0,-0.004,-0.002,-0.024,-0.0,0.002,0.005,-0.041,0.204,0.0
0.037,-0.002,0.169,1.0,-0.004,-0.003,-0.024,-0.0,0.0,0.001,-0.01,0.037,-0.004
0.037,-0.002,0.168,1.0,-0.004,-0.004,-0.024,0.0,0.001,-0.0,-0.007,0.005,-0.013
0.037,-0.002,0.168,1.0,-0.004,-0.004,-0.024,-0.0,-0.001,-0.003,0.026,-0.017,-0.017
0.037,-0.002,0.168,1.0,-0.004,-0.004,-0.024,0.0,-0.001,-0.002,0.015,-0.001,-0.0
0.037,-0.002,0.168,1.0,-0.004,-0.004,-0.024,0.001,-0.0,-0.001,-0.014,-0.005,0.013
0.037,-0.002,0.168,1.0,-0.004,-0.004,-0.024,0.0,-0.0,-0.001,-0.013,0.011,0.005
0.037,-0.002,0.168,1.0,-0.004,-0.004,-0.024,-0.0,0.0,-0.002,0.002,-0.009,-0.003
0.037,-0.002,0.168,1.0,-0.004,-0.004,-0.024,-0.0,0.001,-0.002,0.018,-0.03,-0.005
0.037,-0.002,0.168,1.0,-0.004,-0.004,-0.024,-0.001,0.0,-0.001,0.014,-0.027,0.004
0.037,-0.002,0.168,1.0,-0.004,-0.004,-0.024,-0.001,-0.001,0.001,0.001,-0.003,0.008
0.037,-0.002,0.169,1.0,-0.004,-0.004,-0.024,0.0,-0.001,0.002,-0.011,-0.001,0.01
0.037,-0.002,0.169,1.0,-0.004,-0.004,-0.024,-0.0,-0.001,0.002,-0.001,0.008,0.008
0.037,-0.002,0.168,1.0,-0.004,-0.004,-0.024,-0.0,-0.0,-0.0,0.003,0.006,-0.004
0.037,-0.002,0.168,1.0,-0.004,-0.004,-0.024,0.0,-0.0,0.0,0.011,-0.027,-0.004
0.037,-0.002,0.168,1.0,-0.004,-0.004,-0.024,-0.0,0.0,-0.001,0.003,0.007,-0.017
0.037,-0.002,0.168,1.0,-0.004,-0.004,-0.024,0.002,0.0,-0.001,0.01,-0.01,-0.011
0.037,-0.002,0.168,1.0,-0.004,-0.004,-0.024,0.001,-0.0,-0.002,-0.022,-0.016,0.007
0.037,-0.002,0.168,1.0,-0.004,-0.004,-0.024,0.001,0.0,-0.002,-0.025,0.015,-0.004
0.037,-0.002,0.168,1.0,-0.004,-0.004,-0.024,0.0,0.0,-0.002,-0.005,0.013,-0.007
0.037,-0.002,0.168,1.0,-0.004,-0.004,-0.024,-0.001,0.002,0.002,-0.015,0.015,0.013
0.037,-0.002,0.168,1.0,-0.004,-0.004,-0.024,-0.001,-0.001,0.003,-0.007,-0.024,0.006
0.037,-0.002,0.169,1.0,-0.004,-0.001,-0.024,-0.002,0.003,0.011,-0.017,0.303,-0.003
0.037,-0.002,0.169,1.0,-0.004,-0.002,-0.024,-0.001,0.002,0.009,0.013,0.167,0.045
0.037,-0.002,0.169,1.0,-0.004,-0.002,-0.024,0.0,0.002,0.005,-0.0,0.085,0.007
0.037,-0.002,0.169,1.0,-0.004,-0.004,-0.024,0.001,-0.002,-0.0,-0.039,-0.125,-0.002
0.037,-0.002,0.168,1.0,-0.003,-0.004,-0.024,-0.002,-0.0,-0.004,0.088,-0.063,0.003
0.037,-0.002,0.168,1.0,-0.006,-0.003,-0.023,-0.003,0.003,-0.015,-0.184,0.069,0.089
0.037,-0.002,0.168,1.0,-0.004,-0.004,-0.023,0.001,0.001,-0.002,0.068,-0.06,0.037
0.037,-0.002,0.169,1.0,-0.004,-0.004,-0.024,0.001,-0.001,0.002,0.005,-0.089,-0.04
0.037,-0.002,0.169,1.0,-0.004,-0.004,-0.024,-0.002,-0.0,0.002,-0.006,0.013,-0.062
0.037,-0.002,0.169,1.0,-0.004,-0.005,-0.024,-0.002,0.001,0.006,0.043,-0.082,-0.002
0.037,-0.002,0.169,1.0,-0.004,-0.004,-0.024,-0.003,0.002,0.002,-0.007,-0.032,0.04
0.037,-0.002,0.169,1.0,-0.004,-0.002,-0.024,-0.001,0.002,0.007,0.005,0.166,0.002
0.037,-0.002,0.169,1.0,-0.004,-0.002,-0.024,0.0,0.008,0.005,0.01,0.112,0.025
0.037,-0.002,0.169,1.0,-0.004,-0.004,-0.024,0.001,-0.003,-0.003,0.008,-0.143,-0.013
0.037,-0.002,0.169,1.0,-0.003,-0.005,-0.024,0.004,-0.0,-0.0,0.091,-0.172,-0.045
0.037,-0.002,0.168,1.0,-0.004,-0.004,-0.024,0.001,0.001,-0.005,-0.008,-0.075,-0.005
0.037,-0.002,0.169,1.0,-0.004,-0.004,-0.024,-0.0,-0.003,-0.002,0.038,-0.07,-0.001
0.037,-0.002,0.169,1.0,-0.004,-0.004,-0.024,-0.002,-0.001,0.0,0.003,-0.025,0.039
0.037,-0.002,0.169,1.0,-0.004,-0.003,-0.024,-0.001,-0.003,0.001,-0.021,0.095,0.001
0.037,-0.002,0.169,1.0,-0.004,-0.004,-0.024,-0.001,-0.002,-0.0,0.018,-0.01,-0.015
0.037,-0.002,0.169,1.0,-0.004,-0.004,-0.024,-0.001,-0.002,0.001,0.031,-0.065,-0.022
0.037,-0.002,0.169,1.0,-0.004,-0.004,-0.024,-0.0,-0.001,0.002,0.002,-0.067,0.002
0.037,-0.002,0.169,1.0,-0.004,-0.004,-0.024,-0.0,-0.0,-0.0,-0.038,-0.009,0.001
0.037,-0.002,0.169,1.0,-0.004,-0.002,-0.024,-0.001,-0.0,0.004,-0.008,0.155,-0.025
0.037,-0.002,0.169,1.0,-0.003,-0.004,-0.024,0.002,0.004,0.005,0.052,-0.124,-0.016
0.037,-0.002,0.169,1.0,-0.004,-0.003,-0.024,-0.0,0.002,-0.002,0.012,-0.022,0.025
0.037,-0.002,0.169,1.0,-0.004,-0.004,-0.024,0.001,-0.003,-0.003,0.016,-0.112,-0.017
0.037,-0.002,0.169,1.0,-0.004,-0.004,-0.024,0.001,-0.003,-0.002,-0.005,-0.081,-0.01
0.037,-0.002,0.169,1.0,-0.004,-0.004,-0.024,0.001,-0.003,-0.001,-0.019,-0.092,0.007
0.037,-0.002,0.168,1.0,-0.006,-0.003,-0.023,-0.004,0.0,-0.011,-0.232,0.068,0.08
0.037,-0.002,0.169,1.0,-0.004,-0.004,-0.024,-0.001,0.0,-0.001,0.005,-0.059,0.019
0.037,-0.002,0.169,1.0,-0.004,-0.005,-0.024,0.001,-0.001,-0.0,-0.004,-0.074,-0.002
0.037,-0.002,0.169,1.0,-0.004,-0.005,-0.024,-0.0,0.003,0.0,-0.027,-0.062,0.024
0.037,-0.002,0.169,1.0,-0.004,-0.005,-0.024,0.0,0.001,0.003,0.042,-0.05,-0.001
0.037,-0.002,0.169,1.0,-0.004,-0.004,-0.024,-0.003,0.002,0.001,0.011,-0.008,0.004
0.037,-0.002,0.169,1.0,-0.004,-0.004,-0.024,-0.0,-0.002,0.002,0.018,-0.015,0.006
0.037,-0.002,0.169,1.0,-0.004,-0.004,-0.024,0.0,-0.001,0.003,0.007,0.009,-0.008
0.037,-0.002,0.169,1.0,-0.004,-0.005,-0.024,0.002,-0.001,0.001,-0.013,-0.067,0.0
0.037,-0.002,0.169,1.0,-0.003,-0.004,-0.024,0.002,0.0,0.001,0.035,-0.017,-0.004
0.037,-0.002,0.169,1.0,-0.004,-0.004,-0.024,0.0,-0.002,-0.002,-0.019,0.032,-0.026
0.037,-0.002,0.169,1.0,-0.004,-0.004,-0.024,0.002,-0.002,-0.002,-0.012,0.043,-0.006
0.037,-0.002,0.169,1.0,-0.005,-0.005,-0.024,0.002,0.002,-0.004,-0.068,-0.038,0.009
0.037,-0.002,0.169,1.0,-0.003,-0.005,-0.024,0.001,0.006,0.003,0.082,-0.034,0.007
0.037,-0.002,0.169,1.0,-0.004,-0.004,-0.024,-0.002,0.002,-0.001,0.011,-0.003,0.002
0.037,-0.002,0.169,1.0,-0.004,-0.005,-0.024,-0.001,-0.002,0.004,-0.054,-0.086,0.011
0.037,-0.002,0.169,1.0,-0.004,-0.004,-0.024,-0.0,-0.001,0.001,-0.032,0.026,0.025
0.037,-0.002,0.169,1.0,-0.003,-0.005,-0.024,0.001,0.002,0.005,0.095,-0.075,0.007
0.037,-0.002,0.169,1.0,-0.004,-0.004,-0.024,-0.001,-0.002,0.001,0.031,0.02,-0.004
0.037,-0.002,0.169,1.0,-0.004,-0.004,-0.024,0.003,-0.002,0.002,-0.019,-0.056,-0.034
0.037,-0.002,0.169,1.0,-0.004,-0.004,-0.024,0.003,-0.0,-0.002,-0.051,-0.008,-0.003
0.037,-0.002,0.168,1.0,-0.006,-0.002,-0.023,-0.002,0.0,-0.011,-0.186,0.168,0.09
0.037,-0.002,0.169,1.0,-0.004,-0.004,-0.024,0.0,-0.001,-0.002,0.033,0.001,0.001
0.037,-0.002,0.169,1.0,-0.004,-0.004,-0.024,0.002,-0.001,0.0,-0.016,-0.058,-0.012
0.037,-0.002,0.169,1.0,-0.005,-0.004,-0.024,-0.001,0.002,-0.001,-0.076,0.028,-0.016
0.037,-0.002,0.169,1.0,-0.003,-0.005,-0.024,0.002,0.0,0.003,0.066,-0.093,-0.021
0.037,-0.002,0.169,1.0,-0.004,-0.004,-0.024,-0.001,0.001,0.001,0.025,-0.028,0.016
0.037,-0.002,0.169,1.0,-0.004,-0.004,-0.024,0.001,-0.005,0.004,-0.008,-0.018,-0.016
0.037,-0.002,0.169,1.0,-0.005,-0.002,-0.024,0.001,0.001,0.005,-0.084,0.222,-0.022
0.037,-0.002,0.169,1.0,-0.003,-0.004,-0.024,0.003,-0.001,0.003,0.057,-0.064,-0.028
0.037,-0.002,0.169,1.0,-0.003,-0.004,-0.024,-0.001,0.001,-0.0,0.038,-0.046,0.017
0.037,-0.002,0.169,1.0,-0.004,-0.005,-0.024,0.001,-0.001,-0.002,0.001,-0.067,-0.032
0.037,-0.002,0.169,1.0,-0.005,-0.004,-0.024,0.001,0.001,-0.003,-0.075,-0.032,0.006
0.037,-0.002,0.169,1.0,-0.004,-0.004,-0.024,0.001,-0.001,0.0,-0.023,-0.019,-0.022
0.037,-0.002,0.169,1.0,-0.004,-0.004,-0.024,-0.001,0.001,-0.002,0.019,-0.009,0.033
0.037,-0.002,0.169,1.0,-0.004,-0.004,-0.024,0.002,-0.003,-0.0,-0.028,-0.018,-0.019
0.037,-0.002,0.169,1.0,-0.004,-0.004,-0.024,0.002,-0.003,0.002,-0.02,-0.014,-0.014
0.037,-0.002,0.169,1.0,-0.004,-0.004,-0.024,-0.001,-0.003,0.003,-0.01,-0.004,-0.034
0.037,-0.002,0.169,1.0,-0.003,-0.004,-0.024,-0.001,0.0,0.002,0.035,-0.006,0.003
0.037,-0.002,0.169,1.0,-0.004,-0.004,-0.024,0.0,-0.002,0.0,0.009,0.021,-0.014
0.037,-0.002,0.169,1.0,-0.004,-0.004,-0.024,0.002,0.001,-0.002,-0.101,0.029,0.01
0.037,-0.002,0.169,1.0,-0.004,-0.004,-0.024,0.001,-0.0,-0.0,-0.037,-0.015,-0.014
0.037,-0.002,0.169,1.0,-0.003,-0.005,-0.024,-0.0,0.002,0.002,0.019,-0.072,-0.018
0.037,-0.002,0.169,1.0,-0.004,-0.005,-0.024,0.001,-0.001,-0.002,-0.007,-0.013,-0.011
0.037,-0.002,0.169,1.0,-0.004,-0.004,-0.024,0.001,-0.001,-0.002,-0.068,0.027,0.002
0.037,-0.002,0.169,1.0,-0.004,-0.003,-0.024,0.002,-0.002,0.003,-0.033,0.17,-0.002
0.037,-0.002,0.169,1.0,-0.004,-0.003,-0.024,0.002,0.002,0.006,0.019,0.082,0.005
0.037,-0.002,0.169,1.0,-0.004,-0.004,-0.024,-0.001,-0.002,-0.005,-0.015,-0.003,0.0
0.037,-0.002,0.169,1.0,-0.004,-0.004,-0.024,-0.001,-0.002,-0.002,-0.013,-0.057,-0.002
0.037,-0.002,0.169,1.0,-0.004,-0.004,-0.024,-0.003,-0.0,0.001,-0.009,-0.045,0.013
0.037,-0.002,0.169,1.0,-0.003,-0.004,-0.024,0.001,0.002,0.003,0.021,0.034,-0.004
0.037,-0.002,0.169,1.0,-0.004,-0.003,-0.024,-0.003,-0.002,-0.002,-0.046,0.111,-0.018
0.037,-0.002,0.169,1.0,-0.004,-0.004,-0.024,0.001,-0.0,-0.006,-0.076,-0.018,0.015
0.037,-0.002,0.169,1.0,-0.004,-0.004,-0.024,0.001,-0.003,-0.003,-0.016,-0.06,-0.005
0.037,-0.002,0.169,1.0,-0.004,-0.004,-0.024,0.001,-0.0,-0.0,0.003,-0.038,-0.022
0.037,-0.002,0.169,1.0,-0.004,-0.004,-0.024,-0.004,-0.004,-0.002,0.021,0.015,0.017
0.037,-0.002,0.169,1.0,-0.004,-0.003,-0.024,-0.0,-0.002,0.002,-0.033,0.096,0.003
0.037,-0.002,0.169,1.0,-0.004,-0.004,-0.024,-0.001,-0.002,-0.0,-0.007,-0.024,0.024
0.037,-0.002,0.169,1.0,-0.003,-0.005,-0.024,0.0,0.001,0.003,0.051,-0.095,0.002
0.037,-0.002,0.169,1.0,-0.004,-0.004,-0.024,-0.004,0.003,-0.002,0.005,-0.009,0.03
0.037,-0.002,0.169,1.0,-0.004,-0.004,-0.024,-0.002,-0.002,-0.002,-0.01,0.022,-0.025
0.037,-0.002,0.169,1.0,-0.004,-0.004,-0.024,0.0,-0.002,0.0,-0.016,0.035,-0.005
0.037,-0.002,0.169,1.0,-0.004,-0.003,-0.024,0.003,-0.0,-0.003,-0.061,0.125,-0.01
0.037,-0.002,0.169,1.0,-0.004,-0.004,-0.024,-0.001,-0.002,-0.001,0.016,-0.05,0.049
0.037,-0.002,0.169,1.0,-0.004,-0.004,-0.024,-0.0,-0.003,-0.004,0.018,-0.003,-0.041
0.037,-0.002,0.169,1.0,-0.004,-0.004,-0.024,-0.001,-0.0,0.001,-0.013,-0.068,-0.011
0.037,-0.002,0.169,1.0,-0.004,-0.005,-0.024,-0.0,-0.001,-0.0,0.02,-0.057,-0.001
0.037,-0.002,0.169,1.0,-0.004,-0.004,-0.024,-0.003,0.002,0.001,0.015,-0.031,0.049
0.037,-0.002,0.169,1.0,-0.003,-0.005,-0.024,-0.003,-0.0,0.0,0.038,-0.046,-0.007
0.037,-0.002,0.169,1.0,-0.004,-0.004,-0.024,-0.001,0.001,-0.001,-0.066,-0.01,-0.006
0.037,-0.002,0.169,1.0,-0.004,-0.004,-0.024,0.0,-0.001,0.0,0.002,-0.02,-0.005
0.037,-0.002,0.169,1.0,-0.004,-0.004,-0.024,-0.0,0.002,0.001,0.018,0.03,0.029
0.037,-0.002,0.169,1.0,-0.004,-0.004,-0.024,0.001,-0.002,-0.002,0.019,0.016,-0.016
0.037,-0.002,0.169,1.0,-0.005,-0.002,-0.024,0.0,0.001,-0.003,-0.096,0.192,-0.021
0.037,-0.002,0.169,1.0,-0.004,-0.003,-0.024,0.001,-0.0,0.0,-0.038,0.106,-0.011
0.037,-0.002,0.169,1.0,-0.004,-0.004,-0.024,0.0,0.001,-0.001,0.016,-0.045,0.024
0.037,-0.002,0.169,1.0,-0.004,-0.004,-0.024,-0.001,0.001,-0.002,0.02,-0.028,-0.003
0.037,-0.002,0.169,1.0,-0.004,-0.004,-0.024,-0.001,0.003,-0.002,-0.052,-0.041,0.021
0.037,-0.002,0.169,1.0,-0.004,-0.003,-0.024,-0.001,0.002,0.005,-0.049,0.124,-0.009
0.037,-0.002,0.169,1.0,-0.003,-0.003,-0.024,0.0,0.002,0.005,0.063,0.007,0.017
0.037,-0.002,0.169,1.0,-0.004,-0.002,-0.024,-0.0,-0.0,0.003,0.021,0.129,-0.002
0.037,-0.002,0.169,1.0,-0.004,-0.004,-0.024,0.001,-0.002,-0.002,-0.035,-0.089,0.023
0.037,-0.002,0.169,1.0,-0.004,-0.004,-0.024,-0.001,-0.002,0.002,0.003,-0.04,-0.007
0.037,-0.002,0.169,1.0,-0.003,-0.004,-0.024,0.001,0.002,0.001,0.063,-0.12,0.035
0.037,-0.002,0.169,1.0,-0.004,-0.004,-0.024,-0.001,-0.002,-0.006,-0.0,-0.035,0.014
0.037,-0.002,0.169,1.0,-0.004,-0.003,-0.024,0.001,0.001,-0.004,-0.058,0.081,0.004
0.037,-0.002,0.169,1.0,-0.004,-0.004,-0.024,0.001,-0.0,-0.004,-0.017,-0.069,-0.003
0.037,-0.002,0.168,1.0,-0.006,-0.003,-0.023,-0.003,0.005,-0.015,-0.262,0.078,0.098
0.037,-0.002,0.169,1.0,-0.004,-0.004,-0.024,0.001,-0.002,-0.0,0.102,-0.024,-0.021
0.037,-0.002,0.169,1.0,-0.005,-0.004,-0.024,0.001,-0.001,-0.001,0.009,-0.004,-0.016
0.037,-0.002,0.169,1.0,-0.004,-0.003,-0.024,0.001,-0.001,0.005,0.057,0.088,-0.019
0.037,-0.002,0.169,1.0,-0.004,-0.002,-0.024,-0.0,0.0,0.01,0.076,0.105,-0.042
0.037,-0.002,0.169,1.0,-0.004,-0.004,-0.024,-0.003,0.0,0.002,0.053,-0.134,0.017
0.037,-0.002,0.169,1.0,-0.003,-0.005,-0.024,-0.001,-0.001,0.003,0.063,-0.118,0.011
0.037,-0.002,0.169,1.0,-0.004,-0.004,-0.024,-0.0,-0.001,0.001,0.044,-0.083,-0.0
0.037,-0.002,0.169,1.0,-0.003,-0.004,-0.024,0.003,0.0,-0.001,0.045,-0.068,-0.038
0.037,-0.002,0.169,1.0,-0.004,-0.002,-0.024,-0.001,0.002,-0.003,0.006,0.156,0.007
0.037,-0.002,0.168,1.0,-0.004,-0.004,-0.024,0.002,-0.001,-0.006,0.011,-0.046,-0.024
0.037,-0.002,0.169,1.0,-0.004,-0.005,-0.024,0.002,-0.003,-0.003,-0.02,-0.081,-0.015
0.037,-0.002,0.169,1.0,-0.004,-0.004,-0.024,0.002,-0.001,0.002,0.025,-0.039,-0.019
0.037,-0.002,0.169,1.0,-0.004,-0.004,-0.024,-0.003,0.001,0.002,-0.003,0.002,0.044
0.037,-0.002,0.169,1.0,-0.004,-0.004,-0.024,-0.003,-0.002,0.003,0.027,0.018,-0.001
0.037,-0.002,0.169,1.0,-0.004,-0.002,-0.024,-0.001,0.001,0.006,0.003,0.168,0.009
0.037,-0.002,0.169,1.0,-0.003,-0.004,-0.024,0.0,0.003,0.003,0.054,-0.078,-0.011
0.037,-0.002,0.169,1.0,-0.004,-0.005,-0.024,-0.001,0.003,-0.003,0.006,-0.118,0.03
0.037,-0.002,0.169,1.0,-0.004,-0.004,-0.024,-0.0,0.001,-0.003,0.017,-0.079,-0.035
0.037,-0.002,0.169,1.0,-0.004,-0.004,-0.024,0.001,-0.002,-0.002,0.002,-0.046,-0.013
0.037,-0.002,0.169,1.0,-0.004,-0.004,-0.024,0.002,-0.002,-0.001,0.005,-0.021,-0.019
0.037,-0.002,0.169,1.0,-0.004,-0.004,-0.024,-0.001,0.0,-0.002,0.016,-0.017,0.031
0.037,-0.002,0.169,1.0,-0.004,-0.004,-0.024,-0.0,-0.0,-0.0,0.009,-0.07,-0.041
0.037,-0.002,0.169,1.0,-0.004,-0.004,-0.024,-0.001,-0.001,0.001,-0.038,0.006,-0.051
0.037,-0.002,0.169,1.0,-0.004,-0.004,-0.024,0.0,-0.002,-0.0,-0.017,-0.03,-0.006
0.037,-0.002,0.169,1.0,-0.004,-0.004,-0.024,-0.0,0.002,0.0,-0.004,-0.046,0.031
0.037,-0.002,0.169,1.0,-0.004,-0.003,-0.024,0.001,0.0,-0.001,0.006,0.113,-0.036
0.037,-0.002,0.169,1.0,-0.005,-0.004,-0.024,-0.001,0.002,-0.001,-0.07,0.029,-0.014
0.037,-0.002,0.169,1.0,-0.004,-0.004,-0.024,0.001,-0.002,0.0,0.019,-0.044,-0.014
0.037,-0.002,0.169,1.0,-0.004,-0.005,-0.024,-0.0,0.002,0.002,0.039,-0.071,0.037
0.037,-0.002,0.169,1.0,-0.004,-0.002,-0.024,-0.001,0.001,0.004,0.023,0.189,-0.024
0.037,-0.002,0.169,1.0,-0.004,-0.002,-0.024,0.0,0.001,0.002,-0.046,0.191,-0.003
0.037,-0.002,0.169,1.0,-0.004,-0.003,-0.024,0.001,-0.002,0.003,-0.031,0.042,-0.008
0.037,-0.002,0.169,1.0,-0.004,-0.004,-0.024,0.001,-0.0,-0.003,0.043,-0.104,0.013
0.037,-0.002,0.169,1.0,-0.004,-0.004,-0.024,0.0,-0.001,-0.005,0.021,-0.114,-0.006
0.037,-0.002,0.168,1.0,-0.004,-0.004,-0.024,0.0,0.003,-0.005,-0.03,-0.068,-0.005
0.037,-0.002,0.169,1.0,-0.004,-0.004,-0.024,0.0,-0.003,-0.0,0.007,-0.089,-0.02
0.037,-0.002,0.169,1.0,-0.003,-0.005,-0.024,0.0,0.002,0.005,0.056,-0.109,0.013
0.037,-0.002,0.169,1.0,-0.004,-0.004,-0.024,-0.002,-0.003,-0.001,-0.008,-0.033,0.016
0.037,-0.002,0.169,1.0,-0.003,-0.004,-0.024,-0.002,-0.003,0.0,0.038,-0.032,0.001
0.037,-0.002,0.169,1.0,-0.004,-0.004,-0.024,-0.002,-0.003,0.002,0.004,-0.036,-0.004
0.037,-0.002,0.169,1.0,-0.003,-0.005,-0.024,0.0,0.002,0.005,0.044,-0.075,-0.002
0.037,-0.002,0.169,1.0,-0.004,-0.004,-0.024,-0.0,-0.003,-0.001,-0.031,0.003,0.008
0.037,-0.002,0.168,1.0,-0.004,-0.004,-0.024,0.002,-0.0,-0.006,-0.059,0.058,-0.004
0.037,-0.002,0.169,1.0,-0.004,-0.004,-0.024,0.003,-0.002,-0.003,-0.026,-0.029,-0.011
0.037,-0.002,0.168,1.0,-0.006,-0.003,-0.023,-0.003,0.002,-0.015,-0.206,0.135,0.076
0.037,-0.002,0.169,1.0,-0.004,-0.005,-0.024,-0.001,-0.001,0.003,0.01,-0.076,-0.005
0.037,-0.002,0.169,1.0,-0.004,-0.004,-0.024,0.0,-0.001,0.001,0.056,-0.027,-0.024
0.037,-0.002,0.169,1.0,-0.004,-0.004,-0.024,-0.0,-0.002,0.004,0.009,-0.038,0.003
0.037,-0.002,0.169,1.0,-0.004,-0.003,-0.024,0.001,0.003,0.011,0.032,0.154,-0.012
0.037,-0.002,0.169,1.0,-0.004,-0.005,-0.024,-0.001,0.001,0.003,-0.029,-0.064,0.033
0.037,-0.002,0.169,1.0,-0.004,-0.004,-0.024,-0.0,-0.001,0.0,0.032,-0.022,-0.01
0.037,-0.002,0.169,1.0,-0.004,-0.004,-0.024,0.001,-0.002,-0.0,0.014,0.004,-0.014
0.037,-0.002,0.169,1.0,-0.003,-0.004,-0.024,0.003,0.0,0.0,0.044,-0.031,-0.037
0.037,-0.002,0.169,1.0,-0.004,-0.003,-0.024,-0.001,0.002,0.001,-0.012,0.134,0.036
0.037,-0.002,0.169,1.0,-0.004,-0.004,-0.024,0.001,0.001,-0.004,-0.06,0.019,-0.015
0.037,-0.002,0.169,1.0,-0.004,-0.004,-0.024,-0.0,-0.0,-0.001,0.016,-0.026,-0.005
0.037,-0.002,0.169,1.0,-0.004,-0.005,-0.024,0.001,0.001,0.002,0.029,-0.057,0.003
0.037,-0.002,0.169,1.0,-0.004,-0.005,-0.024,-0.003,0.003,0.001,0.001,-0.058,0.042
0.037,-0.002,0.169,1.0,-0.004,-0.004,-0.024,-0.002,-0.001,0.0,0.012,0.004,-0.018
0.037,-0.002,0.169,1.0,-0.004,-0.004,-0.024,0.0,-0.001,0.001,0.033,-0.006,0.003
0.037,-0.002,0.169,1.0,-0.004,-0.004,-0.024,0.001,0.0,0.004,-0.021,-0.004,0.006
0.037,-0.002,0.169,1.0,-0.004,-0.004,-0.024,-0.0,0.001,0.001,0.003,-0.026,0.052
0.037,-0.002,0.169,1.0,-0.004,-0.004,-0.024,0.0,0.0,-0.002,-0.035,0.012,-0.001
