Step,u0,u1,u2,u3,o_u0,o_u1,o_u2,o_u3,px,py,pz,rw,rx,ry,rz,vx,vy,vz,wx,wy,wz,sp_px,sp_py,sp_pz,sp_rw,sp_rx,sp_ry,sp_rz,sp_vx,sp_vy,sp_vz,sp_wx,sp_wy,sp_wz
14,0.4,0.05,0.4,0.05,0.2663773234417274,0.05198985315336015,0.30172362134255615,0.08209101815957034,-0.192,0.047,0.814,0.955,-0.243,-0.135,0.102,-0.732,0.408,1.832,-1.047,-14.884,-0.119,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.4,0.05,0.241,0.05,0.2961597020753668,0.04525273818945725,0.2404444785037471,0.058509724092422014,-0.219,0.058,0.871,0.916,-0.09,-0.353,0.17,-0.811,0.33,1.726,7.206,-14.869,-0.793,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.4,0.4,0.05,0.05,0.3092764246428392,0.19877210171488943,0.1282517669558266,0.048124085190458,-0.246,0.066,0.924,0.852,0.168,-0.428,0.251,-0.801,0.238,1.589,14.129,-8.809,-1.112,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.389,0.4,0.05,0.05,0.31027322379367894,0.2663850653750805,0.07883979974921976,0.04355002896415597,-0.274,0.07,0.974,0.779,0.399,-0.317,0.366,-0.801,0.141,1.454,16.276,0.966,-0.597,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.244,0.4,0.05,0.4,0.2457587226948842,0.29616311755884656,0.05707781705610232,0.19802227441219794,-0.303,0.072,1.021,0.698,0.495,-0.086,0.51,-0.863,0.045,1.406,14.209,10.055,0.465,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.103,0.4,0.05,0.4,0.15442914000011565,0.3092779440719821,0.04749342342916957,0.2660548249046326,-0.333,0.068,1.065,0.628,0.408,0.143,0.647,-0.903,-0.113,1.323,6.343,15.55,0.909,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.05,0.288,0.261,0.4,0.09036883306413082,0.26502886689580074,0.13769025828962483,0.2960176619140651,-0.36,0.058,1.11,0.59,0.166,0.229,0.757,-0.792,-0.295,1.339,-4.884,15.248,0.892,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.05,0.05,0.4,0.4,0.06215542657849171,0.13907907273324127,0.23948344259132398,0.309213883244735,-0.382,0.043,1.158,0.551,-0.087,0.118,0.822,-0.685,-0.422,1.445,-13.745,8.807,1.175,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.05,0.05,0.4,0.399,0.04972969810018053,0.08360835343732409,0.28431512458868097,0.314505403736962,-0.403,0.026,1.211,0.497,-0.19,-0.138,0.835,-0.64,-0.525,1.588,-16.07,-2.515,0.493,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.4,0.05,0.4,0.249,0.20074391515663292,0.0591779816345515,0.30405985810799063,0.2496783410349477,-0.425,0.002,1.269,0.39,-0.083,-0.412,0.819,-0.652,-0.707,1.69,-11.762,-13.242,0.416,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.4,0.05,0.4,0.05,0.26725347237947517,0.04841840875304799,0.3127557078334838,0.13231845069009707,-0.445,-0.03,1.324,0.214,0.161,-0.515,0.814,-0.586,-0.946,1.658,-0.731,-18.231,1.117,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0.156,0.4,0.05,0.05,0.18751194719414857,0.20016640264402905,0.1600988897466774,0.08063084524589474,-0.457,-0.066,1.379,0.025,-0.436,0.364,-0.823,-0.375,-1.033,1.626,5.2,-12.276,0.772,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.4,0.05,0.4,0.05,0.26142587674298184,0.11051239076839156,0.24935263793475299,0.057866628035653234,-0.466,-0.099,1.427,0.292,-0.569,0.026,-0.768,-0.291,-0.964,1.449,20.289,-13.55,0.713,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0.4,0.4,0.05,0.05,0.2939789953430631,0.22751378864234562,0.1321749560679026,0.04784082816617807,-0.476,-0.13,1.471,0.506,-0.47,-0.326,-0.646,-0.284,-0.94,1.289,24.832,-6.999,-0.391,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.355,0.4,0.05,0.05,0.28813823181423376,0.27904345839531586,0.08056764744625042,0.043425272753841386,-0.485,-0.164,1.504,0.64,-0.227,-0.573,-0.459,-0.276,-0.994,1.014,24.963,-0.975,-1.104,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0.305,0.4,0.05,0.4,0.2633007398295202,0.3017381177207549,0.05783879446912781,0.19796732937789002,-0.493,-0.192,1.526,0.731,0.051,-0.629,-0.261,-0.265,-0.992,0.83,24.227,6.253,-0.75,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0.078,0.274,0.05,0.4,0.1506781315779428,0.25525191866618235,0.04782856979660805,0.2660306284301941,-0.503,-0.219,1.547,0.793,0.29,-0.532,-0.064,-0.319,-0.805,0.63,16.822,11.158,-0.407,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0.109,0.05,0.05,0.153,0.11488084110577151,0.13477311295918865,0.04341987393176826,0.18565274521860456,-0.531,-0.247,1.565,0.859,0.34,-0.381,0.031,-0.719,-0.749,0.472,3.22,9.407,0.031,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,0.05,0.05,0.4,0.4,0.07295098602959431,0.08171192579086169,0.19796495163049055,0.2606070483818559,-0.569,-0.274,1.577,0.939,0.207,-0.275,0.002,-1.077,-0.804,0.375,-7.835,6.69,-0.84,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,0.05,0.05,0.4,0.4,0.05448457280566925,0.05834283833305734,0.2660295397088497,0.2936179900518224,-0.613,-0.302,1.584,0.97,-0.013,-0.235,-0.058,-1.297,-0.813,0.21,-12.95,2.224,-0.444,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,0.333,0.05,0.4,0.362,0.17291252640487237,0.04805058274690749,0.29600653053378667,0.290953920418152,-0.661,-0.329,1.582,0.938,-0.234,-0.235,-0.1,-1.416,-0.803,-0.045,-13.121,-0.937,0.449,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,0.36,0.05,0.365,0.061,0.23705418046320034,0.04351777536238143,0.29372340613194037,0.15539006234757555,-0.714,-0.353,1.576,0.89,-0.341,-0.287,-0.099,-1.588,-0.734,-0.157,-6.42,-3.957,0.463,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0.366,0.4,0.054,0.05,0.26804514267959967,0.19800806929291495,0.15360585804067334,0.09079202751058092,-0.778,-0.374,1.571,0.89,-0.263,-0.373,-0.027,-1.862,-0.615,-0.139,5.054,-5.319,0.684,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,0.4,0.305,0.05,0.05,0.29689424758676536,0.22335806770012617,0.0900062295883332,0.06234180843221749,-0.849,-0.392,1.567,0.905,-0.024,-0.411,0.107,-2.126,-0.547,-0.125,14.931,-3.148,0.786,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,0.4,0.4,0.05,0.05,0.30959994779718875,0.2772131968395244,0.0619957310452368,0.04981178759793298,-0.923,-0.409,1.562,0.898,0.237,-0.292,0.229,-2.192,-0.538,-0.157,17.597,3.788,0.286,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,0.195,0.4,0.05,0.4,0.2233479425187558,0.3009320352700263,0.04965936468223155,0.20078007355693536,-0.99,-0.424,1.555,0.877,0.338,-0.128,0.317,-2.301,-0.526,-0.198,11.341,8.466,1.034,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,0.05,0.304,0.4,0.4,0.12072199002996703,0.2684708472046896,0.20071288710655216,0.2672694119294039,-1.081,-0.447,1.549,0.872,0.262,0.059,0.409,-2.421,-0.641,-0.14,-0.168,11.454,0.985,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,0.05,0.05,0.4,0.4,0.07552354145730095,0.14059498878869303,0.2672398188998109,0.29655260032144865,-1.162,-0.471,1.55,0.873,-0.035,0.113,0.473,-2.422,-0.692,0.009,-13.442,10.946,0.91,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,0.05,0.05,0.4,0.4,0.05561727301254398,0.08427599207455178,0.2965395674796774,0.3094494811536446,-1.247,-0.494,1.55,0.774,-0.396,0.004,0.493,-2.512,-0.682,-0.008,-21.4,5.434,0.645,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,0.05,0.05,0.4,0.4,0.04685016887818102,0.05947202088786976,0.3094437412390481,0.3151295159416157,-1.336,-0.518,1.544,0.554,-0.635,-0.196,0.502,-2.634,-0.712,-0.192,-21.881,-1.98,1.648,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,0.4,0.05,0.4,0.22,0.19947571884717893,0.048547874120260306,0.3151269879653524,0.2369433667116147,-1.429,-0.541,1.533,0.31,-0.683,-0.385,0.538,-2.846,-0.701,-0.289,-17.198,-8.96,0.759,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0.288,0.05,0.4,0.05,0.21661874527071268,0.04373666946418124,0.31762999927408553,0.12670967399809646,-1.527,-0.573,1.509,0.08,-0.587,-0.447,0.67,-2.96,-0.863,-0.671,-6.201,-15.166,2.643,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,0.05,0.4,0.103,0.116,0.11775831908442594,0.19810447440539053,0.18578479257119293,0.10765055841783762,-1.631,-0.606,1.486,0.073,0.445,0.396,-0.8,-3.31,-1.015,-0.755,3.182,-10.613,0.372,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,0.4,0.308,0.289,0.05,0.23070503507176773,0.2250660278169143,0.21117830526942719,0.06976663023651289,-1.747,-0.639,1.457,0.123,0.293,0.213,-0.924,-3.466,-1.022,-0.877,9.439,-11.173,2.213,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,0.05,0.229,0.05,0.4,0.12396219610022234,0.20136800028948093,0.11536224454847005,0.20956857054249153,-1.871,-0.675,1.422,0.092,0.268,-0.019,-0.959,-3.698,-1.069,-1.044,13.319,-3.63,1.392,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,0.377,0.4,0.226,0.249,0.22305318943641528,0.2675283494791109,0.15188679842792238,0.20379051863514464,-2.0,-0.712,1.382,0.04,0.291,-0.229,-0.928,-3.831,-1.093,-1.175,12.691,0.358,0.352,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,0.05,0.4,0.205,0.05,0.12059217230916443,0.2966666418664851,0.15861133484945222,0.11210852107432304,-2.135,-0.744,1.343,0.029,0.346,-0.371,-0.861,-4.046,-0.948,-1.168,9.365,3.37,1.158,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,0.05,0.05,0.4,0.05,0.07546650216622558,0.15301299200099355,0.24869726193411845,0.07173024098468879,-2.276,-0.77,1.301,0.024,0.346,-0.477,-0.807,-4.155,-0.736,-1.204,3.08,-3.539,0.498,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,0.05,0.326,0.12,0.4,0.05559215182193336,0.21318882963063823,0.16321746983732133,0.210433382683761,-2.364,-0.78,1.273,0.005,0.312,-0.521,-0.795,-2.549,-0.323,-0.796,-1.534,-1.738,-0.115,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,0.05,0.05,0.146,0.4,0.04683910512078365,0.11624771825088051,0.1369671411776345,0.27152091852614924,-2.534,-0.786,1.218,0.274,0.002,0.477,0.835,-4.224,-0.155,-1.382,-2.022,1.626,-0.513,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
