Step,u0,u1,u2,u3,px,py,pz,rw,rx,ry,rz,vx,vy,vz,wx,wy,wz,sp_px,sp_py,sp_pz,sp_rw,sp_rx,sp_ry,sp_rz,sp_vx,sp_vy,sp_vz,sp_wx,sp_wy,sp_wz
1,-0.039,-0.05,0.379,0.011,0.029,-0.013,0.039,0.998,0.01,0.044,0.035,0.001,0.001,-0.0,-0.012,-0.004,0.014,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,-0.028,-0.05,0.355,0.014,0.029,-0.013,0.039,0.998,0.009,0.044,0.036,0.003,-0.001,0.003,-0.067,-0.002,0.085,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.05,0.004,0.373,0.05,0.029,-0.012,0.041,0.998,-0.003,0.028,0.054,-0.025,0.027,0.055,-0.966,-0.987,0.974,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.05,0.01,0.356,-0.009,0.028,-0.009,0.044,0.998,-0.02,0.015,0.05,-0.028,0.061,0.104,-0.806,-0.658,-0.296,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,-0.004,-0.05,0.334,-0.03,0.028,-0.007,0.056,0.999,-0.007,0.017,0.039,0.006,0.069,0.358,0.39,-0.109,-0.632,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,-0.05,-0.05,0.259,-0.02,0.03,-0.005,0.079,0.999,0.011,0.027,0.031,0.055,0.079,0.757,1.0,0.47,-0.457,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,-0.046,-0.05,0.183,0.002,0.034,-0.002,0.127,0.999,0.019,0.032,0.032,0.115,0.081,1.279,0.3,0.189,-0.016,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,-0.031,-0.05,0.127,0.016,0.04,0.001,0.184,0.999,0.023,0.026,0.034,0.167,0.073,1.625,0.044,-0.313,0.087,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.011,-0.05,0.067,0.012,0.047,0.003,0.248,0.999,0.016,0.025,0.036,0.203,0.059,1.87,-0.338,-0.016,0.055,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.005,-0.05,0.051,0.015,0.055,0.005,0.312,0.999,0.013,0.019,0.037,0.238,0.058,1.9,-0.218,-0.176,0.049,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,-0.004,-0.05,0.05,-0.0,0.064,0.007,0.372,0.999,0.012,0.01,0.034,0.257,0.051,1.79,-0.086,-0.437,-0.152,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,-0.021,-0.05,0.057,0.002,0.072,0.008,0.425,0.999,0.014,0.008,0.033,0.245,0.041,1.569,0.074,-0.115,-0.11,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,-0.028,-0.05,0.07,0.01,0.081,0.01,0.471,0.999,0.016,0.004,0.032,0.255,0.041,1.368,0.111,-0.088,0.006,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,-0.018,-0.045,0.097,0.009,0.089,0.011,0.507,0.999,0.014,-0.004,0.032,0.254,0.043,1.108,0.005,-0.365,0.001,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.006,-0.029,0.123,0.007,0.098,0.012,0.536,0.999,0.01,-0.011,0.031,0.255,0.042,0.861,-0.228,-0.436,-0.028,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.028,-0.018,0.154,0.005,0.107,0.014,0.556,0.999,0.005,-0.017,0.03,0.259,0.042,0.624,-0.379,-0.462,-0.055,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.003,-0.023,0.183,-0.002,0.115,0.015,0.569,0.999,0.005,-0.02,0.028,0.253,0.035,0.402,-0.065,-0.291,-0.145,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,-0.008,-0.049,0.202,0.009,0.124,0.016,0.576,0.999,0.005,-0.02,0.028,0.26,0.03,0.227,0.051,0.026,0.014,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,-0.038,-0.023,0.211,0.002,0.132,0.017,0.58,0.999,0.011,-0.024,0.026,0.254,0.026,0.113,0.248,-0.208,-0.084,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,-0.011,-0.023,0.226,0.0,0.14,0.018,0.581,0.999,0.009,-0.026,0.026,0.243,0.024,0.037,-0.046,-0.141,-0.098,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.019,-0.005,0.233,0.006,0.147,0.019,0.581,0.999,0.006,-0.031,0.026,0.23,0.035,0.006,-0.276,-0.19,-0.029,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.038,0.011,0.235,0.007,0.155,0.02,0.581,0.999,0.001,-0.034,0.025,0.215,0.032,0.017,-0.361,-0.28,-0.003,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,-0.001,0.019,0.232,0.008,0.161,0.021,0.583,0.999,0.003,-0.037,0.026,0.199,0.031,0.057,0.055,-0.269,-0.002,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,-0.034,0.002,0.224,0.002,0.167,0.022,0.588,0.999,0.008,-0.036,0.025,0.184,0.032,0.13,0.313,-0.081,-0.078,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,-0.028,-0.038,0.211,0.004,0.173,0.023,0.594,0.999,0.011,-0.03,0.024,0.16,0.032,0.197,0.173,0.277,-0.037,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.003,-0.029,0.19,0.001,0.177,0.024,0.604,0.999,0.009,-0.029,0.022,0.15,0.032,0.284,-0.131,0.158,-0.071,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0.01,0.006,0.18,0.006,0.182,0.025,0.616,0.999,0.006,-0.032,0.022,0.123,0.037,0.356,-0.116,-0.152,-0.004,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
