Step,u0,u1,u2,u3,px,py,pz,rw,rx,ry,rz,vx,vy,vz,wx,wy,wz,sp_px,sp_py,sp_pz,sp_rw,sp_rx,sp_ry,sp_rz,sp_vx,sp_vy,sp_vz,sp_wx,sp_wy,sp_wz
1,-0.188,-0.056,0.4,0.056,0.016,-0.011,0.038,0.999,0.023,0.005,0.045,-0.0,0.0,-0.0,-0.01,0.014,-0.003,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,-0.146,-0.01,0.4,0.038,0.015,-0.01,0.039,0.999,0.02,0.002,0.04,-0.003,0.005,0.019,-0.114,-0.139,-0.177,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.023,0.017,0.4,0.031,0.015,-0.01,0.048,0.999,0.006,-0.002,0.036,-0.001,0.011,0.166,-0.561,-0.158,-0.207,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.2,0.061,0.4,0.022,0.016,-0.008,0.086,0.999,-0.018,-0.009,0.03,0.013,0.029,0.671,-0.906,-0.243,-0.239,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.193,-0.053,0.4,0.02,0.017,-0.007,0.137,1.0,-0.015,-0.003,0.026,0.027,0.043,1.174,-0.309,0.067,-0.223,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.072,-0.141,0.365,0.016,0.019,-0.004,0.204,1.0,-0.004,0.001,0.023,0.045,0.066,1.718,0.247,0.177,-0.224,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,-0.189,-0.199,0.163,0.007,0.023,0.0,0.319,0.999,0.027,0.011,0.017,0.073,0.084,2.405,1.015,0.325,-0.255,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,-0.026,-0.072,0.05,-0.0,0.026,0.003,0.421,0.999,0.028,-0.006,0.015,0.087,0.087,2.934,0.511,-0.416,-0.199,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.057,-0.054,0.05,0.003,0.029,0.005,0.535,0.999,0.023,-0.021,0.012,0.094,0.077,3.362,0.016,-0.719,-0.153,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.175,-0.068,0.05,0.018,0.033,0.007,0.691,0.999,0.006,-0.042,0.014,0.094,0.068,3.671,-0.375,-0.807,0.002,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.071,-0.199,0.05,0.02,0.036,0.008,0.805,0.999,0.019,-0.044,0.013,0.098,0.047,3.738,0.23,-0.498,-0.046,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.063,-0.2,0.05,0.009,0.038,0.009,0.913,0.998,0.029,-0.05,0.011,0.091,0.035,3.666,0.452,-0.482,-0.078,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,-0.044,-0.2,0.05,-0.001,0.041,0.009,1.046,0.996,0.057,-0.064,0.009,0.077,0.02,3.4,0.992,-0.588,-0.126,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.03,-0.154,0.05,-0.004,0.043,0.009,1.138,0.994,0.063,-0.089,0.007,0.062,0.015,3.284,0.672,-1.14,-0.095,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.041,-0.076,0.05,-0.002,0.043,0.01,1.224,0.992,0.067,-0.111,0.004,0.047,0.01,3.068,0.45,-1.337,-0.103,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.073,0.069,0.05,0.016,0.044,0.01,1.328,0.989,0.058,-0.138,0.003,0.026,0.008,2.788,-0.081,-1.328,0.009,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,-0.032,0.119,0.05,0.004,0.044,0.009,1.399,0.987,0.062,-0.146,0.003,0.016,-0.006,2.562,0.11,-0.899,0.004,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,-0.123,0.138,0.05,-0.008,0.044,0.008,1.462,0.987,0.069,-0.147,0.002,0.003,-0.019,2.346,0.303,-0.446,-0.051,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,-0.198,0.116,0.05,-0.02,0.043,0.007,1.537,0.988,0.079,-0.135,0.001,-0.007,-0.034,2.021,0.374,0.197,-0.099,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,-0.142,0.092,0.05,-0.001,0.042,0.005,1.586,0.991,0.068,-0.118,0.003,-0.021,-0.038,1.831,-0.223,0.653,-0.008,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,-0.068,0.074,0.05,0.009,0.041,0.004,1.628,0.994,0.05,-0.1,0.004,-0.038,-0.037,1.637,-0.716,0.933,0.067,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.035,0.107,0.05,0.016,0.038,0.003,1.673,0.996,0.019,-0.086,0.004,-0.058,-0.039,1.327,-1.171,0.788,0.096,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.007,0.134,0.05,0.004,0.035,0.001,1.7,0.997,0.009,-0.078,0.003,-0.074,-0.049,1.11,-0.892,0.644,0.041,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,-0.035,0.138,0.05,-0.002,0.032,-0.001,1.719,0.997,0.007,-0.07,0.002,-0.087,-0.06,0.882,-0.532,0.597,-0.012,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,-0.126,0.1,0.05,-0.013,0.028,-0.005,1.736,0.998,0.017,-0.054,-0.0,-0.096,-0.075,0.584,0.076,0.722,-0.103,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,-0.109,0.051,0.05,-0.006,0.025,-0.007,1.74,0.999,0.016,-0.038,-0.0,-0.101,-0.077,0.363,-0.011,0.932,-0.061,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,-0.066,0.019,0.05,-0.002,0.022,-0.009,1.737,1.0,0.009,-0.023,-0.0,-0.105,-0.073,0.141,-0.223,0.943,-0.016,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.036,0.015,0.05,0.008,0.017,-0.011,1.724,1.0,-0.013,-0.011,0.002,-0.113,-0.065,-0.149,-0.723,0.751,0.074,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0.056,0.043,0.05,0.005,0.013,-0.013,1.706,1.0,-0.023,-0.01,0.002,-0.117,-0.063,-0.351,-0.691,0.403,0.05,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0.042,0.061,0.05,0.002,0.009,-0.015,1.682,1.0,-0.026,-0.01,0.002,-0.126,-0.07,-0.601,-0.441,0.206,0.011,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,-0.027,0.07,0.05,-0.006,0.004,-0.019,1.64,1.0,-0.016,-0.01,0.0,-0.124,-0.078,-0.884,0.124,0.073,-0.058,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,-0.064,0.042,0.05,-0.01,0.001,-0.021,1.6,1.0,-0.007,-0.004,-0.002,-0.121,-0.078,-1.107,0.351,0.237,-0.092,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,-0.062,0.007,0.05,-0.007,-0.003,-0.023,1.553,1.0,-0.004,0.005,-0.002,-0.119,-0.076,-1.338,0.245,0.404,-0.061,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,-0.01,-0.028,0.05,0.002,-0.007,-0.026,1.48,1.0,-0.011,0.016,-0.0,-0.113,-0.066,-1.624,-0.137,0.459,0.033,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,0.036,-0.031,0.05,0.005,-0.011,-0.027,1.418,1.0,-0.019,0.019,0.001,-0.116,-0.06,-1.871,-0.334,0.378,0.051,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
