Step,u0,u1,u2,u3,o_u0,o_u1,o_u2,o_u3,px,py,pz,rw,rx,ry,rz,vx,vy,vz,wx,wy,wz,sp_px,sp_py,sp_pz,sp_rw,sp_rx,sp_ry,sp_rz,sp_vx,sp_vy,sp_vz,sp_wx,sp_wy,sp_wz
48,0.271,0.212,0.201,0.05,0.22547853038177113,0.19257906148430762,0.1465458711490023,0.09218729935139273,-0.8,-0.124,1.454,0.978,-0.007,0.05,-0.203,-0.351,-0.614,0.696,5.614,-1.835,-0.235,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,0.259,0.218,0.12,0.05,0.21513616699494764,0.18212813779121306,0.11831642289101897,0.06295631303115051,-0.812,-0.144,1.476,0.976,0.083,-0.024,-0.202,-0.343,-0.61,0.676,5.768,-3.138,0.215,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,0.109,0.05,0.251,0.196,0.14349630212572762,0.10256799107350056,0.16427993614873815,0.11534400069619058,-0.823,-0.163,1.502,0.973,0.074,-0.068,-0.21,-0.342,-0.585,0.802,0.134,-2.874,-0.325,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,0.05,0.05,0.285,0.4,0.08555391778542906,0.06752819251223169,0.19963386635333005,0.2296416821692699,-0.834,-0.18,1.531,0.971,-0.046,-0.051,-0.228,-0.331,-0.522,0.857,-6.776,-0.847,-0.561,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,0.082,0.098,0.4,0.382,0.0741319312721361,0.07339073443037708,0.26676350944845023,0.27195089248237336,-0.843,-0.194,1.557,0.937,-0.245,0.018,-0.25,-0.274,-0.434,0.785,-12.63,1.339,-0.873,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,0.05,0.105,0.245,0.288,0.05500438232362018,0.07931013544406218,0.22710876664194493,0.24870635161475466,-0.85,-0.206,1.577,0.859,-0.428,0.107,-0.261,-0.204,-0.361,0.605,-12.434,2.479,-0.661,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,0.05,0.075,0.105,0.149,0.04658038652081156,0.06855044649755217,0.14698571616896758,0.17603851599371845,-0.854,-0.213,1.594,0.807,-0.495,0.163,-0.277,-0.125,-0.216,0.536,-5.558,2.429,-0.625,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,0.4,0.4,0.05,0.05,0.19935689259858982,0.20903291696298892,0.08709059535852262,0.0998860095626435,-0.853,-0.212,1.614,0.847,-0.407,0.143,-0.31,0.026,0.033,0.594,5.493,1.221,-0.585,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,0.4,0.386,0.05,0.05,0.26664260384909894,0.26456698292573755,0.06071171354655655,0.06634700786006958,-0.85,-0.205,1.632,0.92,-0.19,0.049,-0.34,0.079,0.175,0.533,14.044,-0.529,-0.517,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,0.4,0.315,0.171,0.05,0.29627654232229084,0.25739748402208706,0.10304185994107269,0.051575751025116544,-0.848,-0.198,1.642,0.934,0.07,-0.095,-0.337,0.061,0.226,0.297,17.049,-2.619,-0.457,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,0.188,0.144,0.212,0.05,0.21463392747762836,0.177706429915638,0.1402845829060685,0.04507021647518181,-0.846,-0.187,1.648,0.894,0.205,-0.213,-0.337,0.045,0.317,0.212,9.817,-3.937,-0.765,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,0.159,0.05,0.323,0.4,0.16578389817417166,0.10062058573056379,0.20613283346187644,0.19869179428400344,-0.85,-0.175,1.662,0.877,0.134,-0.265,-0.379,-0.108,0.373,0.407,-2.733,-4.961,-0.882,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,0.099,0.05,0.4,0.384,0.11706579734202788,0.06667049482673651,0.2696268738141441,0.2590654061936697,-0.857,-0.159,1.679,0.858,-0.083,-0.213,-0.46,-0.195,0.472,0.487,-12.652,-3.277,-1.377,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,0.145,0.05,0.357,0.348,0.11639154329951906,0.05171832849730823,0.27832863467873925,0.26969792807762893,-0.862,-0.143,1.689,0.787,-0.319,-0.088,-0.521,-0.169,0.502,0.33,-16.177,-1.033,-1.279,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,0.05,0.05,0.213,0.235,0.07361635506554595,0.04513342761394079,0.2177627592395759,0.2238598623681315,-0.867,-0.124,1.695,0.705,-0.457,0.035,-0.541,-0.141,0.578,0.19,-12.196,1.203,-0.445,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,0.173,0.269,0.05,0.089,0.10983236719154049,0.14036759438433116,0.11826216534687045,0.13817907357795128,-0.868,-0.097,1.702,0.691,-0.454,0.069,-0.558,-0.042,0.804,0.219,-1.76,2.149,-0.148,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,0.4,0.389,0.05,0.05,0.22721412337241573,0.23590785211964815,0.07444034361931505,0.08321231793621989,-0.865,-0.062,1.711,0.752,-0.319,-0.001,-0.577,0.073,1.033,0.247,8.862,2.082,-0.007,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,0.4,0.323,0.05,0.05,0.2789114741754466,0.24814027410372022,0.0551402359126546,0.05900357876205305,-0.863,-0.024,1.716,0.809,-0.095,-0.149,-0.561,0.08,1.154,0.124,15.839,0.856,-0.051,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,0.304,0.299,0.128,0.05,0.2588594887679118,0.2431507719624804,0.08148231935821247,0.04834176834116108,-0.861,0.016,1.712,0.799,0.122,-0.297,-0.508,0.069,1.172,-0.091,15.057,-0.107,-0.348,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,0.115,0.052,0.168,0.05,0.16538785889206176,0.13047648600064643,0.11119667948102405,0.043645901049507434,-0.861,0.059,1.708,0.775,0.196,-0.357,-0.484,-0.032,1.289,-0.115,6.142,-0.731,-0.355,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,0.05,0.05,0.249,0.4,0.09519524972396609,0.07981960850505485,0.16033609497834408,0.1980644983297353,-0.869,0.106,1.71,0.793,0.121,-0.294,-0.52,-0.226,1.389,0.051,-5.79,0.615,-0.393,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,0.05,0.05,0.4,0.4,0.06428107247758295,0.057509343910300506,0.2494571077481878,0.2660734234576355,-0.879,0.154,1.712,0.806,-0.054,-0.117,-0.578,-0.277,1.451,0.027,-13.99,2.613,-0.719,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,0.05,0.128,0.307,0.346,0.050665873084120266,0.0825849836357717,0.24716207130711523,0.2718291535292567,-0.887,0.2,1.703,0.764,-0.217,0.093,-0.6,-0.267,1.403,-0.239,-15.14,4.139,-0.66,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,0.05,0.105,0.184,0.238,0.04466974479155445,0.08309700280847816,0.19129717200699894,0.226150702052064,-0.897,0.247,1.689,0.706,-0.298,0.242,-0.595,-0.263,1.377,-0.381,-9.644,3.875,-0.374,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,0.4,0.268,0.05,0.091,0.19851539747738742,0.1563409904405341,0.10660621522938726,0.14014286537493897,-0.901,0.295,1.677,0.69,-0.267,0.265,-0.619,-0.136,1.463,-0.352,0.159,2.948,-0.587,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,0.4,0.4,0.05,0.056,0.26627104123744005,0.2476975867334575,0.0693070153628115,0.08679401260909966,-0.901,0.344,1.669,0.716,-0.14,0.153,-0.667,-0.025,1.498,-0.295,9.909,0.899,-0.678,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,0.4,0.356,0.148,0.05,0.2961128991070429,0.2684705959781988,0.09682014372652825,0.06058100570270032,-0.901,0.394,1.656,0.725,0.042,-0.055,-0.685,0.002,1.532,-0.406,16.121,-1.364,-0.43,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,0.326,0.237,0.226,0.05,0.2760504370796062,0.22434774789128992,0.14356771598986956,0.049036293452160845,-0.901,0.445,1.636,0.682,0.175,-0.252,-0.664,0.001,1.512,-0.556,13.446,-2.977,-0.723,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,0.134,0.05,0.14,0.05,0.18136750731584528,0.12116234029989377,0.12578723866959854,0.043951881243501426,-0.903,0.497,1.621,0.643,0.178,-0.324,-0.67,-0.095,1.591,-0.448,3.682,-3.568,-0.993,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,0.05,0.05,0.321,0.4,0.10223300617372111,0.07571748911208864,0.1988368652031391,0.19819924060978766,-0.911,0.551,1.612,0.642,0.066,-0.215,-0.733,-0.216,1.639,-0.277,-9.093,-1.023,-1.313,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,0.05,0.05,0.4,0.4,0.06738063585380605,0.055702691296505125,0.26641358879652977,0.26613276667389185,-0.919,0.604,1.604,0.624,-0.084,0.029,-0.776,-0.238,1.599,-0.284,-16.491,2.31,-1.402,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,0.05,0.05,0.28,0.4,0.05203098729714879,0.04688806561767551,0.24257758471719892,0.2960519981310512,-0.927,0.654,1.584,0.547,-0.199,0.307,-0.753,-0.25,1.521,-0.584,-17.518,5.13,-1.462,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,0.055,0.4,0.23,0.293,0.047502066601249726,0.1994911928482066,0.20980859761724852,0.2615060994433316,-0.935,0.702,1.558,0.443,-0.234,0.497,-0.708,-0.225,1.444,-0.763,-11.645,5.963,-1.428,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,0.4,0.151,0.05,0.174,0.19976282793122516,0.15553619202062374,0.11475899886213459,0.19317266982277992,-0.937,0.745,1.531,0.379,-0.186,0.537,-0.73,-0.033,1.268,-0.773,-1.035,5.037,-1.056,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,0.397,0.4,0.05,0.05,0.26543772832149765,0.24734309280661118,0.07289733671735804,0.10747501850645116,-0.929,0.781,1.506,0.379,-0.102,0.398,-0.829,0.227,1.13,-0.795,10.564,1.866,-1.035,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,0.4,0.337,0.137,0.05,0.29574588825425796,0.25944248047038126,0.09341937046740291,0.06968932874563016,-0.916,0.815,1.479,0.384,-0.048,0.12,-0.914,0.38,1.037,-0.833,16.755,-2.657,-1.56,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
