Step,u0,u1,u2,u3,px,py,pz,rw,rx,ry,rz,vx,vy,vz,wx,wy,wz,sp_px,sp_py,sp_pz,sp_rw,sp_rx,sp_ry,sp_rz,sp_vx,sp_vy,sp_vz,sp_wx,sp_wy,sp_wz
81,0.09,-0.005,0.23,0.002,0.357,0.015,1.006,1.0,0.014,0.014,0.0,0.509,0.019,0.307,-1.277,-0.748,0.09,0.3539325842696629,0.0,1.1179775280898876,1.0,0.0,0.0,0.0,0.5056179775280903,0.0,0.16853932584269704,0.0,0.0,0.0
82,0.193,0.095,0.177,0.02,0.374,0.015,1.021,1.0,-0.009,-0.003,0.005,0.527,0.016,0.486,-1.475,-1.073,0.204,0.3707865168539326,0.0,1.1235955056179776,1.0,0.0,0.0,0.0,0.5056179775280903,0.0,0.16853932584269704,0.0,0.0,-4.9960036108132044e-14
83,0.163,0.135,0.134,0.023,0.39,0.016,1.039,0.999,-0.023,-0.021,0.008,0.523,0.009,0.546,-0.766,-0.938,0.2,0.38764044943820225,0.0,1.1292134831460674,1.0,0.0,0.0,0.0,0.5056179775280895,0.0,0.1685393258426937,0.0,0.0,0.0
84,-0.096,-0.035,0.147,-0.003,0.408,0.015,1.058,1.0,0.002,-0.011,0.005,0.552,-0.01,0.571,1.334,0.495,-0.156,0.4044943820224719,0.0,1.1348314606741572,1.0,0.0,0.0,0.0,0.5056179775280895,0.0,0.16853932584269704,0.0,0.0,4.9960036108132044e-14
85,-0.17,-0.109,0.14,-0.015,0.423,0.015,1.072,1.0,0.022,0.003,0.001,0.547,-0.009,0.511,1.332,0.838,-0.224,0.42134831460674155,0.0,1.1404494382022472,1.0,0.0,0.0,0.0,0.5056179775280895,0.0,0.16853932584269704,0.0,0.0,0.0
86,-0.172,-0.141,0.141,-0.021,0.441,0.015,1.085,0.999,0.036,0.016,-0.002,0.537,-0.01,0.383,0.795,0.786,-0.248,0.4382022471910112,0.0,1.146067415730337,1.0,0.0,0.0,0.0,0.5056179775280903,0.0,0.16853932584269704,0.0,0.0,0.0
87,0.2,-0.2,0.035,-0.01,0.457,0.016,1.094,1.0,0.016,0.006,-0.0,1.238,0.077,0.666,-2.603,-2.032,0.552,0.4550561797752809,0.0,1.151685393258427,1.0,0.0,0.0,0.0,0.5056179775280903,0.0,0.16853932584269704,0.0,0.0,0.0
88,0.198,-0.063,0.116,0.029,0.476,0.017,1.099,1.0,-0.01,-0.01,0.003,0.838,0.041,0.253,-1.715,-1.488,0.325,0.47191011235955055,0.0,1.1573033707865168,1.0,0.0,0.0,0.0,0.5056179775280895,0.0,0.16853932584269704,0.0,0.0,0.0
89,0.193,0.131,0.219,0.02,0.492,0.017,1.099,0.999,-0.023,-0.027,0.007,0.567,0.021,0.014,-0.686,-1.084,0.248,0.4887640449438202,0.0,1.1629213483146068,1.0,0.0,0.0,0.0,0.5056179775280903,0.0,0.16853932584269704,0.0,0.0,-4.9960036108132044e-14
90,-0.152,0.2,0.251,-0.031,0.508,0.017,1.097,0.999,0.009,-0.042,0.003,0.535,-0.018,-0.056,1.529,-0.759,-0.331,0.5056179775280899,0.0,1.1685393258426966,1.0,0.0,0.0,0.0,0.5056179775280895,0.0,0.1685393258426937,0.0,0.0,0.0
91,-0.199,0.106,0.239,-0.012,0.524,0.016,1.094,0.999,0.027,-0.036,0.002,0.503,-0.003,-0.099,1.282,0.398,-0.165,0.5224719101123595,0.0,1.1741573033707864,1.0,0.0,0.0,0.0,0.5056179775280895,0.0,0.16853932584269704,0.0,0.0,9.992007221626409e-14
92,-0.199,-0.006,0.261,-0.008,0.54,0.016,1.089,0.999,0.039,-0.018,0.0,0.503,-0.004,-0.126,0.658,0.918,-0.063,0.5393258426966292,0.0,1.1797752808988764,1.0,0.0,0.0,0.0,0.5056179775280911,0.0,0.16853932584270037,0.0,0.0,0.0
93,0.106,-0.083,0.303,0.011,0.555,0.017,1.087,1.0,0.01,0.002,0.004,0.474,0.016,-0.089,-1.402,1.002,0.112,0.5561797752808989,0.0,1.1853932584269664,1.0,0.0,0.0,0.0,0.5056179775280895,0.0,0.16853932584269704,0.0,0.0,-9.992007221626409e-14
94,0.199,-0.027,0.278,0.01,0.571,0.017,1.085,1.0,-0.013,0.007,0.005,0.467,0.012,-0.047,-1.357,0.284,0.099,0.5730337078651685,0.0,1.1910112359550562,1.0,0.0,0.0,0.0,0.5056179775280895,0.0,0.1685393258426937,0.0,0.0,0.0
95,0.2,0.044,0.242,0.011,0.584,0.018,1.085,1.0,-0.027,0.004,0.007,0.445,0.022,0.013,-0.954,-0.093,0.086,0.5898876404494382,0.0,1.196629213483146,1.0,0.0,0.0,0.0,0.5056179775280895,0.0,0.16853932584269704,0.0,0.0,4.9960036108132044e-14
96,-0.122,0.045,0.252,-0.006,0.601,0.018,1.091,1.0,0.001,-0.004,0.004,0.542,0.002,0.186,1.625,-0.431,-0.187,0.6067415730337078,0.0,1.202247191011236,1.0,0.0,0.0,0.0,0.5056179775280895,0.0,0.16853932584269704,0.0,0.0,0.0
97,-0.19,0.022,0.224,-0.009,0.616,0.018,1.099,1.0,0.023,-0.003,0.002,0.495,0.006,0.27,1.384,0.047,-0.167,0.6235955056179775,0.0,1.2078651685393258,1.0,0.0,0.0,0.0,0.5056179775280911,0.0,0.16853932584269704,0.0,0.0,0.0
