px,py,pz,rw,rx,ry,rz,vx,vy,vz,wx,wy,wz
0.03,-0.004,0.038,1.0,0.005,0.023,0.011,-0.0,0.0,-0.0,0.003,-0.004,-0.001
0.03,-0.004,0.038,1.0,0.005,0.023,0.011,-0.001,-0.0,0.0,-0.002,0.003,-0.001
0.03,-0.004,0.038,1.0,0.005,0.023,0.011,-0.0,0.0,0.001,-0.001,0.001,-0.002
0.03,-0.004,0.038,1.0,0.005,0.023,0.011,0.0,0.0,0.0,-0.002,0.001,-0.002
0.03,-0.004,0.038,1.0,0.005,0.023,0.011,0.0,0.0,-0.001,-0.0,-0.006,-0.0
0.03,-0.004,0.038,1.0,0.005,0.023,0.011,-0.0,-0.0,-0.001,0.001,-0.004,0.003
0.03,-0.004,0.038,1.0,0.005,0.023,0.011,-0.001,-0.0,0.001,-0.003,0.01,0.002
0.03,-0.004,0.038,1.0,0.005,0.023,0.011,0.0,0.0,0.001,-0.002,0.006,0.001
0.03,-0.004,0.038,1.0,0.005,0.023,0.011,0.0,0.001,-0.001,-0.003,-0.0,-0.005
0.03,-0.004,0.038,1.0,0.005,0.023,0.011,0.0,-0.0,-0.001,0.002,-0.006,0.003
0.03,-0.004,0.038,1.0,0.005,0.023,0.011,-0.0,-0.0,0.0,0.003,-0.003,0.004
0.03,-0.004,0.038,1.0,0.005,0.023,0.011,-0.0,0.0,0.0,0.001,0.003,-0.0
0.03,-0.004,0.038,1.0,0.005,0.023,0.011,0.0,0.0,0.0,0.001,0.0,-0.003
0.03,-0.004,0.038,1.0,0.005,0.023,0.011,0.0,-0.0,0.0,0.0,-0.003,0.0
0.03,-0.004,0.038,1.0,0.005,0.023,0.011,0.0,-0.0,-0.001,-0.0,-0.006,0.002
0.03,-0.004,0.038,1.0,0.005,0.023,0.011,0.0,-0.0,0.0,0.0,-0.006,-0.001
0.03,-0.004,0.038,1.0,0.005,0.023,0.011,0.0,0.0,0.0,-0.0,0.007,-0.0
0.03,-0.004,0.038,1.0,0.005,0.023,0.011,-0.0,0.0,0.0,0.002,0.0,-0.002
0.03,-0.004,0.038,1.0,0.005,0.023,0.011,-0.0,-0.0,-0.0,-0.0,0.003,0.001
0.03,-0.004,0.038,1.0,0.005,0.023,0.011,0.0,-0.001,-0.001,-0.003,-0.003,0.002
0.03,-0.004,0.038,1.0,0.005,0.023,0.011,-0.0,-0.0,-0.001,-0.015,-0.0,0.008
