Step,u0,u1,u2,u3,px,py,pz,rw,rx,ry,rz,vx,vy,vz,wx,wy,wz,sp_px,sp_py,sp_pz,sp_rw,sp_rx,sp_ry,sp_rz,sp_vx,sp_vy,sp_vz,sp_wx,sp_wy,sp_wz
1,-0.059,-0.129,0.4,-0.002,0.016,-0.013,0.039,0.999,0.016,0.041,0.0,0.001,0.0,0.005,0.054,-0.048,-0.036,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,-0.048,-0.137,0.372,0.001,0.016,-0.013,0.039,0.999,0.015,0.042,0.001,0.002,-0.002,0.001,-0.012,0.071,0.017,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.034,-0.008,0.39,-0.001,0.017,-0.013,0.043,1.0,0.006,0.027,0.0,0.003,0.013,0.138,-0.59,-0.919,-0.005,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.019,0.071,0.352,0.007,0.018,-0.012,0.063,1.0,0.002,0.008,0.002,0.046,0.013,0.577,-0.273,-1.205,0.081,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,-0.031,-0.003,0.274,0.001,0.022,-0.012,0.1,1.0,0.004,0.002,0.003,0.1,0.006,1.089,0.206,-0.426,-0.008,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,-0.03,-0.106,0.176,0.001,0.026,-0.011,0.156,1.0,0.007,0.01,0.002,0.141,0.013,1.594,0.198,0.471,0.008,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,-0.006,-0.075,0.066,-0.0,0.032,-0.011,0.224,1.0,0.007,0.013,0.001,0.176,0.017,2.004,-0.031,0.09,-0.003,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.029,-0.038,0.05,-0.0,0.039,-0.01,0.3,1.0,0.002,0.008,0.0,0.191,0.032,2.24,-0.345,-0.401,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,-0.002,0.018,0.05,0.002,0.045,-0.009,0.375,1.0,0.003,-0.006,0.001,0.196,0.021,2.184,0.002,-0.826,0.014,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,-0.015,-0.02,0.05,0.006,0.052,-0.008,0.442,1.0,0.005,-0.007,0.001,0.21,0.022,2.044,0.156,-0.328,0.08,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,-0.031,-0.019,0.05,-0.002,0.059,-0.008,0.502,1.0,0.011,-0.01,-0.0,0.209,0.013,1.774,0.235,-0.28,-0.034,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,-0.024,-0.046,0.051,-0.009,0.067,-0.007,0.553,1.0,0.012,-0.007,-0.002,0.211,0.022,1.528,0.126,-0.019,-0.122,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.014,-0.056,0.06,-0.002,0.074,-0.006,0.596,1.0,0.005,-0.007,-0.002,0.218,0.024,1.308,-0.244,0.038,-0.018,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.022,-0.034,0.084,0.008,0.081,-0.006,0.63,1.0,0.001,-0.01,-0.0,0.21,0.022,1.042,-0.269,-0.203,0.112,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.012,-0.029,0.122,0.003,0.088,-0.005,0.655,1.0,-0.001,-0.014,-0.0,0.204,0.019,0.763,-0.087,-0.168,0.035,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,-0.015,0.005,0.155,-0.002,0.094,-0.004,0.672,1.0,0.002,-0.023,-0.001,0.2,0.014,0.517,0.176,-0.376,-0.035,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,-0.011,-0.015,0.189,-0.008,0.101,-0.004,0.681,1.0,0.004,-0.025,-0.003,0.204,0.008,0.305,0.049,-0.069,-0.105,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,-0.011,-0.017,0.213,-0.004,0.108,-0.004,0.685,1.0,0.006,-0.027,-0.003,0.201,0.013,0.109,0.002,0.022,-0.048,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,-0.007,0.231,0.005,0.114,-0.003,0.684,1.0,0.004,-0.027,-0.002,0.194,0.018,-0.011,-0.069,-0.08,0.07,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
