step,timestamp,u0,u1,u2,u3,u0_rate,u1_rate,u2_rate,u3_rate,pose_x,pose_y,pose_z,pose_qw,pose_qx,pose_qy,pose_qz,pose_vx,pose_vy,pose_vz,pose_avx,pose_avy,pose_avz,est_pose_x,est_pose_y,est_pose_z,est_pose_qw,est_pose_qx,est_pose_qy,est_pose_qz,est_pose_vx,est_pose_vy,est_pose_vz,est_pose_avx,est_pose_avy,est_pose_avz,traj_x_ref,traj_y_ref,traj_z_ref,traj_qw_ref,traj_qx_ref,traj_qy_ref,traj_qz_ref,est_param_thrust_ratio,est_param_drag_coeff_z,est_param_tau_rate,est_param_centre_rate_deg,est_param_max_rate_deg,est_param_rate_expo,MPC_setup_time,MPC_solve_time,Visualisation_time,UKF_update_time
0,1763001566.942713,0.0021395474305726265,6.47413772936551e-05,0.04999999999172072,-0.020043090940310856,0.021395474305726265,0.0006474137729365509,0.4999999999172071,-0.20043090940310854,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021216093087403413,-0.01499116053569472,0.05595596766344138,0.9996218509916426,-0.007419322507470506,0.007916217227724152,-0.029970618527187486,0.006967071579633371,0.0006157779496080261,-0.25441904146061867,-0.21778171880191166,-0.006589932949270306,-2.0411954120229128,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.2,0.12,100.0,500.0,0.2,0.0046,0.0016,0.002,0.0
0,1763001566.9757485,-0.015477594915065502,-0.035955479225907375,0.09949999993574002,-0.025085029220957754,-0.17595746871332402,-0.3601957318942809,0.49999999943936496,-0.052423691900500065,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,-0.015,0.06,1.0,0.002,0.007,-0.013,-0.002,-0.0,-0.004,0.2,-0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.2,0.12,100.0,500.0,0.2,0.0013,0.0015,0.0075,0.0
0,1763001567.015253,-0.02266941559825069,-0.03702602052918541,0.14850499475030446,-0.02711750452165311,-0.07346596632335843,-0.014300960955371117,0.4999999481392184,-0.02283325592904934,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,-0.015,0.06,1.0,-0.0,0.006,-0.013,-0.0,0.0,0.003,-0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.2,0.12,100.0,500.0,0.2,0.0053,0.0037,0.0038,0.0
0,1763001567.036299,-0.05325523216445224,-0.08663506669422269,0.19701994473208354,-0.029484396980321684,-0.3081251072218406,-0.49979306370329146,0.499999999292821,-0.026380675038851047,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,-0.015,0.06,1.0,0.0,0.011,-0.014,-0.007,0.003,0.001,0.3,0.4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.2,0.12,100.0,500.0,0.2,0.001,0.0011,0.0021,0.0
0,1763001567.0792532,-0.09971204946793238,-0.0736595958832016,0.24504952582641407,-0.03008182387097608,-0.4698936962512465,0.1210912014407885,0.49999780541651384,-0.00892270860457612,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,-0.015,0.06,1.0,0.002,0.009,-0.014,0.003,0.003,-0.02,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.2,0.12,100.0,500.0,0.2,0.0062,0.0031,0.0034,0.0
0,1763001567.104471,-0.04871497650743667,-0.03911957016854425,0.2925804282367753,-0.023816411199980722,0.4999995246581638,0.3380342975582532,0.49981397668625416,0.059645944322855984,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,-0.015,0.06,1.0,-0.001,0.008,-0.013,0.001,-0.004,0.009,-0.3,-0.1,0.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.2,0.12,100.0,500.0,0.2,0.0014,0.0016,0.0026,0.0
0,1763001567.1450477,-0.08996475110010092,-0.08827891089151738,0.31756274157663006,-0.02698633508279142,-0.41736924357738603,-0.49550536424658564,0.2790811762222253,-0.03408087994810503,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,-0.015,0.06,1.0,0.003,0.013,-0.014,0.001,0.006,0.003,0.4,0.3,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.2,0.12,100.0,500.0,0.2,0.0017,0.0023,0.0087,0.0
0,1763001567.1758072,-0.04593059950337425,-0.0952302555546818,0.3296194197198239,-0.022020424109454012,0.43134504085725667,-0.0783413377207961,0.15232305558960144,0.046960476225094964,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,-0.015,0.06,1.0,0.003,0.012,-0.013,-0.001,-0.002,-0.001,-0.0,0.1,0.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.2,0.12,100.0,500.0,0.2,0.0056,0.0016,0.0025,0.0
0,1763001567.2196276,-0.09009879312977255,-0.13233537284660465,0.33517920806082596,-0.04131635416342387,-0.44627499621432054,-0.3805741984746967,0.08855982538200345,-0.19516134295064397,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,-0.015,0.06,1.0,0.005,0.015,-0.015,-0.009,0.001,0.005,0.3,0.3,-0.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.2,0.12,100.0,500.0,0.2,0.004,0.0078,0.009,0.0
0,1763001567.2371254,-0.04113150884035292,-0.08101649886474113,0.3383871146832962,-0.036495030033825794,0.48066296358121896,0.4999552025339747,0.06559698703078495,0.04408160587963836,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,-0.015,0.06,1.0,0.004,0.012,-0.014,0.003,0.001,-0.003,-0.1,-0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.2,0.12,100.0,500.0,0.2,0.0013,0.0011,0.002,0.0
