0.5,0.225,0.059,0.997,0.005,0.083,0.002,0.001,0.001,0.005,0.002,-0.056,0.029
0.5,0.225,0.059,0.996,0.005,0.084,0.002,0.0,0.001,-0.007,-0.048,0.097,0.016
0.5,0.225,0.059,0.996,0.006,0.083,0.002,0.009,-0.001,0.008,0.039,-0.0,0.011
0.502,0.225,0.06,0.996,0.008,0.089,0.004,0.031,0.002,0.009,0.212,0.387,0.107
0.504,0.225,0.063,0.997,0.005,0.076,0.004,0.052,0.008,0.078,-0.204,-0.507,0.054
0.508,0.225,0.069,0.998,0.009,0.06,0.007,0.12,0.017,0.187,0.302,-1.065,0.203
0.514,0.226,0.079,0.999,0.009,0.049,0.007,0.178,0.02,0.292,0.313,-0.782,0.31
0.522,0.226,0.092,0.999,0.006,0.046,0.003,0.239,0.018,0.4,0.079,-0.384,-0.155
0.533,0.227,0.11,0.999,0.01,0.039,0.007,0.305,0.027,0.529,0.186,-0.439,0.16
0.544,0.228,0.13,0.999,0.001,0.04,0.006,0.346,0.013,0.594,-0.657,0.188,0.0
0.557,0.228,0.155,1.0,0.002,0.029,0.002,0.376,-0.008,0.701,-0.48,-0.353,-0.39
0.571,0.23,0.182,1.0,0.011,0.021,0.006,0.409,0.032,0.763,0.249,-0.348,0.095
0.586,0.23,0.206,1.0,-0.003,0.029,0.009,0.412,0.015,0.699,-1.101,0.943,0.261
0.601,0.232,0.235,1.0,0.014,0.004,0.006,0.474,0.033,0.819,0.488,-0.791,0.002
0.617,0.232,0.261,1.0,0.016,-0.0,0.005,0.461,0.038,0.794,0.337,-0.47,-0.011
0.633,0.233,0.287,1.0,0.012,-0.007,0.005,0.464,0.02,0.758,-0.08,-0.405,0.074
0.649,0.234,0.312,1.0,0.016,-0.01,0.004,0.482,0.02,0.756,0.207,-0.266,-0.025
0.664,0.234,0.336,1.0,0.011,-0.016,0.005,0.467,0.011,0.725,-0.292,-0.525,0.033
0.68,0.234,0.359,1.0,0.006,-0.011,0.003,0.464,-0.007,0.665,-0.684,0.542,-0.183
0.696,0.235,0.383,1.0,0.012,-0.025,-0.001,0.485,0.014,0.71,0.119,-0.65,-0.436
0.711,0.235,0.407,0.999,0.016,-0.03,0.006,0.455,0.015,0.711,0.312,-0.675,0.123
0.725,0.235,0.429,0.999,0.017,-0.033,0.006,0.434,0.003,0.666,0.169,-0.484,0.083
0.739,0.235,0.45,0.999,0.017,-0.034,0.006,0.427,-0.001,0.629,-0.004,-0.059,0.091
0.753,0.234,0.471,0.999,0.018,-0.04,0.003,0.411,-0.009,0.638,0.171,-0.375,-0.078
0.766,0.234,0.491,0.999,0.013,-0.037,0.004,0.378,-0.008,0.603,-0.116,0.074,0.006
0.778,0.233,0.511,0.999,0.016,-0.043,0.003,0.375,-0.012,0.575,0.197,-0.119,-0.083
0.79,0.233,0.53,0.999,0.014,-0.046,0.004,0.345,-0.025,0.583,0.02,-0.291,-0.107
0.8,0.232,0.549,0.999,0.015,-0.048,0.004,0.31,-0.032,0.556,0.16,-0.058,-0.04
0.811,0.231,0.566,0.999,0.015,-0.05,0.004,0.302,-0.026,0.519,0.135,-0.159,-0.012
0.82,0.23,0.582,0.999,0.013,-0.051,0.003,0.279,-0.038,0.499,0.038,-0.056,-0.045
0.828,0.229,0.598,0.999,0.013,-0.053,0.004,0.251,-0.028,0.472,-0.084,-0.072,-0.063
0.828,0.229,0.598,0.999,0.013,-0.053,0.004,0.251,-0.028,0.472,-0.084,-0.072,-0.063
0.836,0.228,0.612,0.998,0.014,-0.058,0.005,0.229,-0.027,0.438,0.116,-0.362,0.123
0.848,0.225,0.64,0.998,0.015,-0.057,0.003,0.176,-0.042,0.412,0.194,-0.165,-0.104
0.848,0.225,0.64,0.998,0.015,-0.057,0.003,0.176,-0.042,0.412,0.194,-0.165,-0.104
0.853,0.224,0.652,0.998,0.015,-0.057,0.003,0.157,-0.029,0.383,0.127,-0.013,-0.04
0.859,0.221,0.676,0.998,0.014,-0.053,0.004,0.091,-0.032,0.352,0.287,-0.134,0.044
0.859,0.221,0.676,0.998,0.014,-0.053,0.004,0.091,-0.032,0.352,0.287,-0.134,0.044
0.861,0.219,0.689,0.998,0.013,-0.054,0.003,0.065,-0.052,0.334,0.087,0.015,-0.098
0.862,0.216,0.709,0.999,0.012,-0.05,0.004,0.003,-0.053,0.317,-0.06,0.147,0.026
0.862,0.216,0.709,0.999,0.012,-0.05,0.004,0.003,-0.053,0.317,-0.06,0.147,0.026
0.862,0.214,0.719,0.999,0.005,-0.037,0.006,-0.026,-0.056,0.265,-0.488,0.905,0.19
0.859,0.211,0.738,0.999,0.011,-0.045,0.003,-0.051,-0.05,0.276,-0.056,0.014,0.027
0.859,0.211,0.738,0.999,0.011,-0.045,0.003,-0.051,-0.05,0.276,-0.056,0.014,0.027
0.856,0.209,0.747,0.999,0.012,-0.044,0.004,-0.08,-0.055,0.274,-0.036,0.087,0.067
0.85,0.205,0.763,0.999,0.013,-0.039,0.003,-0.113,-0.062,0.245,0.024,0.112,0.012
0.85,0.205,0.763,0.999,0.013,-0.039,0.003,-0.113,-0.062,0.245,0.024,0.112,0.012
0.845,0.202,0.771,0.999,0.014,-0.035,0.003,-0.123,-0.06,0.221,0.126,0.248,-0.036
0.836,0.198,0.784,0.999,0.012,-0.033,0.002,-0.157,-0.076,0.197,-0.065,0.307,-0.082
0.836,0.198,0.784,0.999,0.012,-0.033,0.002,-0.157,-0.076,0.197,-0.065,0.307,-0.082
0.828,0.195,0.792,1.0,0.01,-0.029,0.002,-0.167,-0.065,0.18,-0.148,0.226,-0.098
0.818,0.191,0.801,1.0,0.01,-0.025,0.003,-0.189,-0.068,0.183,0.084,0.039,0.036
0.818,0.191,0.801,1.0,0.01,-0.025,0.003,-0.189,-0.068,0.183,0.084,0.039,0.036
0.811,0.189,0.806,1.0,0.01,-0.024,0.002,-0.193,-0.071,0.147,0.099,0.137,0.069
0.799,0.184,0.815,1.0,0.008,-0.017,0.003,-0.191,-0.062,0.121,0.021,0.335,-0.007
0.799,0.184,0.815,1.0,0.008,-0.017,0.003,-0.191,-0.062,0.121,0.021,0.335,-0.007
0.792,0.182,0.819,1.0,0.007,-0.019,0.003,-0.2,-0.062,0.122,-0.026,0.06,0.001
0.779,0.178,0.825,1.0,0.005,-0.012,0.002,-0.196,-0.062,0.114,0.211,-0.237,-0.154
0.779,0.178,0.825,1.0,0.005,-0.012,0.002,-0.196,-0.062,0.114,0.211,-0.237,-0.154
0.772,0.176,0.829,1.0,0.005,-0.011,0.003,-0.203,-0.059,0.1,0.056,0.042,0.027
0.76,0.172,0.832,1.0,0.002,-0.004,0.002,-0.183,-0.047,0.06,-0.06,0.117,-0.039
0.76,0.172,0.832,1.0,0.002,-0.004,0.002,-0.183,-0.047,0.06,-0.06,0.117,-0.039
0.748,0.169,0.835,1.0,0.0,0.002,0.001,-0.183,-0.047,0.033,-0.087,0.253,-0.132
0.742,0.168,0.836,1.0,-0.002,0.005,0.003,-0.164,-0.032,0.02,-0.227,0.321,0.019
0.742,0.168,0.836,1.0,-0.002,0.005,0.003,-0.164,-0.032,0.02,-0.227,0.321,0.019
0.735,0.166,0.837,1.0,-0.001,0.005,0.003,-0.157,-0.028,0.03,0.009,0.101,0.112
0.729,0.166,0.839,1.0,-0.003,0.004,0.003,-0.125,-0.018,0.036,0.028,-0.195,0.031
0.729,0.166,0.839,1.0,-0.003,0.004,0.003,-0.125,-0.018,0.036,0.028,-0.195,0.031
0.725,0.165,0.841,1.0,-0.002,0.005,0.004,-0.113,-0.006,0.042,0.057,0.025,0.098
0.719,0.166,0.844,1.0,-0.005,0.008,0.002,-0.087,0.002,0.049,-0.125,0.036,-0.068
0.719,0.166,0.844,1.0,-0.005,0.008,0.002,-0.087,0.002,0.049,-0.125,0.036,-0.068
0.716,0.166,0.846,1.0,-0.008,0.011,0.002,-0.057,0.02,0.048,-0.041,0.046,-0.067
0.714,0.169,0.849,1.0,-0.007,0.012,0.003,-0.034,0.039,0.056,0.008,-0.001,-0.021
0.714,0.169,0.849,1.0,-0.007,0.012,0.003,-0.034,0.039,0.056,0.008,-0.001,-0.021
0.713,0.171,0.851,1.0,-0.009,0.012,0.003,-0.013,0.055,0.062,-0.022,0.062,0.09
0.714,0.175,0.854,1.0,-0.01,0.012,0.002,0.02,0.081,0.061,-0.004,-0.311,-0.054
0.714,0.175,0.854,1.0,-0.01,0.012,0.002,0.02,0.081,0.061,-0.004,-0.311,-0.054
0.716,0.179,0.856,1.0,-0.01,0.013,0.003,0.042,0.094,0.039,0.016,-0.088,0.06
0.72,0.184,0.859,1.0,-0.012,0.009,0.002,0.072,0.113,0.044,-0.093,-0.262,-0.041
0.72,0.184,0.859,1.0,-0.012,0.009,0.002,0.072,0.113,0.044,-0.093,-0.262,-0.041
0.723,0.189,0.86,1.0,-0.012,0.012,0.003,0.091,0.126,0.058,0.05,-0.176,0.055
0.73,0.198,0.863,1.0,-0.013,0.01,0.003,0.118,0.151,0.039,-0.128,-0.303,-0.022
0.73,0.198,0.863,1.0,-0.013,0.01,0.003,0.118,0.151,0.039,-0.128,-0.303,-0.022
0.734,0.203,0.864,1.0,-0.013,0.014,0.002,0.138,0.154,0.03,-0.033,0.11,-0.049
0.745,0.215,0.866,1.0,-0.013,0.012,0.002,0.167,0.184,0.037,0.071,0.052,-0.041
0.745,0.215,0.866,1.0,-0.013,0.012,0.002,0.167,0.184,0.037,0.071,0.052,-0.041
0.752,0.222,0.868,1.0,-0.012,0.007,0.003,0.188,0.206,0.048,0.022,-0.376,0.04
0.765,0.235,0.87,1.0,-0.014,0.004,0.002,0.207,0.213,0.022,-0.121,-0.211,-0.05
0.765,0.235,0.87,1.0,-0.014,0.004,0.002,0.207,0.213,0.022,-0.121,-0.211,-0.05
0.773,0.244,0.871,1.0,-0.014,0.001,0.002,0.218,0.233,0.022,-0.043,-0.38,-0.054
0.787,0.26,0.873,1.0,-0.015,0.003,0.001,0.235,0.258,0.03,-0.071,-0.018,-0.109
0.787,0.26,0.873,1.0,-0.015,0.003,0.001,0.235,0.258,0.03,-0.071,-0.018,-0.109
0.795,0.269,0.873,1.0,-0.013,0.0,0.003,0.234,0.257,0.018,0.014,-0.013,-0.039
0.812,0.289,0.875,1.0,-0.012,-0.004,0.004,0.25,0.302,0.029,0.11,-0.043,0.155
0.812,0.289,0.875,1.0,-0.012,-0.004,0.004,0.25,0.302,0.029,0.11,-0.043,0.155
0.823,0.302,0.875,1.0,-0.012,-0.006,0.003,0.26,0.315,0.019,-0.031,-0.158,0.029
0.838,0.321,0.876,1.0,-0.013,-0.012,0.003,0.263,0.326,0.01,0.011,-0.42,-0.058
0.838,0.321,0.876,1.0,-0.013,-0.012,0.003,0.263,0.326,0.01,0.011,-0.42,-0.058
0.851,0.338,0.876,1.0,-0.009,-0.013,0.003,0.262,0.339,0.01,0.227,-0.086,0.018
0.864,0.355,0.876,1.0,-0.014,-0.019,-0.001,0.268,0.331,0.012,-0.078,-0.577,-0.408
0.864,0.355,0.876,1.0,-0.014,-0.019,-0.001,0.268,0.331,0.012,-0.078,-0.577,-0.408
0.872,0.368,0.876,1.0,-0.01,-0.018,0.003,0.25,0.378,0.011,0.054,-0.14,0.031
0.889,0.394,0.876,1.0,-0.01,-0.021,0.003,0.232,0.384,-0.001,-0.038,-0.092,0.108
0.889,0.394,0.876,1.0,-0.01,-0.021,0.003,0.232,0.384,-0.001,-0.038,-0.092,0.108
0.898,0.409,0.877,1.0,-0.008,-0.021,0.003,0.232,0.412,0.03,0.023,-0.022,0.055
0.912,0.434,0.878,1.0,-0.005,-0.024,0.004,0.218,0.415,0.018,0.215,0.039,0.06
0.912,0.434,0.878,1.0,-0.005,-0.024,0.004,0.218,0.415,0.018,0.215,0.039,0.06
0.918,0.448,0.877,1.0,-0.012,-0.021,0.003,0.204,0.409,-0.032,-0.53,0.454,0.039
0.931,0.477,0.879,1.0,-0.003,-0.031,0.003,0.182,0.432,0.022,0.225,-0.147,-0.034
0.937,0.491,0.88,0.999,-0.002,-0.035,0.003,0.168,0.431,0.013,0.126,-0.1,-0.014
