step,timestamp,u0,u1,u2,u3,pose_x,pose_y,pose_z,pose_qw,pose_qx,pose_qy,pose_qz,MPC_setup_time,MPC_solve_time,Visualisation_time,UKF_update_time
0,1761197128.5022745,-0.0006414198852997806,3.108225335049394e-05,0.049999995039388845,-0.003110902616166129,0.024,-0.011,0.037,0.993,0.099,0.062,0.003,0.0044,0.0069,0.0028,0.0
0,1761197128.5291536,-0.1006252540997156,-0.09996910785659463,0.09874997633878012,0.01209533398850086,0.024,-0.011,0.037,0.993,0.097,0.062,0.003,0.0022,0.0022,0.0032,0.0
0,1761197128.559851,-0.19810961528490645,-0.19746983643450697,0.14628122645992034,0.11179264961916369,0.024,-0.011,0.037,0.993,0.098,0.062,0.003,0.0014,0.0017,0.002,0.0
0,1761197128.5940588,-0.29315326498950073,-0.2924937388666012,0.19262273699216642,0.20839819536055165,0.024,-0.011,0.037,0.993,0.099,0.061,0.004,0.0018,0.0017,0.0025,0.0
0,1761197128.6276417,-0.38582440063027335,-0.3851810764585917,0.22252150468242604,0.27225409484927343,0.024,-0.011,0.037,0.993,0.099,0.062,0.003,0.0017,0.0018,0.0026,0.0
0,1761197128.661702,-0.47617871828904673,-0.46468166439968195,0.23498660108222402,0.2261544127320017,0.024,-0.011,0.037,0.993,0.098,0.063,0.004,0.0018,0.002,0.003,0.0
0,1761197128.6947694,-0.5384526416939303,-0.43430007694829287,0.23973326198473544,0.18218295602839996,0.024,-0.011,0.037,0.993,0.098,0.063,0.004,0.0019,0.0019,0.0029,0.0
0,1761197128.7285202,-0.5094853801990047,-0.4332538560467287,0.24339472045943225,0.1401130783687839,0.024,-0.011,0.037,0.993,0.096,0.063,0.003,0.0029,0.0017,0.0022,0.0
0,1761197128.760987,-0.5373700619709088,-0.45727129640445574,0.23992977573977067,0.12699709728537556,0.024,-0.011,0.037,0.993,0.098,0.064,0.004,0.0022,0.0018,0.0021,0.0
0,1761197128.794878,-0.5354050746917369,-0.4336394541234765,0.2394595428222315,0.1279055337483035,0.024,-0.012,0.037,0.993,0.098,0.064,0.004,0.002,0.002,0.0026,0.0
0,1761197128.8294446,-0.5527458666350231,-0.43466415089401517,0.2364406892283257,0.13973172377746995,0.024,-0.012,0.037,0.993,0.099,0.064,0.004,0.0025,0.0022,0.003,0.0
0,1761197128.8616261,-0.5358479166861416,-0.43690419363154187,0.2384261079840677,0.13418939680174546,0.024,-0.012,0.037,0.993,0.099,0.064,0.004,0.0021,0.0021,0.0026,0.0
0,1761197128.8954005,-0.5377320938952331,-0.43691552233729936,0.2388963889195837,0.13299033603391802,0.024,-0.012,0.037,0.993,0.099,0.064,0.004,0.0021,0.0023,0.0029,0.0
0,1761197128.9297318,-0.5406536392849792,-0.437428877621678,0.23841783267513691,0.1351295260551766,0.024,-0.012,0.037,0.993,0.1,0.064,0.004,0.0027,0.0022,0.0031,0.0
0,1761197128.9658046,-0.5404407878828349,-0.4374221810312434,0.2383502309617581,0.13637960543238742,0.024,-0.012,0.037,0.993,0.1,0.064,0.004,0.004,0.0026,0.0044,0.0
0,1761197128.993741,-0.540029003614853,-0.43744181884242617,0.23846550021685414,0.1361600485335401,0.024,-0.012,0.037,0.993,0.1,0.064,0.004,0.0014,0.0016,0.0025,0.0
0,1761197129.0305433,-0.5432659578723479,-0.43372235165989537,0.2379025634867966,0.14063864295674455,0.024,-0.012,0.037,0.993,0.101,0.063,0.004,0.0022,0.0025,0.0043,0.0
0,1761197129.0628278,-0.5428582146523152,-0.4349287358090934,0.23762638889253251,0.14197639361848866,0.024,-0.012,0.037,0.993,0.101,0.063,0.004,0.0019,0.0022,0.0039,0.0
0,1761197129.0975823,-0.5471364371474823,-0.4058077720829352,0.23780265317819643,0.15462989740413158,0.024,-0.012,0.037,0.993,0.102,0.061,0.004,0.002,0.0031,0.0043,0.0
0,1761197129.1291308,-0.5236338085753343,-0.40955020998899966,0.2415721374931588,0.1404067923256278,0.024,-0.012,0.037,0.993,0.1,0.061,0.003,0.0021,0.0023,0.0033,0.0
0,1761197129.1624222,-0.5641182864357567,-0.4352896322996226,0.2361114553998514,0.1589553983950157,0.024,-0.012,0.037,0.993,0.102,0.062,0.004,0.0019,0.0021,0.0036,0.0
0,1761197129.1943047,-0.5404987797117036,-0.42632672154610046,0.23753194193521704,0.15322763215829402,0.024,-0.013,0.037,0.993,0.101,0.061,0.004,0.0015,0.0017,0.0029,0.0
0,1761197129.232642,-0.5648932669076658,-0.42963743395950893,0.2343978788192313,0.17004313688220968,0.024,-0.013,0.037,0.993,0.103,0.061,0.004,0.0024,0.0021,0.0067,0.0
0,1761197129.2627947,-0.5489041955425075,-0.42819786860590064,0.2356034233954678,0.1667627864379525,0.024,-0.013,0.037,0.993,0.104,0.061,0.004,0.0022,0.002,0.0039,0.0
0,1761197129.2941701,-0.5481206164735389,-0.42901449438870387,0.23634968459408556,0.16292323565511235,0.024,-0.013,0.037,0.993,0.103,0.061,0.004,0.0015,0.0018,0.0028,0.0
0,1761197129.3294172,-0.5481836207138054,-0.4284506743425077,0.23657434950078396,0.1612988650169753,0.024,-0.013,0.037,0.993,0.103,0.061,0.004,0.0021,0.0022,0.0036,0.0
0,1761197129.3653948,-0.5512511916633233,-0.4287500593577344,0.23600153750031802,0.16340345137861573,0.024,-0.013,0.037,0.993,0.104,0.061,0.004,0.0032,0.0033,0.0041,0.0
0,1761197129.3968241,-0.5507857517960941,-0.4283889701577417,0.23581312251349482,0.16428058561266526,0.024,-0.013,0.037,0.993,0.104,0.061,0.004,0.0021,0.0023,0.0043,0.0
0,1761197129.4301379,-0.5689795810366629,-0.42990707054509025,0.2325324334880603,0.1801973503389832,0.024,-0.013,0.037,0.993,0.105,0.061,0.004,0.0022,0.0023,0.0041,0.0
0,1761197129.4673216,-0.550992859541501,-0.42866455364961165,0.23453555153779204,0.17400754533990445,0.024,-0.013,0.037,0.993,0.105,0.061,0.004,0.0028,0.0027,0.007,0.0
0,1761197129.4968102,-0.5534240378797795,-0.42912105909701315,0.23489533444081356,0.17210917490454156,0.024,-0.013,0.037,0.993,0.105,0.061,0.004,0.0023,0.0023,0.004,0.0
0,1761197129.5307589,-0.5711573591180029,-0.43106160860532844,0.2317516225137162,0.1859033183617252,0.024,-0.013,0.037,0.993,0.106,0.061,0.004,0.0021,0.0023,0.0049,0.0
0,1761197129.564021,-0.5502731660591476,-0.4285639295590246,0.2342320324353832,0.17618930544917566,0.024,-0.013,0.037,0.993,0.105,0.061,0.004,0.003,0.0025,0.0035,0.0
0,1761197129.5958943,-0.5530325320626189,-0.4291599983833355,0.23498756413645144,0.17233940817982912,0.024,-0.013,0.037,0.993,0.105,0.061,0.004,0.0021,0.0018,0.0038,0.0
0,1761197129.627975,-0.5561591976918339,-0.4294832022260372,0.23436313234704062,0.1736121283077699,0.024,-0.013,0.037,0.992,0.106,0.061,0.004,0.0017,0.0018,0.003,0.0
0,1761197129.66556,-0.5559140834281603,-0.4297451919835838,0.23417337901622198,0.17397895154066206,0.024,-0.013,0.037,0.992,0.106,0.061,0.004,0.0016,0.0019,0.0073,0.0
0,1761197129.6955173,-0.5587436036954259,-0.43406247459897507,0.23341932432312817,0.1757018192747213,0.024,-0.013,0.037,0.992,0.107,0.062,0.004,0.0017,0.0018,0.0039,0.0
0,1761197129.7310183,-0.5586693877739275,-0.4287404220865994,0.23319631224217763,0.17909549987499182,0.024,-0.013,0.037,0.992,0.107,0.061,0.004,0.0027,0.0025,0.0044,0.0
0,1761197129.76229,-0.5987274226053803,-0.42995584029559375,0.22564815564450108,0.2244125526979427,0.024,-0.013,0.037,0.992,0.11,0.061,0.005,0.0023,0.0019,0.0033,0.0
0,1761197129.7995021,-0.5361144779369651,-0.43211311597497604,0.23409915177605473,0.18417961482267137,0.024,-0.013,0.037,0.992,0.107,0.062,0.004,0.0033,0.0032,0.0048,0.0
0,1761197129.829921,-0.5425294460371093,-0.42832149476653064,0.23662220039398196,0.16759010133188934,0.024,-0.013,0.037,0.992,0.106,0.061,0.004,0.0018,0.002,0.0046,0.0
0,1761197129.8639402,-0.5637963518670586,-0.4300687732479938,0.23317058998536597,0.1781863721373492,0.024,-0.013,0.037,0.992,0.108,0.061,0.004,0.0023,0.0025,0.0043,0.0
0,1761197129.897665,-0.5637074173445987,-0.43084446151581335,0.231792939516683,0.1839870824090857,0.024,-0.013,0.037,0.992,0.109,0.061,0.004,0.0024,0.0026,0.0045,0.0
0,1761197129.9304867,-0.5602614200543772,-0.4345623307567657,0.2319725110614509,0.18219693829090233,0.024,-0.013,0.037,0.992,0.108,0.062,0.004,0.0024,0.0021,0.0042,0.0
0,1761197129.960954,-0.5444084179981526,-0.4227115978831235,0.23421720449940736,0.16798757586050928,0.024,-0.013,0.037,0.992,0.108,0.061,0.004,0.0016,0.0016,0.0029,0.0
0,1761197129.997232,-0.5604042054757062,-0.43419636096599323,0.23306358021615678,0.17108638375416896,0.024,-0.013,0.037,0.992,0.107,0.062,0.004,0.0023,0.0022,0.0046,0.0
0,1761197130.028648,-0.5642928907697757,-0.4289194982283206,0.23177026917142513,0.18218678743434746,0.024,-0.013,0.037,0.992,0.109,0.061,0.004,0.0017,0.0017,0.0038,0.0
0,1761197130.0649164,-0.5664155407583175,-0.42978188073148443,0.23086850250210678,0.1900470218560698,0.024,-0.013,0.037,0.992,0.11,0.061,0.005,0.0017,0.0019,0.0065,0.0
0,1761197130.097333,-0.5662051484813385,-0.4309800888880304,0.2306260443332332,0.1938841326620116,0.024,-0.014,0.037,0.992,0.11,0.061,0.005,0.0016,0.0019,0.0055,0.0
0,1761197130.1304271,-0.5509679960451228,-0.42902224657674903,0.233082743903771,0.1839939274014364,0.024,-0.014,0.037,0.992,0.11,0.061,0.005,0.0019,0.0019,0.0051,0.0
0,1761197130.162539,-0.5713479526010576,-0.40257119344717274,0.23069206633500539,0.19555434434771507,0.024,-0.014,0.037,0.992,0.111,0.06,0.005,0.0019,0.0018,0.004,0.0
0,1761197130.196986,-0.5505255286111229,-0.4291336123766736,0.23311191553133076,0.18243622912774393,0.024,-0.014,0.037,0.992,0.11,0.06,0.005,0.0021,0.002,0.0047,0.0
0,1761197130.2289455,-0.5709348716600893,-0.4226602080603906,0.23014506466086448,0.19004323445628402,0.024,-0.014,0.037,0.992,0.111,0.06,0.005,0.0019,0.0018,0.0035,0.0
0,1761197130.2616796,-0.5527098930096954,-0.4211287761608619,0.23208364749567414,0.1785431730530071,0.024,-0.014,0.037,0.992,0.111,0.06,0.005,0.0017,0.0016,0.0036,0.0
