step,timestamp,u0,u1,u2,u3,pose_x,pose_y,pose_z,pose_qw,pose_qx,pose_qy,pose_qz
0,1760709065.386248,0.00088424,0.00176848,-0.4547980749136967,-0.0,-0.014,0.007,0.1,1.0,-0.0,0.0,-0.0
1,1760709065.3946385,0.00088424,0.00176848,-0.4573272242644678,-0.0,-0.014,0.007,0.1,1.0,0.0,0.0,-0.0
2,1760709065.4027898,0.00088424,0.00176848,-0.4762748214696747,-0.0,-0.014,0.007,0.1,1.0,0.0,0.0,-0.0
3,1760709065.411601,0.00088424,0.00176848,-0.4889888813061475,-0.0,-0.014,0.007,0.101,1.0,0.0,0.0,-0.0
4,1760709065.4199724,0.00088424,0.00176848,-0.513190381824774,-0.0,-0.014,0.007,0.101,1.0,0.0,0.0,-0.0
5,1760709065.4278245,0.00088424,0.00176848,-0.527874655403779,-0.0,-0.014,0.007,0.102,1.0,0.0,0.0,-0.0
6,1760709065.4359958,0.00088424,0.00176848,-0.5297580124722756,-0.0,-0.014,0.007,0.104,1.0,0.0,0.0,-0.0
7,1760709065.4443672,0.00088424,0.00176848,-0.5244063068529172,-0.0,-0.014,0.007,0.104,1.0,0.0,0.0,-0.0
8,1760709065.4528685,0.00088424,0.00176848,-0.5354839947198979,-0.0,-0.014,0.007,0.106,1.0,0.0,0.0,-0.0
9,1760709065.4614317,0.00088424,0.00176848,-0.5238987517318057,-0.0,-0.014,0.007,0.107,1.0,0.0,0.0,-0.0
10,1760709065.4697971,0.00088424,0.00176848,-0.5333291219973911,-0.0,-0.014,0.007,0.108,1.0,0.0,0.0,-0.0
11,1760709065.4779081,0.00088424,0.00176848,-0.5381623268637348,-0.0,-0.014,0.007,0.109,1.0,0.0,0.0,-0.0
12,1760709065.4861517,0.00088424,0.00176848,-0.491769974424238,-0.0,-0.014,0.007,0.11,1.0,0.0,0.0,-0.0
13,1760709065.495271,0.00088424,0.00176848,-0.5245200134590742,-0.0,-0.014,0.007,0.112,1.0,0.0,0.0,-0.0
14,1760709065.5028467,0.00088424,0.00176848,-0.5608766382059347,-0.0,-0.014,0.007,0.113,1.0,0.0,0.0,-0.0
15,1760709065.511467,0.00088424,0.00176848,-0.5456848095058179,-0.0,-0.014,0.007,0.115,1.0,0.0,0.0,-0.0
16,1760709065.5206404,0.00088424,0.00176848,-0.5249052357192413,-0.0,-0.014,0.007,0.116,1.0,0.0,0.0,-0.0
17,1760709065.52824,0.00088424,0.00176848,-0.5274453307019151,-0.0,-0.014,0.007,0.118,1.0,0.0,0.0,-0.0
18,1760709065.5362928,0.00088424,0.00176848,-0.6176544644113257,-0.0,-0.014,0.007,0.119,1.0,0.0,0.0,-0.0
19,1760709065.5447161,0.00088424,0.00176848,-0.5466399130061266,-0.0,-0.014,0.007,0.121,1.0,0.0,0.0,-0.0
20,1760709065.5531442,0.00088424,0.00176848,-0.5199496979919531,-0.0,-0.014,0.007,0.122,1.0,0.0,0.0,-0.0
21,1760709065.5612345,0.00088424,0.00176848,-0.5352907094851356,-0.0,-0.014,0.007,0.123,1.0,0.0,0.0,-0.0
22,1760709065.5695345,0.00088424,0.0015176950000000001,-0.575921603490101,-0.0,-0.014,0.007,0.125,1.0,0.0,0.0,-0.0
23,1760709065.578037,0.00088424,0.00176848,-0.5367533681065562,-0.0,-0.014,0.007,0.126,1.0,0.0,0.0,-0.0
24,1760709065.5861814,0.00088424,0.0015176950000000001,-0.5471743180593595,-0.0,-0.014,0.007,0.128,1.0,0.0,0.0,-0.0
25,1760709065.5949333,0.00088424,0.0015176950000000001,-0.6098004593733175,-0.0,-0.014,0.007,0.129,1.0,0.0,0.0,-0.0
26,1760709065.6028461,0.00088424,0.0015176950000000001,-0.5384520661950782,-0.0,-0.014,0.007,0.13,1.0,0.0,0.0,-0.0
27,1760709065.6115966,0.00088424,0.0015176950000000001,-0.5495297540620588,-0.0,-0.014,0.007,0.132,1.0,0.0,0.0,-0.0
28,1760709065.620215,0.00088424,0.0015176950000000001,-0.5425416764732085,-0.0,-0.014,0.007,0.133,1.0,0.0,0.0,-0.0
