step,timestamp,u0,u1,u2,u3,pose_x,pose_y,pose_z,pose_qw,pose_qx,pose_qy,pose_qz,MPC_setup_time,MPC_solve_time,Visualisation_time,UKF_update_time
0,1761194811.646376,-8.584015113160983e-06,-1.3107462748662995e-05,0.050000000000192585,-0.0210591446964885,0.004,0.005,0.012,0.998,-0.011,0.044,-0.043,0.005,0.0019,0.0016,0.0
0,1761194811.6786048,0.09121636735235258,-0.09996319462775687,0.09874993565450249,-0.05760157749281536,0.004,0.005,0.012,0.998,-0.012,0.044,-0.043,0.002,0.0023,0.0032,0.0
0,1761194811.7117324,0.1712133541362493,-0.1974634465860331,0.14628118414575914,-0.07083614359143467,0.004,0.005,0.012,0.998,-0.015,0.048,-0.043,0.002,0.0025,0.0027,0.0
0,1761194811.74388,0.16227438554453566,-0.2925261944170471,0.1926241542099142,-0.09242850640686096,0.004,0.005,0.012,0.998,-0.015,0.049,-0.044,0.0018,0.0018,0.0024,0.0
0,1761194811.77591,0.10050739563825763,-0.2999584967054611,0.23780853476549774,-0.09772290438846945,0.004,0.005,0.012,0.998,-0.014,0.05,-0.043,0.0015,0.0013,0.0021,0.0
0,1761194811.8107107,0.1345693261034405,-0.2646805201323268,0.28186188077851587,-0.1027541898594745,0.004,0.005,0.012,0.998,-0.015,0.049,-0.043,0.0018,0.0018,0.0027,0.0
0,1761194811.8450434,0.18251906191130707,-0.319726193304833,0.32037869699925337,-0.09884092457133994,0.004,0.005,0.012,0.998,-0.017,0.05,-0.043,0.0024,0.0019,0.0028,0.0
0,1761194811.8856354,0.09258281826663917,-0.3112730541174385,0.32854761380592407,-0.09982012283825215,0.004,0.005,0.013,0.998,-0.015,0.05,-0.043,0.0053,0.0042,0.005,0.0
0,1761194811.9113636,0.18935273573379935,-0.29398868968955766,0.3308724800715399,-0.10035963224477505,0.004,0.005,0.013,0.998,-0.018,0.05,-0.042,0.0018,0.0019,0.0033,0.0
0,1761194811.9412334,0.08461937283039303,-0.2734394125553544,0.3332261359547087,-0.09353225877633754,0.004,0.005,0.012,0.998,-0.01,0.048,-0.042,0.0009,0.001,0.0016,0.0
0,1761194811.9813924,0.167762191898974,-0.31726305721798126,0.33191162799413754,-0.10870968885411444,0.004,0.005,0.012,0.998,-0.012,0.049,-0.044,0.0043,0.0024,0.0028,0.0
