step,timestamp,u0,u1,u2,u3,u0_rate,u1_rate,u2_rate,u3_rate,orb_pose_x,orb_pose_y,orb_pose_z,orb_pose_qw,orb_pose_qx,orb_pose_qy,orb_pose_qz,orb_pose_vx,orb_pose_vy,orb_pose_vz,orb_pose_avx,orb_pose_avy,orb_pose_avz,mot_pose_x,mot_pose_y,mot_pose_z,mot_pose_qw,mot_pose_qx,mot_pose_qy,mot_pose_qz,mot_pose_vx,mot_pose_vy,mot_pose_vz,mot_pose_avx,mot_pose_avy,mot_pose_avz,est_pose_x,est_pose_y,est_pose_z,est_pose_qw,est_pose_qx,est_pose_qy,est_pose_qz,est_pose_vx,est_pose_vy,est_pose_vz,est_pose_avx,est_pose_avy,est_pose_avz,ukf_pose_x,ukf_pose_y,ukf_pose_z,ukf_pose_qw,ukf_pose_qx,ukf_pose_qy,ukf_pose_qz,ukf_pose_vx,ukf_pose_vy,ukf_pose_vz,ukf_pose_avx,ukf_pose_avy,ukf_pose_avz,traj_x_ref,traj_y_ref,traj_z_ref,traj_qw_ref,traj_qx_ref,traj_qy_ref,traj_qz_ref,est_param_thrust_ratio,est_param_drag_coeff_z,est_param_tau_rate,fixed_centre_rate_deg,fixed_max_rate_deg,fixed_rate_expo,fixed_angle_max_deg,est_param_tau_angle,est_param_fc_roll_offset_deg,est_param_fc_pitch_offset_deg,MPC_setup_time,MPC_solve_time,Visualisation_time,UKF_update_time
0,1763692657.587256,-4.750239074699789e-11,-4.750239074699789e-11,0.09999999993429924,6.555260589675256e-06,-2.3751195373498945e-10,-2.3751195373498945e-10,0.49999999967149616,3.277630294837628e-05,-0.169,-0.095,0.025,0.999,0.002,0.002,0.046,-0.009,-0.01,0.011,0.0,0.0,0.001,-0.07,-0.071,-0.004,0.999,0.004,-0.003,0.041,-0.001,-0.001,0.001,-0.0,0.0,-0.0,-0.169,-0.095,0.025,1.0,0.0,0.0,0.0,-0.009,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,26.0,0.1,0.08,100.0,100.0,0.5,55.0,0.08,0.0,0.0,0.0062,0.0038,0.0064,0.0006
0,1763692657.641173,-0.003029562766756774,0.0043635463369088735,0.19499997892023108,3.508916023608368e-05,-0.015147813608147513,0.021817731910180722,0.49999989491323404,0.00014430831337946095,-0.169,-0.096,0.024,0.999,0.002,0.002,0.046,0.017,-0.011,-0.013,0.0,0.0,0.003,-0.07,-0.071,-0.004,0.999,0.004,-0.001,0.041,0.003,0.003,0.003,0.0,0.1,-0.0,-0.16786666666674138,-0.0959999999999253,0.008654228720071135,0.9999999977314317,0.0,0.0,6.735827178974995e-05,0.016999999996508194,3.4911320214207473e-12,-0.45024320078264646,0.0,0.0,0.0013049216080759586,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,26.0,0.1,0.08,100.0,100.0,0.5,55.0,0.08,0.0,0.0,0.0014,0.0011,0.0017,0.0002
0,1763692657.713445,-0.004448920140915376,0.007413869044757231,0.2852499737927918,2.4898083002150032e-05,-0.007854177562482204,0.016342500123469005,0.4999999690928616,-4.218309611064731e-05,-0.169,-0.096,0.024,0.999,0.002,0.002,0.046,0.001,0.003,0.009,0.0,0.0,0.0,-0.07,-0.071,-0.004,0.999,0.005,-0.003,0.041,-0.001,-0.001,-0.004,0.0,-0.1,0.0,-0.16885421583375984,-0.0959913555403434,-0.03113122787763007,0.9999999999994472,0.0,0.0,-1.0515149474979204e-06,0.0015701958787115412,0.0003958803829609925,-0.7333766746842724,0.0,0.0,-4.326245800094253e-05,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,26.0,0.1,0.08,100.0,100.0,0.5,55.0,0.08,0.0,0.0,0.0045,0.002,0.0028,0.0003
0,1763692657.774435,-0.005509502629454982,0.008677882114491952,0.3708868314127142,-2.236972093467709e-05,-0.006415142477926876,0.008173532609862914,0.4994967815478098,-0.00023011449893359806,-0.169,-0.096,0.023,0.999,0.002,0.002,0.046,0.013,0.025,-0.034,0.0,0.0,-0.003,-0.07,-0.071,-0.004,0.999,0.005,-0.002,0.041,0.002,-0.0,-0.005,0.1,0.1,0.0,-0.16715029080362642,-0.09592206703563472,-0.0105470118368475,0.9999999950857863,0.0,0.0,-9.913842521016126e-05,0.015848022008510394,0.0018474973676855483,-0.41444237669978523,0.0,0.0,-0.0006146095108051022,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,26.0,0.1,0.08,100.0,100.0,0.5,55.0,0.08,0.0,0.0,0.0012,0.0012,0.0018,0.0002
0,1763692657.845705,-0.006167034039021182,0.009439548732053073,0.3888189519779782,-5.53157424674313e-05,-0.004665032705194744,0.0059778036164285986,0.18238231067949867,-0.0001703225378974403,-0.169,-0.096,0.023,0.999,0.002,0.002,0.046,0.013,0.025,-0.034,0.0,0.0,-0.003,-0.07,-0.071,-0.004,0.999,0.005,-0.003,0.041,-0.001,-0.0,-0.002,0.0,-0.1,-0.0,-0.16703554754941535,-0.0958611088858676,0.009951372513026809,0.999999995239233,0.0,0.0,-9.757834799229392e-05,0.018133197607729502,0.003125090390697717,-0.11166094946902913,0.0,0.0,-0.0005536363029178269,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,26.0,0.1,0.08,100.0,100.0,0.5,55.0,0.08,0.0,0.0,0.0023,0.0025,0.0036,0.0004
0,1763692657.9159825,-0.006416570538724672,0.009863337750665148,0.3798592215702223,-5.834826157514854e-05,-0.0027894410082727507,0.004478832276073641,0.05240608595571471,-2.8991531155444017e-05,-0.169,-0.094,0.024,0.999,0.002,0.002,0.046,0.013,0.016,0.003,0.0,0.0,-0.001,-0.07,-0.071,-0.004,0.999,0.004,-0.003,0.041,-0.001,0.0,-0.0,-0.0,0.0,-0.0,-0.16696735189989204,-0.0938080926187263,0.026342826393580328,0.9999999995445994,0.0,0.0,-3.0179484721850474e-05,0.01917630809383685,0.003980088385137645,0.047962092440137744,0.0,0.0,-0.00011727370581320346,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,26.0,0.1,0.08,100.0,100.0,0.5,55.0,0.08,0.0,0.0,0.0025,0.0022,0.0071,0.0006
0,1763692657.9769006,-0.006529632592617221,0.011525309638361524,0.3789438381457879,-9.579658643046928e-05,-0.002169452904143914,0.010775693876148172,0.0903878882703837,-0.0002018286896703908,-0.17,-0.095,0.025,0.999,0.002,0.002,0.046,-0.006,0.027,0.029,0.0,0.0,-0.005,-0.07,-0.071,-0.004,0.999,0.005,-0.001,0.042,0.002,0.0,-0.005,0.1,0.1,0.0,-0.17048091779369096,-0.09479117595124753,0.02813053694812467,0.9999999874673149,0.0,0.0,-0.00015832046649517895,0.00044474670743375165,0.0042127316255043965,0.0376009256022342,0.0,0.0,-0.0008722177449593637,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,26.0,0.1,0.08,100.0,100.0,0.5,55.0,0.08,0.0,0.0,0.0023,0.0019,0.0025,0.0002
0,1763692658.0547535,-0.006562305578198574,0.012183820143756081,0.3804700623948728,-0.00012389934601314767,-0.0017957730760610672,0.006173879936563176,0.10236708078187158,-0.0001644629445210094,-0.17,-0.095,0.025,0.999,0.002,0.002,0.046,-0.006,0.027,0.029,0.0,0.0,-0.005,-0.07,-0.071,-0.004,0.999,0.007,-0.001,0.042,0.006,0.0,-0.011,0.2,0.1,0.1,-0.17046859391136043,-0.09478957910598355,0.025916864396996465,0.9999999875768162,0.0,0.0,-0.00015762730570907204,0.0009161057299990334,0.004272095683001402,0.015386247931085674,0.0,0.0,-0.0008299544803230764,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,26.0,0.1,0.08,100.0,100.0,0.5,55.0,0.08,0.0,0.0,0.0061,0.0045,0.0065,0.0006
0,1763692658.1114817,-0.006487412432712128,0.011624584234732081,0.3806865375458312,-4.897953754649144e-05,-0.001266110667117416,0.0002497754908190042,0.09619989135351026,0.00034362420582999427,-0.168,-0.093,0.022,0.999,0.002,0.002,0.046,0.003,0.003,-0.046,0.0,0.0,0.005,-0.07,-0.071,-0.004,0.999,0.007,-0.001,0.042,-0.001,-0.001,0.002,-0.0,-0.0,-0.0,-0.16721404028259246,-0.09278601139539776,0.02305623412025569,0.9999999858809969,0.0,0.0,0.00016804167931893814,0.010893240917417769,0.0043406042740438315,0.019311294608697602,0.0,0.0,0.0011295092955672947,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,26.0,0.1,0.08,100.0,100.0,0.5,55.0,0.08,0.0,0.0,0.0026,0.0021,0.0029,0.0003
0,1763692658.1790595,-0.006414058273103139,0.02074943614974012,0.3804507435940253,-0.00016718627712966464,-0.0012550823101330853,0.0485304056337232,0.09399266462742795,-0.0006032785823024888,-0.171,-0.092,0.023,0.999,0.002,0.002,0.045,-0.116,0.04,0.047,0.0,0.0,-0.015,-0.07,-0.071,-0.004,0.999,0.006,-0.001,0.042,0.001,-0.001,-0.005,0.1,0.0,0.0,-0.18606774605269852,-0.0917854580474444,0.02438516672723267,0.9999998851062529,0.0,0.0,-0.00047936153473785933,-0.10800167105175355,0.004331458801597263,0.022634625456650986,0.0,0.0,-0.002780489897954065,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,26.0,0.1,0.08,100.0,100.0,0.5,55.0,0.08,0.0,0.0,0.0022,0.0027,0.0034,0.0006
