step,timestamp,u0,u1,u2,u3,u0_rate,u1_rate,u2_rate,u3_rate,pose_x,pose_y,pose_z,pose_qw,pose_qx,pose_qy,pose_qz,pose_vx,pose_vy,pose_vz,pose_avx,pose_avy,pose_avz,est_pose_x,est_pose_y,est_pose_z,est_pose_qw,est_pose_qx,est_pose_qy,est_pose_qz,est_pose_vx,est_pose_vy,est_pose_vz,est_pose_avx,est_pose_avy,est_pose_avz,traj_x_ref,traj_y_ref,traj_z_ref,traj_qw_ref,traj_qx_ref,traj_qy_ref,traj_qz_ref,est_param_thrust_ratio,est_param_drag_coeff_z,est_param_tau_rate,est_param_centre_rate_deg,est_param_max_rate_deg,est_param_rate_expo,MPC_setup_time,MPC_solve_time,Visualisation_time,UKF_update_time,mot_cap_x,mot_cap_y,mot_cap_z,mot_cap_qw,mot_cap_qx,mot_cap_qy,mot_cap_qz,mot_cap_vx,mot_cap_vy,mot_cap_vz,mot_cap_avx,mot_cap_avy,mot_cap_avz
0,1762149216.840405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.023,0.007,0.002,1.0,-0.0,0.001,0.018,0.009,0.002,0.0,-0.013,-0.001,-0.002,-0.022699939235370212,0.007066672603323107,-0.003413427149556918,1.0001413389125626,-0.000247520872020092,0.000993764911610755,0.006892210117287875,0.009003806856876186,0.0020005291559148522,-0.32454199448856225,-0.015275257367840633,0.00078033162070617,-1.2717216978686632,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,0.1,0.12,50.0,300.0,0.0,0.0023,0.0016,0.002,0.0,0.006,-0.015,-0.004,1.0,-0.002,-0.0,0.029,-0.001,-0.002,0.001,-0.1,-0.0,-0.0
0,1762149216.872897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.023,0.007,0.002,1.0,0.0,0.001,0.018,-0.031,0.005,0.002,0.015,0.007,0.001,-0.023,0.007,0.002,1.0,0.0,0.001,0.018,-0.031,0.005,0.002,0.015,0.007,0.001,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,0.1,0.12,50.0,300.0,0.0,0.0011,0.0013,0.0027,0.0,0.006,-0.015,-0.004,1.0,-0.003,-0.001,0.029,-0.001,-0.0,0.001,-0.0,0.0,-0.0
0,1762149216.906324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.023,0.007,0.002,1.0,0.0,0.001,0.018,0.002,-0.001,-0.0,0.006,0.0,-0.002,-0.022933333333333333,0.006966666666666667,-0.0034439494907407405,1.000000519616641,8.727871048685907e-05,0.0010015715364054044,0.01797081001167889,0.002,-0.001,-0.3264556050509259,0.0045448697797591826,0.0,-0.0015149565932530613,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,0.1,0.12,50.0,300.0,0.0,0.0021,0.001,0.0017,0.0,0.006,-0.015,-0.004,1.0,-0.002,-0.0,0.029,0.002,-0.0,0.004,-0.0,-0.0,-0.0
0,1762149216.938741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.023,0.007,0.002,1.0,-0.0,0.001,0.018,-0.02,0.006,0.002,-0.004,0.003,-0.006,-0.024333333333333325,0.007399999999999998,-0.01961874632056458,1.000002665291449,-0.00010382880641225519,0.0010748794739491858,0.017846660349706178,-0.02,0.006,-0.6498381253679435,-0.002295093479440921,0.0017213201095806906,-0.003442640219161381,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,0.1,0.12,50.0,300.0,0.0,0.001,0.0011,0.0023,0.0,0.006,-0.015,-0.004,1.0,-0.002,-0.001,0.029,-0.0,-0.001,-0.003,-0.0,-0.0,0.0
0,1762149216.9758272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.023,0.007,0.002,1.0,-0.0,0.001,0.018,-0.014,0.004,0.001,0.0,0.001,-0.0,-0.02439999999999999,0.007399999999999998,-0.04678740628137229,0.9999999655020936,-6.106094550434736e-07,0.0010339227469272564,0.017999999989647138,-0.014,0.004,-0.9751212593718627,0.0,0.00043462087485139145,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,0.1,0.12,50.0,300.0,0.0,0.0028,0.0023,0.0029,0.0,0.006,-0.015,-0.004,1.0,-0.002,-0.0,0.029,-0.0,0.001,0.007,0.1,0.1,-0.0
0,1762149217.0059073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.023,0.007,0.002,1.0,-0.0,0.001,0.018,0.005,-0.001,0.005,-0.01,0.0,0.0,-0.022333333333333323,0.006866666666666668,-0.08415149096267482,0.9999999190326622,-0.00040247046116492367,0.0009927554507316932,0.018000401013049082,0.005,-0.001,-1.2943848509037326,-0.0032921587996076443,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,0.1,0.12,50.0,300.0,0.0,0.0016,0.001,0.0023,0.0,0.006,-0.015,-0.004,1.0,-0.002,-0.001,0.029,-0.001,0.0,-0.001,0.0,-0.0,0.0
0,1762149217.0416229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.023,0.007,0.002,1.0,-0.0,0.001,0.018,-0.014,0.001,-0.003,0.001,0.003,-0.001,-0.02533333333333332,0.007166666666666666,-0.13399205540869713,1.0000006644101636,4.2560500620431874e-05,0.0011359233654312797,0.017954917194879003,-0.014,0.001,-1.6244007944591303,0.0002493738839750842,0.0007481216519252526,-0.0002493738839750842,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,0.1,0.12,50.0,300.0,0.0,0.0013,0.0031,0.0028,0.0,0.006,-0.015,-0.004,1.0,-0.002,-0.001,0.029,-0.001,-0.0,0.002,0.0,0.0,0.0
0,1762149217.0736344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.023,0.007,0.002,1.0,-0.0,0.001,0.018,-0.009,0.002,0.001,-0.003,0.005,-0.007,-0.02480000000000001,0.007399999999999998,-0.19270050067985975,1.0000057903524613,-0.0001507194695160484,0.0012407033231811868,0.017659480269221803,-0.009,0.002,-1.941529949932014,-0.0005666859145697665,0.0009444765242829444,-0.0013222671339961222,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,0.1,0.12,50.0,300.0,0.0,0.0017,0.0014,0.0029,0.0,0.006,-0.015,-0.004,1.0,-0.002,-0.001,0.029,0.001,-0.0,-0.001,-0.1,-0.1,-0.0
0,1762149217.105301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.023,0.007,0.002,1.0,-0.0,0.001,0.018,0.017,-0.005,-0.001,-0.005,-0.007,-0.004,-0.019033333333333333,0.0058333333333333405,-0.2632156364630255,1.0000039428474807,-0.00025080213749706777,0.0006354678690010118,0.017794595124608417,0.017,-0.005,-2.2634784363536973,-0.0007154204688175908,-0.001001588656344627,-0.0005723363750540725,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,0.1,0.12,50.0,300.0,0.0,0.0016,0.001,0.0015,0.0,0.006,-0.015,-0.004,1.0,-0.003,-0.001,0.029,0.0,-0.002,-0.0,-0.1,-0.0,0.0
0,1762149217.14294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.023,0.007,0.002,1.0,0.0,0.001,0.018,-0.008,0.003,0.001,0.008,0.002,0.001,-0.02513333333333332,0.007799999999999995,-0.343456972955057,0.9999988313414275,0.0004261037045862305,0.0011146974960880645,0.018053067259473157,-0.008,0.003,-2.5804543027044944,0.0008670647649467239,0.00021676619123668097,0.00010838309561834048,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,0.1,0.12,50.0,300.0,0.0,0.0029,0.0031,0.0026,0.0,0.006,-0.015,-0.004,1.0,-0.002,-0.001,0.029,0.001,0.002,-0.001,0.0,-0.0,0.0
