35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.0,0.5,0.07,100.0,300.0,0.5
35.00310555868236,0.49998950553561666,0.07000000000000482,100.00000000000185,299.9999999999835,0.5
35.00670982509637,0.5000071995202552,0.07000000000000432,100.00000000000298,300.000000000008,0.5
35.01006280264784,0.5000262101087852,0.0700000000000098,100.00000000000286,299.9999999999886,0.5
35.011978668568396,0.5000348863955797,0.07000000000001398,99.99999999999976,299.99999999997385,0.5
35.01134253010244,0.5000332502721304,0.07000000000001079,100.0000000000025,299.99999999999704,0.5
35.00722389752785,0.5000322092345028,0.07000000000001326,100.0000000000068,299.9999999999844,0.5
34.999318335890194,0.5000496197346135,0.07000000000001284,100.00000000000247,299.9999999999686,0.5
34.986962907996386,0.5001075834834003,0.0700000000000174,100.0000000000071,299.9999999999889,0.5
36.11832177210883,0.49190275497314734,0.07000000000000274,100.00000000000388,299.99999999999045,0.5
37.1427994514163,0.4394303083433229,0.06953097293481295,100.00000000000449,300.0000000000178,0.5
37.452260757009405,0.4024000101832633,0.07420272980071523,100.00000000000774,300.00000000000614,0.5
37.72583334567164,0.3531623925689036,0.0888086266732977,100.00000000000706,300.0000000000127,0.5
37.96149070626557,0.29684730804753146,0.10811039229603718,100.0000000000024,300.0000000000274,0.5
38.020299679235606,0.2786660772606282,0.16654876542497155,100.00020012268016,300.00001192898816,0.5
38.01528847954368,0.279981649854239,0.24259281509820857,100.00023137489006,300.00001527143763,0.5
37.96452428592813,0.30177707743099036,0.2550350353235304,100.00014524583096,300.00001603878627,0.5
37.93556753312257,0.3166103737833611,0.26694715155974574,100.00003915507558,300.0000123985029,0.5
37.96900927288631,0.29746555371664435,0.26964912787710843,99.99998635858825,300.0000106048023,0.5
37.993324608948086,0.28307033854308716,0.2673135160358014,99.99994653926287,300.00000949372213,0.5
38.01949060270668,0.26854387478158603,0.264476357094267,99.99995861543965,300.0000092052797,0.5
38.065240753890556,0.24559872138813088,0.2638278050403744,99.99996807328233,300.00000932602586,0.5
38.12420751010304,0.2198037908370729,0.2629886849014588,99.99998373254581,300.00000965081125,0.5
38.126793487457206,0.2189753907355189,0.26566347575285704,99.99994264271577,300.0000088382523,0.5
38.22636132912716,0.1868750470112879,0.27145005374865744,99.99971557360112,300.0000048984358,0.5
38.33271453538284,0.1579291539465112,0.27388080549605087,99.9995190907877,300.0000017665877,0.5
38.305614962814765,0.16446623526119644,0.27376337555636737,99.99956514815361,300.0000027553398,0.5
38.27301891311081,0.17057512002932404,0.2737657300277678,99.99958151852913,300.00000344467037,0.5
38.25411569932388,0.17326656457352976,0.2741603591639975,99.99957028546477,300.0000038265476,0.5
38.236225732071716,0.17512226015238835,0.27403241656276234,99.99960623248226,300.00000368539287,0.5
38.244572280956575,0.1749574920785297,0.27388478554197493,99.9996419979791,300.00000359277783,0.5
38.30597384792565,0.17518950828925303,0.27381216803473823,99.99966426084794,300.00000403542924,0.5
38.39275621641185,0.17880796853897124,0.2732133585958926,99.99967678377423,300.0000046544039,0.5
38.48838493393155,0.18591514102572615,0.2728917136969639,99.99970901611728,300.000004969827,0.5
38.5992896755655,0.19655399943747495,0.27333662571460504,99.99971577400741,300.000004947874,0.5
38.72296594909784,0.21026182113730515,0.2747503271186484,99.99964955019354,300.000004874387,0.5
38.796240198729755,0.21892183316909186,0.2753586330566402,99.99963054082536,300.0000049923086,0.5
38.86257029404291,0.22715220734250602,0.27581465535864724,99.99961282693852,300.0000050690642,0.5
38.92578805860767,0.23527094497874004,0.2754303682625454,99.99958682681843,300.000005028409,0.5
38.999453211837995,0.2451138366881225,0.2756596058472852,99.9994971146974,300.000003966209,0.5
39.074153447290826,0.2554056497925883,0.27550753581754744,99.99942536591234,300.00000313957224,0.5
39.14256675481271,0.26508078166667975,0.2750177020794037,99.99941224847181,300.0000027744753,0.5
39.217179894543385,0.27598141563457823,0.2753423693430794,99.99942613372801,300.0000031435822,0.5
