step,timestamp,u0,u1,u2,u3,u0_rate,u1_rate,u2_rate,u3_rate,orb_pose_x,orb_pose_y,orb_pose_z,orb_pose_qw,orb_pose_qx,orb_pose_qy,orb_pose_qz,orb_pose_vx,orb_pose_vy,orb_pose_vz,orb_pose_avx,orb_pose_avy,orb_pose_avz,mot_pose_x,mot_pose_y,mot_pose_z,mot_pose_qw,mot_pose_qx,mot_pose_qy,mot_pose_qz,mot_pose_vx,mot_pose_vy,mot_pose_vz,mot_pose_avx,mot_pose_avy,mot_pose_avz,est_pose_x,est_pose_y,est_pose_z,est_pose_qw,est_pose_qx,est_pose_qy,est_pose_qz,est_pose_vx,est_pose_vy,est_pose_vz,est_pose_avx,est_pose_avy,est_pose_avz,ukf_pose_x,ukf_pose_y,ukf_pose_z,ukf_pose_qw,ukf_pose_qx,ukf_pose_qy,ukf_pose_qz,ukf_pose_vx,ukf_pose_vy,ukf_pose_vz,ukf_pose_avx,ukf_pose_avy,ukf_pose_avz,traj_x_ref,traj_y_ref,traj_z_ref,traj_qw_ref,traj_qx_ref,traj_qy_ref,traj_qz_ref,est_param_thrust_ratio,est_param_drag_coeff_z,est_param_tau_rate,est_param_centre_rate_deg,est_param_max_rate_deg,est_param_rate_expo,fixed_angle_max_deg,est_param_tau_angle,MPC_setup_time,MPC_solve_time,Visualisation_time,UKF_update_time
0,1762931767.970563,0.0002249083363281641,-0.023190431159138998,0.3602524106834435,-0.013179863686267052,-0.0061631531725573575,0.006930822310690237,0.006226949541331978,-0.0007464918249972651,0.216,-0.002,-0.005,1.0,-0.003,0.003,-0.026,-0.007,-0.004,0.001,-0.001,0.0,0.001,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2149388866071588,-0.0025271814680460723,-0.0025474031516628595,0.9996714511911213,5.310537599815886e-06,-0.0035788868463124965,-0.02538451859160222,-0.010548205924099456,-0.00386415699545542,0.03439688265366287,0.004558373092816643,-0.08444841819534761,0.015507199656172598,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,0.2,0.12,100.0,100.0,0.5,55.0,0.16,0.0025,0.0024,0.002,0.0003
0,1762931768.0343478,0.0021328181019956245,-0.024562207167062613,0.3617272682944589,-0.013348183514590262,0.009539548828337303,-0.006858880039618057,0.007374288055076944,-0.0008415991416160608,0.216,-0.001,-0.006,1.0,-0.003,0.002,-0.026,0.004,0.008,-0.013,0.004,-0.008,-0.003,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.216378596771654,5.511635141939343e-05,-0.005522139867564381,0.9996667219908193,0.00020606414389627857,-0.003846017013714902,-0.02553006130433398,-9.564731934993086e-05,0.0077708566121124055,0.02154730680746426,0.0021459010126040007,-0.08168530013122599,0.01443792368993495,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,0.2,0.12,100.0,100.0,0.5,55.0,0.16,0.001,0.001,0.002,0.0003
0,1762931768.1015205,-0.0006570088663213243,-0.02377871643251145,0.35893624090261333,-0.013208130010205252,-0.013949134841584743,0.0039174536727558315,-0.013955136959228053,0.0007002675219250523,0.216,-0.002,-0.005,1.0,-0.003,0.002,-0.025,-0.006,-0.01,0.01,-0.004,0.007,0.003,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2150977539753497,-0.0033177140922263787,-0.0011077108661552075,0.9997000459311238,-0.0001068790170241853,-0.003225923505752043,-0.02428179735759378,-0.009013403019376021,-0.009668926134966793,0.04975712177038299,0.005672881184100453,-0.08280867370107937,0.01655614122048739,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,0.2,0.12,100.0,100.0,0.5,55.0,0.16,0.001,0.0011,0.0023,0.0004
0,1762931768.1710196,0.0005098450112568198,-0.025036880840230803,0.3604818842379266,-0.013310729800220718,0.00583426938789072,-0.006290822038596766,0.0077282166765664725,-0.0005129989500773382,0.216,-0.002,-0.005,1.0,-0.003,0.002,-0.026,0.005,0.0,-0.004,0.002,-0.003,0.001,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21652611376429148,-0.002009926528217989,-0.0028733220371697167,0.9996715661582856,0.00017657876068180218,-0.0037148063965631293,-0.025359646641818074,0.0011903500466258453,-0.00020442109021291026,0.032394821865140255,-0.00011902365216519772,-0.08296778699053414,0.015863734711691037,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,0.2,0.12,100.0,100.0,0.5,55.0,0.16,0.0036,0.0017,0.0019,0.0002
0,1762931768.241768,0.0010852808304166591,-0.024504667655519605,0.36039801997680054,-0.013246653229906986,0.0028771790957991964,0.0026610659235560066,-0.0004193213056300493,0.000320382851568656,0.216,-0.002,-0.005,1.0,-0.003,0.002,-0.025,-0.0,0.001,-0.0,0.001,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21587375061775868,-0.0018587402954173499,-0.002853894551263437,0.9996959495327439,-0.00013581992806602526,-0.003557198291823918,-0.024403546202979798,-0.0035185691837639746,0.0012329087071415324,0.03408933199991834,0.0007605884232008628,-0.08545048178830116,0.015527571765748096,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,0.2,0.12,100.0,100.0,0.5,55.0,0.16,0.0043,0.0031,0.0038,0.0004
0,1762931768.316907,0.0005093810456415759,-0.023833376688110974,0.3600545271716337,-0.013187237422708043,-0.002879498923875416,0.003356454837043152,-0.0017174640258344753,0.0002970790359947016,0.216,-0.002,-0.005,1.0,-0.003,0.002,-0.025,-0.003,-0.002,0.0,-0.001,0.001,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21546924388911126,-0.002260829826236351,-0.002465949149929222,0.9996957024303118,-1.5882303443273633e-06,-0.0036532650533844155,-0.02439994174920705,-0.006643549192003989,-0.0018690876001000948,0.03758209232812737,0.0036051390653074607,-0.08484581322014095,0.015528544988732254,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,0.2,0.12,100.0,100.0,0.5,55.0,0.16,0.0076,0.0042,0.0074,0.0006
0,1762931768.3705256,0.0005972903776339176,-0.024343880941038162,0.3599802177341744,-0.013137650273060592,0.000439546659961708,-0.00255252126463594,-0.0003715471872968272,0.00024793574823725115,0.216,-0.002,-0.005,1.0,-0.003,0.002,-0.025,0.0,-0.001,0.002,-0.001,0.001,0.001,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21587317775242088,-0.0021299469244592437,-0.0022860065372438828,0.9996969995629964,1.8055271775009892e-05,-0.0035393974990955345,-0.02436347878389173,-0.0035291027099145513,-0.0009224236503219098,0.03816115934276985,0.0021089755891567177,-0.08225030035440328,0.015777457906687886,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,0.2,0.12,100.0,100.0,0.5,55.0,0.16,0.0023,0.0022,0.0023,0.0003
0,1762931768.4377525,0.0010284381583725859,-0.024442915696729007,0.360138451298923,-0.013285865864288211,0.002155738903693342,-0.0004951737784542193,0.0007911678237432287,-0.0007410779561380842,0.216,-0.002,-0.005,1.0,-0.003,0.002,-0.026,-0.0,0.001,0.001,-0.0,0.001,-0.001,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21587642159937523,-0.0018626907522742544,-0.0024908897968692885,0.9996701399176338,-1.9712049645549367e-05,-0.0034974514654203632,-0.025447481234784054,-0.003453146292116462,0.0011109314322256996,0.03642550213748695,0.001949891086143982,-0.08335894855336891,0.015055550655667872,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,0.2,0.12,100.0,100.0,0.5,55.0,0.16,0.0017,0.0011,0.0043,0.0005
0,1762931768.5148308,0.0007306776361219804,-0.024380970705137162,0.36021551795310197,-0.013374962767477308,-0.0014888026112530272,0.00030972495795920235,0.0003853332708947596,-0.00044548451594547526,0.216,-0.002,-0.005,1.0,-0.003,0.002,-0.026,-0.0,-0.001,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2158701729814197,-0.0021300275098431296,-0.0026174252556689665,0.9996707967950521,1.8669281433420022e-05,-0.003606244260792766,-0.025406438074520317,-0.0036019539609325074,-0.0009142000947894113,0.03576297524863741,0.003389147778870234,-0.08426942501356544,0.015504224136279453,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,0.2,0.12,100.0,100.0,0.5,55.0,0.16,0.0051,0.0041,0.0078,0.0009
0,1762931768.5702493,0.0006643914173815706,-0.024088027746517263,0.3597891885392499,-0.013436669219952867,-0.0003314310937020488,0.0014647147930995016,-0.0021316470692603166,-0.0003085322623777992,0.216,-0.002,-0.005,1.0,-0.003,0.003,-0.026,-0.002,-0.001,0.004,-0.001,0.002,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21560917082553113,-0.002129557018495072,-0.0020513084194774185,0.9996711396212243,1.797096009987845e-05,-0.003537099022280139,-0.025402797421004167,-0.005487201769774773,-0.0009130439054440194,0.040136477686750285,0.002696176567386365,-0.08382267156894958,0.015640757319315468,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,0.2,0.12,100.0,100.0,0.5,55.0,0.16,0.0018,0.0028,0.0021,0.0002
0,1762931768.6372192,1.4532403569724774e-05,-0.02462277283934055,0.35975281098080897,-0.013296372776221475,-0.003249295069059229,-0.0026737254641164207,-0.00018188779220488713,0.0007014822186569537,0.216,-0.002,-0.005,1.0,-0.003,0.003,-0.025,0.001,-0.005,0.005,-0.003,0.002,0.002,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2160101727748726,-0.0026553881538696647,-0.0019376000222366629,0.9996982006711916,-9.048036997854753e-05,-0.0035108091717763325,-0.02431814297676967,-0.0024573405873775296,-0.004751491742861704,0.04028001311428591,0.0019649401744089067,-0.08290566229579147,0.01636371257398235,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,0.2,0.12,100.0,100.0,0.5,55.0,0.16,0.0023,0.0022,0.0024,0.0002
0,1762931768.70755,-8.195873657227006e-05,-0.02471421328105706,0.35983285535122783,-0.013199944418892476,-0.00048245570070997454,-0.00045720220858253,0.0004002218520944949,0.0004821417866449928,0.216,-0.002,-0.005,1.0,-0.003,0.003,-0.025,0.001,-0.005,0.005,-0.003,0.002,0.002,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2160115967688385,-0.0026550010271675266,-0.002029719160674262,0.9996982069508691,-0.0001261395794115943,-0.0035051673493419412,-0.02431856162699259,-0.0024282893514735895,-0.0047335159510895446,0.0393995169013783,7.846587511740269e-05,-0.08426615607141842,0.01625463484499832,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,0.2,0.12,100.0,100.0,0.5,55.0,0.16,0.0025,0.0024,0.0053,0.0006
0,1762931768.7697191,0.0006000609893026107,-0.0245658448370143,0.36039198960691504,-0.013153935504246709,0.003410098629374403,0.0007418422202137981,0.0027956712784361487,0.00023004457322883896,0.216,-0.002,-0.005,1.0,-0.003,0.002,-0.025,0.001,-0.001,-0.001,0.0,-0.0,0.001,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21600229577324104,-0.002126491369454773,-0.002809443167379095,0.999696647232046,-0.00010331052472051483,-0.003644275828153253,-0.024362270204002837,-0.0026348627858860905,-0.000808669066517838,0.033793742297457095,-0.0003044554382684216,-0.0852147831861398,0.015789268623825185,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,0.2,0.12,100.0,100.0,0.5,55.0,0.16,0.0012,0.0014,0.0035,0.0003
0,1762931768.8369331,0.0010617305146210958,-0.02418577495068228,0.36019753939686205,-0.01330042868286235,0.002308347626592426,0.0019003494316601269,-0.0009722510502651292,-0.0007324658930781915,0.216,-0.002,-0.005,1.0,-0.003,0.002,-0.026,-0.001,0.001,-0.0,0.0,0.0,-0.001,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21573534054181742,-0.0018596596724530388,-0.0026219567687199505,0.999669644460191,-7.26669329234947e-05,-0.003639212283756282,-0.02544706766567675,-0.004641090335971936,0.0011855961266230841,0.03613464168781102,0.0017439579946647052,-0.0847418462529348,0.015065992654763341,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,0.2,0.12,100.0,100.0,0.5,55.0,0.16,0.0011,0.002,0.0035,0.0004
0,1762931768.9056137,0.0008453532618217837,-0.023952054360205203,0.3593587856734251,-0.01338732503275012,-0.0010818862639965605,0.0011686029523853905,-0.004193768617184653,-0.0004344817494388565,0.216,-0.002,-0.005,1.0,-0.003,0.003,-0.026,-0.003,-0.001,0.008,-0.005,0.004,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2154820301997376,-0.00211622979534383,-0.0014701720055817161,0.999671232126827,-0.00013848578667039217,-0.003462090164699893,-0.025409225238192078,-0.0063601230366324745,-0.0006401025752655196,0.044500594316934615,0.0030109503046025915,-0.08303605392134251,0.015502399662847197,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,0.2,0.12,100.0,100.0,0.5,55.0,0.16,0.0024,0.002,0.0039,0.0004
0,1762931768.970914,-0.0031012269253661053,-0.023882817629155076,0.3591402052772558,-0.01315299817241486,-0.019732900935939445,0.0003461836552506453,-0.0010929019808461303,0.0011716343016763115,0.216,-0.003,-0.005,1.0,-0.003,0.003,-0.025,-0.005,-0.022,0.012,-0.007,0.008,0.009,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2152296198630461,-0.005913383891334402,-0.0010568298844290595,0.9997057443112382,-0.00016857396555158708,-0.0032711500624544214,-0.02403963710409596,-0.008055405689184652,-0.021593053650989562,0.04605537735636299,0.0023408169213297177,-0.08163558672406733,0.018598527398472134,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,0.2,0.12,100.0,100.0,0.5,55.0,0.16,0.0025,0.0023,0.0024,0.0004
0,1762931769.0344043,0.00019736908844141237,-0.02410545623164092,0.36152326174986066,-0.013286780861876242,0.01649298006903759,-0.0011131930124292089,0.01191528236302412,-0.0006689134473069095,0.216,-0.001,-0.005,1.0,-0.003,0.002,-0.026,0.0,-0.001,-0.011,0.003,-0.007,0.001,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21585209618225903,-0.0011372564373626879,-0.004264936487409155,0.9996713693447743,-7.331296265260308e-05,-0.003766848678294061,-0.02536009916763239,-0.003937629356941082,-0.0010035086464574596,0.02171284547769482,-0.008232439757589092,-0.08310770081348136,0.015806383850075566,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,0.2,0.12,100.0,100.0,0.5,55.0,0.16,0.0012,0.001,0.002,0.0002
