step,timestamp,u0,u1,u2,u3,pose_x,pose_y,pose_z,pose_qw,pose_qx,pose_qy,pose_qz
0,1760709950.6221194,-0.00101056,0.00151584,-0.4547980749136967,-0.0,-0.012,-0.008,0.1,1.0,-0.0,-0.0,-0.0
1,1760709950.6308165,-0.00101056,0.00151584,-0.4566704863502903,-0.0,-0.012,-0.008,0.1,1.0,-0.0,0.0,-0.0
2,1760709950.6379278,-0.00101056,0.00151584,-0.4894095797532235,-0.0,-0.012,-0.008,0.1,1.0,-0.0,0.0,-0.0
3,1760709950.6463957,-0.00101056,0.00151584,-0.4955562604479219,-0.0,-0.012,-0.008,0.101,1.0,-0.0,0.0,-0.0
4,1760709950.6546104,-0.00101056,0.00151584,-0.5335492571642746,-0.0,-0.012,-0.008,0.101,1.0,-0.0,0.0,-0.0
5,1760709950.6629791,-0.00101056,0.00151584,-0.5147398971202303,-0.0,-0.012,-0.008,0.102,1.0,-0.0,0.0,-0.0
6,1760709950.6713233,-0.00101056,0.00151584,-0.5281106948708805,-0.0,-0.012,-0.008,0.103,1.0,-0.0,0.0,-0.0
7,1760709950.6804578,-0.00101056,0.00151584,-0.4856587699164484,-0.0,-0.012,-0.008,0.104,1.0,-0.0,0.0,-0.0
8,1760709950.6882484,-0.00101056,0.00151584,-0.4881879192672196,-0.0,-0.012,-0.008,0.104,1.0,-0.0,0.0,-0.0
9,1760709950.696527,-0.00101056,0.00151584,-0.5383360402118063,-0.0,-0.012,-0.008,0.105,1.0,-0.0,0.0,-0.0
10,1760709950.7046638,-0.00101056,0.00151584,-0.5201834180819395,-0.0,-0.012,-0.008,0.106,1.0,-0.0,0.0,-0.0
11,1760709950.713036,-0.00101056,0.00151584,-0.5394648570601867,-0.0,-0.012,-0.008,0.107,1.0,-0.0,0.0,-0.0
12,1760709950.7216907,-0.00101056,0.00151584,-0.49635619419157717,-0.0,-0.012,-0.008,0.108,1.0,-0.0,0.0,-0.0
13,1760709950.730497,-0.00101056,0.00151584,-0.5580027014502205,-0.0,-0.012,-0.008,0.11,1.0,-0.0,0.0,-0.0
14,1760709950.7380116,-0.00101056,0.00151584,-0.5851649953985969,-0.0,-0.012,-0.008,0.111,1.0,-0.0,0.0,-0.0
15,1760709950.7462552,-0.00101056,0.00151584,-0.5410766984746728,-0.0,-0.012,-0.008,0.113,1.0,-0.0,0.0,-0.0
16,1760709950.7548552,-0.00101056,0.00151584,-0.5551042341395005,-0.0,-0.012,-0.008,0.114,1.0,-0.0,0.0,-0.0
17,1760709950.7633166,-0.00101056,0.00151584,-0.5402353015805208,-0.0,-0.012,-0.008,0.115,1.0,-0.0,0.0,-0.0
18,1760709950.7713969,-0.00101056,0.00151584,-0.5368647553355979,-0.0,-0.012,-0.008,0.117,1.0,-0.0,0.0,-0.0
19,1760709950.779664,-0.00101056,0.00151584,-0.546951863515361,-0.0,-0.012,-0.008,0.118,1.0,-0.0,0.0,-0.0
20,1760709950.788109,-0.00101056,0.00151584,-0.5393070480123331,-0.0,-0.012,-0.008,0.119,1.0,-0.0,0.0,-0.0
21,1760709950.796697,-0.00101056,0.00151584,-0.5553047974196931,-0.0,-0.012,-0.008,0.12,1.0,-0.0,0.0,-0.0
22,1760709950.8046129,-0.00101056,0.001265055,-0.5578448924023671,-0.0,-0.012,-0.008,0.122,1.0,-0.0,0.0,-0.0
23,1760709950.8128884,-0.00101056,0.00151584,-0.5370653186157905,-0.0,-0.012,-0.008,0.123,1.0,-0.0,0.0,-0.0
24,1760709950.8212426,-0.00101056,0.001265055,-0.5320474547694725,-0.0,-0.012,-0.008,0.124,1.0,-0.0,0.0,-0.0
25,1760709950.8305714,-0.00101056,0.00151584,-0.5168556260693555,-0.0,-0.012,-0.008,0.126,1.0,-0.0,0.0,-0.0
26,1760709950.837895,-0.00101056,0.001265055,-0.5610931057863455,-0.0,-0.012,-0.008,0.127,1.0,-0.0,0.0,-0.0
27,1760709950.8463728,-0.00101056,0.001265055,-0.540647373772809,-0.0,-0.012,-0.008,0.129,1.0,-0.0,0.0,-0.0
28,1760709950.8546114,-0.00101056,0.001265055,-0.5783174743480245,-0.0,-0.012,-0.008,0.13,1.0,-0.0,0.0,-0.0
29,1760709950.8639758,-0.00101056,0.001265055,-0.5138703020845997,-0.0,-0.012,-0.008,0.132,1.0,-0.0,0.0,-0.0
30,1760709950.8715048,-0.00101056,0.001265055,-0.5370921685479115,-0.0,-0.012,-0.008,0.133,1.0,-0.0,0.0,-0.0
31,1760709950.8801236,-0.00101056,0.001265055,-0.531417566787416,-0.0,-0.012,-0.008,0.134,1.0,-0.0,0.0,-0.0
32,1760709950.88791,-0.0007597749999999999,0.001265055,-0.5451222063111064,-0.0,-0.012,-0.008,0.136,1.0,-0.0,0.0,-0.0
33,1760709950.8970373,-0.00101056,0.001265055,-0.5269695841812396,-0.0,-0.012,-0.008,0.137,1.0,-0.0,0.0,-0.0
34,1760709950.9048288,-0.0007597749999999999,0.001265055,-0.5492118165892368,-0.0,-0.012,-0.008,0.139,1.0,-0.0,0.0,-0.0
35,1760709950.9129906,-0.0007597749999999999,0.001265055,-0.5376265736011443,-0.0,-0.012,-0.008,0.14,1.0,-0.0,0.0,-0.0
36,1760709950.9212193,-0.0007597749999999999,0.001265055,-0.5467340477255926,-0.0,-0.012,-0.008,0.142,1.0,-0.0,0.0,-0.0
37,1760709950.9299536,-0.0007597749999999999,0.001265055,-0.548283563021049,-0.0,-0.012,-0.008,0.143,1.0,-0.0,0.0,-0.0
38,1760709950.9382615,-0.0007597749999999999,0.001265055,-0.5110855413800366,-0.0,-0.012,-0.008,0.144,1.0,-0.0,0.0,-0.0
39,1760709950.9464378,-0.0007597749999999999,0.001265055,-0.5379249391872756,-0.0,-0.012,-0.008,0.146,1.0,-0.0,0.0,-0.0
40,1760709950.95473,-0.0007597749999999999,0.0010142699999999998,-0.5788787293333781,-0.0,-0.012,-0.008,0.147,1.0,-0.0,0.0,-0.0
41,1760709950.9631793,-0.0007597749999999999,0.0010142699999999998,-0.5558060456631322,-0.0,-0.012,-0.008,0.149,1.0,-0.0,0.0,-0.0
42,1760709950.9715207,-0.0007597749999999999,0.001265055,-0.5054732657385708,-0.0,-0.012,-0.008,0.15,1.0,-0.0,0.0,-0.0
43,1760709950.980003,-0.0007597749999999999,0.0010142699999999998,-0.5746667861943033,-0.0,-0.012,-0.008,0.151,1.0,-0.0,0.0,-0.0
44,1760709950.9879458,-0.0007597749999999999,0.0010142699999999998,-0.5496238887815249,-0.0,-0.012,-0.008,0.153,1.0,-0.0,0.0,-0.0
45,1760709950.9963555,-0.0007597749999999999,0.0010142699999999998,-0.5396859633948276,-0.0,-0.012,-0.008,0.155,1.0,-0.0,0.0,-0.0
46,1760709951.0051417,-0.00050899,0.0007634849999999999,-0.620700766305754,-0.0,-0.012,-0.008,0.156,1.0,-0.0,0.0,-0.0
47,1760709951.0132308,-0.0007597749999999999,0.0010142699999999998,-0.5352379807886511,-0.0,-0.012,-0.008,0.158,1.0,-0.0,0.0,-0.0
48,1760709951.0212564,-0.0007597749999999999,0.0010142699999999998,-0.5597733230803179,-0.0,-0.012,-0.008,0.159,1.0,-0.0,0.0,-0.0
49,1760709951.0295591,-0.0007597749999999999,0.0010142699999999998,-0.5288197844399425,-0.0,-0.012,-0.008,0.161,1.0,-0.0,0.0,-0.0
50,1760709951.038001,-0.0007597749999999999,0.0010142699999999998,-0.527742348078689,-0.0,-0.012,-0.008,0.162,1.0,-0.0,0.0,-0.0
51,1760709951.046301,-0.0007597749999999999,-0.0014929316714696755,-0.542103725516557,-0.0,-0.012,-0.008,0.164,1.0,-0.0,0.001,-0.0
52,1760709951.0545285,-0.0007597749999999999,-0.0014929316714696755,-0.5416830270694809,-0.0,-0.012,-0.008,0.165,1.0,-0.0,0.001,-0.0
53,1760709951.06315,-0.0007597749999999999,-0.0014929316714696755,-0.521894032970122,-0.0,-0.012,-0.008,0.167,1.0,-0.0,0.001,-0.0
54,1760709951.0713596,-0.0007597749999999999,0.0010142699999999998,-0.5204937004677312,-0.0,-0.012,-0.008,0.169,1.0,-0.0,0.0,-0.0
55,1760709951.0798569,-0.00050899,0.0007634849999999999,-0.561447490613834,-0.0,-0.012,-0.008,0.17,1.0,-0.0,0.0,-0.0
56,1760709951.087993,-0.00050899,0.0007634849999999999,-0.5465785580548543,-0.0,-0.012,-0.008,0.171,1.0,-0.0,0.0,-0.0
57,1760709951.0964777,-0.00050899,-0.0017437166714696756,-0.5386108464106893,-0.0,-0.012,-0.008,0.173,1.0,-0.0,0.001,-0.0
58,1760709951.104953,-0.0007597749999999999,-0.0014929316714696755,-0.5152043209674029,-0.0,-0.012,-0.008,0.174,1.0,-0.0,0.001,-0.0
59,1760709951.1138012,-0.0007597749999999999,-0.0014929316714696755,-0.5072366093232379,-0.0,-0.012,-0.008,0.176,1.0,-0.0,0.001,-0.0
60,1760709951.1219702,-0.0007597749999999999,-0.0014929316714696755,-0.4887501454203309,-0.0,-0.012,-0.008,0.176,1.0,-0.0,0.001,-0.0
61,1760709951.1298099,-0.00050899,0.000637165,-0.5467900669669499,-0.0,-0.011,-0.008,0.179,1.0,-0.0,0.0,-0.0
62,1760709951.1380606,-0.00050899,0.000637165,-0.557211016919753,-0.0,-0.011,-0.008,0.181,1.0,-0.0,0.0,-0.0
63,1760709951.1482368,-0.00050899,0.000637165,-0.5459596157047009,-0.0,-0.011,-0.008,0.183,1.0,-0.0,0.0,-0.0
64,1760709951.1564975,-0.00050899,0.000637165,-0.5438915996562299,-0.0,-0.011,-0.008,0.183,1.0,-0.0,0.0,-0.0
65,1760709951.163172,-0.00050899,0.000637165,-0.5763187425499287,-0.0,-0.011,-0.008,0.186,1.0,-0.0,0.0,-0.0
66,1760709951.1712651,-0.00050899,-0.0018700366714696753,-0.5657240792490539,-0.0,-0.011,-0.008,0.188,1.0,-0.0,0.001,-0.0
67,1760709951.1795914,-0.00050899,-0.0018700366714696753,-0.5538159401198242,-0.0,-0.011,-0.008,0.19,1.0,-0.0,0.001,-0.0
68,1760709951.187892,-0.00038267000000000005,0.000637165,-0.5504453938749012,-0.0,-0.011,-0.007,0.192,1.0,-0.0,0.0,-0.0
