px,py,pz,rw,rx,ry,rz,vx,vy,vz,wx,wy,wz
0.038,-0.032,0.169,1.0,-0.004,0.002,-0.007,0.0,-0.0,-0.0,0.003,-0.013,-0.003
0.037,-0.032,0.169,1.0,-0.004,0.002,-0.007,-0.0,-0.001,-0.0,-0.004,-0.003,0.001
0.037,-0.032,0.169,1.0,-0.004,0.002,-0.007,0.0,-0.0,-0.0,0.001,0.007,0.003
0.038,-0.032,0.169,1.0,-0.004,0.002,-0.007,0.0,0.0,0.001,0.0,0.001,0.001
0.037,-0.032,0.169,1.0,-0.004,0.002,-0.007,-0.0,0.0,-0.0,0.004,0.012,-0.004
0.037,-0.032,0.169,1.0,-0.004,0.002,-0.007,-0.0,0.001,-0.0,0.003,0.007,-0.0
0.037,-0.032,0.169,1.0,-0.004,0.001,-0.007,-0.0,0.001,0.0,0.006,-0.009,0.003
0.037,-0.032,0.169,1.0,-0.004,0.002,-0.007,-0.0,0.001,-0.0,-0.002,0.013,-0.001
0.038,-0.032,0.169,1.0,-0.004,0.002,-0.007,0.0,0.0,-0.0,0.003,-0.003,0.002
0.038,-0.032,0.169,1.0,-0.004,0.002,-0.007,-0.0,-0.001,-0.0,-0.001,-0.002,-0.0
0.038,-0.032,0.169,1.0,-0.004,0.002,-0.007,-0.0,-0.001,-0.0,0.005,-0.002,-0.001
0.038,-0.032,0.169,1.0,-0.004,0.002,-0.007,0.0,-0.0,-0.0,0.004,-0.001,-0.001
0.037,-0.032,0.169,1.0,-0.004,0.001,-0.007,-0.0,-0.0,0.0,-0.0,-0.002,0.0
0.038,-0.032,0.169,1.0,-0.004,0.002,-0.007,0.001,-0.0,0.0,0.003,0.015,-0.0
0.038,-0.032,0.169,1.0,-0.004,0.002,-0.007,0.001,0.0,0.001,-0.008,-0.011,-0.004
0.038,-0.032,0.169,1.0,-0.004,0.002,-0.007,0.0,0.0,0.001,0.003,0.007,-0.005
0.037,-0.032,0.169,1.0,-0.004,0.002,-0.007,0.0,0.001,0.0,0.005,0.002,-0.004
0.037,-0.032,0.169,1.0,-0.004,0.002,-0.007,-0.0,0.0,0.0,0.002,-0.002,-0.001
0.037,-0.032,0.169,1.0,-0.004,0.002,-0.007,0.001,-0.001,-0.001,-0.003,0.009,-0.006
0.037,-0.032,0.169,1.0,-0.004,0.002,-0.007,0.001,-0.001,-0.0,-0.001,-0.009,-0.001
0.038,-0.032,0.169,1.0,-0.004,0.002,-0.007,0.0,-0.001,-0.001,-0.001,0.017,-0.001
0.038,-0.032,0.169,1.0,-0.004,0.002,-0.007,0.001,-0.001,-0.0,-0.005,0.007,0.004
0.038,-0.032,0.169,1.0,-0.004,0.002,-0.007,0.0,-0.001,0.0,-0.016,0.013,-0.001
0.038,-0.032,0.169,1.0,-0.004,0.002,-0.007,0.0,-0.001,0.0,-0.011,0.012,-0.002
0.038,-0.032,0.169,1.0,-0.004,0.002,-0.007,0.001,-0.0,-0.0,-0.002,0.029,-0.002
0.038,-0.032,0.169,1.0,-0.004,0.002,-0.007,0.0,0.0,0.001,-0.004,-0.012,-0.004
0.038,-0.032,0.169,1.0,-0.004,0.002,-0.007,-0.0,0.0,-0.0,0.002,0.008,-0.002
0.037,-0.032,0.169,1.0,-0.004,0.002,-0.007,-0.0,0.0,-0.001,0.001,0.001,0.002
0.037,-0.032,0.169,1.0,-0.004,0.002,-0.007,-0.0,-0.0,-0.001,0.0,0.001,0.0
0.037,-0.032,0.169,1.0,-0.004,0.002,-0.007,0.0,-0.001,0.0,-0.003,-0.001,-0.002
0.037,-0.032,0.169,1.0,-0.004,0.002,-0.007,0.0,-0.001,0.0,-0.003,0.013,0.0
0.038,-0.032,0.169,1.0,-0.004,0.002,-0.007,0.0,-0.0,0.0,-0.014,0.003,0.006
0.038,-0.032,0.169,1.0,-0.004,0.002,-0.007,0.0,-0.0,0.0,-0.012,0.002,0.003
0.038,-0.032,0.169,1.0,-0.004,0.002,-0.007,0.0,0.001,0.0,-0.004,0.001,-0.0
0.037,-0.032,0.169,1.0,-0.004,0.002,-0.007,-0.0,0.0,-0.001,0.003,0.001,-0.003
0.037,-0.032,0.169,1.0,-0.004,0.002,-0.007,-0.0,0.001,-0.0,0.01,0.004,0.0
0.038,-0.032,0.169,1.0,-0.004,0.002,-0.007,0.0,0.001,0.0,0.005,-0.019,-0.002
0.038,-0.032,0.169,1.0,-0.004,0.001,-0.007,-0.0,0.001,0.0,0.007,-0.011,0.003
0.037,-0.032,0.169,1.0,-0.004,0.002,-0.007,-0.0,0.0,-0.0,0.006,-0.011,0.001
0.037,-0.032,0.169,1.0,-0.004,0.002,-0.007,-0.0,-0.0,0.0,-0.001,-0.015,-0.002
0.037,-0.032,0.169,1.0,-0.004,0.002,-0.007,0.0,-0.001,0.0,-0.007,-0.004,-0.0
0.037,-0.032,0.169,1.0,-0.004,0.002,-0.007,0.0,-0.001,-0.0,-0.002,0.009,-0.0
0.038,-0.032,0.169,1.0,-0.004,0.002,-0.007,0.0,0.0,-0.0,-0.004,-0.007,0.002
0.038,-0.032,0.169,1.0,-0.004,0.002,-0.007,0.0,0.001,-0.0,0.01,-0.001,-0.002
0.038,-0.032,0.169,1.0,-0.004,0.002,-0.007,-0.0,0.001,-0.0,0.012,-0.025,-0.005
0.037,-0.032,0.169,1.0,-0.004,0.001,-0.007,-0.001,0.001,0.0,0.005,-0.025,-0.006
0.037,-0.032,0.169,1.0,-0.004,0.002,-0.007,-0.0,0.002,0.0,0.008,-0.015,0.006
0.038,-0.032,0.169,1.0,-0.004,0.002,-0.007,0.0,0.001,0.0,-0.004,-0.012,0.011
0.038,-0.032,0.169,1.0,-0.004,0.002,-0.007,0.0,-0.0,0.0,-0.009,-0.005,0.0
0.038,-0.032,0.169,1.0,-0.004,0.002,-0.007,-0.0,-0.001,-0.0,-0.007,0.009,-0.011
0.037,-0.032,0.169,1.0,-0.004,0.002,-0.007,-0.0,-0.001,0.0,-0.011,0.013,0.005
0.037,-0.032,0.169,1.0,-0.004,0.002,-0.007,-0.0,0.001,0.0,-0.007,0.019,0.012
0.037,-0.032,0.169,1.0,-0.004,0.002,-0.007,0.0,0.0,0.0,-0.0,0.0,-0.001
