Step,u0,u1,u2,u3,px,py,pz,rw,rx,ry,rz,vx,vy,vz,wx,wy,wz,sp_px,sp_py,sp_pz,sp_rw,sp_rx,sp_ry,sp_rz,sp_vx,sp_vy,sp_vz,sp_wx,sp_wy,sp_wz
1,-0.049,-0.05,0.5,-0.001,0.009,-0.021,0.057,1.0,0.007,0.022,-0.016,0.001,-0.001,0.002,-0.016,0.009,0.003,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,-0.05,-0.05,0.5,-0.001,0.009,-0.021,0.057,1.0,0.009,0.024,-0.016,-0.001,0.008,0.015,0.245,0.179,0.009,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,-0.039,-0.05,0.5,-0.002,0.01,-0.021,0.068,1.0,0.007,0.018,-0.014,0.038,0.015,0.345,-0.062,-0.19,0.07,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.014,-0.05,0.5,-0.01,0.013,-0.02,0.103,1.0,0.001,0.013,-0.015,0.099,0.032,1.056,-0.132,-0.239,-0.105,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.026,-0.05,0.319,0.0,0.018,-0.018,0.166,1.0,-0.003,0.005,-0.011,0.178,0.052,2.156,0.066,-0.317,0.028,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.048,-0.05,0.177,0.007,0.025,-0.015,0.254,1.0,-0.006,0.0,-0.011,0.204,0.081,2.726,-0.051,-0.236,0.155,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.02,-0.05,0.008,0.007,0.033,-0.012,0.365,1.0,-0.002,-0.008,-0.01,0.235,0.107,3.337,0.164,-0.445,0.117,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.013,-0.05,0.0,-0.006,0.041,-0.008,0.485,1.0,0.002,-0.012,-0.012,0.239,0.114,3.731,0.302,-0.339,-0.106,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.008,-0.047,0.0,-0.007,0.048,-0.004,0.604,1.0,0.007,-0.016,-0.013,0.243,0.123,3.748,0.231,-0.087,-0.127,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.016,-0.008,0.0,-0.002,0.056,-0.0,0.716,1.0,0.007,-0.024,-0.014,0.238,0.123,3.534,0.046,-0.467,-0.051,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,-0.002,0.001,0.0,-0.001,0.063,0.004,0.818,0.999,0.01,-0.028,-0.014,0.212,0.113,2.964,0.212,-0.346,-0.028,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.014,-0.017,0.0,0.001,0.071,0.008,0.91,0.999,0.011,-0.032,-0.014,0.229,0.129,2.954,0.127,-0.345,0.015,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,-0.002,-0.024,0.0,0.0,0.078,0.012,0.992,0.999,0.013,-0.033,-0.015,0.226,0.12,2.557,0.224,-0.032,-0.012,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.019,-0.035,0.0,-0.003,0.085,0.016,1.064,0.999,0.013,-0.032,-0.015,0.221,0.123,2.256,-0.021,0.012,-0.048,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.009,-0.018,0.0,-0.001,0.092,0.02,1.127,0.999,0.015,-0.034,-0.015,0.214,0.118,1.927,0.079,-0.168,-0.027,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.014,-0.029,0.0,-0.001,0.098,0.024,1.179,0.999,0.016,-0.033,-0.015,0.206,0.12,1.616,0.04,-0.089,-0.025,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.008,-0.017,0.0,0.003,0.105,0.027,1.222,0.999,0.017,-0.036,-0.015,0.192,0.114,1.317,0.095,-0.21,0.046,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.011,-0.023,0.0,0.001,0.111,0.031,1.254,0.999,0.018,-0.039,-0.016,0.208,0.128,1.114,0.108,-0.147,0.015,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.007,-0.007,0.0,-0.005,0.117,0.035,1.277,0.999,0.02,-0.043,-0.017,0.193,0.122,0.743,0.107,-0.272,-0.089,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.004,-0.024,0.0,-0.003,0.123,0.038,1.29,0.999,0.022,-0.045,-0.017,0.19,0.125,0.453,0.161,-0.088,-0.055,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.01,-0.019,0.0,-0.002,0.129,0.042,1.294,0.999,0.023,-0.047,-0.017,0.178,0.114,0.125,0.013,-0.075,-0.039,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.009,-0.031,0.0,0.001,0.134,0.046,1.287,0.998,0.024,-0.047,-0.016,0.169,0.105,-0.177,0.023,0.022,0.011,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.002,-0.029,0.001,0.002,0.139,0.049,1.271,0.998,0.026,-0.048,-0.016,0.164,0.108,-0.473,0.072,-0.004,0.042,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.01,-0.026,0.073,-0.002,0.145,0.053,1.245,0.998,0.025,-0.049,-0.016,0.158,0.103,-0.784,-0.036,-0.0,-0.033,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,-0.014,0.018,0.181,-0.001,0.15,0.056,1.209,0.998,0.027,-0.053,-0.017,0.158,0.11,-1.124,0.147,-0.19,-0.003,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,-0.02,0.05,0.304,0.008,0.154,0.06,1.164,0.998,0.028,-0.057,-0.017,0.147,0.106,-1.412,0.072,-0.288,-0.007,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,-0.042,0.05,0.395,0.017,0.159,0.063,1.109,0.998,0.03,-0.06,-0.018,0.134,0.098,-1.599,0.133,-0.125,-0.058,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.009,0.05,0.5,0.003,0.163,0.066,1.043,0.998,0.026,-0.055,-0.017,0.147,0.115,-2.152,-0.306,0.186,0.021,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,-0.003,-0.013,0.5,-0.006,0.166,0.069,0.991,0.998,0.025,-0.047,-0.018,0.097,0.088,-1.842,-0.158,0.461,-0.082,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
