Step,u0,u1,u2,u3,px,py,pz,rw,rx,ry,rz,vx,vy,vz,wx,wy,wz,sp_px,sp_py,sp_pz,sp_rw,sp_rx,sp_ry,sp_rz,sp_vx,sp_vy,sp_vz,sp_wx,sp_wy,sp_wz,err_z,aug_u
21,-0.039,-0.046,-0.451,0.006,0.067,0.015,0.599,1.0,0.007,-0.014,0.008,0.122,0.033,0.949,0.403,0.111,0.035,0.0,0.0,0.7241379310344828,1.0,0.0,0.0,0.0,0.0,0.0,1.0344827586206884,0.0,0.0,0.0,-0.21596693413745405,[-0.0872058]
22,-0.033,0.077,-0.491,-0.005,0.071,0.016,0.635,0.999,0.012,-0.03,0.007,0.115,0.042,1.082,0.285,-0.801,-0.13,0.0,0.0,0.7586206896551724,1.0,0.0,0.0,0.0,0.0,0.0,1.0344827586206902,0.0,0.0,0.0,-0.18768082843381384,[-0.08975107]
23,0.013,0.07,-0.535,0.007,0.075,0.018,0.675,0.999,0.009,-0.038,0.008,0.102,0.042,1.188,-0.133,-0.563,0.049,0.0,0.0,0.7931034482758621,1.0,0.0,0.0,0.0,0.0,0.0,1.0344827586206902,0.0,0.0,0.0,-0.16581214320866744,[-0.09059087]
24,0.006,-0.031,-0.608,-0.008,0.078,0.019,0.718,0.999,0.007,-0.031,0.006,0.107,0.046,1.288,0.006,0.304,-0.177,0.0,0.0,0.8275862068965517,1.0,0.0,0.0,0.0,0.0,0.0,1.0344827586206884,0.0,0.0,0.0,-0.11973146581543537,[-0.08784339]
25,0.009,-0.08,-0.674,0.002,0.081,0.02,0.763,1.0,0.005,-0.017,0.007,0.106,0.033,1.37,-0.033,0.676,-0.007,0.0,0.0,0.8620689655172413,1.0,0.0,0.0,0.0,0.0,0.0,1.0344827586206902,0.0,0.0,0.0,-0.05280466125572514,[-0.08115543]
26,0.004,-0.03,-0.709,0.013,0.084,0.022,0.807,1.0,0.007,-0.015,0.007,0.074,0.034,1.353,-0.007,0.14,0.17,0.0,0.0,0.896551724137931,1.0,0.0,0.0,0.0,0.0,0.0,1.0344827586206902,0.0,0.0,0.0,-0.07417335351296472,[-0.07475062]
27,-0.0,0.037,-0.764,0.002,0.086,0.023,0.851,1.0,0.009,-0.024,0.005,0.061,0.033,1.305,0.01,-0.47,-0.004,0.0,0.0,0.9310344827586207,1.0,0.0,0.0,0.0,0.0,0.0,1.0344827586206884,0.0,0.0,0.0,-0.06378523361045496,[-0.0682176]
28,-0.019,0.027,-0.779,-0.007,0.088,0.024,0.891,1.0,0.01,-0.03,0.004,0.056,0.026,1.2,0.195,-0.217,-0.139,0.0,0.0,0.9655172413793103,1.0,0.0,0.0,0.0,0.0,0.0,1.0344827586206902,0.0,0.0,0.0,-0.05641613207044749,[-0.06069125]
29,-0.005,0.015,-0.793,0.003,0.09,0.025,0.926,0.999,0.01,-0.031,0.004,0.065,0.027,1.081,0.032,-0.072,0.018,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0344827586206917,0.0,0.0,0.0,-0.05253857642723325,[-0.05357852]
30,0.006,0.001,-0.803,0.0,0.092,0.026,0.955,1.0,0.009,-0.026,0.003,0.061,0.028,0.886,-0.087,0.031,-0.013,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11180717034586973,[-0.04820137]
31,0.017,-0.031,-0.814,0.002,0.094,0.027,0.978,1.0,0.006,-0.02,0.003,0.058,0.027,0.689,-0.152,0.307,0.018,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10184052296406643,[-0.04235036]
32,0.006,-0.03,-0.797,0.002,0.095,0.027,0.994,1.0,0.006,-0.019,0.003,0.055,0.022,0.503,-0.038,0.264,0.007,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0776795923627075,[-0.03824729]
33,-0.007,0.017,-0.744,-0.001,0.097,0.028,1.004,1.0,0.008,-0.023,0.002,0.035,0.024,0.296,0.067,-0.111,-0.023,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11895395084999133,[-0.03534901]
34,-0.03,0.028,-0.68,0.002,0.098,0.028,1.006,1.0,0.012,-0.026,0.003,0.037,0.017,0.09,0.193,-0.139,0.022,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18014059923478684,[-0.03512375]
35,-0.027,0.032,-0.611,-0.008,0.099,0.029,1.002,0.999,0.013,-0.029,0.001,0.032,0.018,-0.111,0.118,-0.053,-0.134,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25065565966855013,[-0.03765846]
36,0.027,0.012,-0.537,0.006,0.1,0.03,0.992,1.0,0.007,-0.027,0.003,0.035,0.018,-0.288,-0.328,0.139,0.064,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3084262937117903,[-0.04329575]
37,0.016,0.015,-0.477,-0.001,0.101,0.03,0.979,1.0,0.004,-0.025,0.002,0.038,0.015,-0.409,-0.131,0.06,-0.026,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3393639826551197,[-0.05185676]
38,-0.001,0.001,-0.429,0.003,0.102,0.031,0.962,1.0,0.004,-0.021,0.003,0.028,0.014,-0.476,0.055,0.136,0.027,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.35665768183617935,[-0.06029603]
39,-0.022,0.027,-0.404,-0.01,0.103,0.031,0.946,1.0,0.007,-0.021,0.001,0.015,0.012,-0.477,0.178,-0.097,-0.169,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.34659438507769696,[-0.068745]
40,0.01,0.073,-0.399,-0.002,0.103,0.032,0.933,1.0,0.007,-0.023,0.002,0.019,0.018,-0.42,-0.13,-0.538,-0.052,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.31828031779711374,[-0.07656824]
41,0.006,0.016,-0.426,0.006,0.104,0.032,0.924,1.0,0.007,-0.019,0.003,0.02,0.013,-0.273,-0.098,-0.085,0.086,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.234160231017448,[-0.08199422]
42,-0.002,-0.099,-0.462,0.004,0.104,0.032,0.919,1.0,0.007,-0.007,0.003,0.019,0.014,-0.132,-0.012,0.82,0.054,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.20810708363231128,[-0.08487119]
43,0.011,-0.033,-0.53,0.001,0.105,0.033,0.922,1.0,0.006,-0.005,0.003,0.012,0.011,0.057,-0.114,0.087,-0.008,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11900174230573549,[-0.08538389]
44,-0.042,0.036,-0.579,-0.008,0.105,0.033,0.929,1.0,0.012,-0.011,0.001,0.017,0.019,0.215,0.344,-0.548,-0.14,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0692612704462647,[-0.08513239]
45,-0.013,0.046,-0.613,0.003,0.106,0.034,0.939,1.0,0.01,-0.018,0.002,0.019,0.017,0.309,0.088,-0.518,0.027,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07496976293667168,[-0.08381836]
46,0.006,-0.02,-0.639,0.005,0.107,0.034,0.952,1.0,0.009,-0.014,0.002,0.026,0.017,0.357,-0.107,0.089,0.078,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08076383865346037,[-0.08084946]
47,0.042,-0.051,-0.652,0.004,0.108,0.034,0.963,1.0,0.002,-0.007,0.002,0.027,0.017,0.336,-0.345,0.27,0.061,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11900881337158165,[-0.07691648]
48,-0.009,-0.014,-0.656,-0.006,0.109,0.034,0.973,1.0,0.005,-0.007,0.0,0.028,0.006,0.288,0.12,-0.16,-0.096,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13181492699965208,[-0.07164019]
49,-0.039,0.038,-0.646,-0.005,0.109,0.035,0.98,1.0,0.01,-0.015,-0.0,0.022,0.002,0.216,0.333,-0.527,-0.085,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1501499602855302,[-0.06598739]
50,-0.026,0.025,-0.626,0.001,0.11,0.035,0.984,1.0,0.012,-0.017,-0.0,0.024,0.005,0.121,0.125,-0.324,0.016,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1853200374872958,[-0.06086865]
51,0.015,-0.052,-0.608,0.0,0.112,0.035,0.985,1.0,0.008,-0.01,0.0,0.039,0.011,0.037,-0.216,0.313,0.009,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19752259102699143,[-0.0564151]
52,0.05,-0.053,-0.599,-0.002,0.113,0.035,0.983,1.0,0.003,-0.006,-0.0,0.037,0.007,-0.036,-0.484,0.213,-0.031,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.20809032759933074,[-0.05312315]
53,0.007,-0.034,-0.572,0.005,0.114,0.035,0.979,1.0,0.003,-0.007,0.001,0.028,0.0,-0.119,-0.029,0.06,0.082,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2293179208449741,[-0.05297849]
54,-0.051,0.035,-0.547,0.008,0.115,0.035,0.973,1.0,0.01,-0.015,0.002,0.032,-0.0,-0.172,0.41,-0.497,0.125,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.23044576802598327,[-0.05364586]
55,-0.046,0.044,-0.518,0.0,0.116,0.035,0.966,1.0,0.015,-0.022,0.0,0.031,0.001,-0.217,0.219,-0.397,0.001,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25213070053868525,[-0.05762311]
56,-0.002,-0.02,-0.49,-0.004,0.117,0.035,0.958,1.0,0.011,-0.02,-0.001,0.029,0.0,-0.246,-0.154,0.254,-0.055,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2689467773192281,[-0.06358875]
57,0.036,-0.005,-0.478,-0.004,0.118,0.036,0.95,1.0,0.004,-0.018,-0.002,0.033,0.005,-0.238,-0.347,0.019,-0.053,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2659657886076737,[-0.06929479]
58,0.011,0.019,-0.472,-0.006,0.119,0.036,0.943,1.0,0.002,-0.016,-0.002,0.024,-0.0,-0.214,-0.049,-0.269,-0.082,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2637509207017211,[-0.07476156]
59,-0.006,-0.001,-0.484,0.002,0.119,0.035,0.938,1.0,0.004,-0.017,-0.0,0.019,-0.005,-0.146,0.059,-0.022,0.028,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22695800596193388,[-0.07798656]
60,-0.026,-0.054,-0.508,0.002,0.12,0.035,0.937,1.0,0.008,-0.009,0.001,0.03,-0.001,-0.053,0.183,0.286,0.035,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1887368829681245,[-0.07968712]
61,-0.019,-0.007,-0.537,-0.004,0.121,0.036,0.938,1.0,0.01,-0.012,-0.001,0.029,0.003,0.026,0.089,-0.135,-0.055,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17358971131537246,[-0.08038738]
62,0.003,-0.003,-0.569,-0.004,0.122,0.036,0.942,1.0,0.008,-0.014,-0.001,0.022,0.002,0.122,-0.097,-0.121,-0.067,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12316790641767242,[-0.07853058]
63,0.028,-0.014,-0.591,-0.0,0.123,0.036,0.948,1.0,0.003,-0.016,-0.001,0.019,0.001,0.17,-0.254,0.058,0.001,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13298439466370612,[-0.07660249]
64,0.002,-0.034,-0.611,0.001,0.124,0.036,0.955,1.0,0.005,-0.014,-0.0,0.025,-0.0,0.202,-0.023,0.2,0.011,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1234451892012321,[-0.0740737]
65,0.005,-0.012,-0.618,0.0,0.124,0.036,0.961,1.0,0.005,-0.016,-0.001,0.021,-0.004,0.194,-0.071,0.015,0.006,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1401848714305276,[-0.07141083]
66,-0.027,0.007,-0.622,-0.007,0.125,0.036,0.967,1.0,0.008,-0.02,-0.001,0.019,-0.001,0.185,0.227,-0.088,-0.116,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13277823266176092,[-0.068493]
67,-0.016,0.038,-0.607,-0.003,0.125,0.036,0.97,1.0,0.009,-0.024,-0.001,0.016,-0.0,0.12,0.075,-0.321,-0.054,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18299775608368074,[-0.06642764]
68,0.01,-0.001,-0.592,0.004,0.125,0.036,0.972,1.0,0.006,-0.022,-0.0,0.003,-0.002,0.06,-0.151,0.127,0.057,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19640930787927313,[-0.06426057]
69,0.019,-0.049,-0.582,0.004,0.126,0.035,0.973,1.0,0.003,-0.015,0.001,0.012,-0.001,0.011,-0.169,0.438,0.056,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2031175592146231,[-0.06238297]
70,-0.01,0.004,-0.566,-0.004,0.126,0.036,0.971,1.0,0.005,-0.017,-0.0,0.001,0.001,-0.056,0.112,-0.05,-0.063,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2328741360641695,[-0.06146052]
71,-0.013,-0.002,-0.552,-0.001,0.126,0.035,0.968,1.0,0.007,-0.016,-0.001,-0.002,-0.007,-0.089,0.063,0.006,-0.003,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21809408289133211,[-0.06119571]
72,0.001,0.014,-0.538,-0.001,0.126,0.035,0.964,1.0,0.007,-0.019,-0.001,-0.001,-0.003,-0.119,-0.082,-0.088,-0.005,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.23127567372672997,[-0.06246656]
73,0.013,0.025,-0.527,-0.0,0.125,0.035,0.959,1.0,0.004,-0.02,-0.001,-0.005,-0.005,-0.131,-0.139,-0.159,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22956786533722712,[-0.06413892]
74,0.0,-0.019,-0.517,0.004,0.125,0.035,0.955,1.0,0.005,-0.016,-0.001,-0.012,-0.003,-0.133,-0.021,0.232,0.079,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.23192228304557994,[-0.06738798]
75,-0.016,-0.037,-0.516,0.0,0.125,0.035,0.951,1.0,0.007,-0.014,-0.002,-0.009,-0.001,-0.119,0.105,0.365,0.017,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2278379220266996,[-0.07022174]
76,-0.011,0.047,-0.517,-0.003,0.124,0.035,0.948,1.0,0.008,-0.02,-0.002,-0.013,-0.003,-0.093,0.024,-0.37,-0.038,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21796980467444316,[-0.07304568]
77,0.002,0.024,-0.522,0.002,0.124,0.035,0.946,1.0,0.007,-0.02,-0.002,-0.02,-0.002,-0.053,-0.092,-0.106,0.052,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.20230469461713746,[-0.07490152]
78,-0.01,-0.03,-0.529,0.001,0.123,0.035,0.946,1.0,0.007,-0.015,-0.002,-0.013,0.003,-0.016,0.066,0.331,0.025,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19894604877192867,[-0.0768783]
79,-0.002,-0.01,-0.547,-0.005,0.123,0.035,0.947,1.0,0.006,-0.013,-0.004,-0.011,0.0,0.031,-0.005,0.051,-0.063,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1811678409983332,[-0.07682363]
80,0.001,-0.025,-0.557,0.005,0.122,0.035,0.949,1.0,0.006,-0.009,-0.003,-0.015,-0.005,0.057,-0.057,0.125,0.106,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18076558473430243,[-0.07635627]
81,-0.006,-0.012,-0.572,0.004,0.122,0.035,0.952,1.0,0.006,-0.012,-0.002,-0.012,-0.001,0.087,0.033,0.051,0.078,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16494254752720786,[-0.07521578]
82,-0.008,0.028,-0.581,-0.004,0.121,0.035,0.956,1.0,0.006,-0.016,-0.003,-0.016,0.003,0.1,0.076,-0.277,-0.053,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16476850022191705,[-0.07318112]
83,0.004,-0.004,-0.589,0.001,0.121,0.035,0.959,1.0,0.005,-0.018,-0.003,-0.012,-0.001,0.114,-0.049,0.118,0.035,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1530185504999288,[-0.07123697]
84,0.007,-0.016,-0.589,-0.0,0.121,0.035,0.962,1.0,0.005,-0.014,-0.003,-0.011,0.002,0.096,-0.07,0.141,0.018,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17535240158475265,[-0.06956626]
85,-0.003,-0.024,-0.591,-0.001,0.12,0.035,0.965,1.0,0.005,-0.011,-0.003,-0.009,0.004,0.08,0.044,0.155,-0.005,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1733348081737625,[-0.06788628]
86,-0.024,0.003,-0.585,-0.006,0.12,0.035,0.966,1.0,0.007,-0.012,-0.004,-0.015,-0.0,0.049,0.217,-0.097,-0.075,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1867661490316741,[-0.06653724]
87,-0.002,0.025,-0.575,0.0,0.119,0.035,0.967,1.0,0.006,-0.016,-0.004,-0.018,0.001,0.015,-0.009,-0.228,0.024,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19642072504299207,[-0.06559864]
88,0.002,0.004,-0.566,0.001,0.119,0.035,0.966,1.0,0.005,-0.017,-0.004,-0.015,0.004,-0.014,-0.009,0.028,0.042,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2024631777105396,[-0.06513538]
89,-0.001,-0.037,-0.557,0.002,0.118,0.036,0.965,1.0,0.005,-0.011,-0.003,-0.012,0.005,-0.039,0.024,0.314,0.046,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.20978182855798921,[-0.06535876]
90,0.003,0.035,-0.552,-0.007,0.118,0.036,0.963,1.0,0.003,-0.015,-0.004,-0.01,0.005,-0.057,0.029,-0.372,-0.098,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2131814476259251,[-0.06578404]
91,0.002,0.008,-0.539,-0.001,0.117,0.036,0.96,1.0,0.003,-0.015,-0.003,-0.021,0.007,-0.078,0.053,-0.035,-0.001,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22250846040062539,[-0.0670191]
