Step,u0,u1,u2,u3,px,py,pz,rw,rx,ry,rz,vx,vy,vz,wx,wy,wz,sp_px,sp_py,sp_pz,sp_rw,sp_rx,sp_ry,sp_rz,sp_vx,sp_vy,sp_vz,sp_wx,sp_wy,sp_wz
1,0.397,0.4,0.399,0.4,0.037,-0.032,0.169,1.0,-0.005,0.002,-0.007,-0.0,-0.001,-0.001,-0.018,0.033,0.009,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.4,0.399,0.399,0.399,0.038,-0.032,0.169,1.0,-0.004,0.002,-0.007,0.001,-0.002,0.001,-0.011,0.012,0.005,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.4,0.399,0.398,0.394,0.037,-0.032,0.171,1.0,-0.003,-0.001,-0.006,-0.003,0.001,0.044,0.082,-0.125,0.039,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.377,0.364,0.37,0.355,0.036,-0.032,0.19,1.0,0.004,-0.016,-0.005,-0.024,-0.009,0.426,0.297,-0.667,0.105,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.154,0.143,0.147,0.133,0.033,-0.033,0.235,0.999,0.011,-0.034,-0.003,-0.076,-0.026,1.172,0.445,-1.037,0.095,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.13,0.089,0.098,0.05,0.027,-0.036,0.308,0.997,0.029,-0.066,0.0,-0.17,-0.067,1.996,0.911,-1.72,0.115,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.138,0.099,0.11,0.05,0.017,-0.04,0.39,0.994,0.046,-0.094,0.003,-0.294,-0.126,2.694,1.152,-2.047,0.155,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.132,0.094,0.1,0.05,0.001,-0.048,0.502,0.99,0.065,-0.123,0.007,-0.419,-0.189,3.01,1.147,-1.707,0.101,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.088,0.069,0.082,0.05,-0.015,-0.055,0.596,0.988,0.072,-0.135,0.009,-0.469,-0.214,2.927,0.678,-1.107,0.093,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.051,0.058,0.05,0.05,-0.031,-0.062,0.683,0.989,0.069,-0.13,0.009,-0.485,-0.227,2.68,0.01,0.116,0.042,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.05,0.076,0.085,0.137,-0.047,-0.07,0.762,0.992,0.055,-0.111,0.009,-0.503,-0.232,2.463,-0.739,1.085,0.069,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.05,0.107,0.124,0.148,-0.064,-0.077,0.833,0.996,0.029,-0.08,0.009,-0.51,-0.238,2.222,-1.325,1.738,0.015,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.05,0.084,0.095,0.113,-0.079,-0.084,0.887,0.999,0.007,-0.049,0.011,-0.519,-0.241,2.005,-1.495,1.92,0.058,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.05,0.108,0.109,0.107,-0.096,-0.092,0.94,1.0,-0.012,-0.022,0.016,-0.521,-0.245,1.698,-1.171,1.675,0.281,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.151,0.076,0.064,0.05,-0.116,-0.102,0.99,1.0,-0.015,-0.006,0.019,-0.549,-0.256,1.429,-0.323,0.781,0.205,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.118,0.144,0.055,0.05,-0.135,-0.111,1.027,1.0,0.002,-0.004,0.019,-0.553,-0.268,1.158,0.791,0.354,0.021,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.222,0.147,0.114,0.05,-0.153,-0.12,1.056,0.999,0.033,-0.014,0.016,-0.56,-0.286,0.928,1.68,-0.307,-0.155,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.104,0.127,0.101,0.05,-0.172,-0.13,1.077,0.998,0.057,-0.023,0.019,-0.563,-0.29,0.696,1.657,-0.591,0.092,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.083,0.05,0.086,0.05,-0.19,-0.139,1.09,0.998,0.056,-0.025,0.021,-0.565,-0.282,0.474,0.356,-0.348,0.159,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.074,0.128,0.236,0.4,-0.206,-0.146,1.098,0.999,0.022,-0.012,0.023,-0.556,-0.26,0.299,-1.614,0.53,0.195,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.256,0.283,0.345,0.25,-0.226,-0.155,1.099,0.998,-0.061,0.021,0.023,-0.538,-0.237,0.088,-4.104,1.755,0.059,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.151,0.185,0.219,0.323,-0.244,-0.162,1.092,0.988,-0.14,0.065,0.014,-0.526,-0.223,-0.155,-4.691,2.649,-0.271,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.114,0.158,0.174,0.219,-0.259,-0.169,1.077,0.971,-0.2,0.13,-0.009,-0.492,-0.214,-0.395,-3.964,3.81,-0.99,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.127,0.253,0.135,0.233,-0.272,-0.173,1.062,0.954,-0.213,0.21,-0.035,-0.41,-0.152,-0.474,-1.594,4.985,-0.692,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0.205,0.203,0.076,0.091,-0.28,-0.174,1.049,0.955,-0.153,0.249,-0.059,-0.272,-0.049,-0.413,2.472,3.554,-0.097,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.4,0.371,0.198,0.216,-0.283,-0.174,1.038,0.963,-0.054,0.25,-0.085,-0.145,0.007,-0.38,6.164,1.206,0.006,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0.281,0.264,0.17,0.11,-0.283,-0.173,1.024,0.969,0.076,0.201,-0.119,-0.038,0.008,-0.421,8.28,-1.472,-0.103,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.22,0.163,0.136,0.094,-0.281,-0.173,1.006,0.969,0.16,0.12,-0.148,0.049,-0.006,-0.494,6.14,-3.668,-0.192,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0.14,0.092,0.31,0.242,-0.275,-0.175,0.994,0.98,0.113,0.052,-0.157,0.145,-0.043,-0.395,-0.178,-4.256,-0.147,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0.112,0.073,0.371,0.4,-0.267,-0.178,0.988,0.986,-0.049,0.02,-0.157,0.234,-0.073,-0.223,-7.734,-3.771,-0.172,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0.099,0.104,0.323,0.31,-0.257,-0.178,0.979,0.954,-0.259,0.029,-0.148,0.291,-0.032,-0.248,-12.216,-2.122,-0.028,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,0.05,0.07,0.243,0.259,-0.245,-0.176,0.967,0.902,-0.403,0.06,-0.144,0.34,0.047,-0.335,-10.64,0.015,0.051,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,0.05,0.127,0.082,0.102,-0.233,-0.168,0.959,0.896,-0.41,0.083,-0.15,0.388,0.188,-0.303,-3.886,1.286,0.168,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,0.4,0.4,0.05,0.05,-0.215,-0.151,0.953,0.953,-0.233,0.085,-0.177,0.493,0.44,-0.194,8.16,1.798,0.134,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,0.4,0.4,0.05,0.05,-0.199,-0.136,0.945,0.976,0.084,0.041,-0.197,0.505,0.48,-0.201,17.59,1.208,0.166,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0.4,0.398,0.05,0.07,-0.184,-0.121,0.926,0.874,0.44,-0.019,-0.207,0.467,0.445,-0.49,22.6,0.864,-0.413,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,0.335,0.305,0.05,0.05,-0.17,-0.107,0.897,0.705,0.665,-0.108,-0.221,0.43,0.436,-0.798,19.267,-1.495,-0.756,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,0.212,0.157,0.05,0.05,-0.163,-0.103,0.865,0.599,0.735,-0.17,-0.27,0.276,0.193,-0.938,10.127,-3.852,-0.858,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,0.05,0.05,0.4,0.4,-0.166,-0.114,0.829,0.73,0.569,-0.161,-0.344,-0.009,-0.21,-1.054,-8.915,-4.269,1.185,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,0.05,0.05,0.4,0.381,-0.173,-0.131,0.79,0.875,0.243,-0.075,-0.413,-0.18,-0.496,-1.162,-21.718,-4.168,0.867,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,0.05,0.05,0.4,0.4,-0.176,-0.146,0.739,0.888,-0.207,0.085,-0.403,-0.141,-0.474,-1.434,-27.873,-2.902,0.66,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,0.05,0.05,0.4,0.4,-0.183,-0.162,0.67,0.705,-0.601,0.231,-0.297,-0.165,-0.483,-1.968,-29.067,-2.115,0.964,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,0.05,0.081,0.359,0.33,-0.188,-0.178,0.592,0.503,-0.792,0.294,-0.181,-0.18,-0.486,-2.295,-21.237,-2.398,0.764,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,0.05,0.113,0.136,0.144,-0.183,-0.179,0.505,0.479,-0.813,0.303,-0.134,0.079,-0.15,-2.575,-6.672,-2.009,0.977,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0.4,0.399,0.05,0.05,-0.165,-0.164,0.406,0.659,-0.683,0.267,-0.168,0.453,0.327,-2.922,9.715,-1.854,0.848,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,0.4,0.4,0.05,0.05,-0.142,-0.144,0.301,0.898,-0.32,0.167,-0.251,0.677,0.596,-3.152,24.43,-0.951,1.084,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,0.4,0.4,0.05,0.05,-0.121,-0.127,0.181,0.934,0.211,0.006,-0.289,0.665,0.532,-3.492,32.985,-0.51,0.651,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
