Step,u0,u1,u2,u3,px,py,pz,rw,rx,ry,rz,vx,vy,vz,wx,wy,wz,sp_px,sp_py,sp_pz,sp_rw,sp_rx,sp_ry,sp_rz,sp_vx,sp_vy,sp_vz,sp_wx,sp_wy,sp_wz
1,-0.103,-0.2,0.4,0.019,0.03,-0.004,0.038,1.0,0.007,0.023,0.011,0.0,-0.0,0.0,0.003,0.003,0.003,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,-0.125,-0.2,0.4,0.009,0.03,-0.005,0.038,1.0,0.008,0.023,0.01,-0.0,-0.0,0.004,0.03,0.001,-0.032,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.092,0.112,0.4,-0.001,0.03,-0.004,0.042,1.0,-0.0,0.004,0.008,-0.008,0.009,0.071,-0.296,-0.716,-0.08,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.2,0.2,0.4,0.001,0.03,-0.002,0.066,0.999,-0.017,-0.026,0.009,-0.005,0.029,0.421,-0.606,-1.193,-0.024,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.2,0.2,0.4,-0.003,0.03,-0.0,0.103,0.999,-0.025,-0.039,0.011,-0.003,0.055,0.815,-0.509,-0.945,0.031,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,-0.009,0.051,0.37,0.002,0.03,0.003,0.155,1.0,-0.003,-0.02,0.009,0.0,0.07,1.266,0.501,0.126,-0.04,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,-0.2,-0.2,0.241,-0.001,0.03,0.007,0.244,1.0,0.025,0.014,0.007,0.002,0.091,1.845,1.017,1.043,-0.077,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,-0.2,-0.2,0.122,-0.02,0.031,0.009,0.326,0.999,0.039,0.027,0.005,0.026,0.084,2.307,0.961,0.932,-0.11,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,-0.104,-0.2,0.05,-0.011,0.033,0.011,0.417,0.999,0.038,0.031,0.006,0.05,0.073,2.671,0.423,0.607,-0.052,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.2,-0.081,0.05,0.009,0.037,0.013,0.548,1.0,0.009,0.006,0.007,0.08,0.061,3.033,-0.722,-0.507,0.053,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
