px,py,pz,rw,rx,ry,rz,vx,vy,vz,wx,wy,wz
0.018,-0.039,0.057,1.0,0.008,0.014,0.004,-0.001,-0.001,-0.001,-0.049,0.041,0.002
0.018,-0.039,0.057,1.0,0.008,0.014,0.004,-0.0,-0.001,-0.002,-0.028,0.021,0.002
0.018,-0.039,0.057,1.0,0.008,0.014,0.004,0.001,-0.0,-0.001,-0.039,0.019,-0.01
0.018,-0.039,0.057,1.0,0.008,0.014,0.004,0.001,0.0,-0.002,-0.022,0.018,0.001
0.018,-0.039,0.057,1.0,0.008,0.014,0.004,-0.0,0.0,-0.002,-0.027,0.031,0.003
0.018,-0.039,0.057,1.0,0.008,0.014,0.004,-0.0,0.001,-0.002,-0.009,0.025,-0.001
0.018,-0.039,0.057,1.0,0.008,0.014,0.004,-0.001,0.001,-0.001,-0.001,0.018,0.006
0.018,-0.039,0.057,1.0,0.008,0.014,0.004,-0.001,0.0,-0.0,-0.007,0.003,-0.001
0.018,-0.039,0.057,1.0,0.008,0.014,0.004,-0.001,0.0,0.0,0.001,-0.012,-0.001
0.018,-0.039,0.057,1.0,0.008,0.014,0.004,-0.001,0.0,-0.001,-0.007,0.012,0.003
0.018,-0.039,0.057,1.0,0.008,0.014,0.004,0.0,-0.001,0.001,0.016,0.004,0.005
0.018,-0.039,0.057,1.0,0.008,0.014,0.004,-0.0,-0.0,-0.0,-0.004,0.005,0.007
0.018,-0.039,0.057,1.0,0.008,0.014,0.004,0.001,0.0,0.001,0.014,-0.003,-0.003
0.018,-0.039,0.057,1.0,0.008,0.014,0.004,0.001,-0.0,0.0,-0.0,-0.013,-0.003
0.018,-0.039,0.057,1.0,0.008,0.014,0.004,0.0,0.0,-0.0,0.0,-0.005,-0.004
0.018,-0.039,0.057,1.0,0.008,0.014,0.004,0.001,-0.0,-0.0,0.002,0.006,0.002
0.018,-0.039,0.057,1.0,0.008,0.014,0.004,-0.001,0.001,-0.001,-0.007,0.02,-0.0
0.018,-0.039,0.057,1.0,0.008,0.014,0.004,-0.001,0.0,-0.0,-0.012,0.005,-0.0
0.018,-0.039,0.057,1.0,0.008,0.014,0.004,-0.0,-0.0,0.001,-0.004,-0.009,-0.002
0.018,-0.039,0.057,1.0,0.008,0.014,0.004,0.0,-0.001,0.002,-0.011,-0.007,-0.001
0.018,-0.039,0.057,1.0,0.008,0.014,0.004,0.0,-0.001,0.0,-0.001,-0.008,-0.0
0.018,-0.039,0.057,1.0,0.008,0.014,0.004,0.0,-0.0,0.0,0.002,0.009,0.002
0.018,-0.039,0.057,1.0,0.008,0.014,0.004,-0.0,0.0,0.0,0.001,-0.002,0.001
0.018,-0.039,0.057,1.0,0.008,0.014,0.004,-0.0,0.0,-0.0,0.003,0.009,-0.001
0.018,-0.039,0.057,1.0,0.008,0.014,0.004,0.001,-0.0,-0.0,-0.009,-0.012,-0.004
0.018,-0.039,0.057,1.0,0.008,0.014,0.004,0.0,0.0,-0.0,-0.001,-0.002,0.0
0.018,-0.039,0.057,1.0,0.008,0.014,0.004,-0.0,-0.0,-0.0,-0.014,-0.011,-0.001
0.018,-0.039,0.057,1.0,0.008,0.014,0.004,0.0,0.0,0.0,0.003,0.002,-0.0
0.018,-0.039,0.057,1.0,0.008,0.014,0.004,-0.0,-0.0,-0.0,-0.01,-0.007,0.003
0.018,-0.039,0.057,1.0,0.008,0.014,0.004,-0.0,-0.0,0.0,-0.005,-0.009,-0.0
0.018,-0.039,0.057,1.0,0.008,0.014,0.004,-0.0,-0.0,-0.0,0.007,-0.008,-0.011
0.018,-0.039,0.057,1.0,0.008,0.014,0.004,-0.001,0.0,-0.0,-0.001,0.001,0.002
