Step,u0,u1,u2,u3,px,py,pz,rw,rx,ry,rz,vx,vy,vz,wx,wy,wz,sp_px,sp_py,sp_pz,sp_rw,sp_rx,sp_ry,sp_rz,sp_vx,sp_vy,sp_vz,sp_wx,sp_wy,sp_wz,err_z,aug_u
11,0.001,0.015,-0.502,-0.004,-0.359,-0.019,0.262,0.999,-0.002,0.038,0.002,0.235,0.04,0.548,0.117,-0.822,-0.077,0.0,0.0,0.3793103448275862,1.0,0.0,0.0,0.0,0.0,0.0,1.0344827586206893,0.0,0.0,0.0,0.0,0.0
12,-0.043,-0.005,-0.508,-0.011,-0.35,-0.018,0.283,0.999,0.007,0.035,-0.0,0.271,0.04,0.619,0.312,-0.697,-0.194,0.0,0.0,0.41379310344827586,1.0,0.0,0.0,0.0,0.0,0.0,1.0344827586206902,0.0,0.0,0.0,0.0,0.0
13,0.003,-0.036,-0.52,-0.003,-0.339,-0.015,0.304,0.999,0.006,0.031,0.001,0.312,0.065,0.648,-0.028,-0.453,-0.046,0.0,0.0,0.4482758620689655,1.0,0.0,0.0,0.0,0.0,0.0,1.0344827586206893,0.0,0.0,0.0,0.0,0.0
14,0.02,-0.1,-0.589,0.02,-0.327,-0.013,0.328,0.999,0.005,0.045,0.005,0.369,0.055,0.713,-0.204,0.855,0.309,0.0,0.0,0.48275862068965514,1.0,0.0,0.0,0.0,0.0,0.0,1.0344827586206902,0.0,0.0,0.0,0.0,0.0
15,-0.016,-0.1,-0.531,0.009,-0.315,-0.011,0.35,0.999,0.006,0.039,0.004,0.384,0.075,0.696,0.216,0.228,0.107,0.0,0.0,0.5172413793103449,1.0,0.0,0.0,0.0,0.0,0.0,1.0344827586206902,0.0,0.0,0.0,0.0,0.0
16,-0.006,-0.008,-0.525,-0.012,-0.301,-0.009,0.373,1.0,0.006,0.022,-0.0,0.402,0.058,0.692,0.072,-0.953,-0.2,0.0,0.0,0.5517241379310345,1.0,0.0,0.0,0.0,0.0,0.0,1.0344827586206884,0.0,0.0,0.0,0.0,0.0
17,-0.008,0.041,-0.507,0.001,-0.288,-0.006,0.394,1.0,0.009,0.011,-0.001,0.421,0.075,0.648,0.074,-1.239,0.019,0.0,0.0,0.5862068965517241,1.0,0.0,0.0,0.0,0.0,0.0,1.0344827586206902,0.0,0.0,0.0,0.0,0.0
18,0.048,-0.009,-0.465,-0.002,-0.273,-0.004,0.414,1.0,0.004,0.006,0.0,0.437,0.087,0.598,-0.287,-0.707,-0.019,0.0,0.0,0.6206896551724138,1.0,0.0,0.0,0.0,0.0,0.0,1.0344827586206902,0.0,0.0,0.0,0.0,0.0
19,0.004,-0.1,-0.519,0.013,-0.257,-0.002,0.436,1.0,0.006,0.021,0.001,0.481,0.068,0.642,0.019,0.782,0.143,0.0,0.0,0.6551724137931034,1.0,0.0,0.0,0.0,0.0,0.0,1.0344827586206902,0.0,0.0,0.0,0.0,0.0
20,0.017,-0.023,-0.492,-0.006,-0.241,0.0,0.456,1.0,0.006,0.011,-0.001,0.479,0.073,0.624,-0.071,-0.987,-0.091,0.0,0.0,0.6896551724137931,1.0,0.0,0.0,0.0,0.0,0.0,1.0344827586206902,0.0,0.0,0.0,0.0,0.0
21,0.011,-0.001,-0.472,0.007,-0.225,0.003,0.479,1.0,0.009,0.004,-0.0,0.473,0.072,0.66,-0.087,-1.055,0.108,0.0,0.0,0.7241379310344828,1.0,0.0,0.0,0.0,0.0,0.0,1.0344827586206884,0.0,0.0,0.0,0.0,0.0
22,-0.022,-0.061,-0.492,0.005,-0.209,0.004,0.501,1.0,0.012,0.0,-0.001,0.497,0.059,0.695,0.126,-0.42,0.089,0.0,0.0,0.7586206896551724,1.0,0.0,0.0,0.0,0.0,0.0,1.0344827586206902,0.0,0.0,0.0,0.0,0.0
23,-0.028,-0.1,-0.523,-0.011,-0.194,0.006,0.522,1.0,0.014,0.003,-0.004,0.512,0.062,0.716,0.165,0.098,-0.148,0.0,0.0,0.7931034482758621,1.0,0.0,0.0,0.0,0.0,0.0,1.0344827586206902,0.0,0.0,0.0,0.0,0.0
24,0.005,-0.1,-0.57,-0.005,-0.174,0.009,0.55,1.0,0.013,0.004,-0.003,0.519,0.062,0.75,-0.112,0.164,-0.032,0.0,0.0,0.8275862068965517,1.0,0.0,0.0,0.0,0.0,0.0,1.0344827586206884,0.0,0.0,0.0,0.0,0.0
25,0.004,-0.05,-0.584,0.002,-0.157,0.01,0.576,1.0,0.011,-0.01,-0.003,0.522,0.062,0.79,-0.063,-0.447,0.048,0.0,0.0,0.8620689655172413,1.0,0.0,0.0,0.0,0.0,0.0,1.0344827586206902,0.0,0.0,0.0,0.0,0.0
26,-0.0,0.019,-0.585,-0.0,-0.14,0.012,0.602,1.0,0.008,-0.024,-0.002,0.514,0.057,0.797,0.046,-0.907,0.009,0.0,0.0,0.896551724137931,1.0,0.0,0.0,0.0,0.0,0.0,1.0344827586206902,0.0,0.0,0.0,0.0,0.0
27,-0.015,-0.014,-0.744,-0.004,-0.123,0.014,0.627,1.0,0.01,-0.029,-0.003,0.509,0.055,0.746,0.157,-0.413,-0.046,0.0,0.0,0.9310344827586207,1.0,0.0,0.0,0.0,0.0,0.0,1.0344827586206884,0.0,0.0,0.0,0.0,0.0
28,-0.018,-0.018,-0.75,-0.011,-0.106,0.016,0.651,0.999,0.011,-0.033,-0.004,0.523,0.051,0.723,0.182,-0.453,-0.163,0.0,0.0,0.9655172413793103,1.0,0.0,0.0,0.0,0.0,0.0,1.0344827586206902,0.0,0.0,0.0,0.0,0.0
29,0.011,-0.1,-0.736,-0.003,-0.089,0.017,0.672,1.0,0.008,-0.022,-0.003,0.498,0.054,0.617,-0.067,0.631,-0.019,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0344827586206917,0.0,0.0,0.0,0.0,0.0
30,0.033,-0.072,-0.721,0.001,-0.073,0.019,0.689,1.0,0.005,-0.026,-0.002,0.51,0.049,0.515,-0.244,-0.074,0.028,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0.013,-0.026,-0.659,0.013,-0.057,0.02,0.699,0.999,0.005,-0.032,0.001,0.475,0.041,0.315,-0.057,-0.332,0.204,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,-0.014,0.063,-0.594,-0.004,-0.042,0.022,0.703,0.999,0.009,-0.049,-0.002,0.458,0.052,0.143,0.17,-0.788,-0.056,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,-0.034,0.045,-0.538,0.002,-0.026,0.023,0.703,0.998,0.014,-0.054,-0.001,0.476,0.038,-0.005,0.179,-0.496,0.042,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,-0.035,0.017,-0.49,-0.006,-0.012,0.024,0.697,0.998,0.016,-0.053,-0.003,0.45,0.046,-0.15,0.147,-0.13,-0.076,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,0.001,-0.07,-0.463,-0.01,0.003,0.025,0.689,0.999,0.011,-0.041,-0.003,0.441,0.03,-0.218,-0.144,0.424,-0.13,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0.025,-0.04,-0.455,-0.003,0.015,0.027,0.681,0.999,0.008,-0.039,-0.003,0.417,0.054,-0.27,-0.203,0.101,-0.023,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,0.001,0.004,-0.456,0.002,0.03,0.028,0.672,0.999,0.006,-0.041,-0.001,0.392,0.034,-0.241,0.035,-0.275,0.034,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,-0.002,0.062,-0.452,0.005,0.041,0.029,0.665,0.999,0.007,-0.051,-0.0,0.348,0.036,-0.226,0.041,-0.46,0.08,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,-0.036,0.052,-0.474,-0.007,0.052,0.03,0.661,0.999,0.012,-0.053,-0.001,0.323,0.036,-0.139,0.245,-0.278,-0.097,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,-0.009,0.012,-0.501,-0.012,0.063,0.032,0.66,0.999,0.011,-0.049,-0.003,0.319,0.036,-0.039,0.022,-0.042,-0.185,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,0.038,-0.069,-0.527,-0.002,0.072,0.033,0.661,0.999,0.007,-0.038,-0.002,0.286,0.034,0.035,-0.346,0.539,-0.02,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,0.042,-0.035,-0.564,0.003,0.08,0.034,0.665,0.999,0.003,-0.035,-0.001,0.262,0.026,0.105,-0.312,0.149,0.06,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,-0.041,0.041,-0.575,-0.001,0.088,0.035,0.67,0.999,0.01,-0.041,-0.001,0.231,0.028,0.148,0.382,-0.417,-0.002,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,-0.05,-0.001,-0.573,-0.0,0.095,0.035,0.675,0.999,0.015,-0.042,-0.002,0.212,0.022,0.147,0.315,0.099,0.018,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,-0.033,0.073,-0.568,-0.003,0.1,0.036,0.678,0.999,0.017,-0.049,-0.003,0.197,0.023,0.117,0.087,-0.454,-0.049,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,0.027,-0.065,-0.555,0.001,0.107,0.037,0.681,0.999,0.012,-0.038,-0.003,0.192,0.033,0.106,-0.376,0.704,0.038,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,0.054,-0.074,-0.561,0.009,0.112,0.038,0.683,0.999,0.004,-0.035,-0.001,0.173,0.013,0.071,-0.5,0.772,0.153,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,-0.017,0.043,-0.546,-0.004,0.117,0.038,0.684,0.999,0.007,-0.041,-0.002,0.143,0.013,0.024,0.167,-0.218,-0.045,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,-0.072,0.098,-0.529,-0.007,0.121,0.038,0.683,0.999,0.016,-0.05,-0.003,0.107,0.009,-0.028,0.466,-0.472,-0.086,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,-0.066,0.076,-0.528,-0.0,0.124,0.039,0.681,0.998,0.019,-0.056,-0.003,0.106,0.004,-0.039,0.309,-0.014,0.017,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,-0.003,0.038,-0.517,-0.007,0.127,0.039,0.679,0.999,0.015,-0.05,-0.006,0.095,0.012,-0.052,-0.215,0.258,-0.087,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,0.076,-0.066,-0.504,0.01,0.129,0.04,0.677,1.0,0.003,-0.031,-0.002,0.064,0.011,-0.066,-0.702,0.907,0.156,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,0.069,-0.027,-0.512,0.009,0.131,0.04,0.674,1.0,-0.002,-0.029,-0.002,0.049,0.012,-0.083,-0.481,0.482,0.161,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,-0.024,-0.006,-0.518,-0.003,0.132,0.04,0.672,1.0,0.004,-0.026,-0.003,0.03,0.007,-0.049,0.298,0.23,-0.02,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,-0.08,0.073,-0.521,-0.005,0.132,0.04,0.671,0.999,0.015,-0.033,-0.005,0.013,-0.002,-0.038,0.542,-0.338,-0.055,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,-0.04,0.065,-0.531,-0.0,0.132,0.04,0.671,0.999,0.017,-0.035,-0.005,0.004,0.0,-0.017,0.076,-0.169,0.016,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,0.002,0.013,-0.532,-0.003,0.132,0.04,0.671,0.999,0.013,-0.029,-0.005,-0.002,0.009,0.003,-0.217,0.219,-0.022,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,0.03,0.001,-0.535,-0.008,0.132,0.041,0.672,1.0,0.006,-0.024,-0.007,-0.003,0.014,0.013,-0.288,0.211,-0.089,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,0.006,0.003,-0.539,-0.007,0.132,0.041,0.672,1.0,0.005,-0.02,-0.006,-0.012,0.003,0.018,-0.051,0.104,-0.082,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,-0.048,0.031,-0.538,-0.001,0.131,0.041,0.673,1.0,0.011,-0.022,-0.006,-0.022,0.002,0.01,0.352,-0.096,0.023,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,-0.032,0.023,-0.539,0.001,0.13,0.041,0.673,1.0,0.013,-0.022,-0.005,-0.028,0.002,0.013,0.123,0.016,0.055,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,0.014,-0.002,-0.539,-0.002,0.129,0.041,0.674,1.0,0.008,-0.019,-0.005,-0.024,0.002,0.017,-0.218,0.186,-0.011,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,0.036,-0.021,-0.539,-0.002,0.129,0.041,0.674,1.0,0.003,-0.014,-0.005,-0.02,0.007,0.014,-0.292,0.225,-0.008,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,0.023,-0.031,-0.54,0.001,0.128,0.041,0.674,1.0,-0.0,-0.01,-0.004,-0.023,0.003,0.007,-0.079,0.23,0.047,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,-0.021,-0.021,-0.539,-0.0,0.127,0.041,0.674,1.0,0.005,-0.008,-0.004,-0.031,0.001,0.002,0.225,0.104,0.019,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,-0.035,0.002,-0.54,0.001,0.126,0.041,0.674,1.0,0.01,-0.012,-0.004,-0.025,0.004,0.01,0.247,-0.04,0.032,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,-0.03,0.046,-0.537,-0.009,0.125,0.042,0.674,1.0,0.011,-0.02,-0.005,-0.022,0.014,0.003,0.2,-0.284,-0.117,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,0.007,0.036,-0.531,-0.003,0.125,0.042,0.674,1.0,0.006,-0.022,-0.005,-0.02,0.016,-0.011,-0.041,-0.131,-0.03,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,0.02,0.006,-0.531,-0.005,0.124,0.043,0.674,1.0,0.003,-0.02,-0.005,-0.019,0.017,-0.011,-0.084,0.132,-0.057,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,0.024,-0.041,-0.531,-0.005,0.124,0.043,0.673,1.0,0.001,-0.014,-0.005,-0.019,0.015,-0.012,-0.074,0.45,-0.054,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,0.009,-0.044,-0.532,0.002,0.123,0.044,0.673,1.0,0.002,-0.008,-0.004,-0.023,0.015,-0.019,0.054,0.332,0.052,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,-0.001,0.026,-0.532,0.002,0.122,0.044,0.672,1.0,0.006,-0.015,-0.004,-0.025,0.013,-0.014,0.038,-0.189,0.058,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,0.001,0.051,-0.534,-0.003,0.121,0.045,0.672,1.0,0.007,-0.02,-0.004,-0.023,0.019,-0.003,0.019,-0.321,-0.03,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,-0.001,0.008,-0.532,-0.002,0.121,0.045,0.672,1.0,0.009,-0.018,-0.004,-0.023,0.018,-0.004,-0.024,0.078,-0.011,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,-0.001,-0.052,-0.532,0.006,0.12,0.046,0.672,1.0,0.008,-0.01,-0.003,-0.016,0.014,-0.002,-0.0,0.459,0.114,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,0.01,-0.016,-0.535,0.001,0.119,0.047,0.672,1.0,0.007,-0.009,-0.003,-0.02,0.015,-0.007,-0.085,0.067,0.043,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,-0.001,0.022,-0.535,0.0,0.119,0.048,0.672,1.0,0.009,-0.013,-0.004,-0.018,0.018,-0.003,-0.006,-0.223,0.028,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,-0.0,0.078,-0.532,0.002,0.118,0.048,0.671,1.0,0.009,-0.022,-0.004,-0.014,0.019,-0.005,-0.014,-0.562,0.047,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,-0.004,-0.053,-0.529,-0.004,0.118,0.048,0.671,1.0,0.01,-0.013,-0.005,-0.017,0.006,0.001,-0.049,0.566,-0.034,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,-0.016,-0.021,-0.531,-0.005,0.117,0.049,0.671,1.0,0.012,-0.012,-0.007,-0.007,0.012,-0.016,0.041,0.169,-0.048,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,0.012,-0.057,-0.525,-0.002,0.117,0.049,0.67,1.0,0.01,-0.005,-0.007,-0.01,0.011,-0.029,-0.196,0.357,0.02,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,-0.016,0.02,-0.531,-0.003,0.117,0.05,0.67,1.0,0.012,-0.01,-0.006,-0.013,0.01,-0.017,0.036,-0.293,-0.014,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,-0.009,0.029,-0.527,0.0,0.116,0.05,0.669,1.0,0.011,-0.014,-0.006,-0.007,0.012,-0.019,0.002,-0.294,0.04,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,-0.004,-0.049,-0.528,-0.004,0.117,0.05,0.669,1.0,0.011,-0.007,-0.006,0.004,0.003,-0.008,-0.081,0.281,-0.027,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,-0.0,-0.027,-0.531,-0.008,0.117,0.05,0.668,1.0,0.009,-0.006,-0.007,0.009,0.011,-0.015,-0.032,0.013,-0.085,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,-0.004,-0.031,-0.536,-0.004,0.117,0.05,0.669,1.0,0.008,-0.003,-0.006,0.01,0.005,-0.001,0.018,-0.044,-0.031,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,0.004,0.002,-0.537,0.004,0.118,0.05,0.669,1.0,0.007,-0.008,-0.004,0.01,0.004,0.004,-0.051,-0.246,0.091,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,0.004,0.015,-0.533,-0.002,0.118,0.051,0.669,1.0,0.008,-0.011,-0.005,0.01,0.008,-0.001,-0.053,-0.293,-0.001,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,-0.001,-0.011,-0.534,0.001,0.119,0.051,0.669,1.0,0.008,-0.012,-0.004,0.018,0.008,0.004,-0.005,-0.027,0.041,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,-0.023,-0.004,-0.534,-0.007,0.119,0.051,0.669,1.0,0.009,-0.013,-0.005,0.026,0.01,0.002,0.199,-0.097,-0.081,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,-0.018,0.017,-0.529,-0.004,0.12,0.051,0.669,1.0,0.009,-0.016,-0.005,0.025,0.01,-0.01,0.146,-0.231,-0.038,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,0.002,0.01,-0.532,-0.003,0.121,0.051,0.669,1.0,0.008,-0.018,-0.006,0.023,0.003,0.001,-0.048,-0.102,-0.022,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,0.02,-0.023,-0.533,0.0,0.122,0.052,0.669,1.0,0.005,-0.015,-0.006,0.026,0.008,0.007,-0.133,0.141,0.038,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,0.013,-0.074,-0.536,0.003,0.123,0.052,0.669,1.0,0.004,-0.008,-0.005,0.027,0.005,0.004,-0.044,0.472,0.073,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,-0.001,-0.018,-0.542,-0.002,0.124,0.052,0.67,1.0,0.006,-0.011,-0.005,0.037,0.002,0.009,0.033,-0.066,0.003,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,-0.022,0.055,-0.537,-0.004,0.125,0.052,0.67,1.0,0.008,-0.02,-0.005,0.023,0.006,0.012,0.214,-0.53,-0.036,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,-0.019,0.049,-0.534,-0.011,0.125,0.052,0.67,1.0,0.011,-0.025,-0.007,0.025,0.003,0.01,0.089,-0.341,-0.13,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
