Step,Last_Control_0,Last_Control_1,Last_Control_2,Last_Control_3,Last_Position_X,Last_Position_Y,Last_Position_Z,Predicted_Position_X,Predicted_Position_Y,Predicted_Position_Z,Actual_Position_X,Actual_Position_Y,Actual_Position_Z,Last_Linear_Velocity_X,Last_Linear_Velocity_Y,Last_Linear_Velocity_Z,Predicted_Linear_Velocity_X,Predicted_Linear_Velocity_Y,Predicted_Linear_Velocity_Z,Actual_Linear_Velocity_X,Actual_Linear_Velocity_Y,Actual_Linear_Velocity_Z,Last_Orientation_W,Last_Orientation_X,Last_Orientation_Y,Last_Orientation_Z,Predicted_Orientation_W,Predicted_Orientation_X,Predicted_Orientation_Y,Predicted_Orientation_Z,Actual_Orientation_W,Actual_Orientation_X,Actual_Orientation_Y,Actual_Orientation_Z,Last_Angular_Velocity_X,Last_Angular_Velocity_Y,Last_Angular_Velocity_Z,Predicted_Angular_Velocity_X,Predicted_Angular_Velocity_Y,Predicted_Angular_Velocity_Z,Actual_Angular_Velocity_X,Actual_Angular_Velocity_Y,Actual_Angular_Velocity_Z,Setpoint_X,Setpoint_Y,Setpoint_Z,Setpoint_Orientation_W,Setpoint_Orientation_X,Setpoint_Orientation_Y,Setpoint_Orientation_Z,Setpoint_VX,Setpoint_VY,Setpoint_VZ,Setpoint_AX,Setpoint_AY,Setpoint_AZ
156,0.23599139356929352,0.4567166611846635,0.40102857864359664,0.2258748743451492,0.018,0.0,0.876,0.01806631172176803,-3.402314503956534e-07,0.8778801584841147,0.018,0.0,0.876,0.002,0.001,-0.001,0.001963228670600022,-3.007884362385047e-05,0.11025546570702467,0.002,0.0,0.002,1.0,0.0,0.0,0.0,1.0000004551090271,6.293972956125338e-05,-0.00010922649034725886,0.00016676827299622879,1.0,0.0,0.0,0.0,0.003,0.0,-0.049,0.002888564902946213,-0.010872249144911946,0.010729136559992351,0.005,-0.002,0.009,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,0.35464841844316475,0.29171156597608444,0.29188336837923845,0.3793920728036969,0.018,0.0,0.876,0.01806626290664602,-1.3727283641931834e-07,0.8788727497878319,0.018,0.0,0.877,0.002,0.0,0.002,0.00195878124471952,-1.3620570293728665e-05,0.10952516195035095,0.002,0.0,0.003,1.0,0.0,0.0,0.0,0.9999997320021272,3.1974849357937914e-05,-0.0001176407223116272,0.0016493918418521013,1.0,0.0,0.0,0.001,0.005,-0.002,0.009,0.002282072623405202,-0.011122461880999829,0.03845394563421674,0.002,-0.003,0.039,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,0.4079532642147832,0.23733666069355705,0.24153533784517545,0.4592365690769299,0.018,0.0,0.877,0.018066342462518058,-3.194511358782759e-08,0.878783685003375,0.018,0.0,0.877,0.002,0.0,0.003,0.0019660057459763326,-3.3292500679048123e-06,0.10683061385359831,0.002,0.0,0.0,1.0,0.0,0.0,0.001,1.0000000667813818,1.1110997675814942e-05,-0.00010099647075195526,0.0010844124544053648,1.0,0.0,0.0,0.001,0.002,-0.003,0.039,0.0012043064696677843,-0.010095071567680509,0.004136190111988722,0.0,-0.002,0.006,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,0.33798044434267766,0.325259658979535,0.3002019655113094,0.3538910532514561,0.018,0.0,0.877,0.01906642592160728,-9.819465729823924e-08,0.8776465021600326,0.019,0.0,0.876,0.002,0.0,0.0,0.001972902962599012,-7.1523399786700955e-06,0.10314242458090948,0.002,0.0,-0.004,1.0,0.0,0.0,0.001,1.0000006218589839,1.449770209407533e-05,-8.565164286422152e-05,0.00042648282510636057,1.0,0.0,0.0,0.001,0.0,-0.002,0.006,0.00019509222821566187,-0.009420148678140738,-0.034340594316649625,0.001,-0.001,-0.034,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,0.2516958278750328,0.46563510119117796,0.39719585491007625,0.24989530080459835,0.019,0.0,0.876,0.019099820897692816,-3.344849164420614e-05,0.8775633190032374,0.019,0.0,0.876,0.002,0.0,-0.004,0.0029774558355703576,-0.0010088293204442472,0.10249589642345255,0.003,-0.001,-0.008,1.0,0.0,0.0,0.001,0.9999996332429562,1.3515775168974806e-05,-7.786904631682914e-05,-0.00010681446752047285,1.0,0.0,0.0,0.0,0.001,-0.001,-0.034,-0.0004115208567352876,-0.009578654886535497,-0.0057405586174032845,0.002,0.0,-0.007,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,0.2984804984897722,0.3893998070980488,0.3430495228896084,0.3286350730525635,0.019,0.0,0.876,0.019099792076324933,-3.32023885132166e-05,0.8776192548816393,0.019,0.0,0.876,0.003,-0.001,-0.008,0.0029748063218776283,-0.0009897700000975442,0.105525077889647,0.003,-0.001,-0.008,1.0,0.0,0.0,0.0,1.0000001524252915,-2.4449856034900926e-05,-8.595757818055313e-05,0.0014044199639523987,1.0,0.0,0.0,0.001,0.002,0.0,-0.007,-0.0012003286594719997,-0.010360546002276953,0.024082820497824713,-0.001,0.0,0.024,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,0.38954557600141215,0.2528642054475688,0.26359517338344135,0.46832535502081524,0.019,0.0,0.876,0.019099622859658785,-3.3046964415753436e-05,0.8776827051530044,0.019,0.0,0.876,0.003,-0.001,-0.008,0.0029605884037574286,-0.0009756170511095897,0.10616224754881791,0.003,-0.001,-0.006,1.0,0.0,0.0,0.001,0.999999879569345,-4.969717174986045e-05,-0.00011711066846865903,0.0011387530532977572,1.0,0.0,0.0,0.001,-0.001,0.0,0.024,-0.0019339587121723777,-0.011826799142275532,0.007573655970182461,-0.004,-0.002,0.009,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,0.3432724796037353,0.3003457715386373,0.2952038455829916,0.3647377354075416,0.019,0.0,0.876,0.01909965143286229,-3.3134666861384836e-05,0.8777463456221423,0.019,0.0,0.876,0.003,-0.001,-0.006,0.0029625030824063764,-0.000981096872910446,0.10823197326280458,0.003,-0.001,-0.003,1.0,0.0,0.0,0.001,1.0000002957906546,-4.168387830568239e-05,-0.00011187192344517699,0.0007424944294327422,1.0,0.0,0.0,0.001,-0.004,-0.002,0.009,-0.002565359936372818,-0.011532974303315027,-0.015554404331546645,-0.003,-0.002,-0.015,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,0.27999928585689854,0.43814049865016946,0.37055210192467813,0.28229792850304036,0.019,0.0,0.876,0.019099473143280067,-6.656179000802287e-05,0.8778990237954255,0.019,0.0,0.876,0.003,-0.001,-0.003,0.0029462578483238537,-0.0019881473840689416,0.11472383302313027,0.003,-0.002,0.0,1.0,0.0,0.0,0.001,1.0000001035126795,-3.301941663953366e-05,-0.00014938116142229672,-0.00045644596539081545,1.0,0.0,0.0,0.0,-0.003,-0.002,-0.015,-0.0033726096875851563,-0.013974588315469468,-0.026392830655275618,-0.001,-0.004,-0.028,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,0.25649015792530344,0.46102834993728437,0.40291136213790335,0.2552652184876908,0.019,0.0,0.876,0.019099388049322617,-6.659579236514078e-05,0.8779492311419764,0.019,0.0,0.876,0.003,-0.002,0.0,0.0029407917925178095,-0.001993717608969833,0.11282869783308,0.003,-0.002,0.002,1.0,0.0,0.0,0.0,1.0000001451176703,-2.0383014094429967e-05,-0.00016067422250741432,0.00011782729119239445,1.0,0.0,0.0,0.0,-0.001,-0.004,-0.028,-0.0019323692484380698,-0.013855728859482531,0.007878739136061678,0.0,-0.005,0.006,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,0.33214815795175084,0.2736023685116413,0.2948677010678837,0.36015797196717364,0.019,0.0,0.876,0.019099369288688703,-6.649804197042742e-05,0.8779986342241576,0.019,0.0,0.876,0.003,-0.002,0.002,0.002938800516753172,-0.001986463360418669,0.11174876464876643,0.003,-0.002,0.008,1.0,0.0,0.0,0.0,0.999999783027805,-2.8973348170850466e-05,-0.00016297446848908458,0.001784036484824367,1.0,0.0,0.0,0.001,0.0,-0.005,0.006,-0.0010508660699744907,-0.013541711761127478,0.046589328654960654,-0.002,-0.006,0.047,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,0.40757280025240195,0.22722647471665686,0.23610341067027008,0.45791721623918824,0.019,0.0,0.876,0.01909936471228522,-6.623250617473265e-05,0.8782002050350846,0.019,0.0,0.876,0.003,-0.002,0.008,0.0029372968707288335,-0.0019636866225189596,0.1202532684365256,0.003,-0.002,0.013,1.0,0.0,0.0,0.001,0.9999986818166823,-7.519153779135194e-05,-0.00016625733259577097,0.0024627978556756745,1.0,0.0,0.0,0.002,-0.002,-0.006,0.047,-0.0027074701655946136,-0.014134926859030034,0.026223483478201783,-0.006,-0.006,0.029,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,0.3975564952157289,0.2548346452719689,0.2549604064224089,0.4591643189690445,0.019,0.0,0.876,0.019099418984623587,-6.634917836315981e-05,0.8791383203058144,0.019,0.0,0.877,0.003,-0.002,0.013,0.0029425323620592358,-0.001970745094790042,0.11882105886549124,0.003,-0.002,0.009,1.0,0.0,0.0,0.002,1.000001633592777,-6.165956375486632e-05,-0.000155957680715832,0.0005624779213475189,1.0,0.0,0.0,0.001,-0.006,-0.006,0.029,-0.003227406805821365,-0.013686084339278492,-0.026954760879150143,-0.005,-0.005,-0.025,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,0.2576489824664304,0.4614364781044441,0.38751327445368366,0.24100962819085806,0.019,0.0,0.877,0.019099427368216546,-6.64978826755884e-05,0.879077353241314,0.019,0.0,0.877,0.003,-0.002,0.009,0.0029433457217697473,-0.0019827748347415832,0.11510067523425911,0.003,-0.002,0.009,1.0,0.0,0.0,0.001,1.0000005955509632,-4.50386053754313e-05,-0.00015482770409276655,8.829331937220108e-05,1.0,0.0,0.0,0.001,-0.005,-0.005,-0.025,-0.0038373766132043957,-0.013590060687291867,-0.053935555586834924,-0.002,-0.005,-0.055,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,0.22814690493033032,0.45187158456425297,0.40047250053769645,0.2223554246591309,0.019,0.0,0.877,0.020066096794238028,-9.994188480481344e-05,0.8790888624192165,0.02,0.0,0.877,0.003,-0.002,0.009,0.0019444572994529745,-0.002994074370977957,0.11347641530700958,0.002,-0.003,0.011,1.0,0.0,0.0,0.001,0.9999994923535412,-2.0405819701784157e-05,-0.0001522636623012495,1.0065777641585883e-06,1.0,0.0,0.0,0.0,-0.002,-0.005,-0.055,-0.002191849057961239,-0.013073931553659261,0.0009947998967870172,0.0,-0.005,-0.001,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,0.31546208271236886,0.3184272855906162,0.31565384238117333,0.33593382658880583,0.02,0.0,0.877,0.020051756882419378,-0.0010997337195690943,0.8799899921036175,0.02,-0.001,0.878,0.002,-0.003,0.011,0.001087949213759428,-0.0029769450535317887,0.11124578570292086,0.002,-0.003,0.009,1.0,0.0,0.0,0.0,0.9999998354438892,-5.4426567554050635e-05,-0.0011396545628405508,0.001571313707845449,1.0,0.0,-0.001,0.001,0.0,-0.005,-0.001,-0.0031279321321665554,-0.01142840701376027,0.0340514440675503,-0.003,-0.005,0.034,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,0.431381533689987,0.23294500629354986,0.2562277224113907,0.4552392594585584,0.02,-0.001,0.878,0.020051906072479597,-0.0010997157504391737,0.8797873275855814,0.02,-0.001,0.878,0.002,-0.003,0.009,0.0011006159083185585,-0.0029744387644211555,0.10637919132497031,0.002,-0.003,0.001,1.0,0.0,-0.001,0.001,0.9999998223605405,-5.876757862150491e-05,-0.001094449591812179,0.001153489346405739,1.0,0.0,-0.001,0.001,-0.003,-0.005,0.034,-0.0030846009403375776,-0.008226530033902345,0.008337242109580839,-0.004,-0.003,0.01,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,0.3597462469940339,0.30242725875774035,0.2949543187360501,0.36791726663961294,0.02,-0.001,0.878,0.02001877130978139,-0.001066375504156769,0.8796141949007852,0.02,-0.001,0.878,0.002,-0.003,0.001,0.0001184406725711002,-0.0019722597246253125,0.10240192823672616,0.001,-0.002,-0.005,1.0,0.0,-0.001,0.001,1.0000006277244038,-6.606643150073285e-05,-0.0010440934066827407,0.0004261567219782721,1.0,0.0,-0.001,0.001,-0.004,-0.003,0.01,-0.004376936857007234,-0.005454371748167422,-0.03435538922623888,-0.004,0.0,-0.034,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,0.24880038116104009,0.4627246511031592,0.4118562616519607,0.2508572491433305,0.02,-0.001,0.878,0.020018889594061198,-0.0010664723201178168,0.878605931116757,0.02,-0.001,0.877,0.001,-0.002,-0.005,0.00013072204923567543,-0.0019804392558243895,0.10604488778029685,0.001,-0.002,-0.008,1.0,0.0,-0.001,0.001,0.9999997654962197,-4.948825565460518e-05,-0.000989822023049782,-0.00038557428158312516,1.0,0.0,-0.001,0.0,-0.004,0.0,-0.034,-0.004249907936431649,-0.0031829288216140084,-0.021937438704997793,-0.002,0.004,-0.024,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,0.2596772672113082,0.46357927422423734,0.40130686408592237,0.27851282204712907,0.02,-0.001,0.877,0.020033716261894628,-0.001066358748778964,0.8786780568221455,0.02,-0.001,0.877,0.001,-0.002,-0.008,0.0010358919219272998,-0.0019738884911099162,0.10742208813247513,0.001,-0.002,-0.008,1.0,0.0,-0.001,0.0,1.0000002908552614,-6.192455688349865e-05,5.4861645630158076e-05,0.0004496634872797915,1.0,0.0,0.0,0.0,-0.002,0.004,-0.024,-0.0035183132888911817,-0.0019016176545386477,0.027472725288552942,-0.003,0.008,0.026,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,0.3527056136609099,0.25398164668398004,0.24567713506707742,0.4642470482169306,0.02,-0.001,0.877,0.020000501729428993,-0.001066213759926893,0.8788837211009253,0.02,-0.001,0.877,0.001,-0.002,-0.008,3.740822792591106e-05,-0.0019621991952808453,0.11191005706763556,0.0,-0.002,0.001,1.0,0.0,0.0,0.0,0.9999993874815402,-7.741957154829351e-05,5.255269363071464e-05,0.0015768909633091005,1.0,0.0,0.0,0.001,-0.003,0.008,0.026,-0.002844856847059171,-0.002912959132149422,0.03382161475841067,-0.006,0.009,0.035,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,0.3829983993113167,0.24829500215559241,0.23784048258323154,0.4593423981548776,0.02,-0.001,0.877,0.0200003099689964,-0.0010663522240925106,0.8790283658702055,0.02,-0.001,0.877,0.0,-0.002,0.001,2.0413052705269398e-05,-0.0019710652584992426,0.11498174164360651,0.0,-0.002,0.006,1.0,0.0,0.0,0.001,1.0000005806167716,-6.089922976091762e-05,1.2583736838570754e-05,0.000736725165567977,1.0,0.0,0.0,0.001,-0.006,0.009,0.035,-0.003120487723312015,-0.005411614953531071,-0.01624916375995887,-0.005,0.007,-0.015,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,0.28053200901864384,0.4218780882073594,0.3425422732167822,0.26995078684110974,0.02,-0.001,0.877,0.019999996837834263,-0.0010665773240698493,0.8790675465731642,0.02,-0.001,0.877,0.0,-0.002,0.006,-7.532654526041488e-06,-0.001989428977265296,0.11685932449265168,0.0,-0.002,0.008,1.0,0.0,0.0,0.001,1.0000003269352116,-2.960200554116552e-05,-5.095476856324906e-05,0.0006041877134253104,1.0,0.0,0.0,0.001,-0.005,0.007,-0.015,-0.0030890309488664103,-0.009107573724176702,-0.023129293670111302,-0.001,0.003,-0.024,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,0.265587448497877,0.45638142320491726,0.387253437806914,0.2600865654886337,0.02,-0.001,0.877,0.019999673580674962,-0.0010331809186585252,0.8800111563526968,0.02,-0.001,0.878,0.0,-0.002,0.008,-3.45506263154884e-05,-0.0009867333450199476,0.11325367566348839,0.0,-0.001,0.006,1.0,0.0,0.0,0.001,0.9999999562350479,-3.569524295848992e-05,-0.00010886285636313903,0.0011943201144824596,1.0,0.0,0.0,0.001,-0.001,0.003,-0.024,-0.0026745270130581395,-0.011525029193834184,0.012034774085055343,-0.001,-0.001,0.011,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,0.34789430678430855,0.26121956742159713,0.29168335429865555,0.3810751640697121,0.02,-0.001,0.878,0.019999578640937918,-0.0010330953484492197,0.8799275574333529,0.02,-0.001,0.878,0.0,-0.001,0.006,-4.353537174909109e-05,-0.0009803933821714158,0.11201979118346235,0.0,-0.001,0.005,1.0,0.0,0.0,0.001,0.9999995977424625,-4.143459281520653e-05,-0.000125066251251829,0.001345381968263752,1.0,0.0,0.0,0.001,-0.001,-0.001,0.011,-0.0015609076659667933,-0.01203343379376963,0.020075730726412708,-0.003,-0.003,0.021,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,0.4008134446972796,0.263973300985757,0.2688836265027722,0.4568476264413715,0.02,-0.001,0.878,0.01999939876004331,-0.001018620612649689,0.8797449559704091,0.02,-0.001,0.878,0.0,-0.001,0.005,-5.737415209707741e-05,-0.00010841550779300377,0.10546414753664003,0.0,-0.001,-0.002,1.0,0.0,0.0,0.001,1.0000001578776447,-0.001042747531444328,-0.0001520009817695224,0.0008868672649957702,1.0,-0.001,0.0,0.001,-0.003,-0.003,0.021,-0.0010570536283139196,-0.012861021975865706,-0.007408338569419005,-0.004,-0.005,-0.006,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,0.2911715697115361,0.33346570389397534,0.35348943710110664,0.30731091086501483,0.02,-0.001,0.878,0.019999546692994717,-0.0009854917628355732,0.8795224091284948,0.02,-0.001,0.878,0.0,-0.001,-0.002,-4.500369322227736e-05,0.0008747159443841571,0.09919194222016255,0.0,0.0,-0.007,1.0,-0.001,0.0,0.001,1.0000004635024902,-0.0010131710175632733,-0.0001229093336920282,-0.0006654412374464388,1.0,-0.001,0.0,0.0,-0.004,-0.005,-0.006,7.786996705652313e-05,-0.01067697474297364,-0.03938873531207849,-0.002,-0.004,-0.04,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,0.24036578576943715,0.4606502584988229,0.4260834635626608,0.248367966668103,0.02,-0.001,0.878,0.019999616486046205,-0.0009855261776893296,0.8785443168993537,0.02,-0.001,0.877,0.0,0.0,-0.007,-3.988412963643389e-05,0.0008670556734895185,0.104535724142494,0.0,0.0,-0.01,1.0,-0.001,0.0,0.0,1.0000000020638977,-0.000961691372742326,-0.00011061805062048123,-0.0003788088800425929,1.0,-0.001,0.0,0.0,-0.002,-0.004,-0.04,0.0023430187638499803,-0.01048528434899602,-0.021201242059570392,0.002,-0.003,-0.024,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
