Step,Last_Control_0,Last_Control_1,Last_Control_2,Last_Control_3,Last_Position_X,Last_Position_Y,Last_Position_Z,Predicted_Position_X,Predicted_Position_Y,Predicted_Position_Z,Actual_Position_X,Actual_Position_Y,Actual_Position_Z,Last_Linear_Velocity_X,Last_Linear_Velocity_Y,Last_Linear_Velocity_Z,Predicted_Linear_Velocity_X,Predicted_Linear_Velocity_Y,Predicted_Linear_Velocity_Z,Actual_Linear_Velocity_X,Actual_Linear_Velocity_Y,Actual_Linear_Velocity_Z,Last_Orientation_W,Last_Orientation_X,Last_Orientation_Y,Last_Orientation_Z,Predicted_Orientation_W,Predicted_Orientation_X,Predicted_Orientation_Y,Predicted_Orientation_Z,Actual_Orientation_W,Actual_Orientation_X,Actual_Orientation_Y,Actual_Orientation_Z,Last_Angular_Velocity_X,Last_Angular_Velocity_Y,Last_Angular_Velocity_Z,Predicted_Angular_Velocity_X,Predicted_Angular_Velocity_Y,Predicted_Angular_Velocity_Z,Actual_Angular_Velocity_X,Actual_Angular_Velocity_Y,Actual_Angular_Velocity_Z,Setpoint_X,Setpoint_Y,Setpoint_Z,Setpoint_Orientation_W,Setpoint_Orientation_X,Setpoint_Orientation_Y,Setpoint_Orientation_Z,Setpoint_VX,Setpoint_VY,Setpoint_VZ,Setpoint_AX,Setpoint_AY,Setpoint_AZ
116,0.40198816502465984,0.24338490557802867,0.242301166464423,0.4605747887588043,0.019,0.0,0.875,0.018999802997149314,-6.633540757732842e-05,0.876874219907327,0.019,0.0,0.875,0.001,-0.002,-0.001,-2.2731776352772227e-05,-0.0019703507748084323,0.11125021534275019,0.0,-0.002,0.0,1.0,0.0,0.0,0.001,1.0000004103239806,-6.158842799829709e-05,-7.739742667743043e-05,0.0008621287159714924,1.0,0.0,0.0,0.001,-0.004,0.0,0.038,-0.0029110492227867623,-0.009073845792833334,-0.009248001350146626,-0.005,0.0,-0.007,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,0.29474263435721926,0.38076927118767,0.3396516551121214,0.28626860243361885,0.019,0.0,0.875,0.018999831628024266,-6.652089763928016e-05,0.8769100147673468,0.019,0.0,0.875,0.0,-0.002,0.0,-2.0305825060648446e-05,-0.0019852504529910033,0.11030026901027311,0.0,-0.002,0.004,1.0,0.0,0.0,0.001,1.0000005322275725,-3.650974110459089e-05,-7.060897502790108e-05,-0.000769503404981367,1.0,0.0,0.0,0.0,-0.005,0.0,-0.007,-0.002855194040556015,-0.008508361719002856,-0.04583775773108159,-0.002,0.0,-0.046,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,0.2355474625633701,0.460022892982363,0.40313847022192506,0.23139543072246382,0.019,0.0,0.875,0.018999825925384326,-6.662210455611159e-05,0.8779290759287217,0.019,0.0,0.876,0.0,-0.002,0.004,-2.1582205323670603e-05,-0.0019940024065851387,0.11269075050788332,0.0,-0.002,0.004,1.0,0.0,0.0,0.0,1.0000000876838633,-2.09057750366576e-05,-7.461261763972494e-05,-0.00026692927788882616,1.0,0.0,0.0,0.0,-0.002,0.0,-0.046,-0.00266154181771229,-0.009101156270145752,-0.014847766436651987,0.0,0.0,-0.017,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,0.27678314327664505,0.42016912387915584,0.37263249620789807,0.29226493338778226,0.019,0.0,0.876,0.018999807493895723,-6.644243027680357e-05,0.8778439990755005,0.019,0.0,0.876,0.0,-0.002,0.004,-2.258830139287027e-05,-0.001980994222065903,0.11021374009023419,0.0,-0.002,0.0,1.0,0.0,0.0,0.0,1.0000001822982352,-4.6170359153885126e-05,-7.725501256811084e-05,0.0005628958748336934,1.0,0.0,0.0,0.0,0.0,0.0,-0.017,-0.002803050263249737,-0.009144484925801121,0.03401456297943471,-0.002,0.0,0.033,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,0.39718376689591445,0.2335330550749861,0.25294438307344064,0.4617749921660313,0.019,0.0,0.876,0.018999822134076083,-6.628834330884381e-05,0.8777936836074651,0.019,0.0,0.876,0.0,-0.002,0.0,-2.1646783932896305e-05,-0.001968382798640061,0.10909597064623246,0.0,-0.002,-0.001,1.0,0.0,0.0,0.0,0.9999992311380972,-6.549636403867323e-05,-7.425696128321692e-05,0.0016387304735364936,1.0,0.0,0.0,0.001,-0.002,0.0,0.033,-0.0024718797745385563,-0.008977375169101876,0.037241730066922135,-0.005,0.0,0.039,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,0.40330919544271754,0.23971240459831125,0.24395985898873468,0.4598002710264998,0.019,0.0,0.876,0.018999812389993834,-6.62531065731156e-05,0.8778340664514268,0.019,0.0,0.876,0.0,-0.002,-0.001,-2.2537024832500424e-05,-0.001962439861640902,0.1109984174117558,0.0,-0.002,-0.001,1.0,0.0,0.0,0.001,1.0000006896913476,-8.047117018350399e-05,-7.698268147757542e-05,0.0006999180755365209,1.0,0.0,0.0,0.001,-0.005,0.0,0.039,-0.004283556491427882,-0.009215472813234121,-0.018587863473271377,-0.006,0.0,-0.017,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,0.2747855893726844,0.43543832867198873,0.37487752392462703,0.2700095676912935,0.019,0.0,0.876,0.018999815298586673,-6.65033660945967e-05,0.8778990306400195,0.019,0.0,0.876,0.0,-0.002,-0.001,-2.2538315582778876e-05,-0.0019833598325479478,0.11331649634820057,0.0,-0.002,0.001,1.0,0.0,0.0,0.001,1.0000001120584612,-4.153538257137793e-05,-7.72346284833362e-05,-0.0005290324545232769,1.0,0.0,0.0,0.0,-0.006,0.0,-0.017,-0.003435632064361506,-0.009358776968901621,-0.03105374706368875,-0.002,0.0,-0.032,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,0.24793691686860347,0.46100568215801313,0.4010687772048229,0.24759333745301929,0.019,0.0,0.876,0.01899972311948992,-6.644925468417039e-05,0.8779632707915656,0.019,0.0,0.876,0.0,-0.002,0.001,-2.9953133530242733e-05,-0.001981322844028863,0.11372254654785718,0.0,-0.002,0.003,1.0,0.0,0.0,0.0,1.000000264604214,-4.550907622581777e-05,-9.388764344933542e-05,0.00024563809239401037,1.0,0.0,0.0,0.0,-0.002,0.0,-0.032,-0.002865593107601878,-0.010063448861487632,0.015150666097172971,-0.002,-0.001,0.014,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,0.3518225691165605,0.26545499542098505,0.2835099303815595,0.40148848608050913,0.019,0.0,0.876,0.018999749194269236,-6.627998285809018e-05,0.8780340037459334,0.019,0.0,0.876,0.0,-0.002,0.003,-2.8037221431669244e-05,-0.0019675280957535506,0.11551505725631606,0.0,-0.002,0.007,1.0,0.0,0.0,0.0,0.9999996488064712,-6.862904480280777e-05,-8.824492881635795e-05,0.0015278594300771001,1.0,0.0,0.0,0.001,-0.002,-0.001,0.014,-0.0028125057409204017,-0.009668672162226173,0.03092565788512428,-0.005,-0.001,0.032,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,0.4000170504073094,0.24522260062348336,0.25015356106475267,0.46027630334433217,0.019,0.0,0.876,0.018966405990168574,-0.0010663337727137455,0.8779712974131381,0.019,-0.001,0.876,0.0,-0.002,0.007,-0.0010279243177412157,-0.0019702122635211245,0.11226817061528639,-0.001,-0.002,0.005,1.0,0.0,0.0,0.001,1.0000003093798886,-6.315155724584778e-05,-8.769236659912432e-05,0.0008849508656402769,1.0,0.0,0.0,0.001,-0.005,-0.001,0.032,-0.003067479812293052,-0.009295182066130987,-0.007592879220834563,-0.005,-0.001,-0.006,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,0.30404326710065266,0.36712793469559396,0.33098378234711956,0.2922767709088612,0.019,-0.001,0.876,0.018966434536158937,-0.001066598387238574,0.8778903636073506,0.019,-0.001,0.876,-0.001,-0.002,0.005,-0.0010260814418547564,-0.001991885396891202,0.11014214860849672,-0.001,-0.002,0.004,1.0,0.0,0.0,0.001,1.0000003317488617,-2.1429721583417375e-05,-8.236655862328358e-05,-0.0005005591923545167,1.0,0.0,0.0,0.0,-0.005,-0.001,-0.006,-0.00210562702656044,-0.009029328971816585,-0.029633356241346998,-0.001,-0.001,-0.03,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,0.25703984218412984,0.4640719295045287,0.39658691729084244,0.2513168986607515,0.019,-0.001,0.876,0.01896657665758101,-0.0010332808209158333,0.877733877675508,0.019,-0.001,0.876,-0.001,-0.002,0.004,-0.0010131261020490002,-0.000994904597460699,0.10574211367930861,-0.001,-0.001,-0.002,1.0,0.0,0.0,0.0,1.0000001381026384,-1.670559223727825e-05,-5.374490856816584e-05,2.7973605220654773e-05,1.0,0.0,0.0,0.0,-0.001,-0.001,-0.03,-0.0017123007999313594,-0.0074226036072612255,0.0022437206351843403,0.0,0.001,0.001,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,0.32221681740982216,0.3236689274222996,0.3157868048396018,0.3578781595927365,0.019,-0.001,0.876,0.018966579674867267,-0.001033154586926975,0.8776502270932297,0.019,-0.001,0.876,-0.001,-0.001,-0.002,-0.0010133361129037813,-0.000985318971286199,0.10519222418186834,-0.001,-0.001,-0.005,1.0,0.0,0.0,0.0,0.9999999592888923,-3.231627741917267e-05,-5.4190386507149116e-05,0.0014001826763380808,1.0,0.0,0.0,0.001,0.0,0.001,0.001,-0.0014170689319113535,-0.007605602236178047,0.023597660182936766,-0.002,0.001,0.024,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,0.40539715134988596,0.2633391620237162,0.26252908847865547,0.46559878442284774,0.019,-0.001,0.876,0.018966647204692804,-0.0010330472020711927,0.8775724546727387,0.019,-0.001,0.876,-0.001,-0.001,-0.005,-0.0010069785535165225,-0.0009746991874083909,0.10261304262371343,-0.001,-0.001,-0.009,1.0,0.0,0.0,0.001,1.00000009474731,-5.374207641343538e-05,-4.0489072528204516e-05,0.0009881004377303919,1.0,0.0,0.0,0.001,-0.002,0.001,0.024,-0.00262890073280411,-0.006802251900384244,-0.0013433923910804169,-0.004,0.002,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,0.3162305301823555,0.345405658187831,0.31658190283836485,0.3305325888041316,0.019,-0.001,0.876,0.018966735778555243,-0.0010331879665378433,0.8766192605493723,0.019,-0.001,0.875,-0.001,-0.001,-0.009,-0.0009999164190934123,-0.0009852539595476004,0.10508128162932572,-0.001,-0.001,-0.007,1.0,0.0,0.0,0.001,1.0000004007273287,-3.5142705441600734e-05,-2.52975106161246e-05,-0.00041829617130072086,1.0,0.0,0.0,0.0,-0.004,0.002,0.0,-0.0027234550919030464,-0.00624045970659052,-0.024770323786894203,-0.002,0.003,-0.025,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,0.26053157031763446,0.46792276850667547,0.39679507071522246,0.26578724311251156,0.019,-0.001,0.875,0.018966711547650714,-0.0010332069424452957,0.8766934571415316,0.019,-0.001,0.875,-0.001,-0.001,-0.007,-0.0010023179250046946,-0.000986774684282533,0.10900264716092121,-0.001,-0.001,-0.007,1.0,0.0,0.0,0.0,0.9999999533146137,-3.678159856903535e-05,-3.311402389330508e-05,-0.00031762387185595283,1.0,0.0,0.0,0.0,-0.002,0.003,-0.025,-0.0035316742883145015,-0.0070394380122977595,-0.017900983648645882,-0.001,0.003,-0.02,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,0.27003782400557375,0.42038198638789304,0.37868797553346545,0.2874920238209701,0.019,-0.001,0.875,0.017966703280098046,-0.0009998589662405164,0.8767525495146243,0.018,-0.001,0.875,-0.001,-0.001,-0.007,-0.0010026287814147953,1.1322137049058758e-05,0.11104312330211574,-0.001,0.0,-0.006,1.0,0.0,0.0,0.0,1.0000001756704295,-2.7455302835986384e-05,-3.361252650399163e-05,0.00039680779066599264,1.0,0.0,0.0,0.0,-0.001,0.003,-0.02,-0.0015558920674456395,-0.006934090519052652,0.02410440533741704,-0.001,0.003,0.023,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,0.3962562720535594,0.24642605022989875,0.26325593438679723,0.4646830469130063,0.018,-0.001,0.875,0.01796655004753841,-0.0009848903969180542,0.8769435111946041,0.018,-0.001,0.875,-0.001,0.0,-0.006,-0.0010165301438090743,0.0009118219786425995,0.11481037196024897,-0.001,0.0,0.001,1.0,0.0,0.0,0.0,0.9999993649571639,-0.0010414735940773503,-6.385872148598445e-05,0.0017233504353682115,1.0,-0.001,0.0,0.001,-0.001,0.003,0.023,-0.00028314836727785526,-0.008759559982461633,0.04239426952435022,-0.004,0.001,0.044,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,0.3769576630812536,0.22100089584430366,0.24715441611676273,0.45859087037538837,0.018,-0.001,0.875,0.017933198708095212,-0.000985185569460902,0.8770800649821273,0.018,-0.001,0.875,-0.001,0.0,0.001,-0.0020157761570020333,0.000891805440977495,0.11526202816347002,-0.002,0.0,0.008,1.0,-0.001,0.0,0.001,1.000000424392662,-0.0010396255637072865,-5.884289865048503e-05,0.0008812042879533503,1.0,-0.001,0.0,0.001,-0.004,0.001,0.044,2.1706345330822774e-05,-0.007593655568718212,-0.008036277508925264,-0.005,0.001,-0.006,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,0.29327734805010763,0.33822043747026953,0.344752817453565,0.2980591998379481,0.018,-0.001,0.875,0.017933174320123674,-0.000952423692993972,0.8781838183634206,0.018,-0.001,0.876,-0.002,0.0,0.008,-0.002017730009536172,0.0018518812371142168,0.11733129429570026,-0.002,0.001,0.014,1.0,-0.001,0.0,0.001,1.0000006256798537,-0.0009716845566341712,-5.901925895946632e-05,0.0003304884572511424,1.0,-0.001,0.0,0.001,-0.005,0.001,-0.006,0.002925484492354977,-0.006886201917285042,-0.039854726825468006,0.0,0.0,-0.04,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,0.24106200970543123,0.45292835838986634,0.4187560434361382,0.23851178311941726,0.018,-0.001,0.876,0.0179332022331878,-0.0009527656276671858,0.8780564498149475,0.018,-0.001,0.876,-0.002,0.001,0.014,-0.0020162337799022947,0.0018197887728577638,0.11482719876629965,-0.002,0.001,0.009,1.0,-0.001,0.0,0.001,0.9999997414237529,-0.0008917564736558094,-5.690085758538066e-05,-0.00025116405594906126,1.0,-0.001,0.0,0.0,0.0,0.0,-0.04,0.00668534646034977,-0.006918918966105235,-0.013997579267649229,0.006,0.0,-0.016,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,0.28254037618248506,0.40238371422266184,0.3614440230452296,0.2906142183582038,0.018,-0.001,0.876,0.01793341521930233,-0.0009673228287812033,0.877872372104446,0.018,-0.001,0.876,-0.002,0.001,0.009,-0.0019972282986114903,0.0009395072819072946,0.11089708608981207,-0.002,0.001,0.002,1.0,-0.001,0.0,0.0,1.0000004511375247,0.00014951787464136297,-1.2040243841252989e-05,0.001543897663286449,1.0,0.0,0.0,0.001,0.006,0.0,-0.016,0.008987364997039206,-0.004697646469374867,0.03273155882146893,0.009,0.003,0.032,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,0.42991169447585686,0.26119560687051113,0.231786458562731,0.45895222344501574,0.018,-0.001,0.876,0.017933576845063425,-0.0009340690023040872,0.8778037890697256,0.018,-0.001,0.876,-0.002,0.001,0.002,-0.001983694854837513,0.0019331406439244566,0.1112148023413678,-0.002,0.002,-0.002,1.0,0.0,0.0,0.001,0.9999992312219825,0.00015277451300655298,1.3263472994743014e-05,0.0015862939591004446,1.0,0.0,0.0,0.001,0.009,0.003,0.032,0.009433997812739492,-0.0035940733501236967,0.033956396569313915,0.009,0.005,0.036,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,0.4205009087823425,0.2620802360660615,0.23183130954429151,0.4571051790166162,0.018,-0.001,0.876,0.017967054795921696,-0.000934002577638185,0.8778587229560216,0.018,-0.001,0.876,-0.002,0.002,-0.002,-0.0009719378765281382,0.001942849330106823,0.11296371184673433,-0.001,0.002,-0.002,1.0,0.0,0.0,0.001,1.0000007476027941,0.00012512763806988834,3.5632898748743614e-05,0.0006320055700921726,1.0,0.0,0.0,0.001,0.009,0.005,0.036,0.00621469870425722,-0.003025322745318375,-0.022678572358097324,0.008,0.007,-0.021,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,0.2645133676023357,0.464586486145847,0.3588710426372247,0.2549016387855271,0.018,-0.001,0.876,0.01796701435333628,6.601957333108915e-05,0.8779881585881931,0.018,0.0,0.876,-0.001,0.002,-0.002,-0.0009754064921293628,0.0019454410339744968,0.11465386192551293,-0.001,0.002,0.004,1.0,0.0,0.0,0.001,1.0000002058133532,0.00011132079270367841,2.617892090596441e-05,-0.0008111993735600244,1.0,0.0,0.0,0.0,0.008,0.007,-0.021,0.00408456126171776,-0.0038896360516026763,-0.047885150525883734,0.009,0.007,-0.049,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,0.22879226330902122,0.453832063872327,0.39797563049431284,0.2291457024796499,0.018,0.0,0.876,0.017966926297388743,6.630415917436449e-05,0.879077697248661,0.018,0.0,0.877,-0.001,0.002,0.004,-0.000982329370254348,0.0019682130191813136,0.11434233098934422,-0.001,0.002,0.009,1.0,0.0,0.0,0.0,1.0000003823943644,6.406140518155487e-05,1.2398332799779117e-05,6.668858387660849e-05,1.0,0.0,0.0,0.0,0.009,0.007,-0.049,0.0023365221568993257,-0.004270485729974959,0.004811720685036935,0.006,0.006,0.003,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,0.3133955582039415,0.2954289357383877,0.306428061863826,0.360869715056539,0.018,0.0,0.877,0.017981266409270363,6.670879828042324e-05,0.8790377307103565,0.018,0.0,0.877,-0.001,0.002,0.009,-0.00012995732235688087,0.0020018453167750493,0.11087507779515408,-0.001,0.002,0.011,1.0,0.0,0.0,0.0,0.9999998800607681,-2.519243443976194e-06,0.0009822835874257912,0.001685954471958411,1.0,0.0,0.001,0.001,0.006,0.006,0.003,0.000407155442875645,-0.006429812316953547,0.04087513942933256,0.0,0.004,0.041,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,0.36882370034241835,0.24095970698107116,0.23846047601117998,0.4635355175477123,0.018,0.0,0.877,0.01801429071411537,6.69497989628841e-05,0.878860791326334,0.018,0.0,0.877,-0.001,0.002,0.011,0.0008511756239863777,0.0020217096720340794,0.10987628089898138,0.0,0.002,0.004,1.0,0.0,0.001,0.001,0.9999999353948522,-3.811800784713619e-05,0.0009306192875111114,0.0012181270283480646,1.0,0.0,0.001,0.001,0.0,0.004,0.041,-0.00014881775782633617,-0.010803038270983084,0.011958447327822128,-0.004,0.002,0.014,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,0.3633983150671801,0.3029225712705946,0.2820706387809249,0.4611088671803516,0.018,0.0,0.877,0.018014272507434335,6.674092821865767e-05,0.8786690460113079,0.018,0.0,0.877,0.0,0.002,0.004,0.0008376697786737602,0.002006746927798629,0.10598319604209373,0.0,0.002,-0.006,1.0,0.0,0.001,0.001,1.0000007515374696,-6.508655007536463e-06,0.0008709135282945153,0.0005036671545852933,1.0,0.0,0.001,0.001,-0.004,0.002,0.014,0.00034521934317713256,-0.014139072459433823,-0.030043928928234015,-0.002,-0.001,-0.029,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,0.2626373892952831,0.46386602343283,0.3952678381524836,0.23734959328798608,0.018,0.0,0.877,0.01799928278149003,6.641364249688686e-05,0.8786493154603493,0.018,0.0,0.877,0.0,0.002,-0.006,-6.809251108644786e-05,0.0019790790554111504,0.1068096189187083,0.0,0.002,-0.007,1.0,0.0,0.001,0.001,0.9999998582741099,4.2547940881101035e-05,-0.00018813755040194278,-0.00037401162469596113,1.0,0.0,0.0,0.0,-0.002,-0.001,-0.029,0.001807898371893719,-0.015867535176730754,-0.021545470188387178,0.003,-0.006,-0.023,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,0.28375351763052,0.421456204328595,0.4199331666027296,0.2491555413233125,0.018,0.0,0.877,0.017999191440517454,6.63810412170302e-05,0.8787111997709769,0.018,0.0,0.877,0.0,0.002,-0.007,-7.516148075952351e-05,0.001974474207715741,0.10584292764199107,0.0,0.002,-0.005,1.0,0.0,0.0,0.0,1.0000000752901546,5.500146391437078e-05,-0.00019012432547662315,6.633585899207858e-05,1.0,0.0,0.0,0.0,0.003,-0.006,-0.023,0.0028414300802326485,-0.01432469196529309,0.004757016747653917,0.004,-0.008,0.003,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,0.33953461169699695,0.2875397835682417,0.30475077648010845,0.33899820585524976,0.018,0.0,0.877,0.018032431733272025,3.31820502698792e-05,0.8787343946459094,0.018,0.0,0.877,0.0,0.002,-0.005,0.0009156932329754001,0.000985122833107322,0.105434970261732,0.001,0.001,-0.001,1.0,0.0,0.0,0.0,0.999999869568909,3.5775370089716945e-05,-0.00020829667982479104,0.0016677352869225127,1.0,0.0,0.0,0.001,0.004,-0.008,0.003,0.002619484521834023,-0.01504428320500287,0.03963418368822108,0.002,-0.01,0.04,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,0.4193008707899769,0.23634398724588276,0.24281800494077257,0.45976843898250996,0.018,0.0,0.877,0.01803273751179039,3.321825891989402e-05,0.8788741554619314,0.018,0.0,0.877,0.001,0.001,-0.001,0.0009416019602262755,0.0009877883350088927,0.11279647974611795,0.001,0.001,0.001,1.0,0.0,0.0,0.001,0.9999995784822097,3.3524071541470996e-05,-0.00014902629258012253,0.001380432610161782,1.0,0.0,0.0,0.001,0.002,-0.01,0.04,0.003210711662109343,-0.012225329964966213,0.021372828062940056,0.001,-0.006,0.024,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,0.397586662404078,0.275284874357419,0.25880281993167786,0.44998105902311547,0.018,0.0,0.877,0.018033021188663508,6.652729280553956e-05,0.8777553709781013,0.018,0.0,0.876,0.001,0.001,0.001,0.0009670934020963082,0.001988504992338225,0.10998504416398384,0.001,0.002,-0.005,1.0,0.0,0.0,0.001,1.0000006473593304,2.853738210566328e-05,-9.548909754411991e-05,0.0005809382857285538,1.0,0.0,0.0,0.001,0.001,-0.006,0.024,0.0017511983550531074,-0.009572628026547403,-0.025751571135617064,0.001,-0.002,-0.024,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,0.2576549581907382,0.4629472788302904,0.39158587122000854,0.2493960340799417,0.018,0.0,0.876,0.018033338911457784,3.3112535869467354e-05,0.8777754000123881,0.018,0.0,0.876,0.001,0.002,-0.005,0.0009948721719787,0.0009824906415137713,0.10908643806240301,0.001,0.001,-0.003,1.0,0.0,0.0,0.001,1.000000111123704,3.3517373295358896e-05,-3.5726256013600175e-05,-0.0007607060811400023,1.0,0.0,0.0,0.0,0.001,-0.002,-0.024,0.0006335293491389255,-0.006503002800099297,-0.044837778308031984,0.003,0.002,-0.046,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,0.23092523687074754,0.4575675559598501,0.3944027384182273,0.2352120765087893,0.018,0.0,0.876,0.018033473607196177,3.3161443439374836e-05,0.8778694530639444,0.018,0.0,0.876,0.001,0.001,-0.003,0.0010064978785600033,0.0009843488820572058,0.11053483716524454,0.001,0.001,0.001,1.0,0.0,0.0,0.0,1.0000004022770197,3.0735893194577216e-05,-1.1991921173678306e-05,0.00014880078882527803,1.0,0.0,0.0,0.0,0.003,0.002,-0.046,0.001240935442017498,-0.00555936811730984,0.009589488810635018,0.003,0.004,0.008,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,0.33128825155206526,0.2960910985186798,0.2904738891281414,0.3972551229964578,0.018,0.0,0.876,0.01803345702095282,3.333928961157474e-05,0.8779047156126536,0.018,0.0,0.876,0.001,0.001,0.001,0.001005189445457021,0.0009986037062724373,0.10989373878112596,0.001,0.001,0.004,1.0,0.0,0.0,0.0,0.9999997436424773,6.981643404606807e-06,-1.5433981207666583e-05,0.0017985239738741124,1.0,0.0,0.0,0.001,0.003,0.004,0.008,0.00132572121462928,-0.005877743504763765,0.04734481259334817,0.0,0.004,0.048,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,0.39847375500184323,0.23028590303752217,0.23284063952519182,0.45940795227427866,0.018,0.0,0.876,0.018033374873020425,3.352019369687457e-05,0.8778796082883823,0.018,0.0,0.876,0.001,0.001,0.004,0.0009966898683443496,0.0010138953511040544,0.1125679481514944,0.001,0.001,0.002,1.0,0.0,0.0,0.001,0.9999989879212909,-2.2145419111858742e-05,-3.723567131905336e-05,0.0022957200591739125,1.0,0.0,0.0,0.002,0.0,0.004,0.048,0.0006355909660839192,-0.007700818754320568,0.016243940458185602,-0.003,0.003,0.019,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,0.38839346303009803,0.2827542253781199,0.2705772083381008,0.4556166785306205,0.018,0.0,0.876,0.01803326540372789,3.34051396741059e-05,0.877805573882511,0.018,0.0,0.876,0.001,0.001,0.002,0.0009879780998113092,0.0010070301222855156,0.1105457953366784,0.001,0.001,-0.003,1.0,0.0,0.0,0.002,1.0000016055182284,-9.946668750326979e-06,-5.699421988650501e-05,0.0004479812072379387,1.0,0.0,0.0,0.001,-0.003,0.003,0.019,-1.3112499928752386e-05,-0.008568294060676308,-0.033670976570287406,-0.002,0.002,-0.032,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,0.25288566433473336,0.4606047318711909,0.3993386279783947,0.23107022450363576,0.018,0.0,0.876,0.0180664686836907,3.309423024167652e-05,0.8778040651540596,0.018,0.0,0.876,0.001,0.001,-0.003,0.0019764548769866004,0.0009807074547424101,0.10899853695752067,0.002,0.001,-0.001,1.0,0.0,0.0,0.001,0.9999999601698072,3.881095839361961e-05,-8.047159342386462e-05,-0.0008091537902476969,1.0,0.0,0.0,0.0,-0.002,0.002,-0.032,0.001178554053825171,-0.00962795869548856,-0.04765026210805218,0.003,0.0,-0.049,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
