Step,px,py,pz,rw,rx,ry,rz,vx,vy,vz,wx,wy,wz,u0_act,u1_act,u2_act,u3_act,u4_act,u5_act,u6_act,u7_act,u0_des,u1_des,u2_des,u3_des,u4_des,u5_des,u6_des,u7_des,u0_dot,u1_dot,u2_dot,u3_dot,u4_dot,u5_dot,u6_dot,u7_dot
11,0.022052951617781077,-0.04978465763023955,0.2532166468468951,0.9448896762876511,-0.010459566482169183,-0.06426362488272885,0.13051182743759837,-0.02020173350534954,-0.24377668188073326,0.5338972111216232,-0.11050102022576644,-1.2926874675455606,0.8750838256315672,-0.4260943862804013,0.4069032767675004,-0.46487868417592915,0.42189262963180135,0.4232018773656823,-0.45107629838775104,0.3560679881650885,-0.44892727278021444,-0.43941467378496357,0.45507444166220024,-0.4790654158007159,0.4834787006075938,0.4109651461323378,-0.5169623749118177,0.310046268245703,-0.44821674323580024,0.13341040362969792,0.9999975916176932,-0.16067907062213305,0.9999991909655749,-0.38085135080939136,-0.9999991316692074,-0.9999961330358322,0.17764341271110595
12,0.022585488105685943,-0.030898722558608628,0.31252745831066636,0.9540695397322361,-0.0135779771764124,0.030991117157511447,0.08551231990072475,0.09198982550532328,-0.03004955095075551,0.8709555019195859,-0.189885663252073,1.0228554696036067,-0.40316944102019736,-0.4501226384118248,0.37767913207126075,-0.4537695869585596,0.4000473845254524,0.4318530025359988,-0.4308970467573004,0.3484186660047578,-0.46316310479004474,-0.5172414087346747,0.33237242620817675,-0.4650093852485731,0.35979185019951904,0.4892882973814512,-0.3931268037736197,0.394489217366908,-0.5247500995829087,-0.9979746863895929,-0.9994829337091349,-0.09897240237893057,-0.9951291537769507,0.9887140855573027,0.9798745239260711,0.9994526253349013,-0.9894419350889848
13,0.032358270566621904,-0.04625567956689447,0.34181721375572266,0.9451546234740104,-0.008518261878135676,0.009644207558195811,0.11150004185890212,0.11693719535781971,-0.15593583905177977,0.9039521090985698,-0.07993803056089194,-0.45848831436419557,0.3131893741626671,-0.43454462301706326,0.36500981789984505,-0.44227892101426786,0.39359749365927954,0.4202578484455354,-0.4243756468782988,0.35292116207634816,-0.44473746252320867,-0.40358292935564116,0.4040618023333771,-0.4538234044366528,0.4416801293325372,0.4005446551039764,-0.47333588819940237,0.3602821951667,-0.413619887442172,0.8779640894229986,0.8830799743560916,-0.12064488450508393,0.9987787164299406,-0.6427922740840217,-0.9986542461446367,-0.14482561331862553,0.8489270716159131
14,0.02948343818687999,-0.03978570586022703,0.3686362163084662,0.9437296645965005,-0.02950747634213892,0.0025259120539877482,0.10936032253667001,0.0661899716022446,-0.021747307509574543,0.9151002120704949,-0.28249416210518963,-0.013416043128067656,-0.28320283204623675,-0.43193385555583624,0.3809339919746335,-0.4187955357062732,0.4180525944780087,0.4249630829030889,-0.43946996321146714,0.377145672880312,-0.44152441389811875,-0.4834037010241136,0.41315884344969783,-0.4092016307766273,0.46115855105443393,0.4803116501524599,-0.4689836415032403,0.4422679667693911,-0.4929385856178929,-0.9999991813625454,0.29300131232989673,0.21930603438192842,0.4156242818852352,0.997942278036823,-0.19314547713808108,0.9999988136102612,-0.9999969254782948
15,0.03367487679375395,-0.03770279122767415,0.41225203598550836,0.9459539453751353,-0.011859690072589843,0.026096768728341033,0.09088688602513742,0.07080535059027335,0.028752064855467024,1.1078995497730806,0.2687872066327476,0.20626128234581542,-0.4062158229764118,-0.4474835620635533,0.3571831842315505,-0.4268678222345019,0.4392776874436262,0.40587605751028455,-0.4269090927887385,0.4244008123778859,-0.44049765358736603,-0.47679665874282573,0.32893393139009086,-0.4812974008791816,0.4821901194277537,0.3744238461729331,-0.4239048094336901,0.4933440648174517,-0.44301777880509774,-0.17563142769917783,-0.6356696988712213,-0.9255585164138567,0.44089495926041467,-0.8187222147190374,0.21629649994388211,0.7318949638653006,0.2527387753190048
16,0.04051966592875244,-0.04596650051896594,0.45836914878409496,0.9453950402659653,-0.028567546197059982,0.05811763946217545,0.07796768832701702,0.05593576827592705,0.01378481711212048,1.237849028378995,-0.1926485450269746,0.40810929897648124,-0.5664219912289257,-0.4473792974527831,0.28528446847914357,-0.41324485781551895,0.43109018834196094,0.37282257345985703,-0.4083466696140824,0.4296337875798391,-0.45022114235930866,-0.4659308587099232,0.21310973437735226,-0.391640169161792,0.4268729568695403,0.37147617201532407,-0.4148877681802478,0.4300580874028599,-0.5015390154735969,-0.12974032904238741,-0.9937750044323406,0.6559236167343057,-0.31207656586825805,0.15773518151037513,-0.12178199218242239,-0.38618774173719184,-0.8067212560875413
17,0.042199569850291135,-0.05277869654607546,0.48049691743787276,0.9463290568458137,-0.025439333813995785,0.026800420117909535,0.08655831257582322,-0.0032916050111845008,-0.025616352480876136,1.1149959456824041,0.19221529513678376,-0.33494250197852266,-0.2800894716991002,-0.4673595048213653,0.2656659579992945,-0.4117541321514564,0.4352881105510619,0.35255494530624043,-0.4182488017101217,0.3821266568776746,-0.46821929735227047,-0.5261921364272122,0.3024528111706091,-0.457389630343339,0.4808797431939267,0.35069683375340505,-0.46463854857945586,0.3384821981178072,-0.5032333312314331,-0.8355782065278511,0.9999856351212453,-0.8533146963963665,0.7535043416786343,-0.022055296611528385,-0.7049516880822048,-0.7007298491490963,-0.2677126653151608
18,0.04043518393565014,-0.04429953612606957,0.5125254694944986,0.9466084467888761,-0.057739936918823564,0.036202109194506754,0.0663522502779682,-0.016038869600743577,0.09441701942151358,1.1265212018108122,-0.38471448229895294,0.3525244324667867,-0.6289878880767266,-0.4535494436092093,0.26865831109521354,-0.40999367278422677,0.41463189203653045,0.3713238651934932,-0.4051595420842414,0.37460628403829327,-0.488069604460609,-0.4322186336403602,0.2724860557465206,-0.41246993599660653,0.387604169717752,0.433161781097897,-0.38881800316637266,0.4215577079270468,-0.5379961696303928,0.6766389596549137,-0.14844114865558045,0.22050212829565552,-0.6923158631647828,0.9999978903216223,0.5258861798411041,0.999996197151299,-0.5992450496053132
19,0.05870224711768071,-0.05226175067221406,0.5609229085740086,0.9471223779813103,-0.03541809275942074,0.04550640810029016,0.061466678784726114,0.11452881562307318,0.0005079734345156267,1.2304902599722027,0.440217464213526,-0.06108797025508583,-0.38799439068854047,-0.4357363993101898,0.2692727513565422,-0.40796519309200685,0.4153525593274805,0.3519739663576406,-0.38678253179454947,0.39432479441711116,-0.4558105521392683,-0.45735329209286235,0.29026077277086326,-0.4371822329691521,0.46822388661733433,0.3115037769912218,-0.40026711780006674,0.4286702669221218,-0.41109777403455483,-0.4674559013452019,0.3139901981166873,-0.45335793772375904,0.999999253854699,-0.9999991505178036,-0.3089001479201271,0.2819044439142735,0.9999858711431838
20,0.0443218502091082,-0.06760515723435528,0.5595570526794781,0.9466557752180078,-0.06517984976259945,-0.05145909779399577,0.11120738564760738,-0.12928216274176257,-0.0728842481736265,0.8908667081162943,-0.5225081520066717,-1.2650454038400953,0.25251755013158317,-0.4057966803934502,0.3057707497675388,-0.38338899101843366,0.44254791398599763,0.34273140026375387,-0.4129498699620455,0.35750118024664934,-0.44397180862247504,-0.3785178167123741,0.3757477295031749,-0.3579216283979535,0.4890010444105757,0.3822894072358114,-0.4802537400872571,0.3072367569107988,-0.4905428749057438,0.559678107758451,0.999999953708548,0.5740149292274097,0.44188352124108077,0.8636081909415065,-0.9999997817719373,-0.9999999666521686,-0.9999998957291666
21,0.05540353982567229,-0.03942222633577236,0.6378548445421328,0.963874424873023,-0.05389507979428437,0.08480664648979905,0.007448448271519872,0.09148778000421592,0.18210209989470616,1.256997836967441,0.6525332176698342,1.8979404276429328,-1.6891586779734071,-0.40681002033951347,0.2945310453385226,-0.3865981778417631,0.410502064919495,0.33993023950097906,-0.39476404994247416,0.34728161932196855,-0.43287085885815735,-0.4595919239470878,0.25696034660488765,-0.4400252347918191,0.3645509933719243,0.3387691838360309,-0.35624105466072503,0.3918749175807598,-0.42187191799009727,-0.999999980703324,-0.9999999642312845,-0.9999968781376329,-0.9999999881812264,-0.2440575303798994,0.9999999842216918,0.9999999851550099,0.4414381317035925
22,0.04353621325993012,-0.03078584048721563,0.6630346321478588,0.9506643946479608,-0.07539616924494294,0.012390404734887867,0.015191726173561015,-0.09435998502901438,0.22341103477015517,1.0818935014563837,-0.2717417630253701,-0.23852361909294428,-0.7108130610248062,-0.3803144829788652,0.294995464827,-0.3831453567028543,0.3594686326797488,0.30968513969028627,-0.36113151858518866,0.35088281026787355,-0.44219634431576255,-0.3366275501212804,0.3441085269506413,-0.3757700335564511,0.33772376300359114,0.28833949521868046,-0.36237220083002697,0.3575825078906447,-0.5007773875330559,0.9998477762845295,0.9999619767599803,0.42253939495777043,-0.08599680699736997,-0.33491229425548963,-0.23943198902338192,-0.14698663811077084,-0.9999906544246349
23,0.041304522310139036,-0.05110684205423993,0.6766114213727881,0.9484434611792658,-0.05991205536195226,-0.043048138805996616,0.06990936462061775,-0.13288593967865409,-0.02068141004749463,0.8478518595031743,0.4229302880164886,-0.7153309318407168,0.42864271416446864,-0.35848671441420754,0.33111649832633816,-0.39710895120401013,0.36608416601409033,0.31902688284088715,-0.3813115919077651,0.30107187590822154,-0.4173695453425047,-0.3814683645311536,0.38479623688251235,-0.4569814264238962,0.42083752508953853,0.3739224578980962,-0.44425357523909376,0.24305074433670273,-0.3757399150424361,-0.6167219191593722,0.5789313627940309,-0.9999989454526759,0.999999502361269,0.9999993744034978,-0.9999998445056814,-0.9665263815940983,0.9999860311396707
24,0.04176374273346147,-0.03896493151853066,0.7188574327385996,0.9496732236411701,-0.08587679937301383,-0.021980018067807805,0.0187554687973387,-0.06537045026828532,0.11039625275485293,0.8863871608435514,-0.3516742285457698,0.08280941375477568,-0.9912361599989046,-0.36724491814562216,0.3413619358711082,-0.37530279767439356,0.34278977827370344,0.3441241787985846,-0.3722904308544955,0.28906822216888917,-0.40928346534160537,-0.3971607721584314,0.35203353888734273,-0.334132386752772,0.2997956851264488,0.3777713814285886,-0.3491678723148517,0.3308981722576489,-0.456952893308692,-0.3476582585383541,-0.1352288615104401,0.9999996834992936,-0.999999637086128,0.22545046425397217,0.7287302416228736,0.999999651377813,-0.999999740183777
25,0.04129691834033376,-0.022577012181705023,0.7702948194798223,0.9476690104809217,-0.07364018335319686,-0.0012483974809977955,0.005592071370470138,-0.05027515260966932,0.18532897614947802,0.9815616871213247,0.30351170121314397,0.014252979289446022,-0.20206768706452127,-0.3291452827681686,0.2931301549545344,-0.36959271271967403,0.337622498740782,0.3095349117661379,-0.30832514005499023,0.3285809124497668,-0.41282312719473846,-0.2773029261097689,0.2344319995058886,-0.4174257311850348,0.38480577336864924,0.25925325327960635,-0.24738481170213034,0.39203211304242247,-0.4226388813492725,0.9999980744074096,-0.9999986243708693,-0.999999637699014,0.9999987249852293,-0.9962955907755283,0.8432466699697874,0.77678849397656,0.11466367293984886
26,0.03371384328513145,-0.014235019162799449,0.8070602101569009,0.9472001475226562,-0.07180915209620255,0.005040684049644998,-0.013820379640151554,-0.18082438046610277,0.15192531859130085,0.9250242135459422,0.1835112550973263,0.04229260989031401,-0.3824367885562606,-0.2850332655558754,0.2792203360534952,-0.38151598388382535,0.33405064136487944,0.2763258607422202,-0.26491694032176405,0.3509192828094555,-0.4124144488662722,-0.2717755029830537,0.31764031591545,-0.4018932501893219,0.3263500133691244,0.27861706872433883,-0.2568592437277809,0.375345882404402,-0.4399186012871851,-0.08337723178773249,0.9492991638485583,-0.05338805563538851,-0.3921547133109233,0.3232647810871283,-0.21843672610757034,0.029153750141005685,-0.3841166400537609
27,0.03031567752568526,-0.0075204906399533025,0.8397537530679829,0.9466563443277224,-0.07505560421824907,0.012039090408598442,-0.021616394856670558,-0.1887380119601901,0.14335001883801338,0.8826014300033805,0.22741640973152805,0.08440742010853622,-0.14533648897143742,-0.2565896698518312,0.2755776630936328,-0.3885931387437567,0.3205319034410101,0.26652822070104093,-0.252387223277587,0.3511046842126791,-0.40967513430302177,-0.24133303210420082,0.268442248919082,-0.4192757935071467,0.33071529141227934,0.27177487730558547,-0.2586839810736283,0.3651867803753735,-0.422058184236549,0.1685369572970014,-0.333160512005955,-0.37477205827290905,0.20682778711611188,0.07088662017463565,-0.14667699532236456,0.08608192091191591,-0.04135513013723191
28,0.035935199868596,0.010555885583750126,0.8951175954889955,0.9451910232841897,-0.060899392334485616,0.07380888304357745,-0.07450256049060763,-0.11676479225933362,0.2068205719692835,0.9929689623850189,0.44074768646059825,0.7683805673442393,-0.675420457196944,-0.2533115172947283,0.2200622720579902,-0.3741349316629821,0.2927055089832306,0.23295250659535308,-0.2060191583060791,0.3682310682898168,-0.39327934789672797,-0.2788929394273753,0.15502052123360416,-0.36298833340685716,0.26658969779187847,0.19588078562808195,-0.14578337202253883,0.4171151045330631,-0.3922500334535895,-0.49626558928384457,-0.9999961523952382,0.35323670424932285,-0.4758982904978696,-0.6230534781222432,0.9996640999740807,0.7018766317645828,0.08705241571132094
29,0.02029319077140579,-0.0037234890992586638,0.8865637536405806,0.9563916476477754,-0.08303472617498027,-0.022159720256163154,0.0006943326933060573,-0.31002207390122183,0.026321944310616935,0.5698311588886403,-0.08441780014473088,-1.4431500140404387,0.9726527082311542,-0.21851829406560794,0.20794060448677948,-0.38630965737195083,0.30006395792593193,0.20728767614303192,-0.19745318550514837,0.34134442174277974,-0.38930815424684817,-0.1654373144409582,0.24726945672837186,-0.44483829008769293,0.35326017900022627,0.20740442421804794,-0.23849415867534596,0.2962593769011467,-0.41611467630242993,0.995109780150483,0.9999996155644791,-0.9999937335117861,0.9999996609794168,0.21317677871370058,-0.99999955253934,-0.9999997240526332,-0.4347714452151993
30,0.018724289708840068,0.012313598057167474,0.9240958035825373,0.9480924942457143,-0.08064610215390931,0.03289583877222045,-0.05191555760140499,-0.25300294193045403,0.08459408875255639,0.6293323449853684,0.13754562663845898,0.1854593535558362,-0.2977275431169619,-0.21357423593503538,0.23488943264185813,-0.3993970814068546,0.2877469953238946,0.22336190283070548,-0.22259531076698985,0.3350066598687395,-0.4129439805707979,-0.25716195065182645,0.27222425685454565,-0.41633379219271993,0.25853311413394037,0.2673523132079039,-0.25496066865436295,0.38144295362360514,-0.46780190666274973,-0.9999650193291617,0.37318272962592414,0.06262583390588311,-0.7706405591627458,0.7031811020075838,-0.28391217912784283,0.9999654556751577,-0.7249296417544124
31,0.013882126623709128,0.040823327896444786,0.9661060858758117,0.9423449288505825,-0.0667091439094937,0.06265066622468886,-0.08678731869187326,-0.24220382020347014,0.24351728369693923,0.7239007397421516,0.47228788183940346,0.22062757249373877,-0.22960728631686939,-0.23321352094889225,0.23417350708306106,-0.4147967981395912,0.25340998102842627,0.21567641999584117,-0.2164157687995232,0.33982369616469515,-0.4206209226462529,-0.2561379629792723,0.22890902853718545,-0.46301949931367553,0.23866266489994117,0.19362018060140032,-0.20416808142232487,0.34635965893560144,-0.43308447129467503,-0.11834109860037201,-0.29704015474632905,-0.6750239673059153,-0.06943793527302167,-0.6036451694610843,0.3804455379931989,-0.16011147006823445,0.11327340034937317
32,0.0024077821241147435,0.029508132955737492,0.9782207376964865,0.9459683891010972,-0.07993502231964182,0.03518246769689033,-0.0526472802339747,-0.3112630454275425,0.06894347380452179,0.5561149010772117,0.05529516597348466,-0.3759324498973592,0.40074187686110924,-0.23403535413169407,0.22719440904907393,-0.41244425960088393,0.2694832051686801,0.2292480876680289,-0.23582278740098714,0.2909570015961719,-0.42847640942835696,-0.24032072289619744,0.23841120766173826,-0.41254871780441765,0.32672937736951235,0.2838095204044745,-0.293959334475613,0.23369170890745036,-0.4687270501417174,0.030103419341112145,0.209476305514121,0.2731980654357409,0.9999984571456825,0.9987034883314426,-0.9999965712440438,-0.9534996708137106,-0.572968024117761
33,-0.007258472301328986,0.030086951773682646,0.9907147838743073,0.9445261422290665,-0.0766026252876138,0.04364179783116992,-0.05732889295444199,-0.3049580405640299,0.02219232458084877,0.4423236408818132,0.33585560478262233,0.13426118381204144,0.0019175499195062118,-0.26356386592583436,0.22726362550466833,-0.4078366720846398,0.28404155777046664,0.2642523808835269,-0.2442457433007923,0.27990691218699737,-0.43689621584438526,-0.3283002648761905,0.2392078812300611,-0.4344615576620685,0.2945065034769738,0.30714130281527713,-0.24111608893662007,0.3220045320075777,-0.46114352153833377,-0.9999557812480302,0.12717233951409734,-0.42540275747871753,-0.1588640502406294,0.375222584310264,0.38145278815212236,0.9999740854549986,-0.1585282390370224
34,-0.020993955645309485,0.021637778088903433,0.9996568602762401,0.9478384068528513,-0.07717454158925886,0.009413485287912145,-0.024971247877555926,-0.3582851547589575,-0.043310112921741736,0.36705668391439644,0.2369159094758319,-0.49409430452851955,0.4313272580536479,-0.2832242199834012,0.26048461653903654,-0.40372585674143463,0.3135529918454747,0.279794589995893,-0.2676751777528953,0.2739849952068415,-0.42889030055683486,-0.29695541290460664,0.3272268750956239,-0.41399845964410764,0.3797810461705723,0.300556319700022,-0.3290601615454421,0.2607788837024638,-0.43659849945844886,0.14929838727774386,0.999793879270659,-0.012599798651425465,0.9999986786744721,0.08772082025508723,-0.9999987705565305,-0.45125421704734947,0.014878460029681406
35,-0.0330583888016284,0.03829796604855705,1.021981639680353,0.9453338627847646,-0.08479505468528405,0.0396882490604008,-0.05673154399559001,-0.3583461352945957,0.07577236296211523,0.3740374705258365,0.1279820630319206,0.2520425879181035,-0.12823985040593078,-0.30758830471894794,0.2571832285250325,-0.38999318900749436,0.31262626091070994,0.31343979135994204,-0.2618726814164707,0.2892922269158965,-0.44565953530292246,-0.36310070876004574,0.23111786946077348,-0.3942432490076873,0.2952666909339965,0.3796822473203997,-0.23563096259989133,0.34600023331766416,-0.5044672589551158,-0.809930665006694,-0.7974766188006921,-0.009447123457850315,-0.6552530292804727,0.9415374360537884,0.7697619086827867,0.9826029380032352,-0.8969868446958931
36,-0.04422755630988065,0.029708990616422994,1.031699329784999,0.9495203385312481,-0.06705330245660532,0.0104687102938105,-0.026828325446142477,-0.3841448070475204,-0.042143931336647275,0.3044768804854273,0.45753302874027585,-0.6536641349830286,0.562213244600686,-0.30864396299755215,0.2663437201055953,-0.4078911864880134,0.32418700563406233,0.3034044595706124,-0.27069722465717655,0.27102189180530056,-0.43641862675174453,-0.30087789629577644,0.3195512025243168,-0.4675289100393812,0.3805014962341272,0.27084533376010184,-0.32384727542689246,0.22876394814284584,-0.42091051546196917,0.4406777702626711,0.9998922653658204,-0.9299782348207819,0.9999813984683054,-0.898528011942778,-0.999978609569957,-0.9993627350893516,0.5833338054539092
37,-0.0601407038199936,0.03035377597028061,1.0347468140565261,0.9467199055017645,-0.08031068992550192,0.01465065361987428,-0.034367525153273557,-0.4121379423996393,-0.016761824000414677,0.19259665935642842,-0.009546892439051047,0.08330332146994024,-0.06371152575863503,-0.3230231674486545,0.2775107885951117,-0.40642553508971446,0.3057071412302729,0.30589018746948965,-0.30973270069178493,0.26965463149708435,-0.442628093491374,-0.37762734736141224,0.28461980722124836,-0.4002031567173509,0.26625710698008803,0.3559375519451592,-0.363688230650077,0.3167243862867203,-0.4991672274369263,-0.9179334588042463,-0.18953835176852596,0.4394930782006128,-0.9521931444233281,0.9863448487306242,-0.5603331899452911,0.9939863555101676,-0.9930223774805558
38,-0.07663864602682395,-0.0015726323200168126,1.0249701411180467,0.9514431341041032,-0.07493709186533865,-0.055864076519902064,0.04186018223720886,-0.45740704516867464,-0.2616146145891709,0.023494336204073207,0.4396939744635582,-1.3357402919111507,1.2280650040998409,-0.33340451887778183,0.3053561982718703,-0.41990970518678294,0.30449831978732395,0.2957907799994917,-0.363782153182767,0.24661959875133205,-0.41656682421029784,-0.34304272126896884,0.3703887349861741,-0.4801929562418701,0.3529442341767154,0.2727526190040285,-0.4455037967518011,0.2008882520997324,-0.3742089317006024,0.15703258724372815,0.9999991812598815,-0.9999995736038676,0.9999998254563175,-0.6538805534387271,-0.9999997763422785,-0.999999148726519,0.9999993436447767
