step,timestamp,u0,u1,u2,u3,u0_rate,u1_rate,u2_rate,u3_rate,pose_x,pose_y,pose_z,pose_qw,pose_qx,pose_qy,pose_qz,pose_vx,pose_vy,pose_vz,pose_avx,pose_avy,pose_avz,traj_x_ref,traj_y_ref,traj_z_ref,traj_qw_ref,traj_qx_ref,traj_qy_ref,traj_qz_ref,est_param_thrust_ratio,est_param_drag_coeff_z,est_param_tau_rate,est_param_centre_rate_deg,est_param_max_rate_deg,est_param_rate_expo,MPC_setup_time,MPC_solve_time,Visualisation_time,UKF_update_time,mot_cap_x,mot_cap_y,mot_cap_z,mot_cap_qw,mot_cap_qx,mot_cap_qy,mot_cap_qz,mot_cap_vx,mot_cap_vy,mot_cap_vz,mot_cap_avx,mot_cap_avy,mot_cap_avz
0,1762138254.7127056,-0.03912057901772439,-0.07329557185690554,0.3984572530160556,-0.12455775585172597,-0.07689747429681026,0.022936660459642072,0.27423603752983106,-0.061179998815078074,-0.01,-0.023,-0.008,0.999,0.003,0.011,-0.051,-0.005,-0.007,-0.001,0.001,0.001,0.003,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,0.1,0.12,50.0,300.0,0.0,0.0017,0.0011,0.0028,0.0,-0.002,0.003,-0.004,1.0,0.002,0.005,-0.03,0.001,0.001,-0.006,-0.1,-0.1,-0.0
0,1762138254.7489917,-0.022630002064669065,-0.08469839904744515,0.3986021846283452,-0.12488916895385681,0.14534548002169098,-0.15067605783384877,0.20067794263092373,-0.06559300894717135,-0.009,-0.022,-0.008,0.999,0.003,0.012,-0.051,0.01,0.032,0.029,0.005,0.022,-0.004,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,0.1,0.12,50.0,300.0,0.0,0.0017,0.0023,0.0046,0.0,-0.002,0.003,-0.004,1.0,0.005,0.007,-0.03,0.001,0.0,-0.001,0.1,0.1,0.0
0,1762138254.7789955,-0.02504725574827385,-0.07961963145844347,0.40011562722429345,-0.12501258490686426,-0.035487537868382366,0.008438476366294224,0.21443551827365553,-0.06367874400700299,-0.01,-0.022,-0.008,0.999,0.003,0.012,-0.051,-0.004,0.014,-0.021,0.01,-0.003,-0.004,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,0.1,0.12,50.0,300.0,0.0,0.0018,0.0012,0.0027,0.0,-0.002,0.003,-0.004,1.0,0.004,0.007,-0.03,-0.0,-0.001,0.0,0.0,-0.0,0.0
0,1762138254.8117101,-0.01842377977341738,-0.08621112231993118,0.39865973644320796,-0.1248509491341971,0.053711131874427775,-0.10572472434409869,0.18549890580129197,-0.060889934726760714,-0.01,-0.022,-0.008,0.999,0.003,0.012,-0.051,0.014,0.026,0.019,-0.004,0.007,0.003,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,0.1,0.12,50.0,300.0,0.0,0.0013,0.001,0.0023,0.0,-0.002,0.003,-0.004,1.0,0.004,0.007,-0.03,0.001,0.0,-0.002,0.0,0.0,0.0
0,1762138254.851088,-0.029560657932794453,-0.08322477260320166,0.398925051323393,-0.12485494636598632,-0.12058067148047943,-0.013242063992670375,0.20198301702345411,-0.06246544688499092,-0.009,-0.022,-0.008,0.999,0.003,0.012,-0.051,0.003,0.002,-0.001,0.001,0.001,-0.004,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,0.1,0.12,50.0,300.0,0.0,0.0033,0.0024,0.0053,0.0,-0.002,0.003,-0.004,1.0,0.004,0.007,-0.03,-0.001,-0.001,-0.001,-0.0,-0.0,0.0
0,1762138254.8831675,-0.043888430950458426,-0.0800598840020976,0.39891245597807984,-0.12453338874608808,-0.15805805914303697,-0.009963500290560229,0.1993365722085651,-0.05921189698401075,-0.01,-0.023,-0.008,0.999,0.003,0.012,-0.051,-0.004,-0.017,0.002,0.009,0.007,0.004,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,0.1,0.12,50.0,300.0,0.0,0.0028,0.0026,0.0044,0.0,-0.002,0.003,-0.004,1.0,0.004,0.007,-0.03,-0.0,0.001,0.003,-0.0,-0.0,-0.0
0,1762138254.9164543,-0.03010430087178142,-0.07653981660426926,0.39870275910801983,-0.12498065351466027,0.11589708531154089,-0.004829268022765246,0.1973592592884399,-0.0667393420587662,-0.009,-0.022,-0.007,0.999,0.003,0.011,-0.051,0.015,0.014,0.006,-0.013,-0.033,-0.004,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,0.1,0.12,50.0,300.0,0.0,0.0034,0.0021,0.004,0.0,-0.002,0.003,-0.004,1.0,0.004,0.007,-0.03,0.002,-0.002,0.004,0.1,0.2,0.0
0,1762138254.949633,-0.0379777387529779,-0.06984756184382966,0.39969406167937294,-0.12492595862349301,-0.09378652924785551,0.02865263930226121,0.20926440526754092,-0.061943377845657704,-0.01,-0.023,-0.008,0.999,0.003,0.011,-0.051,-0.009,-0.013,-0.015,-0.01,-0.003,-0.003,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,0.1,0.12,50.0,300.0,0.0,0.0031,0.0021,0.004,0.0,-0.002,0.003,-0.004,1.0,0.004,0.007,-0.03,-0.002,-0.002,0.003,-0.0,-0.0,-0.0
0,1762138254.97902,-0.022472646789240706,-0.07748193257393804,0.39896845177269447,-0.12500974365937537,0.1360620502608829,-0.11126748822299862,0.19259093177290212,-0.06330082967056994,-0.009,-0.022,-0.007,0.999,0.003,0.011,-0.051,0.018,0.025,0.008,-0.005,-0.02,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,0.1,0.12,50.0,300.0,0.0,0.0017,0.0011,0.0026,0.0,-0.002,0.003,-0.004,1.0,0.005,0.007,-0.03,0.001,0.001,-0.001,0.0,0.0,0.0
0,1762138255.0144033,-0.032021446000460176,-0.07640889324504126,0.39888523028504136,-0.12448704755726955,-0.10672431550681502,-0.028010572998001318,0.19865201100981622,-0.05727791080862975,-0.009,-0.022,-0.007,0.999,0.003,0.011,-0.051,-0.002,-0.003,0.002,-0.003,0.011,0.009,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,0.1,0.12,50.0,300.0,0.0,0.0025,0.0011,0.0039,0.0,-0.002,0.003,-0.004,1.0,0.004,0.007,-0.03,0.0,0.001,0.007,0.1,0.2,0.0
0,1762138255.0454247,-0.03180513901288181,-0.0777181199841909,0.3988826236655605,-0.12460329523699805,-0.013847653124446496,-0.05129671401401718,0.1994165489477127,-0.0634060005759198,-0.009,-0.022,-0.007,0.999,0.003,0.011,-0.051,0.006,0.008,0.001,0.01,0.002,0.002,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,0.1,0.12,50.0,300.0,0.0,0.0016,0.0011,0.0026,0.0,-0.002,0.003,-0.004,1.0,0.004,0.007,-0.03,0.0,-0.0,0.004,0.0,0.1,0.0
0,1762138255.0838602,-0.034720398115462354,-0.0745422768957402,0.39887658154768807,-0.12477036265233016,-0.04505516053224641,-0.007100629107588519,0.19938089065405618,-0.06397232177182009,-0.009,-0.022,-0.007,0.999,0.003,0.011,-0.051,0.0,-0.001,0.002,0.0,-0.004,-0.002,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,0.1,0.12,50.0,300.0,0.0,0.003,0.0023,0.0052,0.0,-0.002,0.003,-0.004,1.0,0.004,0.007,-0.03,0.001,-0.001,0.0,-0.0,0.0,0.0
0,1762138255.113511,-0.039622434934181903,-0.07579926436335367,0.39963069499860643,-0.12469623392716216,-0.06638056724492672,-0.04984101312400471,0.20697942528302748,-0.061643894074485006,-0.01,-0.022,-0.008,0.999,0.003,0.012,-0.051,-0.013,-0.01,-0.012,-0.001,0.017,0.001,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,0.1,0.12,50.0,300.0,0.0,0.0023,0.0013,0.003,0.0,-0.002,0.003,-0.004,1.0,0.001,0.004,-0.031,0.001,-0.001,-0.011,-0.2,-0.2,-0.1
0,1762138255.145786,-0.03570083116154334,-0.07994698829195934,0.3995353110850756,-0.12472338418832295,0.01940482025929467,-0.07937687146773348,0.19886150836399516,-0.0626196195751891,-0.009,-0.022,-0.008,0.999,0.003,0.012,-0.051,0.003,0.001,-0.003,0.001,-0.01,0.002,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,0.1,0.12,50.0,300.0,0.0,0.002,0.0012,0.0025,0.0,-0.002,0.003,-0.004,1.0,0.005,0.007,-0.03,-0.001,0.001,0.0,0.1,0.1,0.0
0,1762138255.179081,-0.04026811104551317,-0.07711583522018593,0.39951364562584524,-0.1247465311516155,-0.06352321442046999,-0.011661963428245575,0.19955100095023454,-0.06259316172708723,-0.01,-0.023,-0.008,0.999,0.003,0.012,-0.051,-0.01,-0.012,-0.004,-0.003,0.002,-0.001,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,0.1,0.12,50.0,300.0,0.0,0.0016,0.0013,0.0027,0.0,-0.002,0.003,-0.004,1.0,0.004,0.007,-0.03,-0.0,-0.001,0.001,-0.0,-0.0,0.0
0,1762138255.21348,-0.03178299393602094,-0.08263195006019357,0.39912119962749126,-0.1248427699547113,0.06471711557216572,-0.09371906601016926,0.1958323628293825,-0.0633356536067658,-0.01,-0.022,-0.008,0.999,0.003,0.012,-0.051,0.009,0.007,0.003,-0.004,-0.005,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,0.1,0.12,50.0,300.0,0.0,0.0018,0.0012,0.0032,0.0,-0.002,0.003,-0.004,1.0,0.004,0.007,-0.03,-0.0,-0.002,0.005,-0.0,0.1,0.0
0,1762138255.2465827,-0.03163984087929258,-0.07306271446982636,0.3986153968785494,-0.12516434956145173,-0.014459966400726845,0.054376380873575214,0.19450257232432788,-0.06563718104475987,-0.01,-0.022,-0.008,0.999,0.003,0.011,-0.051,-0.011,0.005,0.01,0.004,0.015,-0.009,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,0.1,0.12,50.0,300.0,0.0,0.0019,0.0011,0.0029,0.0,-0.002,0.003,-0.004,1.0,0.004,0.007,-0.03,-0.001,0.0,0.001,-0.0,0.0,-0.0
0,1762138255.2783115,-0.039076444148831505,-0.07967710964904869,0.39877790193531804,-0.12477153879314426,-0.09018595313503555,-0.10267530902713651,0.20093274900696118,-0.058654067097651155,-0.01,-0.023,-0.008,0.999,0.003,0.012,-0.051,-0.01,-0.011,0.002,-0.002,0.042,0.002,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,0.1,0.12,50.0,300.0,0.0,0.0011,0.0011,0.0026,0.0,-0.002,0.003,-0.004,1.0,0.004,0.007,-0.03,0.002,0.001,0.004,0.0,0.0,0.0
0,1762138255.3125813,-0.03186312881921781,-0.08111861046162261,0.3988231295268165,-0.12473603791188576,0.05259493122172117,-0.0542535629502634,0.19984122688264408,-0.06203076058398718,-0.01,-0.022,-0.007,0.999,0.003,0.012,-0.051,0.009,0.011,0.002,0.007,-0.023,0.005,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,0.1,0.12,50.0,300.0,0.0,0.0017,0.0012,0.0028,0.0,-0.002,0.003,-0.004,1.0,0.004,0.007,-0.03,0.001,-0.001,-0.004,0.0,-0.0,0.0
0,1762138255.3472307,-0.03013301612989395,-0.08423115542656416,0.3988737110728151,-0.12479294507383047,0.0013695624836296827,-0.07168475488022659,0.19991738022339411,-0.06293709057539013,-0.01,-0.023,-0.008,0.999,0.003,0.012,-0.051,0.007,0.006,0.003,-0.003,0.004,-0.001,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,0.1,0.12,50.0,300.0,0.0,0.0015,0.0012,0.0037,0.0,-0.002,0.003,-0.004,1.0,0.004,0.008,-0.03,0.001,0.001,0.002,-0.0,0.1,0.0
0,1762138255.382561,-0.03905340297856051,-0.07935650161947609,0.3993342796212195,-0.12464256535542004,-0.1042703765516126,0.006630960357598775,0.20404254102045088,-0.06089267535281093,-0.01,-0.023,-0.008,0.999,0.003,0.012,-0.051,-0.004,-0.008,-0.006,0.013,-0.002,0.002,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,0.1,0.12,50.0,300.0,0.0,0.003,0.0019,0.0042,0.0,-0.002,0.003,-0.004,1.0,0.004,0.007,-0.03,0.001,0.0,-0.0,0.0,-0.0,0.0
0,1762138255.41473,-0.033673872587657284,-0.07588138450550361,0.3993513224659354,-0.12477499077702656,0.034268602419752034,-0.004927079670013199,0.19983756825776816,-0.06364553689377493,-0.01,-0.022,-0.008,0.999,0.003,0.011,-0.051,0.008,0.007,-0.002,0.005,-0.013,0.001,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,0.1,0.12,50.0,300.0,0.0,0.0019,0.0017,0.0039,0.0,-0.002,0.003,-0.004,1.0,0.004,0.007,-0.03,0.0,0.0,-0.002,0.0,0.0,0.0
0,1762138255.4488256,-0.032213500365506235,-0.08196188091180956,0.39913946787819127,-0.12460575724270745,-0.0022332140723181626,-0.09874565631581124,0.19755711535552714,-0.06069516004532216,-0.01,-0.022,-0.008,0.999,0.003,0.012,-0.051,0.004,0.004,0.002,0.002,0.012,0.004,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,0.1,0.12,50.0,300.0,0.0,0.0019,0.0022,0.0047,0.0,-0.002,0.003,-0.004,1.0,0.004,0.007,-0.03,-0.0,0.0,0.0,0.0,-0.0,0.0
0,1762138255.4796164,-0.03921340542718451,-0.07611798425930352,0.3992213849078022,-0.12461443764410216,-0.08610580079953586,0.017458026069155433,0.2003889042352046,-0.062389682635300786,-0.01,-0.023,-0.008,0.999,0.003,0.012,-0.051,-0.012,-0.012,-0.002,-0.004,-0.002,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,0.1,0.12,50.0,300.0,0.0,0.0017,0.0014,0.003,0.0,-0.002,0.003,-0.004,1.0,0.004,0.007,-0.03,-0.001,-0.0,0.0,0.0,-0.0,0.0
0,1762138255.5137045,-0.026174337999650625,-0.08503017685669767,0.39856991906381795,-0.12474842319723091,0.11078397156174663,-0.1271809181035933,0.19309603401405895,-0.0636470743533386,-0.01,-0.022,-0.008,0.999,0.003,0.012,-0.051,0.013,0.019,0.012,-0.006,0.006,0.001,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,0.1,0.12,50.0,300.0,0.0,0.0016,0.0014,0.0038,0.0,-0.002,0.003,-0.004,1.0,0.005,0.007,-0.03,-0.002,0.0,-0.003,0.0,0.0,-0.0
0,1762138255.5487602,-0.03564325416968332,-0.07915177029410339,0.3993089723402326,-0.12480402404613618,-0.1077763307001522,0.01626897719759396,0.20667549229605556,-0.062930220087668,-0.01,-0.023,-0.008,0.999,0.003,0.012,-0.051,-0.006,-0.01,-0.009,-0.009,-0.003,-0.004,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,0.1,0.12,50.0,300.0,0.0,0.0022,0.0014,0.005,0.0,-0.002,0.003,-0.004,1.0,0.004,0.007,-0.03,-0.0,-0.001,-0.001,0.0,-0.0,0.0
0,1762138255.5794582,-0.025869777800155678,-0.07751988091513254,0.3979956479632408,-0.12496251073092753,0.07991313661043474,-0.023256991357343174,0.1865212424001983,-0.06398687887098152,-0.01,-0.022,-0.007,0.999,0.003,0.011,-0.051,0.01,0.016,0.024,-0.011,-0.007,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,0.1,0.12,50.0,300.0,0.0,0.0015,0.0011,0.0034,0.0,-0.002,0.003,-0.004,1.0,0.004,0.007,-0.03,0.0,0.0,-0.001,-0.0,-0.0,0.0
0,1762138255.6155274,-0.047899350054083384,-0.0651673014460644,0.4003920392007872,-0.12443390812886232,-0.23323061143935478,0.08476585423311507,0.22296173635708377,-0.0571952293448119,-0.01,-0.023,-0.008,0.999,0.003,0.011,-0.051,-0.02,-0.029,-0.036,0.007,-0.006,0.002,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,0.1,0.12,50.0,300.0,0.0,0.0016,0.0015,0.0054,0.0,-0.002,0.003,-0.004,1.0,0.004,0.007,-0.03,0.001,0.001,0.0,0.0,0.0,-0.0
0,1762138255.6467166,-0.0458118794824349,-0.07322531899312566,0.39958427765650106,-0.12472209112714144,-0.0030749693105568826,-0.11316382619364468,0.1921184041575319,-0.06509878404722236,-0.01,-0.023,-0.008,0.999,0.003,0.012,-0.051,-0.007,-0.008,0.004,0.012,-0.004,-0.004,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,0.1,0.12,50.0,300.0,0.0,0.0012,0.0012,0.0042,0.0,-0.002,0.003,-0.004,1.0,0.004,0.007,-0.03,-0.0,0.001,0.003,-0.0,-0.0,-0.0
0,1762138255.6798506,-0.042360855846266504,-0.0793682842509965,0.3989777606986262,-0.12451995942258044,0.011604296620466387,-0.09804231207527125,0.19372696924950322,-0.06033972851796074,-0.01,-0.023,-0.007,0.999,0.003,0.012,-0.051,-0.008,-0.013,0.006,-0.013,0.021,0.006,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,0.1,0.12,50.0,300.0,0.0,0.0017,0.0013,0.003,0.0,-0.002,0.003,-0.004,1.0,0.004,0.008,-0.03,-0.0,0.001,0.001,0.0,0.0,0.0
0,1762138255.7153916,-0.03172482487017407,-0.08324064458083236,0.3999604313500593,-0.12493270837474128,0.08517988183779113,-0.0784077454238569,0.20931558686364438,-0.06638746923289857,-0.01,-0.023,-0.008,0.999,0.003,0.012,-0.051,0.003,0.011,-0.02,0.01,0.006,-0.004,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,0.1,0.12,50.0,300.0,0.0,0.0028,0.0023,0.0034,0.0,-0.002,0.003,-0.004,1.0,0.004,0.007,-0.03,0.001,0.003,-0.011,0.1,-0.0,0.0
0,1762138255.7486024,-0.027005488942090476,-0.07449727741757314,0.3995323940987976,-0.12476920874806971,0.031330946845748914,0.04581334934217585,0.1956998431624123,-0.06083135792065508,-0.01,-0.022,-0.008,0.999,0.003,0.011,-0.051,-0.0,0.008,0.0,-0.01,-0.013,0.005,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,0.1,0.12,50.0,300.0,0.0,0.0023,0.0012,0.0048,0.0,-0.002,0.003,-0.004,1.0,0.004,0.007,-0.03,-0.0,0.002,0.001,0.0,-0.0,0.0
0,1762138255.7849388,-0.04140785172174507,-0.07793761751660624,0.3992002642704507,-0.12453455767578937,-0.1575263722675912,-0.07165203969911774,0.19644489876593052,-0.06003809365123153,-0.01,-0.022,-0.008,0.999,0.003,0.012,-0.051,-0.009,-0.022,0.002,-0.009,0.022,0.001,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,0.1,0.12,50.0,300.0,0.0,0.003,0.0021,0.0062,0.0,-0.002,0.003,-0.004,1.0,0.004,0.007,-0.03,0.0,0.0,-0.003,0.0,0.0,0.0
0,1762138255.8128908,-0.036429040254829806,-0.07998779596168927,0.3991066105909662,-0.12486688904542434,0.029084188808280093,-0.059470593209133324,0.1986635953403806,-0.06559059253424443,-0.01,-0.023,-0.008,0.999,0.003,0.012,-0.051,0.006,0.002,-0.0,-0.003,-0.019,-0.003,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,0.1,0.12,50.0,300.0,0.0,0.0013,0.001,0.0037,0.0,-0.002,0.003,-0.004,1.0,0.004,0.007,-0.03,-0.0,-0.0,0.0,-0.0,-0.0,0.0
0,1762138255.845007,-0.03098102400670476,-0.07641886309022206,0.3988632464524497,-0.12489509850463998,0.03626564235383563,-0.004304569266172342,0.19711966391031832,-0.06271553911486863,-0.01,-0.023,-0.008,0.999,0.003,0.011,-0.051,0.004,0.008,0.005,-0.002,-0.005,0.001,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,0.1,0.12,50.0,300.0,0.0,0.0011,0.0009,0.0029,0.0,-0.002,0.003,-0.004,1.0,0.005,0.007,-0.03,-0.0,0.001,0.0,0.0,0.0,0.0
0,1762138255.8806267,-0.03737155325292929,-0.08076568767774978,0.39940108371245037,-0.1245267930407504,-0.07939580446559766,-0.08167767742038826,0.20480999582623227,-0.05876449461342419,-0.01,-0.023,-0.008,0.999,0.003,0.012,-0.051,-0.001,-0.007,-0.008,0.006,0.014,0.006,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,0.1,0.12,50.0,300.0,0.0,0.0019,0.0012,0.0037,0.0,-0.002,0.003,-0.004,1.0,0.004,0.007,-0.03,0.001,0.001,0.004,0.1,0.1,0.0
0,1762138255.9138665,-0.03309713189805315,-0.08088341071175635,0.3990307708877401,-0.12483457156446037,0.024058436922296735,-0.04156007417894085,0.19599741360912215,-0.06534118175747501,-0.01,-0.023,-0.008,0.999,0.003,0.012,-0.051,-0.001,0.005,0.005,-0.004,0.006,-0.003,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,0.1,0.12,50.0,300.0,0.0,0.0016,0.0019,0.0037,0.0,-0.002,0.003,-0.004,1.0,0.004,0.007,-0.03,-0.0,-0.0,0.001,0.0,0.0,-0.0
0,1762138255.9502845,-0.039828137306642634,-0.07168209860945152,0.399186378797549,-0.12476237123058033,-0.08385862003492141,0.05157141566717001,0.20107146454195904,-0.06169528244342984,-0.01,-0.023,-0.008,0.999,0.003,0.011,-0.051,-0.003,-0.01,-0.002,0.005,-0.021,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,0.1,0.12,50.0,300.0,0.0,0.0022,0.0029,0.0047,0.0,-0.002,0.003,-0.004,1.0,0.004,0.007,-0.03,-0.002,-0.001,0.004,0.1,0.1,0.0
