step,timestamp,u0,u1,u2,u3,u0_rate,u1_rate,u2_rate,u3_rate,pose_x,pose_y,pose_z,pose_qw,pose_qx,pose_qy,pose_qz,pose_vx,pose_vy,pose_vz,pose_avx,pose_avy,pose_avz,traj_x_ref,traj_y_ref,traj_z_ref,traj_qw_ref,traj_qx_ref,traj_qy_ref,traj_qz_ref,est_param_thrust_ratio,est_param_drag_coeff_z,est_param_tau_rate,est_param_centre_rate_deg,est_param_max_rate_deg,est_param_rate_expo,MPC_setup_time,MPC_solve_time,Visualisation_time,UKF_update_time
0,1761390042.216439,0.0,0.0,0.04999999356370577,-0.0039811961083978656,0.0,0.0,0.4999999356370577,-0.03981196108397866,0.0,0.0,0.0,1.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,42.0,0.5,0.12,100.0,100.0,0.5,0.0019,0.0011,0.0009,0.0
0,1761390042.2487147,0.0,0.0,0.0974999937537557,-0.028792975335615423,0.0,0.0,0.49999999868235223,-0.2501083903263745,0.0,0.0,0.0,1.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,42.0,0.5,0.12,100.0,100.0,0.5,0.0014,0.0005,0.0011,0.0
0,1761390042.28123,0.0,0.0,0.1426249916386744,-0.041939518012434396,0.0,0.0,0.4999999757260648,-0.14586191443599747,0.0,0.0,0.0,1.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,42.0,0.5,0.12,100.0,100.0,0.5,0.0008,0.0006,0.0008,0.0
0,1761390042.3147397,0.0,0.0,0.18549341045453693,-0.04885119746470085,0.0,0.0,0.4999966839779628,-0.09008655352888181,0.0,0.0,0.0,1.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,42.0,0.5,0.12,100.0,100.0,0.5,0.0008,0.0005,0.0008,0.0
0,1761390042.3484542,0.0,0.0,0.22465047630591115,-0.05248448324941772,0.0,0.0,0.48431736374101053,-0.060758456579519164,0.0,0.0,0.0,1.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,42.0,0.5,0.12,100.0,100.0,0.5,0.0014,0.0005,0.0008,0.0
0,1761390042.3822815,0.0,0.0,0.2433120272129522,-0.054394417319734975,0.0,0.0,0.2989407472233666,-0.045341582327881415,0.0,0.0,0.0,1.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,42.0,0.5,0.12,100.0,100.0,0.5,0.0008,0.0006,0.0018,0.0
0,1761390042.415371,0.0,0.0,0.25200554497066396,-0.055395879430773655,0.0,0.0,0.20859119118359404,-0.03721182977025422,0.0,0.0,0.0,1.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,42.0,0.5,0.12,100.0,100.0,0.5,0.0013,0.0005,0.0011,0.0
0,1761390042.447992,0.0,0.0,0.256061551879766,-0.055923178288073846,0.0,0.0,0.16656284157635276,-0.03297092828838879,0.0,0.0,0.0,1.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,42.0,0.5,0.12,100.0,100.0,0.5,0.0007,0.0006,0.0009,0.0
0,1761390042.4818065,0.0,0.0,0.2579523143846725,-0.056199456971994396,0.0,0.0,0.14693840098894823,-0.03072437598324239,0.0,0.0,0.0,1.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,42.0,0.5,0.12,100.0,100.0,0.5,0.0009,0.0007,0.001,0.0
0,1761390042.5159981,0.0,0.0,0.2588336540429907,-0.056344292273547994,0.0,0.0,0.13778955377551833,-0.029548081501533152,0.0,0.0,0.0,1.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,42.0,0.5,0.12,100.0,100.0,0.5,0.0016,0.0007,0.0012,0.0
0,1761390042.5493174,0.0,0.0,0.25924446513065247,-0.056420265063809025,0.0,0.0,0.1335249378981132,-0.028931874039384263,0.0,0.0,0.0,1.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,42.0,0.5,0.12,100.0,100.0,0.5,0.0014,0.0007,0.0015,0.0
0,1761390042.5837102,0.0,0.0,0.25943595162397215,-0.056460130597351596,0.0,0.0,0.131537097498523,-0.028608787867330197,0.0,0.0,0.0,1.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,42.0,0.5,0.12,100.0,100.0,0.5,0.0019,0.001,0.0017,0.0
0,1761390042.6169496,0.0,0.0,0.2595252066938705,-0.05648105430340013,0.0,0.0,0.13061052651096994,-0.02843930235916107,0.0,0.0,0.0,1.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,42.0,0.5,0.12,100.0,100.0,0.5,0.0027,0.001,0.0009,0.0
0,1761390042.6478643,0.0,0.0,0.25956680992389264,-0.056492038124871004,0.0,0.0,0.13017863564715643,-0.028350365366408767,0.0,0.0,0.0,1.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,42.0,0.5,0.12,100.0,100.0,0.5,0.0007,0.0005,0.001,0.0
0,1761390042.6810503,0.0,0.0,0.2595862018474016,-0.056497804819818975,0.0,0.0,0.12997732419703592,-0.02830368601191524,0.0,0.0,0.0,1.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,42.0,0.5,0.12,100.0,100.0,0.5,0.0007,0.0005,0.0009,0.0
0,1761390042.7151012,0.0,0.0,0.2595952407255402,-0.056500832776985754,0.0,0.0,0.12988348970508717,-0.028279181981577382,0.0,0.0,0.0,1.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,42.0,0.5,0.12,100.0,100.0,0.5,0.0013,0.0005,0.001,0.0
0,1761390042.7506657,0.0,0.0,0.2595994538862288,-0.056502422842555744,0.0,0.0,0.12983975196965605,-0.0282663170441928,0.0,0.0,0.0,1.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,42.0,0.5,0.12,100.0,100.0,0.5,0.0021,0.0011,0.0018,0.0
0,1761390042.782007,0.0,0.0,0.25960141770487444,-0.056503257902513426,0.0,0.0,0.12981936512957076,-0.02825956202085466,0.0,0.0,0.0,1.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,42.0,0.5,0.12,100.0,100.0,0.5,0.0012,0.0007,0.001,0.0
0,1761390042.8159559,0.0,0.0,0.25960233307049735,-0.05650369648696667,0.0,0.0,0.12980986250866672,-0.028256014795789125,0.0,0.0,0.0,1.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,42.0,0.5,0.12,100.0,100.0,0.5,0.0019,0.0006,0.001,0.0
0,1761390042.847873,0.0,0.0,0.2596027597361375,-0.056503926852756396,0.0,0.0,0.12980543319165017,-0.02825415190138062,0.0,0.0,0.0,1.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,42.0,0.5,0.12,100.0,100.0,0.5,0.0007,0.0005,0.0011,0.0
0,1761390042.8847792,0.0,0.0,0.2596029586113133,-0.05650404785923228,0.0,0.0,0.12980336861982678,-0.028253173491137012,0.0,0.0,0.0,1.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,42.0,0.5,0.12,100.0,100.0,0.5,0.0027,0.0011,0.002,0.0
